,EPC2 (26122)
ACH-000004,-0.535707364039
ACH-000007,-0.9304014623119999
ACH-000009,-0.515696900041
ACH-000011,-0.245730509983
ACH-000012,-0.28237049381499996
ACH-000013,-0.007404135634739999
ACH-000014,-0.428604900213
ACH-000015,-0.715243163902
ACH-000017,-0.721168214438
ACH-000018,-0.40601281414000007
ACH-000019,-0.509910654965
ACH-000021,-0.17996566510899997
ACH-000022,-0.518380784213
ACH-000025,-0.431048324594
ACH-000028,-0.18972856573
ACH-000030,-0.654065406567
ACH-000035,-0.235358874758
ACH-000036,-0.747593963418
ACH-000037,-0.548727525352
ACH-000039,-0.984864718668
ACH-000040,-0.319425391899
ACH-000041,-0.6522472502350001
ACH-000042,-0.6007701343999999
ACH-000045,-0.254495875249
ACH-000047,-0.429509003784
ACH-000052,-0.8586308324699999
ACH-000053,-0.462355740422
ACH-000054,-0.527439367804
ACH-000055,-0.507849397108
ACH-000060,-1.01949570609
ACH-000067,-0.19096018186900002
ACH-000070,-0.23401363311
ACH-000075,-0.14535209691
ACH-000078,-0.025947405401499996
ACH-000082,0.14115538519200002
ACH-000085,-0.876533461733
ACH-000086,-0.487380837102
ACH-000087,-0.38900912443700003
ACH-000092,-0.28885965091
ACH-000095,-0.917498761381
ACH-000097,-0.306163398312
ACH-000098,-0.334626154441
ACH-000099,-0.121742787853
ACH-000108,-0.287048853477
ACH-000113,-0.386392803455
ACH-000115,-0.0502278992784
ACH-000116,-0.454873781722
ACH-000118,-0.38199112432300003
ACH-000120,-0.42216126921700003
ACH-000123,-0.59621974507
ACH-000127,-0.58667929532
ACH-000128,-0.769213464797
ACH-000132,-0.8083801215299999
ACH-000133,-0.652505266469
ACH-000137,-0.420153562913
ACH-000138,-0.6159248128779999
ACH-000142,-0.700511556794
ACH-000143,0.213669419064
ACH-000146,-0.392556346815
ACH-000148,-0.427100560034
ACH-000150,-0.511884995482
ACH-000152,-0.5510085799960001
ACH-000153,-0.579289634385
ACH-000159,-0.180852900678
ACH-000160,-0.482174401266
ACH-000163,-0.36123380271899996
ACH-000167,0.166028480136
ACH-000168,-0.6270661439
ACH-000169,-0.779031602648
ACH-000178,-0.659536153394
ACH-000182,-0.310030571139
ACH-000183,-0.126146926235
ACH-000188,-0.19413458508499998
ACH-000189,-0.46170197580600003
ACH-000190,-0.467542547847
ACH-000198,-0.422337389221
ACH-000204,-0.764121920713
ACH-000206,-0.45374787383000004
ACH-000207,-0.69513479513
ACH-000211,-0.591647348781
ACH-000215,-0.282597289329
ACH-000221,-0.300522304584
ACH-000222,-0.587896657558
ACH-000223,-0.451016392154
ACH-000226,-0.521842627078
ACH-000227,-0.277462801355
ACH-000228,-0.643871664798
ACH-000231,-0.579681965615
ACH-000232,-0.591292889308
ACH-000233,-0.428883555154
ACH-000234,-0.44594725955700004
ACH-000235,-0.409648809597
ACH-000237,-0.618765847756
ACH-000238,-0.457243750146
ACH-000243,-0.24754681932300002
ACH-000244,-0.29883386443000004
ACH-000246,0.0945615930027
ACH-000248,-0.781408706833
ACH-000250,-0.0702783814341
ACH-000251,-0.5866919800779999
ACH-000253,-0.41909134770400003
ACH-000255,-0.509505776426
ACH-000256,-0.801403206418
ACH-000257,-0.178363775072
ACH-000258,-0.8854373682500001
ACH-000259,-0.642305717344
ACH-000260,-0.599816222064
ACH-000261,-0.566631117289
ACH-000262,-0.38269028391300003
ACH-000263,-0.672975628689
ACH-000264,-0.350877772069
ACH-000265,-0.47431944587999997
ACH-000266,-0.484147203789
ACH-000272,-0.45997608793399997
ACH-000273,-0.501653722884
ACH-000274,-0.581295744738
ACH-000277,-0.41274013072
ACH-000278,-0.464658707683
ACH-000279,-1.5076078437600002
ACH-000280,-0.868890905195
ACH-000281,-0.160475950914
ACH-000288,-0.54173350473
ACH-000291,-0.32572959526399997
ACH-000293,-0.403056910831
ACH-000294,-1.2306336957100001
ACH-000295,-0.48553386828199996
ACH-000296,0.0689387324523
ACH-000302,-0.54533686663
ACH-000304,-0.00100949744129
ACH-000307,-0.799320133139
ACH-000308,-0.471401919961
ACH-000310,-0.720836378164
ACH-000311,-0.154662298719
ACH-000312,-0.26314702167
ACH-000315,-0.254156086963
ACH-000316,-0.55720540241
ACH-000317,-0.37094605945299997
ACH-000318,-0.251715767613
ACH-000319,-0.38673283487800003
ACH-000320,-0.742833846273
ACH-000322,-0.355682684214
ACH-000323,-0.030387089364700002
ACH-000324,-0.208110688511
ACH-000329,-0.6366367516529999
ACH-000330,-0.170992732137
ACH-000331,-0.33178246469300005
ACH-000332,-0.146409685054
ACH-000334,-0.0547482693715
ACH-000335,-0.862827625448
ACH-000336,-0.801729858901
ACH-000337,-0.7978274723100001
ACH-000339,-0.698905083355
ACH-000341,-0.46149326245300004
ACH-000348,-0.432636627022
ACH-000350,-0.27788269052
ACH-000352,-0.09281296691739999
ACH-000356,-0.38809388937399997
ACH-000361,-0.709060235237
ACH-000362,-0.248089957592
ACH-000363,-0.524167716178
ACH-000364,-0.05230769869580001
ACH-000365,0.151974625804
ACH-000366,-0.40992487862099997
ACH-000368,-0.860077077528
ACH-000374,-0.246507352298
ACH-000375,-0.635302390712
ACH-000376,-0.376202961888
ACH-000381,-0.277628862589
ACH-000383,-0.288663730217
ACH-000387,-0.509083699186
ACH-000389,-0.335290297664
ACH-000390,-0.792322741595
ACH-000393,-0.8321370537520001
ACH-000395,-1.1361556596100002
ACH-000397,-0.237476165377
ACH-000401,-0.8147684018160001
ACH-000402,-0.20017057726799997
ACH-000403,-0.723402875907
ACH-000404,-0.9840292336990001
ACH-000406,-1.01218019662
ACH-000407,-0.508824352279
ACH-000408,-0.48707080254100005
ACH-000410,-0.527447788087
ACH-000411,-0.0589107690056
ACH-000414,-0.45096738829800004
