,HTRA4 (203100)
ACH-000004,-0.111117633272
ACH-000007,-0.185399857225
ACH-000009,0.110990133915
ACH-000011,-0.0256581357172
ACH-000012,0.0603200861419
ACH-000013,0.0343372942351
ACH-000014,0.05166453370569999
ACH-000015,0.0934155996476
ACH-000017,0.019946255534700003
ACH-000018,0.126944858836
ACH-000019,0.144300416457
ACH-000021,-0.04132372954209999
ACH-000022,-0.108923316007
ACH-000025,-0.147770094083
ACH-000028,-0.254939215464
ACH-000030,0.0658810069917
ACH-000035,-0.119274927055
ACH-000036,-0.07037338983960001
ACH-000037,0.0413938459421
ACH-000039,-0.0176874911797
ACH-000040,0.0366851652035
ACH-000041,0.039993393643900005
ACH-000042,-0.0452228725701
ACH-000045,0.0093434580741
ACH-000047,0.08643816097169998
ACH-000052,-0.10168457225
ACH-000053,-0.07111548975189999
ACH-000054,-0.042827383849400005
ACH-000055,0.270490813343
ACH-000060,-0.177485495533
ACH-000067,0.10579726261900001
ACH-000070,0.0672451642948
ACH-000075,0.00875804193936
ACH-000078,0.0557588254927
ACH-000082,-0.213226656036
ACH-000085,-0.313201513737
ACH-000086,0.14995128757
ACH-000087,-0.0731022854198
ACH-000092,-0.0851810949637
ACH-000095,0.136634618392
ACH-000097,0.135677127456
ACH-000098,0.0709356767347
ACH-000099,-0.0603812504413
ACH-000108,-0.152629234858
ACH-000113,-0.029948623474
ACH-000115,0.21394275763
ACH-000116,-0.061517459184499995
ACH-000118,-0.0330470518951
ACH-000120,-0.13934036838199998
ACH-000123,0.051141960085899996
ACH-000127,-0.111540750355
ACH-000128,0.036590215607500004
ACH-000132,0.0441306408318
ACH-000133,-0.0251213251938
ACH-000137,-0.13345137830700002
ACH-000138,-0.013498802141200002
ACH-000142,0.084923128558
ACH-000143,-0.200990997553
ACH-000146,0.0630263787617
ACH-000148,0.0670628653595
ACH-000150,-0.022909391343799997
ACH-000152,-0.0907072367769
ACH-000153,0.0891976638892
ACH-000159,-0.025742037406900002
ACH-000160,-0.0040069717928699995
ACH-000163,-0.011104529037999999
ACH-000167,0.22237529436099998
ACH-000168,-0.0350404530603
ACH-000169,-0.0394460173755
ACH-000178,-0.0952224492784
ACH-000182,-0.0744451698654
ACH-000183,0.0567919867684
ACH-000188,-0.11257576797800001
ACH-000189,0.513614731742
ACH-000190,0.0263090576785
ACH-000198,-0.09622949727539999
ACH-000204,0.23075578833799998
ACH-000206,-0.028155553795
ACH-000207,0.274144518095
ACH-000211,-0.043315395880399996
ACH-000215,0.0233918737445
ACH-000221,-0.274154817769
ACH-000222,0.011927084680600001
ACH-000223,-0.043180434754400004
ACH-000226,-0.0188623919695
ACH-000227,-0.18997121057900002
ACH-000228,-4.58037053197e-05
ACH-000231,0.0354360989415
ACH-000232,-0.0873539090044
ACH-000233,0.137694723652
ACH-000234,0.08630731380069999
ACH-000235,0.0288145410212
ACH-000237,0.154163736774
ACH-000238,0.0306432106838
ACH-000243,0.108262432938
ACH-000244,0.148857291439
ACH-000246,-0.0148657364515
ACH-000248,0.00849895561477
ACH-000250,0.011714441558100001
ACH-000251,-0.0950188783707
ACH-000253,-0.0391632109418
ACH-000255,-0.166057662579
ACH-000256,-0.18973112254399999
ACH-000257,-0.109463569275
ACH-000258,0.0447009534437
ACH-000259,-0.0104396001777
ACH-000260,0.176636739549
ACH-000261,-0.0723345304126
ACH-000262,0.23320871513
ACH-000263,0.294423831294
ACH-000264,0.0268242513375
ACH-000265,-0.123898723115
ACH-000266,0.08906060272430001
ACH-000272,0.223728985949
ACH-000273,0.312658417167
ACH-000274,0.0188949341715
ACH-000277,-0.138168084662
ACH-000278,-0.00253220749989
ACH-000279,0.17583274148699998
ACH-000280,0.0383182652122
ACH-000281,-0.07854978819069999
ACH-000288,0.173044521767
ACH-000291,0.017003227160399998
