,MYCT1 (80177)
ACH-000004,0.140063940381
ACH-000007,0.09843420106460002
ACH-000009,-0.013481377457399999
ACH-000011,0.18412085764699998
ACH-000012,-0.128806537854
ACH-000013,0.10309411596200001
ACH-000014,0.027818254583400003
ACH-000015,0.029737965222
ACH-000017,0.04668793665630001
ACH-000018,0.203208745044
ACH-000019,0.254181607446
ACH-000021,-0.0744843056012
ACH-000022,-0.058312987782300006
ACH-000025,-0.279627861542
ACH-000028,-0.142632957052
ACH-000030,-0.08326141802
ACH-000035,-0.116204750158
ACH-000036,0.128439160983
ACH-000037,-0.11696004613500001
ACH-000039,-0.35461325863000004
ACH-000040,-0.156954360657
ACH-000041,0.0884483839683
ACH-000042,-0.115462526572
ACH-000045,0.0221379388253
ACH-000047,-0.131988510493
ACH-000052,0.0789072116955
ACH-000053,-0.006233128742109999
ACH-000054,0.0224325416491
ACH-000055,0.061146214731
ACH-000060,-0.10695135039899999
ACH-000067,0.159793097106
ACH-000070,-0.058362964709199994
ACH-000075,0.586881266994
ACH-000078,-0.013688060262
ACH-000082,-0.0191704720123
ACH-000085,-0.37134921428999995
ACH-000086,0.175286116546
ACH-000087,-0.0435993857236
ACH-000092,0.00960288109539
ACH-000095,0.067104156143
ACH-000097,-0.0109322834205
ACH-000098,0.148782675489
ACH-000099,0.036442963932099996
ACH-000108,-0.017630226082099996
ACH-000113,0.0649646114674
ACH-000115,-0.020394825218799997
ACH-000116,0.00299844465298
ACH-000118,-0.0369204948637
ACH-000120,-0.058519750272
ACH-000123,-0.09286399149139998
ACH-000127,0.19616926947000002
ACH-000128,-0.07989317496869999
ACH-000132,-0.0150502080868
ACH-000133,0.062097726528000004
ACH-000137,0.35313947451800004
ACH-000138,0.021858350146
ACH-000142,-0.052513887633300005
ACH-000143,-0.131219844611
ACH-000146,-0.045011131331
ACH-000148,0.172063572493
ACH-000150,0.0230765194355
ACH-000152,0.13947771125800001
ACH-000153,-0.352024691169
ACH-000159,0.0703010342583
ACH-000160,0.103045796887
ACH-000163,0.09686582186130001
ACH-000167,-0.061924060116999996
ACH-000168,-0.25472974529
ACH-000169,0.163269353936
ACH-000178,0.0737845380392
ACH-000182,0.18577701506299998
ACH-000183,-0.13860950080999998
ACH-000188,0.06579220260890001
ACH-000189,-0.186290991646
ACH-000190,0.000488396792193
ACH-000198,-0.0365070595285
