,MTERF4 (130916)
ACH-000004,-0.37718747615000003
ACH-000007,-0.5205658145300001
ACH-000009,-0.446356459583
ACH-000011,-0.0723287314017
ACH-000012,-0.417695904808
ACH-000013,-0.476864600862
ACH-000014,-0.42337309521899996
ACH-000015,-0.561185172795
ACH-000017,-0.223145881367
ACH-000018,-0.6521086413880001
ACH-000019,-0.670864209659
ACH-000021,-0.472148466282
ACH-000022,-0.469313319867
ACH-000025,-0.362638828756
ACH-000028,-0.420262407941
ACH-000030,-0.0632036172745
ACH-000035,-0.344548070335
ACH-000036,-0.18439382762200002
ACH-000037,-0.49050236799400004
ACH-000039,-0.7578706954269999
ACH-000040,-0.398454492493
ACH-000041,-0.26715573755399996
ACH-000042,-0.432670886418
ACH-000045,-0.574799690985
ACH-000047,-0.707662522932
ACH-000052,-0.388160618244
ACH-000053,-0.335617686386
ACH-000054,-0.429500222467
ACH-000055,-0.435643925883
ACH-000060,-0.280580661144
ACH-000067,-0.317539144694
ACH-000070,-0.469998440137
ACH-000075,-0.427695895941
ACH-000078,-0.41873284584200005
ACH-000082,-0.425386123398
ACH-000085,-0.43667494140199997
ACH-000086,-0.555953286021
ACH-000087,-0.67654500536
ACH-000092,-0.353252709454
ACH-000095,-0.324912326544
ACH-000097,-0.250901848875
ACH-000098,-0.37754735090499997
ACH-000099,-0.336593100414
ACH-000108,-0.47370429973300004
ACH-000113,-0.55957081144
ACH-000115,-0.279968005231
ACH-000116,-0.43357930170500003
ACH-000118,-0.7049050975900001
ACH-000120,-0.46021384459700004
ACH-000123,-0.625281857868
ACH-000127,-0.588365374432
ACH-000128,-0.540394351445
ACH-000132,-0.414592584797
ACH-000133,-0.42889290415700004
ACH-000137,-0.0817101683565
ACH-000138,-0.227041353398
ACH-000142,-0.116092455807
ACH-000143,-0.536951289924
ACH-000146,-0.210045328592
ACH-000148,-0.47221473158999994
ACH-000150,-0.614549479334
ACH-000152,-0.47640658796700003
ACH-000153,-0.735802363656
ACH-000159,-0.310308192303
ACH-000160,-0.7107723377840001
ACH-000163,-0.481298913747
ACH-000167,-0.09938353513180001
ACH-000168,-0.119578913038
ACH-000169,-0.400266996103
ACH-000178,-0.476872686207
ACH-000182,-0.535624725395
ACH-000183,-0.569890518021
ACH-000188,-0.322212030026
ACH-000189,-0.533861283582
ACH-000190,-0.709032741129
ACH-000198,-0.354961048026
ACH-000204,-0.268327716575
ACH-000206,-0.298486168506
ACH-000207,-0.6425948258699999
ACH-000211,-0.176386835607
ACH-000215,-0.398738313006
ACH-000221,-0.49533061739699996
ACH-000222,-0.33004749715799997
ACH-000223,-0.777411424575
ACH-000226,-0.405487653536
ACH-000227,-0.591777479856
ACH-000228,-0.48176360246600003
ACH-000231,-0.277579683538
ACH-000232,-0.567079982016
ACH-000233,-0.35393637688900004
ACH-000234,-0.260602239156
ACH-000235,-0.315052410543
ACH-000237,-0.330751345367
ACH-000238,-0.35037356983
ACH-000243,-0.362624946598
ACH-000244,-0.38465254981299996
ACH-000246,-0.313598883888
ACH-000248,-0.425062834434
ACH-000250,-0.19428080072099999
ACH-000251,-0.046748494940300006
ACH-000253,-0.284367722581
ACH-000255,-0.279361250985
ACH-000256,-0.392426602884
ACH-000257,-0.7473053656649999
ACH-000258,-0.363992120507
ACH-000259,-0.605854463534
ACH-000260,-0.289205806936
ACH-000261,-0.37717235720700004
ACH-000262,-0.137384113429
ACH-000263,-0.6683796808420001
ACH-000264,-0.36940765039499995
ACH-000265,-0.7332538263349999
ACH-000266,-0.446286749537
ACH-000272,-0.446788890361
ACH-000273,-0.31688874427700003
ACH-000274,-0.355813604822
ACH-000277,-0.321414272443
ACH-000278,-0.275291335101
ACH-000279,-0.639744746835
ACH-000280,-0.475286589776
ACH-000281,-0.560260826519
ACH-000288,-0.5760409048390001
ACH-000291,-0.512512276342
ACH-000293,-0.410836667184
ACH-000294,-0.09038951725819999
ACH-000295,-0.29585072255600003
ACH-000296,-0.24224020834100002
ACH-000302,-0.352602882473
ACH-000304,-0.430502495027
ACH-000307,-0.449010984737
ACH-000308,-0.5103128832020001
ACH-000310,-0.569381657784
ACH-000311,-0.373841111678
