,PLAGL1 (5325)
ACH-000004,-0.0634590282613
ACH-000007,-0.11304677161900001
ACH-000009,0.009968347620879999
ACH-000011,0.0442159145261
ACH-000012,-0.012509025740200002
ACH-000013,0.03291353086
ACH-000014,0.0490052356155
ACH-000015,0.14775451366599998
ACH-000017,0.141664030461
ACH-000018,-0.052941094229899996
ACH-000019,0.07775394884760001
ACH-000021,-0.18991076434300003
ACH-000022,0.15837062597100002
ACH-000025,0.1058627396
ACH-000028,0.10527001006000002
ACH-000030,-0.0174026749014
ACH-000035,0.0681962599145
ACH-000036,-0.0869461799207
ACH-000037,0.109080624538
ACH-000039,-0.06950969300689999
ACH-000040,-0.052745109267999996
ACH-000041,0.0650979337833
ACH-000042,-0.0715368033392
ACH-000045,0.17342065876600002
ACH-000047,0.0154648859357
ACH-000052,0.118307024694
ACH-000053,0.0605200256323
ACH-000054,0.057704691913999996
ACH-000055,-0.09845259792680001
ACH-000060,-0.07768919432110001
ACH-000067,-0.07842996177999999
ACH-000070,-0.108187372662
ACH-000075,0.051553412946899996
ACH-000078,0.163504792838
ACH-000082,-0.110931358969
ACH-000085,0.06123824418
ACH-000086,0.047813282677300006
ACH-000087,0.046463824273499994
ACH-000092,0.026243103726400003
ACH-000095,0.0502084831559
ACH-000097,-0.0655110611646
ACH-000098,-0.00443129280013
ACH-000099,-0.019223090634400003
ACH-000108,-0.00790444489086
ACH-000113,-0.073383759986
ACH-000115,0.052844095061
ACH-000116,0.0283030775883
ACH-000118,-0.0357620014229
ACH-000120,-0.08388679480399999
ACH-000123,0.0518179231876
ACH-000127,0.13373083895500001
ACH-000128,-0.0514961383617
ACH-000132,0.0153552378565
ACH-000133,0.0175994417043
ACH-000137,-0.16126981388599998
ACH-000138,-0.0461631363458
ACH-000142,0.104351484315
ACH-000143,-0.0825445989427
ACH-000146,-0.013012387899499999
ACH-000148,0.0787485762011
ACH-000150,-0.07026176537880001
ACH-000152,0.0247645783648
ACH-000153,0.028099505345799997
ACH-000159,-0.00773550289329
ACH-000160,0.00981096564278
ACH-000163,0.153179557045
ACH-000167,-0.0444111642564
ACH-000168,0.24116949813000002
ACH-000169,0.153955925887
ACH-000178,0.132925336008
