,GGA1 (26088)
ACH-000004,-0.443046525701
ACH-000007,0.14469445219799998
ACH-000009,-0.19988869761
ACH-000011,-0.057081693147400005
ACH-000012,-0.148055229529
ACH-000013,-0.1694097261
ACH-000014,-0.113865415033
ACH-000015,-0.172353487093
ACH-000017,-0.151475292089
ACH-000018,-0.166014541817
ACH-000019,-0.142037807117
ACH-000021,0.006179785677529999
ACH-000022,0.00112390547481
ACH-000025,0.077060462499
ACH-000028,-0.0329270097228
ACH-000030,-0.295054190854
ACH-000035,0.0433463792234
ACH-000036,-0.17467116656399997
ACH-000037,-0.395751442963
ACH-000039,-0.09400665610850001
ACH-000040,-0.206334807424
ACH-000041,-0.237963887014
ACH-000042,-0.20044868075999997
ACH-000045,-0.13618097281400002
ACH-000047,-0.104088962249
ACH-000052,-0.142026807761
ACH-000053,-0.08193216129160001
ACH-000054,-0.202498173216
ACH-000055,-0.18547494175299997
ACH-000060,-0.38125206978299997
ACH-000067,-0.18073213760200002
ACH-000070,0.08194229031110001
ACH-000075,-0.159029457936
ACH-000078,0.167548993013
ACH-000082,0.0407849375489
ACH-000085,-0.245838153389
ACH-000086,0.15091582238
ACH-000087,-0.10383862652999999
ACH-000092,-0.297463805737
ACH-000095,-0.066663871897
ACH-000097,-0.273599645689
ACH-000098,-0.0565767918019
ACH-000099,-0.06546745318080001
ACH-000108,-0.135742696411
ACH-000113,-0.157762671235
ACH-000115,-0.237864322799
ACH-000116,-0.183878023647
ACH-000118,-0.147049804868
ACH-000120,0.05864819426
ACH-000123,-0.0324946890784
ACH-000127,-0.050095969527
ACH-000128,0.0444959816949
ACH-000132,-0.116079660319
ACH-000133,-0.055813819788800005
ACH-000137,-0.059323552989900004
ACH-000138,0.0400543687634
ACH-000142,-0.054857827495200004
ACH-000143,-0.277701554539
ACH-000146,-0.0942431470091
ACH-000148,0.048288056738999996
ACH-000150,-0.201729989814
ACH-000152,-0.026239153428700004
ACH-000153,-0.0919972585523
ACH-000159,-0.143088092839
ACH-000160,-0.185354297065
ACH-000163,-0.0256827321804
ACH-000167,-0.322891644894
ACH-000168,-0.263214657885
ACH-000169,-0.0463515982312
ACH-000178,-0.191810706984
ACH-000182,0.08252424285519999
ACH-000183,-0.13417545866699998
ACH-000188,-0.0962272695887
ACH-000189,0.0030818275702199998
ACH-000190,-0.32510899503
ACH-000198,-0.259114420011
ACH-000204,-0.0357910862271
ACH-000206,-0.276205246919
ACH-000207,0.09951563890960001
ACH-000211,-0.0359126587282
ACH-000215,0.040014017615300004
ACH-000221,-0.208352928606
ACH-000222,-0.0331479327858
ACH-000223,-0.0460002579665
ACH-000226,-0.18997556328200002
ACH-000227,0.398407828831
ACH-000228,0.0751400205464
ACH-000231,0.0130658756341
ACH-000232,-0.00715956918988
ACH-000233,-0.150758567014
ACH-000234,-0.34103288982100005
ACH-000235,0.0040754731609400005
ACH-000237,-0.0332951200522
ACH-000238,-0.035954730263
ACH-000243,-0.19096273892700003
ACH-000244,-0.17501633367400002
ACH-000246,-0.0666986479867
ACH-000248,-0.0418288481892
ACH-000250,-0.11431837153300001
ACH-000251,-0.30286238974199997
ACH-000253,0.007015880409620001
ACH-000255,-0.24177179150400002
ACH-000256,-0.193036004104
ACH-000257,0.0979702206414
ACH-000258,-0.027022105011400004
ACH-000259,-0.193405380955
ACH-000260,-0.0995814764467
ACH-000261,-0.044566423613
ACH-000262,-0.388575578714
ACH-000263,-0.18865632995700002
ACH-000264,-0.13334831401
ACH-000265,-0.019479640851799998
ACH-000266,-0.0767347972106
ACH-000272,-0.213144102599
ACH-000273,-0.228056009137
ACH-000274,-0.168510105953
ACH-000277,-0.203927869262
ACH-000278,-0.185326156451
ACH-000279,-0.07024049555049999
ACH-000280,-0.12453547027
ACH-000281,0.109323465073
ACH-000288,-0.1165802879
ACH-000291,-0.0107289542475
ACH-000293,-0.13876564044
ACH-000294,-0.13204855472899998
ACH-000295,0.280608076637
ACH-000296,-0.43433541877
ACH-000302,-0.118661368948
ACH-000304,-0.0759827123368
