,TPR (7175)
ACH-000785,-1.51644647405
ACH-000787,-1.03008298193
ACH-000788,-0.925356769557
ACH-000791,-1.21851763601
ACH-000792,-1.0387633886
ACH-000794,-1.4196003693700001
ACH-000796,-0.9916072987119999
ACH-000799,-1.63449455373
ACH-000800,-0.832127104746
ACH-000802,-1.10571008434
ACH-000804,-0.8694557736130001
ACH-000805,-1.1105679328799998
ACH-000809,-0.8946534184020001
ACH-000810,-1.02730266097
ACH-000811,-0.9332801723999999
ACH-000817,-1.00123994305
ACH-000819,-1.1451331758399999
ACH-000820,-0.473415555741
ACH-000821,-0.992327052713
ACH-000822,-1.06771039174
ACH-000823,-1.11323447731
ACH-000824,-0.814656523387
ACH-000827,-1.17992508913
ACH-000829,-0.8483162384649999
ACH-000831,-0.890277075467
ACH-000832,-1.23714543695
ACH-000833,-0.651910413292
ACH-000834,-1.26401085718
ACH-000835,-1.15145350433
ACH-000836,-0.7495561486939999
ACH-000837,-1.15112055348
ACH-000838,-1.1432230081799999
ACH-000839,-0.9027125332100001
ACH-000840,-1.5480211307299998
ACH-000841,-1.12686992124
ACH-000843,-0.8467799200749999
ACH-000846,-0.945144737307
ACH-000847,-1.07671636192
ACH-000848,-1.07911035914
ACH-000849,-0.9395296767389999
ACH-000851,-0.8260025309550001
ACH-000855,-1.02791414029
ACH-000856,-0.854043843158
ACH-000858,-0.997896968723
ACH-000859,-0.947483839928
ACH-000861,-0.993388362988
ACH-000862,-1.42413011588
ACH-000865,-0.9740110070479999
ACH-000866,-0.826179666223
ACH-000867,-1.10447950737
ACH-000869,-1.55724497801
ACH-000872,-0.608926377512
ACH-000873,-1.18988244339
ACH-000876,-1.17864307984
ACH-000878,-0.636920600028
ACH-000880,-1.14338971137
ACH-000881,-0.9409422626880001
ACH-000882,-0.8487911450660001
ACH-000884,-1.05945853816
ACH-000885,-1.00506552162
ACH-000887,-0.9299954477860001
ACH-000888,-0.848473406225
ACH-000889,-0.9728164353730001
ACH-000890,-1.0365077126200002
ACH-000896,-1.2136133092899999
ACH-000898,-1.05269919049
ACH-000900,-1.0489663380299998
ACH-000901,-0.747027427748
ACH-000905,-1.01244975534
ACH-000906,-0.9708389450570001
ACH-000907,-1.18198124799
ACH-000910,-0.797279729638
ACH-000911,-0.91058604884
ACH-000912,-1.08548744192
ACH-000913,-1.1531579023799998
ACH-000915,-0.9929703514470001
ACH-000916,-1.05281029509
ACH-000917,-0.92884448141
ACH-000921,-1.0945610918200002
ACH-000924,-1.13790531248
ACH-000926,-1.088767117
ACH-000928,-1.11012653188
ACH-000929,-1.38668028443
ACH-000932,-0.950849126751
ACH-000935,-1.12955591267
ACH-000936,-1.06104100881
ACH-000937,-0.9269711647550001
ACH-000938,-0.811792707393
ACH-000939,-0.809053828146
ACH-000941,-0.573284292149
ACH-000943,-0.888698303988
ACH-000946,-1.0307920242
ACH-000947,-1.23608929087
ACH-000948,-1.12251295463
ACH-000950,-0.9487038043970001
ACH-000953,-1.1103460783299999
ACH-000957,-1.15235413169
ACH-000958,-1.27854285043
ACH-000960,-1.1904616859700001
ACH-000963,-1.16091982415
ACH-000968,-1.39465085391
ACH-000969,-1.1814501719
ACH-000973,-0.9371130188619999
ACH-000974,-0.8286731471340001
ACH-000975,-1.16180160786
ACH-000976,-0.8476771486139999
ACH-000978,-0.93777782576
ACH-000980,-1.0337318663
ACH-000984,-1.16139480624
ACH-000986,-1.2193835225799998
ACH-000988,-1.13346917107
ACH-000993,-1.44323337717
ACH-000994,-1.0811633531
ACH-000996,-1.19203959302
ACH-001001,-0.735254638986
ACH-001020,-0.957446786861
ACH-001028,-0.660899244536
ACH-001031,-0.843346059093
ACH-001038,-0.7780494065770001
ACH-001048,-0.9917768378899999
ACH-001050,-0.978319468952
ACH-001053,-0.8997743632549999
ACH-001054,-1.09769592262
ACH-001061,-1.21117563346
ACH-001067,-1.00822554788
ACH-001075,-0.710864697913
ACH-001096,-0.9284606588680001
ACH-001128,-0.7053639955679999
ACH-001134,-1.05127069912
ACH-001151,-0.9344383070190001
ACH-001163,-1.0709200100799998
ACH-001164,-1.65378668213
ACH-001173,-1.07214689432
ACH-001183,-1.06341924886
ACH-001184,-0.860066035537
ACH-001190,-0.92182289408
ACH-001192,-1.08907126806
ACH-001193,-0.9697054862360001
ACH-001196,-1.10136533856
ACH-001197,-1.051152367
ACH-001205,-1.03896859865
ACH-001211,-1.14341975656
ACH-001212,-1.08955991805
ACH-001228,-0.854286039085
ACH-001232,-1.09310449442
ACH-001239,-0.8793985243960001
ACH-001274,-0.927467483768
ACH-001275,-1.09578758546
ACH-001277,-0.9752079683149999
ACH-001278,-0.9547533480120001
ACH-001280,-0.937753417231
ACH-001283,-1.23750530964
ACH-001289,-1.0583553562899999
ACH-001295,-0.969279376684
ACH-001300,-1.25404885058
ACH-001301,-0.933731291732
ACH-001302,-0.741500168747
ACH-001303,-0.728310756975
ACH-001306,-1.2459203187999999
ACH-001318,-1.04894517655
ACH-001322,-1.1352376346700002
ACH-001328,-0.906765232158
ACH-001332,-1.06778745617
ACH-001333,-0.952693300993
ACH-001336,-1.12929639089
ACH-001340,-1.0183787016099999
ACH-001346,-1.29451201562
ACH-001353,-1.13733002345
ACH-001354,-0.674690262704
ACH-001367,-0.9705974782529999
ACH-001368,-0.71176914235
ACH-001374,-0.990265686409
ACH-001375,-1.0621342736
ACH-001377,-0.962715045491
ACH-001380,-0.755052359011
ACH-001391,-1.06383686364
ACH-001407,-1.45280896639
ACH-001408,-1.13315829151
ACH-001413,-1.08172688787
ACH-001430,-1.19773173142
ACH-001431,-1.15225842121
ACH-001450,-1.10575873367
ACH-001496,-0.761349144964
ACH-001500,-0.609465096198
ACH-001521,-1.1738942398999999
ACH-001523,-1.13094076146
ACH-001532,-1.3286329532899999
ACH-001536,-1.15261625976
ACH-001550,-0.845980901221
ACH-001552,-0.8012036784409999
ACH-001554,-1.1893226755600002
ACH-001645,-1.11429055016
ACH-001654,-0.975073967863
ACH-001715,-1.20360016031
ACH-001735,-0.9587937242640001
ACH-001736,-1.2259286961
ACH-001737,-0.819911145225
ACH-001740,-0.884084180942
ACH-001745,-0.816957323232
ACH-001750,-1.18197655718
ACH-001765,-0.879077011101
ACH-001956,-1.1590767125900001
ACH-001957,-1.09251013473
