,MLKL (197259)
ACH-000004,-0.0149195799388
ACH-000007,0.173795049529
ACH-000009,0.0639471946492
ACH-000011,-0.029936600537900003
ACH-000012,-0.0725919666496
ACH-000013,-0.117694275757
ACH-000014,-0.233279569915
ACH-000015,-0.0421304377884
ACH-000017,-0.12304952124600001
ACH-000018,-0.231231206002
ACH-000019,-0.121536647247
ACH-000021,-0.0843201347878
ACH-000022,-0.0583962565113
ACH-000025,0.025407353871299998
ACH-000028,0.0526740414606
ACH-000030,0.0026672119996300004
ACH-000035,-0.199407245817
ACH-000036,-0.028362067763900004
ACH-000037,-0.291406357736
ACH-000039,-0.09694204561799999
ACH-000040,-0.055009854621800004
ACH-000041,0.156148721986
ACH-000042,-0.145373816603
ACH-000045,-0.0021396752302
ACH-000047,0.0055852559961
ACH-000052,-0.140900024401
ACH-000053,-0.0277397550539
ACH-000054,-0.114987122581
ACH-000055,-0.0418834083342
ACH-000060,-0.0916361946104
ACH-000067,-0.0378642105128
ACH-000070,0.156807365943
ACH-000075,-0.25399255903499995
ACH-000078,-0.09220017762760001
ACH-000082,-0.139544479341
ACH-000085,-0.20152249038199999
ACH-000086,-0.08669788532810001
ACH-000087,-0.0432723864524
ACH-000092,-0.116146718509
ACH-000095,-0.0662121930417
ACH-000097,-0.0411201663682
ACH-000098,-0.29987768616
ACH-000099,-0.07900813310560001
ACH-000108,-0.213144094667
ACH-000113,-0.029209471325500003
ACH-000115,-0.135946856732
ACH-000116,0.05854193658890001
ACH-000118,-0.11809677535299999
ACH-000120,-0.254988986794
ACH-000123,0.0039961723499500005
ACH-000127,-0.0229709754684
ACH-000128,0.12118016942299999
ACH-000132,-0.313595601392
ACH-000133,-0.19510611590100002
ACH-000137,-0.0760271062594
ACH-000138,-0.114225263056
ACH-000142,-0.18234119800700002
ACH-000143,-0.14742203796599998
ACH-000146,-0.11911474422900001
ACH-000148,-0.15976016403899998
ACH-000150,0.04923444373480001
ACH-000152,-0.0516140192208
ACH-000153,-0.0718794950942
