,HABP4 (22927)
ACH-000004,-0.199900397599
ACH-000007,-0.232749544531
ACH-000009,-0.13934042425899998
ACH-000011,0.0027520948878700002
ACH-000012,-0.027260905501900003
ACH-000013,0.0617232648341
ACH-000014,-0.0273881476796
ACH-000015,-0.121015204831
ACH-000017,0.09001091990070001
ACH-000018,-0.225104478133
ACH-000019,0.12075990091600002
ACH-000021,0.0223835350958
ACH-000022,-0.24009795591299998
ACH-000025,0.0590089659998
ACH-000028,-0.231695810951
ACH-000030,-0.252354758987
ACH-000035,-0.203943524802
ACH-000036,0.0012831763651600001
ACH-000037,-0.44679705122
ACH-000039,-0.008078088786020001
ACH-000040,-0.28702553278
ACH-000041,-0.0339769311877
ACH-000042,-0.093579796708
ACH-000045,-0.213554039186
ACH-000047,0.0262808618891
ACH-000052,0.276831440816
ACH-000053,0.143038561821
ACH-000054,-0.272754900201
ACH-000055,-0.174777594728
ACH-000060,0.121656568865
ACH-000067,-0.174263599175
ACH-000070,-0.090187126723
ACH-000075,-0.17025067452300002
ACH-000078,0.05230555197319999
ACH-000082,-0.125796646954
ACH-000085,-0.408415829785
ACH-000086,0.0484590153209
ACH-000087,0.06561374281169999
ACH-000092,-0.1139092818
ACH-000095,-0.10085285247400001
ACH-000097,-0.252982511405
ACH-000098,-0.135671289684
ACH-000099,0.0137350141865
ACH-000108,-0.0272800392038
ACH-000113,0.049405526151599995
ACH-000115,-0.00706220351619
ACH-000116,-0.0614942970181
ACH-000118,-0.011275267213000002
ACH-000120,0.00949177289365
ACH-000123,-0.055362174542100004
ACH-000127,-0.000750477690305
ACH-000128,-0.22162153453400002
ACH-000132,-0.0632128210533
ACH-000133,-0.278273884097
ACH-000137,0.121361668156
ACH-000138,-0.17812089558699998
ACH-000142,-0.13315937103
ACH-000143,-0.213894122987
ACH-000146,-0.142700846367
ACH-000148,0.140826639952
ACH-000150,-0.0436492466316
ACH-000152,0.0821309791276
ACH-000153,-0.0378721031352
ACH-000159,-0.08166591658
ACH-000160,-0.12443757246300001
ACH-000163,-0.129830102061
ACH-000167,-0.269684433395
ACH-000168,-0.135778475331
ACH-000169,-0.0383617076045
ACH-000178,-0.0999824231426
ACH-000182,-0.344904068282
ACH-000183,-0.140837754628
ACH-000188,-0.055748851432
ACH-000189,-0.0954137425149
ACH-000190,0.08285578247539999
ACH-000198,-0.13480381362500002
ACH-000204,0.151910820798
ACH-000206,-0.159471599354
ACH-000207,-0.42475695336400004
ACH-000211,-0.024602415722500003
ACH-000215,0.0439312459942
ACH-000221,0.0045305703454
ACH-000222,0.28959408091999994
ACH-000223,-0.08797592078
ACH-000226,-0.03506444518
ACH-000227,0.0785286097948
ACH-000228,-0.0294772171162
ACH-000231,-0.13759207856300001
ACH-000232,-0.10747168527100001
ACH-000233,-0.0251214942184
ACH-000234,-0.100899824085
ACH-000235,-0.210121186002
ACH-000237,-0.00297219546091
ACH-000238,-0.0278526082309
ACH-000243,-0.0533496958125
ACH-000244,-0.00547427251983
ACH-000246,0.122285984531
ACH-000248,-0.131041768025
ACH-000250,-0.131088084095
ACH-000251,0.0533181442081
ACH-000253,-0.045072403208999995
ACH-000255,-0.0616030121348
ACH-000256,-0.08185459792619999
ACH-000257,-0.25153245993900003
ACH-000258,-0.126948797089
ACH-000259,-0.031557862988100004
ACH-000260,-0.0770329306547
ACH-000261,-0.0656156616254
ACH-000262,-0.49562833091700004
ACH-000263,0.0235917183942
ACH-000264,-0.146392557414
ACH-000265,-0.0715402306098
ACH-000266,-0.0208295616269
ACH-000272,0.062334620965999996
ACH-000273,-0.185978088026
ACH-000274,-0.07399692231110001
ACH-000277,-0.257208921972
ACH-000278,0.0879365768363
ACH-000279,0.172257191898
ACH-000280,-0.196563723372
ACH-000281,-0.09089807033910001
ACH-000288,-0.0441122191971
ACH-000291,-0.0729402062012
ACH-000293,0.011693776596600002
ACH-000294,-0.0612217666116
ACH-000295,-0.538961945665
ACH-000296,0.200932557588
ACH-000302,-0.267257319628
ACH-000304,-0.251590102762
ACH-000307,-0.120391114353
ACH-000308,-0.125673641252
ACH-000310,-0.295689872689
ACH-000311,-0.188064970448
ACH-000312,0.122966586459
ACH-000315,-0.407017729965
ACH-000316,0.071325704176
ACH-000317,-0.188318102592
ACH-000318,0.28956406038800003
ACH-000319,-0.061976433310199995
ACH-000320,-0.165896185541
ACH-000322,0.0667909132689
ACH-000323,-0.18714361012699998
ACH-000324,-0.207740309817
ACH-000329,-0.100068489254
ACH-000330,-0.0854235381375
ACH-000331,0.0416825173858
ACH-000332,-0.0922170481171
ACH-000334,0.0986728474057
ACH-000335,-0.283694560396
ACH-000336,0.155742574745
ACH-000337,-0.251047841505
ACH-000339,-0.07475455469169999
ACH-000341,-0.33094470181499996
ACH-000348,0.014560161184100001
ACH-000350,-0.12736731594200001
ACH-000352,-0.00625622144693
ACH-000356,-0.029572157196200002
ACH-000361,-0.24545658145500002
ACH-000362,-0.0332322195713
ACH-000363,-0.038032868076900005
ACH-000364,0.00557037953309
ACH-000365,0.0862559835916
ACH-000366,-0.154456800296
ACH-000368,0.0219733210004
ACH-000374,-0.168270344357
ACH-000375,-0.19847056295
ACH-000376,-0.180231324677
ACH-000381,-0.298772262818
ACH-000383,-0.0901663978198
ACH-000387,-0.227529534818
ACH-000389,-0.0977226374184
ACH-000390,-0.173487000288
ACH-000393,-0.12839990196599999
ACH-000395,-0.394235292034
ACH-000397,-0.11074093920900001
ACH-000401,-0.0731652261505
ACH-000402,-0.0313889367865
ACH-000403,-0.07349566971060001
ACH-000404,-0.533167742494
ACH-000406,0.00473981979812
ACH-000407,-0.280953236105
ACH-000408,0.134654658346
ACH-000410,-0.0889225492774
ACH-000411,0.128720288952
ACH-000414,-0.0529567646654
ACH-000415,-0.131439091731
ACH-000416,-0.0039104156118200005
ACH-000420,-0.122121322592
ACH-000421,-0.134407969214
ACH-000424,-0.353724999022
ACH-000425,0.0183378829593
ACH-000426,-0.108630603879
ACH-000427,0.019743765281
ACH-000433,-0.310539883877
ACH-000436,-0.230387714288
ACH-000444,0.0757249198035
ACH-000445,0.118511634215
ACH-000448,-0.0850019293954
ACH-000450,-0.000133445024486
ACH-000452,-0.0542450993571
ACH-000454,-0.46909029156599996
ACH-000458,-0.0840207102881
ACH-000459,-0.011212745778000001
ACH-000460,-0.19047058882399998
ACH-000461,0.04026679978640001
ACH-000463,-0.0789740700403
ACH-000464,-0.39283138133199996
ACH-000466,-0.159889780915
ACH-000467,0.106990926412
ACH-000468,-0.0199610173788
ACH-000469,-0.154325759579
ACH-000470,-0.163623636543
ACH-000471,-0.21480385954
ACH-000472,-0.0100110216119
ACH-000473,-0.273328757368
ACH-000475,-0.0233814855026
ACH-000476,-0.13152034452400002
ACH-000477,-0.15781093860200002
ACH-000480,0.014124727209999998
ACH-000481,-0.23567373836999997
ACH-000483,-0.295358239889
ACH-000484,-0.176909214606
ACH-000485,-0.28986679181999997
ACH-000486,-0.128477480648
ACH-000487,-0.138002762723
ACH-000488,-0.0170728849204
ACH-000490,-0.0261951086563
ACH-000491,-0.163098486723
ACH-000495,-0.10787985443399999
ACH-000496,-0.10708291747000001
ACH-000499,0.023822238040100002
ACH-000500,0.09986353293710001
ACH-000502,-0.0677491975629
ACH-000503,-0.37621245891500005
ACH-000505,-0.0268732993299
ACH-000507,-0.021099292511299998
ACH-000510,-0.04044606417569999
ACH-000511,-0.035808882837
ACH-000512,0.0636472206577
ACH-000516,-0.112515273761
ACH-000517,-0.150945286663
ACH-000518,-0.08909273390519999
ACH-000520,0.063390905757
ACH-000521,-0.190285170402
ACH-000522,0.0037353997128400005
ACH-000524,-0.235543306464
ACH-000527,-0.034211437133400004
ACH-000528,-0.06680603671469999
ACH-000537,-0.19803012698
ACH-000541,-0.372264767202
ACH-000542,0.0744034541203
ACH-000544,-0.00895156828575
ACH-000545,0.022695282215
ACH-000547,-0.377347278107
