,PRLR (5618)
ACH-000004,-0.08383009826889999
ACH-000007,-0.34021154260700004
ACH-000009,-0.0844244000863
ACH-000011,0.00552692552577
ACH-000012,-0.042894786673600006
ACH-000013,-0.011093671848600002
ACH-000014,-0.074449024375
ACH-000015,-0.125873985406
ACH-000017,-0.0386363902985
ACH-000018,-0.0999871437413
ACH-000019,0.07970827119519999
ACH-000021,0.05233811701880001
ACH-000022,-0.073761933822
ACH-000025,-0.05941702753880001
ACH-000028,0.024334760074400004
ACH-000030,-0.0359603311809
ACH-000035,-0.10584019519099999
ACH-000036,-0.286650176824
ACH-000037,-0.0432815997141
ACH-000039,0.05374563498240001
ACH-000040,0.025362170457700003
ACH-000041,-0.140710670998
ACH-000042,0.056622714890199995
ACH-000045,0.0450511435016
ACH-000047,-0.08111582995130001
ACH-000052,-0.42637463240400003
ACH-000053,-0.07880181759600001
ACH-000054,-0.0531632438951
ACH-000055,-0.176416867685
ACH-000060,-0.029580153550499998
ACH-000067,-0.198599917679
ACH-000070,-0.14541891773399998
ACH-000075,-0.07904155439430001
ACH-000078,0.0912656457409
ACH-000082,-0.0274583741412
ACH-000085,0.0484225143308
ACH-000086,-0.09277682527830002
ACH-000087,0.167441985937
ACH-000092,-0.05530467849430001
ACH-000095,0.0495706701722
ACH-000097,0.00324953796286
ACH-000098,-0.10310026570900001
ACH-000099,0.0328503348312
ACH-000108,-0.0579761443963
ACH-000113,-0.09607113790079999
ACH-000115,-0.142869420496
ACH-000116,-0.190742038948
ACH-000118,-0.0459908540685
ACH-000120,0.028546061097
ACH-000123,-0.026233240167299998
ACH-000127,-0.137222150801
ACH-000128,0.025563653843900004
ACH-000132,-0.141828186464
ACH-000133,-0.028229703506900003
ACH-000137,0.0719335862871
ACH-000138,-0.104157774285
ACH-000142,-0.142277276959
ACH-000143,-0.020739006964200002
ACH-000146,-0.0203191490865
ACH-000148,-0.0517531202315
ACH-000150,-0.154437743121
ACH-000152,-0.0409362662993
ACH-000153,-0.12173414049699999
ACH-000159,-0.129494653044
ACH-000160,0.0688997167904
ACH-000163,-0.000919217875495
ACH-000167,-0.040222915819800004
ACH-000168,-0.401959959947
ACH-000169,0.0406195040363
ACH-000178,-0.241393789694
ACH-000182,-0.142548965773
ACH-000183,-0.109277060505
ACH-000188,0.055194682685199996
ACH-000189,0.216631962974
ACH-000190,-0.07632449065439999
ACH-000198,-0.0684043684002
ACH-000204,-0.196755248176
ACH-000206,0.015474079388600001
ACH-000207,-0.45022640501
ACH-000211,-0.030403214193700002
ACH-000215,-0.023281594027
ACH-000221,-0.0434395898204
ACH-000222,0.0655757511558
ACH-000223,-0.145726837248
ACH-000226,0.0209306971981
ACH-000227,-0.0840651764246
ACH-000228,0.028402318443400004
ACH-000231,0.030963678398400002
ACH-000232,-0.113869357503
ACH-000233,-0.0102264869274
ACH-000234,0.0250724703936
ACH-000235,-0.0602903855541
ACH-000237,-0.1455188828
ACH-000238,0.113791243111
ACH-000243,-0.0828696680954
ACH-000244,-0.18701460073399997
ACH-000246,-0.0841689444557
ACH-000248,-0.022323893826599998
ACH-000250,-0.0491070682763
ACH-000251,0.160716696077
ACH-000253,-0.082158153665
ACH-000255,-0.00204845015672
ACH-000256,0.143849500882
ACH-000257,-0.785678604909
ACH-000258,-0.06737821510919999
ACH-000259,-0.0052952205599399995
ACH-000260,-0.060716154241699995
ACH-000261,-0.0382963346563
ACH-000262,-0.0151043257781
ACH-000263,-0.39272505619099995
ACH-000264,-0.0597792621211
ACH-000265,0.0103468501841
ACH-000266,-0.0640501219481
ACH-000272,-0.141211124844
ACH-000273,-0.23252128905799999
ACH-000274,-0.24262087875
ACH-000277,-0.16452653794299998
ACH-000278,-0.144913908757
ACH-000279,-0.23011480524500003
ACH-000280,-0.0280720971272
ACH-000281,-0.116633280725
ACH-000288,-0.184538848581
ACH-000291,0.009972830478
ACH-000293,-0.139167266941
ACH-000294,-0.309772380858
ACH-000295,-0.408279711394
ACH-000296,-0.0628468840277
ACH-000302,-0.004525008182439999
ACH-000304,-0.0758868718167
ACH-000307,-0.132277579481
ACH-000308,-0.0250132209956
ACH-000310,0.0166137646407
ACH-000311,-0.133053476832
ACH-000312,-0.0659841244023
ACH-000315,0.17426257849500001
ACH-000316,-0.26445193316
ACH-000317,0.0680214311079
ACH-000318,0.0385933501336
ACH-000319,-0.11070888295999998
ACH-000320,-0.282067195833
ACH-000322,0.136929514157
ACH-000323,-0.119919290746
ACH-000324,-0.0606944620835
ACH-000329,-0.233360396404
ACH-000330,0.126048905667
ACH-000331,-0.038916270480199994
ACH-000332,-0.0471505877119
ACH-000334,-0.0720991662928
ACH-000335,-0.00526004188356
ACH-000336,-0.10805911469
ACH-000337,0.0029008462451999995
ACH-000339,-0.0384450135283
ACH-000341,0.250160180247
ACH-000348,-0.0876889893427
ACH-000350,-0.12665672375
ACH-000352,0.140530742147
ACH-000356,-0.141660178599
ACH-000361,-0.188421868361
ACH-000362,-0.154809858107
ACH-000363,-0.0929840503555
ACH-000364,-0.013354749449499999
ACH-000365,-0.07258842960010001
ACH-000366,0.0720720750323
ACH-000368,-0.353448795362
ACH-000374,-0.00607652604963
ACH-000375,-0.199856810707
ACH-000376,-0.0414077313895
ACH-000381,-0.112192621274
ACH-000383,-0.04862736551249999
ACH-000387,0.0940497800365
ACH-000389,-0.169532253348
ACH-000390,-0.117421748642
ACH-000393,-0.0173175728679
ACH-000395,-0.06994259465760001
ACH-000397,-0.0783721964326
ACH-000401,0.15210833158700002
ACH-000402,0.00319193802638
ACH-000403,0.015903651980600002
ACH-000404,0.0950575714009
ACH-000406,-0.0209230836579
ACH-000407,0.120778632386
ACH-000408,0.0510083267657
ACH-000410,-0.0881057211932
ACH-000411,-0.022992154956
ACH-000414,-0.162916215601
ACH-000415,-0.0959949940827
ACH-000416,-0.147676145628
ACH-000420,-0.11672915925999999
ACH-000421,0.0196054842026
ACH-000424,0.019256738401099996
ACH-000425,-0.08448471893089998
ACH-000426,-0.137644456688
ACH-000427,-0.0431554798574
ACH-000433,-0.08745766963689999
ACH-000436,0.00851742464479
ACH-000444,-0.169323941089
ACH-000445,-0.0606514208416
ACH-000448,-0.184809168089
ACH-000450,0.0540393873771
ACH-000452,0.037562105987199994
ACH-000454,-0.00764597341778
ACH-000458,-0.0501613472695
ACH-000459,0.10003186440400001
ACH-000460,0.0564507370261
ACH-000461,0.07133228023030001
ACH-000463,-0.028197011877
ACH-000464,-0.0980323515577
ACH-000466,0.0319150657541
ACH-000467,-0.12233236633099999
ACH-000468,-0.0394612050181
ACH-000469,0.07612618252669999
ACH-000470,-0.088037907188
ACH-000471,-0.150561812659
ACH-000472,-0.17675713142000002
ACH-000473,0.0682085267143
ACH-000475,-0.0292717137752
ACH-000476,-0.175813070038
ACH-000477,-0.141031678519
ACH-000480,-0.184013139709
ACH-000481,-0.005851288877250001
ACH-000483,-0.16118221927100002
ACH-000484,0.14463187742699998
ACH-000485,0.03792053249630001
ACH-000486,-0.030738017088500002
ACH-000487,-0.0382815754767
ACH-000488,-0.102453677093
ACH-000490,-0.08498210531570001
ACH-000491,0.0202936907987
ACH-000495,-0.11354007615900001
ACH-000496,-0.019733568628
ACH-000499,0.22953186876499998
ACH-000500,0.104629515746
ACH-000502,-0.0069009009057200005
ACH-000503,0.015553187084
ACH-000505,0.0393275200231
ACH-000507,-0.0761449665273
ACH-000510,-0.13757253173599998
ACH-000511,0.0439862029216
ACH-000512,0.0629113117471
ACH-000516,-0.13478843930099998
ACH-000517,-0.047304063335699996
ACH-000518,-0.026190633765799998
ACH-000520,0.0802159579695
ACH-000521,-0.0312531642135
ACH-000522,0.0645820366797
ACH-000524,0.00893087709741
ACH-000527,-0.09561575593709999
ACH-000528,0.0189055610411
ACH-000537,-0.08544740771819999
ACH-000541,-0.143812874689
ACH-000542,-0.00281186728477
ACH-000544,0.11017946856699999
ACH-000545,-0.0606665578173
ACH-000547,-0.09358987605170001
ACH-000548,-0.158648545639
ACH-000549,-0.120898259609
ACH-000550,-0.0700857718228
ACH-000552,-0.106915666761
ACH-000556,0.04722601066359999
ACH-000557,-0.0764594300137
ACH-000570,-0.094737405132
ACH-000571,-0.000257790576546
ACH-000573,-0.236294827416
ACH-000576,-0.112837482222
ACH-000580,-0.08918279354059999
ACH-000584,0.010537346732
ACH-000585,-0.138431624188
ACH-000588,-0.10217287672
ACH-000589,-0.150337831451
ACH-000591,-0.034669195217900003
ACH-000593,-0.300060382608
ACH-000600,-0.08268407337360001
ACH-000601,-0.029296074856199998
ACH-000604,-0.07317167762639999
ACH-000605,-0.197760927474
ACH-000606,-0.11256273050200001
ACH-000608,-0.861775380106
ACH-000614,-0.249078251528
ACH-000616,0.015519657079600001
ACH-000618,-0.0065739933881
ACH-000619,0.0159519928604
ACH-000620,0.06739723784769999
ACH-000621,-0.06599485353609999
ACH-000622,0.118737167895
ACH-000623,0.0666961864489
ACH-000624,-0.0513631824842
ACH-000627,0.0410151747936
ACH-000630,-0.11521920925200001
ACH-000632,-0.0594404582789
ACH-000633,0.0013676538421
ACH-000637,0.0711635245954
ACH-000638,-0.154510187428
ACH-000646,0.21530184643599998
ACH-000647,0.12780849062400002
ACH-000648,-0.0672331092524
ACH-000649,-0.052755427870199996
ACH-000651,-0.0813863414881
