,PSEN1 (5663)
ACH-000004,-0.191047954027
ACH-000007,-0.0179913158358
ACH-000009,-0.224958193197
ACH-000011,-0.05961816470919999
ACH-000012,-0.151745588357
ACH-000013,-0.11731269209
ACH-000014,-0.17409220010200002
ACH-000015,-0.0810529286292
ACH-000017,-0.319005935284
ACH-000018,-0.322325898778
ACH-000019,-0.136475370735
ACH-000021,-0.0670719524152
ACH-000022,-0.19678451103
ACH-000025,-0.014493399252
ACH-000028,0.0244980340711
ACH-000030,-0.039128603527900006
ACH-000035,-0.0669485436327
ACH-000036,0.24981936205699998
ACH-000037,0.0426344186517
ACH-000039,-0.353921553538
ACH-000040,-0.107954688796
ACH-000041,0.059108219538900005
ACH-000042,-0.19428443323199998
ACH-000045,-0.024520791909500003
ACH-000047,-0.0782080295383
ACH-000052,-0.133850948988
ACH-000053,-0.212257641121
ACH-000054,-0.20328706349800002
ACH-000055,-0.0551312871857
ACH-000060,-0.050214807395800004
ACH-000067,0.0818947131559
ACH-000070,0.0400084441617
ACH-000075,-0.247259456501
ACH-000078,-0.290284966007
ACH-000082,-0.186757446811
ACH-000085,0.19314927209600002
ACH-000086,-0.0670890351438
ACH-000087,-0.021166532902199997
ACH-000092,-0.19827934133900002
ACH-000095,-0.201856087855
ACH-000097,-0.0414824049227
ACH-000098,0.033759789900199996
ACH-000099,-0.10952668704299999
ACH-000108,-0.256402391452
ACH-000113,-0.192279487028
ACH-000115,-0.219969982159
ACH-000116,-0.15393891297
ACH-000118,-0.297532963763
ACH-000120,0.0102075297136
ACH-000123,-0.32656400833
ACH-000127,-0.133692429965
ACH-000128,-0.280366857061
ACH-000132,0.0336876923759
ACH-000133,-0.159548121386
ACH-000137,0.00640756706906
ACH-000138,-0.241984457325
ACH-000142,-0.04685272500130001
ACH-000143,0.016633129426500002
ACH-000146,-0.21657383218100001
ACH-000148,-0.0138502044893
ACH-000150,-0.00385529839317
ACH-000152,-0.089079710156
ACH-000153,-0.333856348786
ACH-000159,0.0870276631883
ACH-000160,-0.261313464989
ACH-000163,-0.23525560112
ACH-000167,-0.32493854173799996
ACH-000168,0.021202067974700003
ACH-000169,-0.138876719605
ACH-000178,0.0397191260106
ACH-000182,-0.0732328285959
ACH-000183,-0.131969764084
ACH-000188,0.0705385687648
ACH-000189,-0.459628257755
ACH-000190,-0.288894802875
ACH-000198,-0.0633883037134
ACH-000204,-0.20427640391
ACH-000206,-0.16518244922
