,AKNAD1 (254268)
ACH-000004,-0.0457299430971
ACH-000007,0.12492513978
ACH-000009,-0.22133812993299998
ACH-000011,0.033037990624899996
ACH-000012,-0.07270547525769999
ACH-000013,0.0328927653311
ACH-000014,0.070255426462
ACH-000015,-0.059935645552599996
ACH-000017,0.0781534200814
ACH-000018,0.0675955782378
ACH-000019,-0.011036955764200001
ACH-000021,-0.126267524387
ACH-000022,0.010505791155399999
ACH-000025,-0.138190361512
ACH-000028,-0.173800117387
ACH-000030,-0.07800186574160001
ACH-000035,-0.185987497454
ACH-000036,0.0361948575045
ACH-000037,0.21699419675999998
ACH-000039,-0.09260729788319999
ACH-000040,0.0728354486267
ACH-000041,0.127489210081
ACH-000042,-0.0732870513557
ACH-000045,-0.010972111457799999
ACH-000047,0.0141116581
ACH-000052,0.258464461925
ACH-000053,0.0046391421447
ACH-000054,0.045720873007699996
ACH-000055,-0.0739225952232
ACH-000060,-0.132396863651
ACH-000067,0.185521428066
ACH-000070,0.0704306125295
ACH-000075,0.0695385257329
ACH-000078,-0.056773687825300005
ACH-000082,-0.025899341261100002
ACH-000085,-0.0899171967567
ACH-000086,-0.100782715649
ACH-000087,0.0102353095148
ACH-000092,-0.177302027049
ACH-000095,0.00830792343041
ACH-000097,-0.098210984461
ACH-000098,-0.0119809552634
ACH-000099,0.0185417583125
ACH-000108,-0.183088471959
ACH-000113,0.0027081457743400005
ACH-000115,0.0761355067498
ACH-000116,0.0902672541416
ACH-000118,-0.08880919778989999
ACH-000120,0.0164259716263
ACH-000123,-0.0373008460368
ACH-000127,0.00287046490925
ACH-000128,0.0773430556552
ACH-000132,0.021193004179700003
ACH-000133,0.0129216591018
ACH-000137,-0.19460470304900002
ACH-000138,-0.076797224786
ACH-000142,-0.0335949893011
ACH-000143,0.138994771322
ACH-000146,-0.0187481313292
ACH-000148,0.00924324055399
ACH-000150,0.0905277097882
ACH-000152,-0.011829284719499998
ACH-000153,-0.051337934306800004
ACH-000159,-0.0085892297889
ACH-000160,0.161360893735
ACH-000163,0.157743238592
ACH-000167,-0.293142734649
ACH-000168,0.18943425539900002
ACH-000169,-0.025438731186500002
ACH-000178,0.13962529569499998
ACH-000182,0.09987901853880002
ACH-000183,-0.07002180785069999
ACH-000188,0.05470572422
ACH-000189,-0.082317636298
ACH-000190,0.0810293993985
ACH-000198,-0.047724472777500006
ACH-000204,0.219128401738
ACH-000206,0.17749836093899998
ACH-000207,-0.0022733513502199995
ACH-000211,-0.00520313204846
ACH-000215,0.080628242274
ACH-000221,-0.178303276221
ACH-000222,-0.08513903518810001
ACH-000223,-0.00410906222164
ACH-000226,-0.133853523772
ACH-000227,-0.221822669221
ACH-000228,-0.015709271005
ACH-000231,0.00756594733942
ACH-000232,0.0189104642379
ACH-000233,-0.025465606809
ACH-000234,-0.0714176557125
ACH-000235,-0.0338116321902
ACH-000237,0.0356960326189
ACH-000238,-0.00809822401748
ACH-000243,-0.167360053659
ACH-000244,0.220375334381
ACH-000246,-0.038021396328
ACH-000248,-0.06352341146769999
ACH-000250,-0.00801704303703
ACH-000251,0.178825517931
ACH-000253,0.18408398071899998
ACH-000255,-0.030993831697400002
ACH-000256,0.0340243495322
ACH-000257,-0.0652048601602
ACH-000258,-0.10369487581900001
ACH-000259,-0.038689622830099996
ACH-000260,-0.0280221314672
ACH-000261,-0.07931467729210001
ACH-000262,0.09253935986989999
ACH-000263,0.373119696508
ACH-000264,0.0331625078207
ACH-000265,-0.130776754854
ACH-000266,-0.0244763046594
ACH-000272,-0.136495920993
ACH-000273,0.0872747301291
ACH-000274,0.004830543086100001
ACH-000277,0.237738420541
ACH-000278,0.0657035163674
ACH-000279,0.0431703290769
ACH-000280,0.0448436889776
ACH-000281,0.12563191810000002
ACH-000288,0.07332393599560001
ACH-000291,0.0421631640094
ACH-000293,0.10929617415899999
ACH-000294,-0.165922283096
ACH-000295,-0.010892790218799998
ACH-000296,-0.149812593345
ACH-000302,0.0281180124046
ACH-000304,0.0299847516958
ACH-000307,0.07222123584430001
ACH-000308,0.10542086062999999
ACH-000310,-0.205213673461
ACH-000311,-0.186366537509
ACH-000312,-0.0677762383612
ACH-000315,0.103720304036
ACH-000316,0.12692085375499998
ACH-000317,0.0258426992672
ACH-000318,0.0532882409779
ACH-000319,-0.105070907783
ACH-000320,-0.455324862902
ACH-000322,-0.0512985055073
ACH-000323,-0.00488171046139
ACH-000324,-0.0812127970714
ACH-000329,0.0192764430374
ACH-000330,-0.341364638495
ACH-000331,-0.00543560213949
ACH-000332,-0.021198217513000002
ACH-000334,-0.114287219765
ACH-000335,-0.0171626527677
ACH-000336,0.21273852313900002
ACH-000337,0.142253465461
ACH-000339,0.0309651770894
ACH-000341,-0.17616393769400002
ACH-000348,-0.035704443314199995
ACH-000350,0.11732553154999999
ACH-000352,-0.03729993604990001
ACH-000356,0.07629564844539999
ACH-000361,0.305934081829
ACH-000362,-0.067856368817
ACH-000363,0.18407514345400003
ACH-000364,-0.101224315385
ACH-000365,-0.00570192387553
ACH-000366,0.06959443191339999
ACH-000368,0.035044297083400004
ACH-000374,-0.029265423705
ACH-000375,0.0629066777337
ACH-000376,-0.00457082230972
ACH-000381,-0.0101604018677
ACH-000383,0.044215535821000004
ACH-000387,-0.0406154760068
ACH-000389,0.0413475151226
ACH-000390,0.0450793168042
ACH-000393,-0.0809447090553
ACH-000395,-0.0128182775578
ACH-000397,0.0160296398204
ACH-000401,0.25717378455
ACH-000402,-0.236018817397
ACH-000403,0.032939798161999996
ACH-000404,-0.102928808279
ACH-000406,-0.07101480079400001
