,LMF2 (91289)
ACH-000004,0.0436533330456
ACH-000007,-0.165390498416
ACH-000009,0.0734287307836
ACH-000011,-0.352131307262
ACH-000012,-0.131885953076
ACH-000013,-0.17594153009799998
ACH-000014,0.13303432687300001
ACH-000015,0.0426687050741
ACH-000017,-0.11930101661499999
ACH-000018,0.118820173012
ACH-000019,-0.0913205878396
ACH-000021,0.00792230892527
ACH-000022,-0.0462110766311
ACH-000025,-0.05759267685740001
ACH-000028,-0.151781574393
ACH-000030,-0.113667838497
ACH-000035,0.162616075073
ACH-000036,0.103934236825
ACH-000037,0.16138346792400002
ACH-000039,0.0880391539731
ACH-000040,0.0832791471913
ACH-000041,-0.07994093975569999
ACH-000042,-0.12056548952299999
ACH-000045,-0.134325643448
ACH-000047,-0.0634063089823
ACH-000052,-0.00835943486557
ACH-000053,0.0558583954255
ACH-000054,0.037566826637400005
ACH-000055,-0.0152125344147
ACH-000060,-0.20492876158
ACH-000067,0.024844102358499997
ACH-000070,0.0822433217055
ACH-000075,-0.0814205631119
ACH-000078,0.0171446030386
ACH-000082,0.04412419517519999
ACH-000085,-0.0714310264609
ACH-000086,0.067862645883
ACH-000087,0.222613123206
ACH-000092,0.0097685581807
ACH-000095,-0.046605645012499995
ACH-000097,-0.0131059488916
ACH-000098,-0.162168926488
ACH-000099,-0.246065059641
ACH-000108,-0.134866730533
ACH-000113,-0.16898023629099998
ACH-000115,0.0917957071282
ACH-000116,0.0395032237631
ACH-000118,-0.116051407071
ACH-000120,0.00450439748583
ACH-000123,0.0187362100102
ACH-000127,0.100333662731
ACH-000128,0.0745042539426
ACH-000132,-0.016359453346200002
ACH-000133,-0.0400257867824
ACH-000137,-0.11765094094100001
ACH-000138,0.10211777253599999
ACH-000142,-0.009899080511489999
ACH-000143,-0.39658197954999996
ACH-000146,-0.0212906903682
ACH-000148,0.019636918728900003
ACH-000150,-0.186044775211
ACH-000152,0.124459101196
ACH-000153,0.150559609339
ACH-000159,0.107370318853
ACH-000160,0.0267698808174
ACH-000163,0.026684160863900002
ACH-000167,0.368496669159
ACH-000168,-0.146979427741
ACH-000169,-0.10886568580299999
ACH-000178,-0.109937345248
ACH-000182,0.172301121162
