,CRYGD (1421)
ACH-000404,-0.3655381682
ACH-000406,-0.244368046906
ACH-000407,-0.158614494231
ACH-000408,0.0900077911639
ACH-000410,-0.12356168367699999
ACH-000411,-0.214245662363
ACH-000414,-0.0747125065583
ACH-000415,-0.22938918831
ACH-000416,-0.262907981817
ACH-000420,-0.20936747588100002
ACH-000421,-0.023929688738000002
ACH-000424,-0.232756555517
ACH-000425,-0.137825478025
ACH-000426,-0.13379729998
ACH-000427,-0.225157321488
ACH-000433,0.0161338577996
ACH-000436,-0.32834638554699996
ACH-000444,-0.0743631517676
ACH-000445,0.0473101426887
ACH-000448,-0.11955646784700001
ACH-000450,-0.0802063237952
ACH-000452,-0.221896200255
ACH-000454,-0.0371288528954
ACH-000458,-0.0625672279671
ACH-000459,0.17700907875100003
ACH-000460,-0.174021069761
ACH-000461,-0.0562820150772
ACH-000463,-0.152033191788
ACH-000464,-0.36992483026699996
ACH-000466,-0.224536961659
ACH-000467,-0.151417097628
ACH-000468,-0.241217823601
ACH-000469,-0.22988939409000003
ACH-000470,-0.235825621215
ACH-000471,-0.113808907904
ACH-000472,-0.152408012479
ACH-000473,-0.10419309705700001
ACH-000475,-0.257589553086
ACH-000476,-0.32856390612799996
ACH-000477,0.143908092002
ACH-000480,-0.218266789361
ACH-000481,0.0373772596925
ACH-000483,-0.155069034891
ACH-000484,-0.292470070856
ACH-000485,-0.053551795554800004
ACH-000486,-0.0912546648302
ACH-000487,-0.219131204832
ACH-000488,-0.226868777652
ACH-000490,-0.18896220794399998
ACH-000491,-0.144067727813
ACH-000495,-0.528608090928
ACH-000496,-0.20238348494800001
ACH-000499,-0.146095945744
ACH-000500,-0.12599451988
ACH-000502,-0.15970311713
ACH-000503,-0.443081770335
ACH-000505,-0.159984735323
ACH-000507,-0.289334742321
ACH-000510,-0.22729219630300002
ACH-000511,-0.009667408502799998
ACH-000512,-0.319000122444
ACH-000516,-0.104602812839
ACH-000517,-0.0708490186393
ACH-000518,-0.198060968057
ACH-000520,-0.210663518726
ACH-000521,-0.25763730513599997
ACH-000522,-0.31010256117
ACH-000524,-0.127854349081
ACH-000527,-0.19201898946600002
ACH-000528,-0.20700656759599997
ACH-000537,-0.136285635339
ACH-000541,0.201973359807
ACH-000542,-0.0960690303624
ACH-000544,-0.09593839857789999
ACH-000545,-0.12438259058599999
ACH-000547,-0.0778289620007
ACH-000548,-0.41214689217600003
ACH-000549,-0.273222986019
ACH-000550,-0.233645412819
ACH-000552,-0.22312745153000002
ACH-000556,-0.11676246782199999
ACH-000557,-0.406654541586
ACH-000570,-0.176265557584
ACH-000571,-0.098791698072
ACH-000573,-0.176845544537
ACH-000576,-0.10538878343000001
ACH-000580,-0.121315962263
ACH-000584,-0.216724061223
ACH-000585,-0.196349582983
ACH-000588,-0.170705328124
ACH-000589,0.0627360263956
ACH-000591,-0.0516989039939
ACH-000593,-0.230688201824
ACH-000600,-0.386687052927
ACH-000601,-0.21292437386399998
ACH-000604,-0.24818111668200002
ACH-000605,0.083752780612
ACH-000606,-0.19149461047400002
ACH-000608,-0.307940193285
ACH-000614,-0.21113409549800002
ACH-000616,-0.326621331322
ACH-000618,-0.130618227723
ACH-000619,-0.10486706804700001
ACH-000620,-0.167947257018
ACH-000621,-0.240500515139
ACH-000622,-0.144290641094
ACH-000623,-0.221862949293
ACH-000624,-0.267159465345
ACH-000627,-0.153209294989
ACH-000630,-0.17808072140200001
ACH-000632,-0.12002601201199999
ACH-000633,-0.265913110935
ACH-000637,-0.16195241685200001
ACH-000638,-0.153104038839
ACH-000646,0.0567893110009
ACH-000647,-0.139947550859
ACH-000648,-0.12934731260500001
ACH-000649,-0.24580057221999999
ACH-000651,-0.264948472991
ACH-000652,-0.260833505103
ACH-000653,-0.098785644516
ACH-000657,-0.139739879832
ACH-000658,-0.111255573373
ACH-000661,-0.232813859934
ACH-000662,-0.610395969435
ACH-000663,-0.20677137386799999
ACH-000665,-0.18251791044799998
ACH-000671,-0.137800279424
ACH-000673,-0.414770245263
ACH-000676,-0.08310368528739999
ACH-000677,0.022575761737000002
ACH-000681,-0.0780914028322
ACH-000682,-0.20851626601599998
ACH-000683,-0.15916113534600002
ACH-000684,-0.16990118545299998
ACH-000688,-0.20306452215
ACH-000693,-0.165502555542
ACH-000694,-0.21288476252
ACH-000695,-0.180491657477
ACH-000696,-0.261653182584
ACH-000697,-0.130032866029
ACH-000699,-0.0209008958587
ACH-000701,-0.151615539421
ACH-000706,-0.08676991461400001
ACH-000711,-0.162526225461
ACH-000713,0.0137372962146
ACH-000714,-0.21922756070799998
ACH-000718,-0.227286560796
ACH-000720,-0.199811910802
ACH-000721,-0.120448376444
ACH-000724,-0.25830837464
ACH-000725,-0.436949093917
ACH-000732,-0.210268614287
ACH-000734,-0.184675937368
ACH-000735,-0.187898607508
ACH-000736,-0.221956132068
ACH-000738,-0.19258485355399999
ACH-000746,-0.25441069205600003
ACH-000747,-0.38760648143200005
ACH-000748,0.04015104004719999
ACH-000753,-0.21667830182199999
ACH-000756,-0.236166544842
ACH-000757,-0.38216365047899997
ACH-000758,-0.0751127208441
ACH-000760,-0.214861682864
ACH-000763,-0.369364527605
ACH-000764,-0.321367177818
ACH-000765,-0.252285378642
ACH-000766,-0.145829486363
ACH-000767,-0.13107747823
ACH-000768,-0.0469295018302
ACH-000769,-0.145890666383
ACH-000770,-0.121387235177
ACH-000771,-0.31073868472
ACH-000773,-0.280779800526
ACH-000776,-0.164617767154
ACH-000777,-0.111337085985
ACH-000778,0.057381061466800005
ACH-000781,-0.171656519468
ACH-000782,-0.08928314438439999
ACH-000783,-0.13741788927999998
ACH-000784,-0.250829864628
ACH-000785,-0.22812945731400003
ACH-000787,-0.11956538929999999
ACH-000788,-0.179955858886
ACH-000791,-0.33771687921099997
ACH-000792,-0.129907119803
ACH-000794,-0.308751062541
ACH-000796,-0.204185403296
ACH-000799,-0.180599706562
ACH-000800,-0.242951681286
ACH-000802,-0.189955341316
ACH-000804,-0.0129199079684
ACH-000805,-0.34133448536
ACH-000809,-0.206216030591
ACH-000810,-0.30003818959899997
ACH-000811,-0.34795094406300003
ACH-000817,-0.0010235716386
ACH-000819,-0.043421214107
ACH-000820,-0.195895352748
ACH-000821,-0.365280746263
ACH-000822,-0.118200299629
ACH-000823,-0.16803055263
ACH-000824,-0.046106423276500004
ACH-000827,-0.13991348845
ACH-000829,-0.09046672339220001
ACH-000831,-0.09176133661389999
ACH-000832,-0.18441798401700002
ACH-000833,0.09321150039319999
ACH-000834,-0.129113756199
ACH-000835,-0.0944487423432
ACH-000836,-0.15818899976
ACH-000837,-0.268019498868
ACH-000838,-0.0288850610892
ACH-000839,-0.238638979754
ACH-000840,-0.19755199855900002
ACH-000841,-0.266844413967
ACH-000843,0.0674403708265
ACH-000846,0.126150134862
ACH-000847,-0.11711129614600001
ACH-000848,0.015443512852
ACH-000849,-0.12740079881400002
ACH-000851,-0.0732503144508
ACH-000855,0.140396497118
ACH-000856,-0.318237363844
ACH-000858,-0.161266111842
ACH-000859,-0.217907773966
ACH-000861,-0.153924599234
ACH-000862,-0.12757334039
ACH-000865,-0.0785301001664
ACH-000866,-0.161146289444
ACH-000867,-0.181917413257
ACH-000869,-0.217814368871
ACH-000872,-0.09518298949689999
ACH-000873,-0.221959967359
ACH-000876,-0.139074586867
ACH-000878,-0.250411064133
ACH-000880,0.010476986195200001
ACH-000881,-0.156433498803
ACH-000882,-0.00578466304903
ACH-000884,-0.28424204818599996
ACH-000885,-0.33187560494699997
ACH-000887,-0.095390297261
ACH-000888,-0.34454984769
ACH-000889,-0.19096859597600002
ACH-000890,-0.276685786783
ACH-000896,-0.218407391501
ACH-000898,-0.08012601781419999
ACH-000900,-0.08176892242810001
ACH-000901,-0.0764527280772
ACH-000905,-0.149397726549
ACH-000906,-0.252900003885
ACH-000907,-0.434288285748
ACH-000910,-0.317690422099
ACH-000911,-0.23411762770999997
ACH-000912,-0.0463961724962
ACH-000913,-0.166014770875
ACH-000915,-0.131499437383
ACH-000916,-0.273403163897
ACH-000917,-0.419774111003
ACH-000921,-0.133498786191
ACH-000924,-0.18452691601399998
ACH-000926,-0.204566387487
ACH-000928,-0.45612483464500003
ACH-000929,0.037089443030500005
ACH-000932,-0.0429351056008
ACH-000935,-0.32903722249
ACH-000936,-0.239536614456
ACH-000937,-0.0414578298938
ACH-000938,-0.288227854176
ACH-000939,0.0884541335005
ACH-000941,-0.197883345057
ACH-000943,-0.165942103023
ACH-000946,-0.08783074454939999
ACH-000947,-0.190058540629
ACH-000948,-0.355757943674
ACH-000950,-0.18907103050000001
ACH-000953,-0.251283494379
ACH-000957,-0.0765100690153
ACH-000958,-0.136501876152
ACH-000960,-0.17436230807599998
ACH-000963,-0.052754518532699995
ACH-000968,-0.027466593432200002
ACH-000969,-0.0668755806708
ACH-000973,-0.224623132375
ACH-000974,-0.24827724185400002
ACH-000975,-0.529078032755
ACH-000976,-0.397426441418
ACH-000978,0.138651740535
ACH-000980,-0.18019944403700003
ACH-000984,-0.130535312722
ACH-000986,-0.14324691947100002
ACH-000988,-0.120890400345
ACH-000993,-0.045191652829400006
ACH-000994,-0.0316579218943
ACH-000996,-0.0680810816457
ACH-001001,-0.177657585531
ACH-001020,-0.0160822918179
ACH-001028,-0.0244289871806
ACH-001031,-0.13391497512
ACH-001038,-0.156749662334
ACH-001048,-0.164493154267
ACH-001050,-0.173028241134
ACH-001053,-0.187313104916
ACH-001054,-0.346174816272
ACH-001061,-0.17783812782900002
ACH-001067,-0.153244006109
ACH-001075,-0.253736008147
ACH-001096,-0.262899734111
ACH-001128,-0.20360129704399998
ACH-001134,-0.252453930899
ACH-001151,-0.062981100683
ACH-001163,-0.106529218905
ACH-001164,-0.0759296090087
ACH-001173,-0.194644652725
ACH-001183,-0.3104446805
ACH-001184,-0.23130357485599998
ACH-001190,-0.10665519133300001
ACH-001192,-0.053167526299800004
ACH-001193,-0.201093729956
ACH-001196,-0.33958876943800004
ACH-001197,0.020097105640099998
ACH-001205,-0.34164855625600005
ACH-001211,-0.197759167137
ACH-001212,-0.076358159395
ACH-001228,-0.224013698708
ACH-001232,-0.0548483214805
ACH-001239,-0.17993337160700001
ACH-001274,-0.242946789654
ACH-001275,-0.225056472629
ACH-001277,-0.00526779160359
ACH-001278,0.009338244150540001
ACH-001280,-0.171535172141
ACH-001283,-0.0951258240565
ACH-001289,-0.0721829783851
ACH-001295,-0.145151570788
ACH-001300,-0.15230624811899998
ACH-001301,0.0974495395692
ACH-001302,0.0754161782371
ACH-001303,-0.461122231549
ACH-001306,-0.0339898550085
ACH-001318,-0.244510820447
ACH-001322,-0.15178669505
ACH-001328,-0.182432993037
ACH-001332,-0.108002996494
ACH-001333,-0.00795257617104
ACH-001336,-0.14020007453400002
ACH-001340,-0.215312611526
ACH-001346,-0.11894445462000001
ACH-001353,-0.15887467547599998
ACH-001354,-0.31371224725499997
ACH-001367,-0.226003501615
ACH-001368,-0.0477222048841
ACH-001374,-0.651007447648
ACH-001375,-0.269551129773
ACH-001377,-0.323778133369
ACH-001380,-0.133209564845
ACH-001391,-0.20231648571199998
ACH-001407,-0.337072207905
ACH-001408,-0.228209217282
ACH-001413,-0.086360725358
ACH-001430,-0.102764535277
ACH-001431,-0.174823690458
ACH-001450,-0.20904308005999997
ACH-001496,0.0309711856453
ACH-001500,-0.123769419245
ACH-001521,-0.329029355189
ACH-001523,-0.050651939026699996
ACH-001532,-0.207181755612
ACH-001536,0.0759514565157
ACH-001550,-0.211311027019
ACH-001552,-0.211943169919
ACH-001554,-0.333250809706
ACH-001645,-0.49922325368000003
ACH-001654,-0.093927255242
ACH-001715,-0.20788020919300002
ACH-001735,-0.23701718319499998
ACH-001736,-0.18400358858399998
ACH-001737,-0.23182543205800002
ACH-001740,0.069230101928
ACH-001745,-0.331897975191
ACH-001750,-0.270608083026
ACH-001765,-0.247472100852
ACH-001956,-0.211505562304
ACH-001957,-0.06931811752610001
