,ADPRHL1 (113622)
ACH-000004,-0.0180194457573
ACH-000007,-0.213841155178
ACH-000009,-0.128862664675
ACH-000011,0.0463254070085
ACH-000012,-0.250920185879
ACH-000013,-0.249648697999
ACH-000014,-0.203544100147
ACH-000015,-0.247240751418
ACH-000017,-0.295173593893
ACH-000018,-0.250110435902
ACH-000019,-0.420602455625
ACH-000021,-0.126331311897
ACH-000022,-0.07564317408539999
ACH-000025,-0.34419246839
ACH-000028,-0.237531234916
ACH-000030,-0.199119905409
ACH-000035,-0.294141669476
ACH-000036,-0.292936573223
ACH-000037,-0.457081750735
ACH-000039,-0.46397211573299996
ACH-000040,-0.308348067175
ACH-000041,-0.389498311988
ACH-000042,-0.19028230718400002
ACH-000045,-0.155708735832
ACH-000047,-0.179018376082
ACH-000052,-0.101419861748
ACH-000053,-0.243190413708
ACH-000054,-0.345284063417
ACH-000055,-0.24382422911999996
ACH-000060,-0.224811275075
ACH-000067,-0.266848213821
ACH-000070,-0.35339609688100004
ACH-000075,-0.47802630807999996
ACH-000078,-0.611809066299
ACH-000082,-0.13000457433
ACH-000085,-0.34003294988899996
ACH-000086,-0.140739636147
ACH-000087,0.019197202623000002
ACH-000092,-0.2419037386
ACH-000095,-0.16918959257599997
ACH-000097,-0.17019979870700003
ACH-000098,-0.209142068345
ACH-000099,-0.429498571162
ACH-000108,-0.430669878867
ACH-000113,-0.20934434491099999
ACH-000115,-0.138715240034
ACH-000116,-0.119508395072
ACH-000118,-0.191805558599
ACH-000120,-0.18145717084000001
ACH-000123,-0.134066272486
ACH-000127,-0.12917007993
ACH-000128,-0.249067140847
ACH-000132,-0.224132052771
ACH-000133,-0.254989044913
ACH-000137,-0.005840119141020001
ACH-000138,-0.207120267549
ACH-000142,-0.205052703196
ACH-000143,-0.0107213474792
ACH-000146,-0.26155906629500003
ACH-000148,-0.200510810984
ACH-000150,-0.32067591107099996
ACH-000152,-0.37402644448100003
ACH-000153,-0.181767435944
ACH-000159,-0.13458709449
ACH-000160,-0.0618856585118
ACH-000163,-0.144960024084
ACH-000167,-0.013732454729799998
ACH-000168,-0.087775254566
ACH-000169,-0.23797490254
ACH-000178,-0.33301007506200003
ACH-000182,-0.26101662854
ACH-000183,-0.305206168224
ACH-000188,-0.22199526934799999
ACH-000189,-0.363095766167
ACH-000190,-0.0800420391392
ACH-000198,-0.23413140465100002
ACH-000204,-0.31416037670499997
ACH-000206,-0.122431238544
ACH-000207,-0.157874973351
ACH-000211,-0.171572434525
ACH-000215,-0.210336260839
ACH-000221,-0.157919366873
ACH-000222,-0.264180668134
ACH-000223,-0.245728097442
ACH-000226,-0.26183223675
ACH-000227,-0.363153445149
ACH-000228,-0.301089287536
ACH-000231,-0.17017313676600002
ACH-000232,-0.24893077088399998
ACH-000233,-0.270463604074
ACH-000234,-0.40291513206999996
ACH-000235,-0.31386041611
ACH-000237,-0.210748161446
ACH-000238,-0.435698429604
ACH-000243,-0.207048663977
ACH-000244,-0.36199230575
ACH-000246,-0.17503049864
ACH-000248,-0.08537798623050001
ACH-000250,-0.325247634656
ACH-000251,-0.268898878824
ACH-000253,-0.281506133112
ACH-000255,-0.25420789223
ACH-000256,-0.229850213867
ACH-000257,0.1376053027
ACH-000258,-0.309115970276
ACH-000259,-0.25932280093000004
ACH-000260,-0.273631640094
ACH-000261,-0.241230274852
ACH-000262,-0.16678513006200002
ACH-000263,0.058787892933099994
ACH-000264,-0.170538205254
ACH-000265,-0.182386427584
ACH-000266,-0.34884751027099997
ACH-000272,-0.201948887096
ACH-000273,-0.44714247522699996
ACH-000274,-0.525283459857
ACH-000277,-0.155237103292
ACH-000278,-0.17647207147500002
ACH-000279,-0.316142201768
ACH-000280,-0.170717548913
ACH-000281,-0.550220472979
ACH-000288,-0.454933715047
ACH-000291,-0.21524139532900002
ACH-000293,-0.38680763524899997
ACH-000294,-0.10178726425699999
ACH-000295,-0.367335609825
ACH-000296,0.0242116516293
ACH-000302,-0.336993144926
ACH-000304,-0.335808809636
ACH-000307,-0.24811033452300002
ACH-000308,-0.23137039193300002
ACH-000310,-0.448472344186
ACH-000311,-0.34532544617399996
ACH-000312,-0.32427058320700003
ACH-000315,-0.0564699859535
ACH-000316,-0.147279453604
ACH-000317,-0.0349485317989
ACH-000318,-0.150080537322
ACH-000319,-0.194810029617
ACH-000320,-0.307863112302
ACH-000322,-0.465115821993
ACH-000323,-0.282881268592
ACH-000324,-0.377466668882
ACH-000329,-0.344492892655
ACH-000330,-0.24426831524300002
ACH-000331,-0.28066625449
ACH-000332,-0.18115783582000003
ACH-000334,-0.0506656725304
ACH-000335,-0.272007703081
ACH-000336,-0.404012104581
ACH-000337,-0.29651854946600004
ACH-000339,-0.18313247545000003
ACH-000341,-0.4494738435600001
ACH-000348,-0.151427140712
ACH-000350,-0.17119181895500002
ACH-000352,-0.0867676892788
ACH-000356,-0.44563595401699996
ACH-000361,0.0582044616892
ACH-000362,-0.271203478668
ACH-000363,-0.256536944937
ACH-000364,-0.10339703041300001
ACH-000365,-0.33811642135700004
ACH-000366,-0.301099825385
ACH-000368,-0.352001169889
ACH-000374,-0.0604847304533
ACH-000375,-0.13750820973300001
ACH-000376,-0.098051055375
ACH-000381,-0.179962000129
ACH-000383,-0.251479013199
ACH-000387,-0.14778886198400001
ACH-000389,-0.17104351261300002
ACH-000390,-0.283857893448
ACH-000393,-0.14156463732000002
ACH-000395,-0.398827935266
ACH-000397,-0.193432513133
ACH-000401,0.0717935672654
ACH-000402,-0.293057201551
ACH-000403,-0.35539504804899996
ACH-000404,0.113385403792
ACH-000406,-0.2807162177
ACH-000407,-0.148730573575
ACH-000408,-0.290874305524
ACH-000410,-0.21158350380399998
ACH-000411,-0.166191323125
ACH-000414,-0.346444085443
ACH-000415,-0.279905884117
ACH-000416,-0.313800985878
ACH-000420,-0.191164211582
ACH-000421,-0.17747537184099998
ACH-000424,-0.309411879678
ACH-000425,-0.303666814804
ACH-000426,-0.122753203051
ACH-000427,-0.253908155842
ACH-000433,-0.154804787974
ACH-000436,-0.231992546203
ACH-000444,-0.267749792712
ACH-000445,-0.377825368923
ACH-000448,-0.25590321226999996
ACH-000450,-0.174218447641
ACH-000452,-0.20113878528700002
ACH-000454,-0.258877031661
ACH-000458,-0.174726103691
ACH-000459,-0.021717121478300003
ACH-000460,-0.281992334223
ACH-000461,-0.23002136451900002
ACH-000463,-0.19141625583900002
ACH-000464,-0.183940015003
ACH-000466,-0.266253402724
ACH-000467,-0.551375961281
ACH-000468,-0.21119981594700002
ACH-000469,-0.279356991111
ACH-000470,-0.186794319763
ACH-000471,-0.16867922882599998
ACH-000472,-0.18691734927900003
ACH-000473,-0.102224685117
ACH-000475,-0.30343219738899996
ACH-000476,-0.161526947497
ACH-000477,-0.0833427602553
ACH-000480,0.0096258500116
ACH-000481,-0.41093100976999997
ACH-000483,-0.12633293522800002
ACH-000484,-0.105076693888
ACH-000485,-0.39364955639399996
ACH-000486,-0.22326339137200002
ACH-000487,-0.199632694804
ACH-000488,-0.380472121722
ACH-000490,-0.116989756961
ACH-000491,-0.42275112905100004
ACH-000495,-0.317706468522
ACH-000496,-0.224117470586
ACH-000499,-0.114535187766
ACH-000500,-0.026660035506700003
ACH-000502,-0.264833796102
ACH-000503,0.0710096066562
ACH-000505,-0.190359631998
ACH-000507,-0.123632988184
ACH-000510,-0.236735018147
ACH-000511,-0.0930389197219
ACH-000512,-0.0882737998748
ACH-000516,-0.19360526973
ACH-000517,-0.192500877743
ACH-000518,-0.189529941796
ACH-000520,-0.395357986124
ACH-000521,-0.46253532778000006
ACH-000522,-0.24405383579300002
ACH-000524,-0.140826838257
ACH-000527,-0.17067296323699999
ACH-000528,-0.0619646723209
ACH-000537,-0.20374618474300002
ACH-000541,0.06469625356719999
ACH-000542,-0.3702271004
ACH-000544,-0.266227780568
ACH-000545,-0.199913525192
ACH-000547,-0.20626354289700002
ACH-000548,-0.305146605494
ACH-000549,-0.14898445071799998
