,GLT6D1 (360203)
ACH-000004,-0.0363050448425
ACH-000007,-0.21452689795000002
ACH-000009,-0.45302283785499997
ACH-000011,-0.025411655770900002
ACH-000012,-0.151550642688
ACH-000013,-0.261092707697
ACH-000014,-0.014712408666000001
ACH-000015,-0.294091520096
ACH-000017,0.0403602125553
ACH-000018,0.024728648360700003
ACH-000019,0.04125142018359999
ACH-000021,-0.0623116778035
ACH-000022,-0.08487265539370001
ACH-000025,0.0304922989922
ACH-000028,0.0723548608459
ACH-000030,-0.0343475594217
ACH-000035,0.026559575713299997
ACH-000036,-0.0140645271828
ACH-000037,-0.0016848387740699999
ACH-000039,-0.102139489365
ACH-000040,-0.08100811080260001
ACH-000041,-0.305871957702
ACH-000042,-0.190633849078
ACH-000045,-0.0742794962924
ACH-000047,-0.043406858783400004
ACH-000052,-0.0948199639301
ACH-000053,-0.17822756767
ACH-000054,-0.107648911744
ACH-000055,-0.09142296356599999
ACH-000060,-0.10476425983899999
ACH-000067,-0.143264385884
ACH-000070,-0.0527278812864
ACH-000075,0.0484844401229
ACH-000078,-0.375363811049
ACH-000082,0.0838507613992
ACH-000085,-0.0416563992366
ACH-000086,0.0190677763275
ACH-000087,-0.119674423012
ACH-000092,0.032144751831
ACH-000095,-0.0936228233492
ACH-000097,-0.14354944023
ACH-000098,-0.00968817210287
ACH-000099,-0.259985615079
ACH-000108,-0.10932576918600001
ACH-000113,-0.1384140451
ACH-000115,-0.100473266455
ACH-000116,-0.18578015486699997
ACH-000118,-0.171340143171
ACH-000120,-0.253493166535
ACH-000123,-0.243337656175
ACH-000127,-0.0619363103045
ACH-000128,-0.07073918052400001
ACH-000132,-0.106721776084
ACH-000133,0.119883184632
ACH-000137,-0.27376634086999996
ACH-000138,-0.151119058156
ACH-000142,-0.178842037749
ACH-000143,0.164068071943
ACH-000146,-0.19737989035
ACH-000148,-0.054765309235399996
ACH-000150,-0.19381570845499999
ACH-000152,0.0349057445805
ACH-000153,-0.05349813108419999
ACH-000159,-0.0804353658055
ACH-000160,-0.143635752411
ACH-000163,0.0586875072288
ACH-000167,-0.25554484258
ACH-000168,-0.33968636157300003
ACH-000169,-0.159198259059
ACH-000178,-0.151331850648
ACH-000182,-0.128496263093
ACH-000183,-0.31048682186099996
