,NT5M (56953)
ACH-000227,-0.146316867421
ACH-000228,-0.118799585833
ACH-000231,-0.13256474114
ACH-000232,-0.161280162319
ACH-000233,-0.031806588563999996
ACH-000234,-0.00768174716272
ACH-000235,-0.0270131894316
ACH-000237,0.046932101560500004
ACH-000238,-0.7365731323029999
ACH-000243,0.0474872693872
ACH-000244,-0.30277336182
ACH-000246,-0.015242794283
ACH-000248,0.10438174811300001
ACH-000250,0.0304785180791
ACH-000251,-0.0253870511069
ACH-000253,-0.0829761558352
ACH-000255,-0.0692229318881
ACH-000256,-0.074746920138
ACH-000257,-0.10494781657800001
ACH-000258,-0.012572117342999999
ACH-000259,-0.018544300511300002
ACH-000260,0.00166436487965
ACH-000261,-0.09825933303060001
ACH-000262,-0.194295978713
ACH-000263,-0.0638241882093
ACH-000264,-0.040050845017
ACH-000265,0.0298159698748
ACH-000266,0.0185883719137
ACH-000272,-0.0335878587742
ACH-000273,-0.015057269718200001
ACH-000274,-0.119414907808
ACH-000277,-0.609411077878
ACH-000278,0.00757686823044
ACH-000279,0.0722952280093
ACH-000280,0.0196332802084
ACH-000281,0.23197414681200001
ACH-000288,-0.128940715047
ACH-000291,0.0668373609673
ACH-000293,-0.24032378578699998
ACH-000294,0.0951022104499
ACH-000295,-0.08853272458030001
ACH-000296,0.0207239385848
ACH-000302,-0.00347517213766
ACH-000304,-0.09047890269379999
ACH-000307,-0.000818400838768
ACH-000308,0.014285228480700001
ACH-000310,0.180729074828
ACH-000311,-0.043240932293999994
ACH-000312,0.0481325030222
ACH-000315,0.300515428659
ACH-000316,-0.06020708934309999
ACH-000317,0.301171216869
ACH-000318,-0.0468179497437
ACH-000319,-0.0421924694655
ACH-000320,-0.0926469833488
ACH-000322,0.15838543487
ACH-000323,-0.11374522599199999
ACH-000324,0.098352305827
ACH-000329,-0.109944813759
ACH-000330,-0.0303881583638
ACH-000331,-0.144916595714
ACH-000332,-0.029080170328900003
ACH-000334,-0.20788219316
ACH-000335,-0.00989943431092
ACH-000336,-0.0309058717453
ACH-000337,0.130904727709
ACH-000339,-0.08106671564010001
ACH-000341,-0.0638596622288
ACH-000348,-0.0921013894562
ACH-000350,-0.0149013167938
ACH-000352,0.168960199141
ACH-000356,0.11432354433
ACH-000361,0.0574321217686
ACH-000362,0.015707108124200002
ACH-000363,-0.144399005563
ACH-000364,-0.113381362912
ACH-000365,-0.011285193499100002
ACH-000366,-0.0584137863216
ACH-000368,-0.171307325667
ACH-000374,0.00747126151417
ACH-000375,-0.121244204037
ACH-000376,0.0132552759572
ACH-000381,-0.018083470988200002
ACH-000383,-0.0419213950899
ACH-000387,0.008107264965649999
ACH-000389,-0.111820133725
ACH-000390,-0.0170181478128
ACH-000393,-0.0857117724805
ACH-000395,0.119524966391
ACH-000397,0.040185446315800004
ACH-000401,-0.196856083981
ACH-000402,0.0603845628706
ACH-000403,-0.134520679012
ACH-000404,0.0277576316806
ACH-000406,0.0886104107402
ACH-000407,-0.20600830025699998
ACH-000408,-0.00268592037144
ACH-000410,0.030421654114599996
ACH-000411,0.0420394900185
ACH-000414,0.00918145613718
ACH-000415,-0.131191728629
ACH-000416,-0.09391290067029999
ACH-000420,-0.11848328746799999
ACH-000421,0.030260019606
ACH-000424,-0.17136958884599998
ACH-000425,0.100925798147
ACH-000426,0.11002783655
ACH-000427,-0.09502721039789999
ACH-000433,0.051650056368800004
ACH-000436,0.052278860187300005
ACH-000444,-0.114552864143
ACH-000445,-0.109244006149
ACH-000448,-0.042844502444599995
ACH-000450,-0.12565627021099998
ACH-000452,0.0484532889951
ACH-000454,-0.163274450731
ACH-000458,-0.08936203514930001
ACH-000459,0.110884369615
ACH-000460,0.022640541847900004
ACH-000461,0.01466011476
ACH-000463,-0.0522104984635
ACH-000464,-0.231637133354
ACH-000466,0.00256352959994
ACH-000467,0.0145067564796
ACH-000468,0.14381777849000002
ACH-000469,-0.125912446869
ACH-000470,-0.08514750076199999
ACH-000471,-0.041389131647099994
ACH-000472,-0.012969661603399999
ACH-000473,-0.184752954292
ACH-000475,-0.020552195685700003
ACH-000476,-0.0789088949347
ACH-000477,0.180775246868
ACH-000480,0.0102831061527
ACH-000481,-0.0369171340601
ACH-000483,-0.550320907528
ACH-000484,-0.260661590724
ACH-000485,0.00328878216908
ACH-000486,-0.0498237614221
ACH-000487,-0.08606990361519999
ACH-000488,-0.026307641351099996
ACH-000490,0.042236614860100004
ACH-000491,-0.018750801889900002
ACH-000495,0.153707855178
ACH-000496,-0.130510904477
ACH-000499,0.265411648386
ACH-000500,-0.08662322569839999
ACH-000502,0.018007768622700003
ACH-000503,-0.0428206913166
ACH-000505,0.00100305925648
ACH-000507,-0.0848165406116
ACH-000510,-0.043085870014199994
ACH-000511,0.030849328697799997
ACH-000512,-0.23979877668699998
ACH-000516,-0.147533865461
ACH-000517,0.0442854236006
ACH-000518,-0.182674253693
ACH-000520,-0.06968949257689999
ACH-000521,0.0406950772888
ACH-000522,0.12819738844599998
ACH-000524,-0.0310730825061
ACH-000527,-0.128907475644
ACH-000528,0.038760166479000005
ACH-000537,-0.11852967259000001
ACH-000541,0.12914562030500001
ACH-000542,0.010888219800100001
ACH-000544,-0.08857989737119999
ACH-000545,-0.09371252982439998
ACH-000547,-0.165036042623
ACH-000548,-0.015609439155999999
ACH-000549,-0.055408307179699995
ACH-000550,-0.0481842214607
ACH-000552,-0.08754541215739998
ACH-000556,-0.105451952512
ACH-000557,-0.016526557246999998
ACH-000570,-0.165120412343
ACH-000571,-0.0552625736157
ACH-000573,-0.0180639448076
ACH-000576,-0.227938821223
ACH-000580,-0.0762619360114
ACH-000584,0.0234248392184
ACH-000585,-0.0435199006683
ACH-000588,-0.558676859035
ACH-000589,-0.0336073092483
ACH-000591,0.11630365184000001
ACH-000593,-0.160228748364
ACH-000600,0.0331611709604
ACH-000601,0.0617080264463
ACH-000604,-0.16893476016800002
ACH-000605,0.11956877606699999
ACH-000606,-0.08518783482999999
ACH-000608,0.037882724298
ACH-000614,0.364614796414
ACH-000616,-0.09163841971060001
ACH-000618,-0.008814569898229999
ACH-000619,-0.0407595787863
ACH-000620,-0.191843506762
ACH-000621,-0.127160644486
ACH-000622,-0.0453095937614
ACH-000623,-0.0780362176357
ACH-000624,-0.143837532934
ACH-000627,0.017769970809799997
ACH-000630,0.027891275485000002
ACH-000632,0.007119661897090001
ACH-000633,-0.16509603313500001
ACH-000637,0.02648898305
ACH-000638,-0.0325166413363
ACH-000646,-0.0754118202904
ACH-000647,-0.128404101985
ACH-000648,0.0940689044706
ACH-000649,0.0525820470393
ACH-000651,-0.00958017967906
ACH-000652,0.011405224652200001
ACH-000653,-0.167962988922
ACH-000657,-0.06940242379860001
ACH-000658,0.085685399825
ACH-000661,0.0276136058856
ACH-000662,0.041553664496199995
ACH-000663,0.136248274424
ACH-000665,-0.0944259825688
ACH-000671,0.109063445076
ACH-000673,-0.121855240106
ACH-000676,0.110376267719
ACH-000677,-0.00896620852687
ACH-000681,0.19108754360599997
ACH-000682,0.0592636548694
ACH-000683,0.0933139482593
ACH-000684,0.274847022348
ACH-000688,-0.198865228268
ACH-000693,-0.033561169854099994
ACH-000694,0.04207236509600001
ACH-000695,0.0435448748076
ACH-000696,-0.062136097677
ACH-000697,0.00996613553493
ACH-000699,-0.057833467752300007
ACH-000701,-0.033738640109200004
ACH-000706,-0.017120577197399997
ACH-000711,-0.060417536793499996
ACH-000713,-0.287150851213
ACH-000714,-0.244639153034
ACH-000718,-0.0635558827342
ACH-000720,0.040542160082099994
ACH-000721,-0.0498309044864
ACH-000724,-0.037247426754
ACH-000725,-0.014914073112299999
ACH-000732,-0.178515480481
ACH-000734,-0.011772712952700002
ACH-000735,-0.014034205732799999
ACH-000736,-0.14697870608400002
ACH-000738,-0.0975953166725
ACH-000746,-0.152888177427
ACH-000747,-0.00221655280135
ACH-000748,0.08677582820890001
ACH-000753,-0.15174879713
ACH-000756,-0.109696240173
ACH-000757,0.055843216011100004
ACH-000758,0.0176835499318
ACH-000760,-0.0244032551278
ACH-000763,0.0654898832371
ACH-000764,-0.0660938671576
ACH-000765,0.128738788753
ACH-000766,-0.152241869737
ACH-000767,-0.067566650913
ACH-000768,-0.07194662300039999
ACH-000769,0.0696718551715
ACH-000770,0.0192450155053
ACH-000771,-0.115596159078
ACH-000773,-0.07447614796560001
ACH-000776,-0.0346354800968
ACH-000777,-0.19718848947
ACH-000778,0.145496627392
ACH-000781,0.0359828002985
ACH-000782,-0.24092347570099998
ACH-000783,-0.000291989441206
ACH-000784,-0.0870429094687
ACH-000785,0.0344212967702
ACH-000787,-0.0188395441936
ACH-000788,-0.0455595437243
ACH-000791,-0.0480253451904
ACH-000792,-0.062495509428500004
ACH-000794,-0.0344227345127
ACH-000796,-0.0714674583142
ACH-000799,-0.17098335183
ACH-000800,-0.16248679143300002
ACH-000802,-0.0815398779615
ACH-000804,0.0883830715524
ACH-000805,0.186352185247
ACH-000809,0.00778650161669
ACH-000810,-0.304017723944
ACH-000811,-0.0782727732927
ACH-000817,-0.11937852887299999
ACH-000819,0.0223401722714
ACH-000820,0.171075043015
ACH-000821,0.0936734950206
ACH-000822,-0.06857669168319999
ACH-000823,0.0658858481818
ACH-000824,0.10500922724400001
ACH-000827,-0.0117025499486
ACH-000829,-0.0319650700538
ACH-000831,0.104344771774
ACH-000832,0.0141970465414
ACH-000833,-0.401964376617
ACH-000834,-0.129527188304
ACH-000835,0.09653818009819999
ACH-000836,-0.0364004934134
ACH-000837,-0.0628025550215
ACH-000838,0.406243123715
ACH-000839,-0.185857466886
ACH-000840,-0.129649433841
ACH-000841,0.270148896632
ACH-000843,-0.0497068263041
ACH-000846,0.0290876861472
ACH-000847,-0.14648950263
ACH-000848,-0.194043034202
ACH-000849,-0.08050259248260001
ACH-000851,0.0372355116062
ACH-000855,-0.0775430936142
ACH-000856,0.231512371959
ACH-000858,-0.032966695554
ACH-000859,0.229509374472
ACH-000861,-0.060843370784400004
ACH-000862,0.0193822742792
ACH-000865,0.0521568911022
ACH-000866,-0.094290450358
ACH-000867,-0.0258929057858
ACH-000869,0.12752924556700002
ACH-000872,0.034117306601
ACH-000873,0.11146708738
ACH-000876,0.0468780854862
ACH-000878,-0.0404138257415
ACH-000880,0.003386391388
ACH-000881,-0.130399074117
ACH-000882,0.09330046989310001
ACH-000884,0.00977341262383
ACH-000885,-0.027997788447300002
ACH-000887,-0.0122825854055
ACH-000888,-0.00704525805858
ACH-000889,-0.0678298838826
ACH-000890,-0.280417154597
ACH-000896,0.0886135402007
ACH-000898,-0.0551726707484
ACH-000900,0.09493710559669999
ACH-000901,0.183490168808
ACH-000905,-0.202777867724
ACH-000906,0.0685246210005
ACH-000907,0.0488781288614
ACH-000910,0.05922755017580001
ACH-000911,-0.0994139933286
ACH-000912,-0.09916665516339998
ACH-000913,-0.027563517609200002
ACH-000915,-0.181523348271
ACH-000916,-0.159859053862
ACH-000917,-0.34711335225999995
ACH-000921,-0.136450723158
ACH-000924,0.0202388793965
ACH-000926,0.0802738989658
ACH-000928,-0.0131559314044
ACH-000929,-0.0562833033309
ACH-000932,-0.118908935326
ACH-000935,0.013643504516399998
ACH-000936,-0.0850805448441
ACH-000937,-0.0733670264506
ACH-000938,-0.0490636977571
ACH-000939,-0.260570327705
ACH-000941,-0.0336540962458
ACH-000943,-0.128402191643
ACH-000946,-0.122478944726
ACH-000947,0.0202678931105
ACH-000948,0.0171755197406
ACH-000950,0.048732705266199994
ACH-000953,-0.130045638607
ACH-000957,-0.23281538650800002
ACH-000958,-0.40554863249799994
ACH-000960,-0.102380693338
ACH-000963,-0.498688550763
ACH-000968,0.0298212481879
ACH-000969,-0.204774832531
ACH-000973,-0.08250464170130001
ACH-000974,-0.09239002514620001
ACH-000975,-0.0524449176151
ACH-000976,-0.0252405210378
ACH-000978,0.1318206114
ACH-000980,-0.161520368344
ACH-000984,-0.0741100544366
ACH-000986,0.023233410196700003
ACH-000988,-0.0502759240058
ACH-000993,0.031165909406400003
ACH-000994,0.0184961968874
ACH-000996,-0.0140328215925
ACH-001001,-0.00232518660838
ACH-001020,-0.23374079331599998
ACH-001028,0.0824189629978
ACH-001031,0.45659645431999996
ACH-001038,-0.0732380779298
ACH-001048,0.07329607614030001
ACH-001050,-0.21178816068
ACH-001053,0.139472496862
ACH-001054,-0.054554397966400006
ACH-001061,-0.042643315417800004
ACH-001067,0.21948358545000002
ACH-001075,-0.0313487435893
ACH-001096,0.00243361480254
ACH-001128,-0.147194058336
ACH-001134,-0.06677014864969999
ACH-001151,-0.08885637081560001
ACH-001163,0.0613787221524
ACH-001164,0.152442945677
ACH-001173,-0.074310529813
ACH-001183,-0.276401872642
ACH-001184,-0.058690041631699996
ACH-001190,-0.278983978907
ACH-001192,-0.07639203335730001
ACH-001193,-0.040762556499
ACH-001196,-0.182712198053
ACH-001197,-0.13393269549200001
ACH-001205,-0.17832719612599998
ACH-001211,-0.07215523695880001
ACH-001212,-0.0347093144894
ACH-001228,-0.0383572541079
ACH-001232,-0.0830517122845
ACH-001239,-0.0160094528001
ACH-001274,-0.14195761418199998
ACH-001275,-0.193312632098
ACH-001277,-0.228356236004
ACH-001278,-0.0825499750092
ACH-001280,-0.26129774175299997
ACH-001283,-0.0682358034201
ACH-001289,-0.13013056875499998
ACH-001295,-0.18283490904599997
ACH-001300,-0.125377583044
ACH-001301,-0.0027672774210500003
ACH-001302,0.44310074713
ACH-001303,-0.222919166739
ACH-001306,-0.0320919948052
ACH-001318,-0.13437116306500002
ACH-001322,-0.15666114485500002
ACH-001328,-0.030271368832400003
ACH-001332,-0.172347203923
ACH-001333,-0.20838518014000001
ACH-001336,-0.07762432329289999
ACH-001340,-0.0625892605659
ACH-001346,0.014362039126500002
ACH-001353,-0.0631166074079
ACH-001354,-0.0832991276777
ACH-001367,-0.08666095829430001
ACH-001368,-0.0382977796507
ACH-001374,0.0625233690905
ACH-001375,-0.0581222039328
ACH-001377,0.09334121049139998
ACH-001380,0.0005040892049940001
ACH-001391,-0.0135402564335
ACH-001407,-0.08092727064500001
ACH-001408,0.0929540676433
ACH-001413,-0.213035219023
ACH-001430,-0.106283679018
ACH-001431,-0.297879976207
ACH-001450,-0.011345143803
ACH-001496,0.07275823911519999
ACH-001500,-0.09556451438269999
ACH-001521,-0.0458802860607
ACH-001523,-0.053854405177699995
ACH-001532,-0.109187823183
ACH-001536,0.030529257157900003
ACH-001550,-0.052030858913
ACH-001552,0.012851197086
ACH-001554,-0.0634605360947
ACH-001645,0.018154636424200003
ACH-001654,-0.133720601424
ACH-001715,-0.351161090569
ACH-001735,-0.101050493882
ACH-001736,-0.0378267704606
ACH-001737,0.414198992531
ACH-001740,0.026491784416200002
ACH-001745,-0.10455428880100001
ACH-001750,-0.33229798555999995
ACH-001765,-0.0234918545635
ACH-001956,-0.0681950271157
ACH-001957,-0.034908185818300005
