,CDC42EP4 (23580)
ACH-000004,-0.207312951056
ACH-000007,0.206720856143
ACH-000009,-0.15974249079000002
ACH-000011,-0.11031354465399999
ACH-000012,-0.0593733448636
ACH-000013,-0.175727637496
ACH-000014,-0.11261959335100001
ACH-000015,-0.052875964071199995
ACH-000017,0.019079856874099996
ACH-000018,-0.21430745668499998
ACH-000019,-0.571470858675
ACH-000021,-0.20131574938299998
ACH-000022,-0.166538397873
ACH-000025,-0.200740037571
ACH-000028,-0.121279254968
ACH-000030,-0.142734589981
ACH-000035,-0.437629791333
ACH-000036,-0.150317271701
ACH-000037,-0.35733071218900003
ACH-000039,-0.151638874964
ACH-000040,-0.0443843398474
ACH-000041,-0.151423971092
ACH-000042,-0.0493038734715
ACH-000045,-0.046674741673
ACH-000047,-0.0574382978679
ACH-000052,-0.24023948973900003
ACH-000053,0.0209858297684
ACH-000054,-0.134184980966
ACH-000055,-0.199711827173
ACH-000060,-0.216869410724
ACH-000067,-0.296710581166
ACH-000070,-0.240772887557
ACH-000075,-0.17646888541499997
ACH-000078,-0.117009620206
ACH-000082,-0.171795361839
ACH-000085,-0.041153182626099995
ACH-000086,-0.210786800026
ACH-000087,-0.029959538167099998
ACH-000092,-0.0008251120397210001
ACH-000095,-0.289518694773
ACH-000097,-0.25494406838000006
ACH-000098,-0.00693802346869
ACH-000099,-0.134587557763
ACH-000108,-0.09734104434310001
ACH-000113,-0.09538050273060002
ACH-000115,-0.24728218984900002
ACH-000116,-0.165512525623
ACH-000118,-0.172140361514
ACH-000120,-0.13073936637800002
ACH-000123,-0.0592270493489
ACH-000127,-0.316811568088
ACH-000128,-0.236231028359
ACH-000132,-0.11943305975400001
ACH-000133,-0.24040975716899998
ACH-000137,-0.20811057849599998
ACH-000138,-0.267251193601
ACH-000142,-0.13148034267699998
ACH-000143,-0.287591297293
ACH-000146,0.0028907924802300004
ACH-000148,-0.0296522844484
ACH-000150,-0.087007034313
ACH-000152,-0.207425512568
ACH-000153,0.0803001432691
ACH-000159,0.03635900061880001
ACH-000160,0.027458325229199998
ACH-000163,-0.34326112877
ACH-000167,-0.11307960483799999
ACH-000168,-0.269662942666
ACH-000169,-0.213829544497
ACH-000178,0.000273065984758
ACH-000182,-0.235149036354
ACH-000183,-0.0848471245723
ACH-000188,-0.15202686229
ACH-000189,-0.241122261296
ACH-000190,-0.260767154973
ACH-000198,-0.120914730929
ACH-000204,0.054076020216800004
ACH-000206,-0.282086206752
ACH-000207,0.04439126017969999
ACH-000211,-0.145059873584
ACH-000215,-0.181137073239
ACH-000221,-0.141461521595
ACH-000222,-0.08963181000489999
ACH-000223,-0.046921267485100004
ACH-000226,-0.0132902054374
ACH-000227,-0.218257897106
ACH-000228,-0.207029973266
ACH-000231,-0.194553931208
ACH-000232,-0.06932641845260001
ACH-000233,-0.221477658772
ACH-000234,-0.419857147974
ACH-000235,-0.286005966758
ACH-000237,-0.0421369396475
ACH-000238,-0.23623334077799998
ACH-000243,-0.172712337542
ACH-000244,-0.09408819484789999
ACH-000246,-0.130792672477
ACH-000248,-0.224075977093
ACH-000250,-0.14136373115700002
ACH-000251,-0.38828061190800006
ACH-000253,-0.09735059258819999
ACH-000255,-0.14975977931099999
ACH-000256,-0.181300398902
ACH-000257,-0.13432093579600002
ACH-000258,-0.308718268361
ACH-000259,-0.178454486627
ACH-000260,0.0100971476682
ACH-000261,-0.145066493344
ACH-000262,-0.42933254624899997
ACH-000263,-0.242169870428
ACH-000264,-0.134367214599
ACH-000265,-0.112338283069
ACH-000266,-0.21406346194200002
ACH-000272,-0.045452813455600004
ACH-000273,-0.10293900707
ACH-000274,-0.186296298215
ACH-000277,-0.0838891893717
ACH-000278,-0.225306688934
ACH-000279,-0.16247490856
ACH-000280,-0.047363254950900005
ACH-000281,-0.27030170965
ACH-000288,0.00029107538194999996
ACH-000291,-0.14763397129
ACH-000293,-0.0432274007808
ACH-000294,0.028925765118400004
ACH-000295,-0.46043873199900004
ACH-000296,-0.24860237126600002
ACH-000302,-0.0858784401693
ACH-000304,0.0760902362226
ACH-000307,-0.10559973701099999
ACH-000308,-0.184853281735
ACH-000310,0.049476071390899996
ACH-000311,-0.0442257699589
ACH-000312,-0.117431049565
ACH-000315,-0.124455741208
ACH-000316,0.110213310337
ACH-000317,0.026321428237099997
ACH-000318,-0.0063276024997700004
ACH-000319,0.0589383141412
ACH-000320,0.023486975871099998
ACH-000322,0.00424499288661
ACH-000323,0.0174803849138
ACH-000324,-0.14451670920999998
ACH-000329,0.019456544873299998
ACH-000330,-0.137149612545
ACH-000331,-0.06006917543549999
ACH-000332,-0.339302311539
ACH-000334,-0.17791578953099998
ACH-000335,-0.174260256539
ACH-000336,-0.0730374691003
ACH-000337,-0.167516062042
ACH-000339,-0.0730425939385
ACH-000341,-0.600996971298
ACH-000348,-0.0214022441629
ACH-000350,-0.0405576404036
ACH-000352,-0.11039979736700001
ACH-000356,-0.235224753614
ACH-000361,0.313084605763
ACH-000362,0.00895824951145
ACH-000363,-0.17821389132800003
ACH-000364,-0.0745494904852
ACH-000365,-0.210559671046
ACH-000366,-0.13319644749
ACH-000368,-0.00283340273631
ACH-000374,-0.0889905238311
ACH-000375,-0.259717475488
ACH-000376,-0.170048968381
ACH-000381,-0.009263662182440001
ACH-000383,-0.228039109544
ACH-000387,0.0309572267044
ACH-000389,0.0316984554651
ACH-000390,-0.195805997247
ACH-000393,-0.0742732673291
ACH-000395,-0.244683324982
ACH-000397,-0.215531059941
ACH-000401,-0.221641604275
ACH-000402,-0.022508493640799997
ACH-000403,-0.181528697128
ACH-000404,-0.0630718537229
ACH-000406,-0.0788763656986
ACH-000407,-0.149199240944
ACH-000408,0.00107557614147
ACH-000410,0.0452092155446
ACH-000411,-0.211578045491
ACH-000414,-0.0297475643088
ACH-000415,-0.173476931578
ACH-000416,-0.11816245077
ACH-000420,-0.0570885440493
ACH-000421,-0.199350097566
ACH-000424,-0.442947404585
ACH-000425,-0.112378357511
ACH-000426,-0.175738996343
ACH-000427,0.10554995866599999
ACH-000433,0.008007598465430001
ACH-000436,-0.0121658869565
ACH-000444,-0.126032922018
ACH-000445,-0.346988409674
ACH-000448,-0.0974240793687
ACH-000450,-0.0695132068728
ACH-000452,-0.190990055771
ACH-000454,-0.0560155756056
ACH-000458,-0.157489189412
ACH-000459,-0.273541545411
ACH-000460,-0.17929847440000002
ACH-000461,-0.122569838181
ACH-000463,-0.214387419824
ACH-000464,-0.0556721372186
ACH-000466,-0.224029948087
ACH-000467,-0.0244688103785
ACH-000468,-0.11523634415999999
ACH-000469,-0.266085527752
ACH-000470,-0.0274582678103
ACH-000471,-0.167316642283
ACH-000472,-0.24979057407699998
ACH-000473,-0.03584443872930001
ACH-000475,-0.0378759168904
ACH-000476,-0.0170946248044
ACH-000477,-0.062236225866
ACH-000480,0.084719989305
ACH-000481,-0.21568889030900001
ACH-000483,0.0586202603627
ACH-000484,0.243697857274
ACH-000485,-0.186476774855
ACH-000486,0.0115436208807
ACH-000487,-0.176637062178
ACH-000488,-0.163613228399
ACH-000490,0.026363558979700004
ACH-000491,-0.247819527388
ACH-000495,-0.236054766232
ACH-000496,-0.049127222602900006
ACH-000499,-0.18329366655
ACH-000500,-0.249850634498
ACH-000502,-0.130623802073
ACH-000503,-0.131467692556
