,PC (5091)
ACH-000004,-0.775716362325
ACH-000007,-0.6225137606800001
ACH-000009,-0.738637443077
ACH-000011,-0.632536196909
ACH-000012,-0.571123170702
ACH-000013,-0.8493740529960001
ACH-000014,-0.18668619222
ACH-000015,-0.499346166789
ACH-000017,-0.660127077802
ACH-000018,-0.48800651411300006
ACH-000019,-0.731184294452
ACH-000021,-0.6901736506530001
ACH-000022,-0.802403452567
ACH-000025,-0.552695726316
ACH-000028,-0.7459688996170001
ACH-000030,-0.757889992224
ACH-000035,-0.543664451318
ACH-000036,-0.5630710356449999
ACH-000037,-0.720842750981
ACH-000039,-0.969981703456
ACH-000040,-0.525528437715
ACH-000041,-0.6738832594580001
ACH-000042,-0.684298492845
ACH-000045,-0.7965286245569999
ACH-000047,-0.565023973406
ACH-000052,-0.784760650483
ACH-000053,-0.55789841939
ACH-000054,-0.448115729424
ACH-000055,-0.58571298371
ACH-000060,-0.407949653821
ACH-000067,-0.36980173995
ACH-000070,-0.779673698327
ACH-000075,-0.582927868364
ACH-000078,-0.726517404639
ACH-000082,-0.8720876075489999
ACH-000085,-1.13140051375
ACH-000086,-0.6916225249879999
ACH-000087,-0.528291177629
ACH-000092,-0.468739292794
ACH-000095,-0.786956126423
ACH-000097,-0.939737354479
ACH-000098,-0.43682250545900003
ACH-000099,-0.7725759571330001
ACH-000108,-0.279394361764
ACH-000113,-0.655283591636
ACH-000115,-1.06261593206
ACH-000116,-0.7508816172939999
ACH-000118,-0.684306845793
ACH-000120,-0.501060639625
ACH-000123,-0.662769438342
ACH-000127,-0.6084529469309999
ACH-000128,-0.42428434742399995
ACH-000132,-0.785171150729
ACH-000133,-0.5958424712070001
ACH-000137,-0.589828022993
ACH-000138,-0.703800865514
ACH-000142,-0.371477736404
ACH-000143,-0.527988629711
ACH-000146,-0.46429212532200004
ACH-000148,-0.6584041908280001
ACH-000150,-0.554182326279
ACH-000152,-0.458068720797
ACH-000153,-0.47417272704499996
ACH-000159,-0.256712188879
ACH-000160,-0.804091149342
ACH-000163,-0.35188404200499995
ACH-000167,-1.05597033437
ACH-000168,-0.5517534669049999
ACH-000169,-0.714130533906
ACH-000178,-0.614896430398
ACH-000182,-0.6118128405009999
ACH-000183,-0.7075298107019999
ACH-000188,-0.9055137785580001
ACH-000189,-0.592462480235
ACH-000190,-0.561213146114
ACH-000198,-0.770748208971
ACH-000204,-0.600989860161
ACH-000206,-0.29294837516399996
ACH-000207,-1.02566875649
ACH-000211,-0.758543663636
ACH-000215,-0.601692715464
ACH-000221,-0.718963967037
ACH-000222,-0.635215825828
ACH-000223,-0.7210093335850001
ACH-000226,-0.36001128708499996
ACH-000227,-0.9450585172879999
ACH-000228,-0.8651019125980001
ACH-000231,-0.657381718659
ACH-000232,-0.639490343069
ACH-000233,-0.7723770081100001
ACH-000234,-0.586813142365
ACH-000235,-0.552177371537
ACH-000237,-0.517412309753
ACH-000238,-0.623739257924
ACH-000243,-0.436281199251
ACH-000244,-0.57202155873
ACH-000246,-0.737661070485
ACH-000248,-0.46382710565800006
ACH-000250,-0.731981020606
ACH-000251,-0.7115127645479999
ACH-000253,-0.8146094143610001
ACH-000255,-0.7881453954440001
ACH-000256,-0.862693862334
ACH-000257,-0.355586369624
ACH-000258,-0.7263148895370001
ACH-000259,-0.597947624517
ACH-000260,-0.623106617028
ACH-000261,-0.9626795818799999
ACH-000262,-0.737160373171
ACH-000263,-0.617741314312
ACH-000264,-0.9337757901579999
ACH-000265,-0.705068971563
ACH-000266,-0.640152702546
ACH-000272,-0.395037914619
ACH-000273,-0.7286934711220001
ACH-000274,-0.38302095007200004
ACH-000277,-1.0641875923000002
ACH-000278,-0.609901137626
ACH-000279,-0.689163353454
ACH-000280,-0.48214221811499997
ACH-000281,-0.54440332588
ACH-000288,-0.557604737391
ACH-000291,-0.699162927981
ACH-000293,-0.599320122867
ACH-000294,-0.53474514533
ACH-000295,-0.49546104722199996
ACH-000296,-0.341763343393
ACH-000302,-0.42274676457500004
ACH-000304,-0.37391024162500003
ACH-000307,-0.566064441792
ACH-000308,-0.8293203961750001
ACH-000310,-0.659403039056
ACH-000311,-0.6052142912990001
ACH-000312,-0.746633602703
ACH-000315,-0.795535904672
ACH-000316,-0.863715117923
ACH-000317,-0.579999654569
ACH-000318,-0.922024191678
ACH-000319,-0.6239806080820001
ACH-000320,-0.6577833372199999
ACH-000322,-0.5991897905960001
ACH-000323,-0.720011387693
ACH-000324,-0.6895593956209999
ACH-000329,-0.559495640715
ACH-000330,-0.8243333841689999
ACH-000331,-0.509869326432
ACH-000332,-0.716014664726
ACH-000334,-0.805220465491
ACH-000335,-0.508540061433
ACH-000336,-0.7190586827009999
ACH-000337,-0.791405700883
ACH-000339,-0.7137757215100001
ACH-000341,-0.452386426364
ACH-000348,-0.573521558225
ACH-000350,-0.7391542258730001
ACH-000352,-0.666177493404
ACH-000356,-1.25312745968
ACH-000361,-0.6587779813
ACH-000362,-0.607163689529
ACH-000363,-0.638115387809
ACH-000364,-0.615896347706
ACH-000365,-0.806130815919
ACH-000366,-0.779977255687
ACH-000368,-0.496328212165
ACH-000374,-0.815720948231
ACH-000375,-0.557036701338
ACH-000376,-0.414016111259
ACH-000381,-0.353395669811
ACH-000383,-0.711983799475
ACH-000387,-0.67580735859
ACH-000389,-0.443949928794
ACH-000390,-0.603745084918
ACH-000393,-0.788401261586
ACH-000395,-0.685702044642
ACH-000397,-0.591132212968
ACH-000401,-0.36746353027500006
ACH-000402,-0.401248975
ACH-000403,-0.535560857302
ACH-000404,-0.620899374534
ACH-000406,-0.707700051148
ACH-000407,-0.568646461064
ACH-000408,-0.633962173291
ACH-000410,-0.651462569405
ACH-000411,-0.525491297178
ACH-000414,-0.605609406456
ACH-000415,-0.979114754138
ACH-000416,-0.552592500905
ACH-000420,-0.614266252087
ACH-000421,-0.5767610924000001
ACH-000424,-0.7366451618619999
ACH-000425,-0.47838146823600003
ACH-000426,-0.506058255229
ACH-000427,-0.810877479754
ACH-000433,-0.5841722169720001
ACH-000436,-0.674714713092
ACH-000444,-0.441209505791
ACH-000445,-0.621696685289
ACH-000448,-0.53558473382
ACH-000450,-0.7636437541600001
ACH-000452,-0.548636342471
ACH-000454,-0.44746244434199994
ACH-000458,-0.53424026857
ACH-000459,-0.453479287516
ACH-000460,-0.550086257614
ACH-000461,-0.825329293091
ACH-000463,-0.40750222817500004
ACH-000464,-0.43394232072300004
ACH-000466,-0.740473815002
ACH-000467,-0.7297334472229999
ACH-000468,-0.756618858098
ACH-000469,-0.725971370124
ACH-000470,-0.47726731930699995
ACH-000471,-0.564265190807
ACH-000472,-0.859536291473
ACH-000473,-0.8003396362
ACH-000475,-0.638157803468
ACH-000476,-0.677301684562
ACH-000477,-0.5420523320699999
ACH-000480,-0.781710697445
ACH-000481,-0.6855494969660001
ACH-000483,-0.589366726278
ACH-000484,-1.1483388397499998
ACH-000485,-0.538839081337
ACH-000486,-0.8708720227429999
ACH-000487,-0.807062348954
ACH-000488,-0.7439603552940001
ACH-000490,-0.567130753982
ACH-000491,-0.582573360052
ACH-000495,-0.4533640407
ACH-000496,-0.57501591095
ACH-000499,-0.8049393610269999
ACH-000500,-0.7494854464949999
