,IGF1R (3480)
ACH-000004,-0.162314463969
ACH-000007,-0.908342337095
ACH-000009,-0.579115089254
ACH-000011,0.120139754413
ACH-000012,0.158778276493
ACH-000013,-0.0322242715613
ACH-000014,0.150169356632
ACH-000015,-0.16888074109499998
ACH-000017,-0.112223007283
ACH-000018,0.10222271726099999
ACH-000019,-0.10594400694
ACH-000021,0.0929255518979
ACH-000022,-0.74066460912
ACH-000025,0.0139213533354
ACH-000028,0.07468784072239999
ACH-000030,-0.17149470931699998
ACH-000035,-0.058575944440800005
ACH-000036,0.0865924530427
ACH-000037,-0.0866836869708
ACH-000039,-0.106636381587
ACH-000040,0.133733222883
ACH-000041,-0.8548530196680001
ACH-000042,-0.7080598319220001
ACH-000045,0.12271324367
ACH-000047,-0.543316838168
ACH-000052,-0.49947123811399996
ACH-000053,0.031313776866
ACH-000054,-0.0034897042061199997
ACH-000055,-0.0216150261339
ACH-000060,-0.570547772666
ACH-000067,-0.0503150739345
ACH-000070,-0.289833253486
ACH-000075,-0.331015572609
ACH-000078,-0.538703300205
ACH-000082,-0.198569431393
ACH-000085,-0.23719385885000002
ACH-000086,0.14637619693499998
ACH-000087,-1.0752418121
ACH-000092,0.018939229644400004
ACH-000095,-0.520425626521
ACH-000097,-0.0368741198502
ACH-000098,0.0187939109189
ACH-000099,-0.837572704767
ACH-000108,-0.21378623917300002
ACH-000113,-0.268321028444
ACH-000115,-2.06968047126
ACH-000116,0.10150814511600001
ACH-000118,0.0615547677078
ACH-000120,-0.242183704507
ACH-000123,0.127405033117
ACH-000127,-0.164013279234
ACH-000128,0.0152360285286
ACH-000132,0.0958792908323
ACH-000133,0.0382805149643
ACH-000137,-0.280147584701
ACH-000138,-0.0556873588483
ACH-000142,-0.0633680892054
ACH-000143,-0.16829841847899998
ACH-000146,0.08905548787289999
ACH-000148,0.113243517271
ACH-000150,-0.00468144021342
ACH-000152,-0.0714240656678
ACH-000153,-0.306871899015
ACH-000159,-0.0679707967901
ACH-000160,-0.07794206397549999
ACH-000163,0.109157597632
ACH-000167,0.18337521639899998
ACH-000168,-0.165870335601
ACH-000169,-0.537783583084
ACH-000178,-0.010602791612799999
ACH-000182,-0.5557645009309999
ACH-000183,-0.766612638771
ACH-000188,-0.0325768120128
ACH-000189,0.0245078631184
ACH-000190,0.17772131003
ACH-000198,-0.13897474158099998
ACH-000204,-0.66461204812
ACH-000206,0.033816587951700006
ACH-000207,-0.0473310919083
ACH-000211,0.07287660841850001
ACH-000215,0.00876012940692
ACH-000221,0.107420065055
ACH-000222,-0.46095983897500004
ACH-000223,0.034627479948
ACH-000226,0.206173791113
ACH-000227,-0.8572204359100001
ACH-000228,-0.0421227657335
ACH-000231,0.0246433524348
ACH-000232,0.00816139594368
ACH-000233,0.0129616011672
ACH-000234,-0.208907650382
ACH-000235,-0.240564410583
ACH-000237,-0.12859159660299999
ACH-000238,-0.046344998279300005
ACH-000243,-0.10285865961400001
ACH-000244,0.46044332715899994
ACH-000246,0.0131211020251
ACH-000248,0.0768848236539
ACH-000250,-0.0362228043444
ACH-000251,0.24406891032400002
ACH-000253,-0.393057257987
ACH-000255,-0.19574120361400002
ACH-000256,-0.32329994527899997
ACH-000257,0.126147603419
ACH-000258,-0.39281731999799996
ACH-000259,-0.54712518473
ACH-000260,-0.526531842206
ACH-000261,-0.35872471568000003
ACH-000262,0.153941163784
ACH-000263,-0.08870097355239999
ACH-000264,-0.23183932984299999
ACH-000265,-0.021528710173299995
ACH-000266,-0.39919136014
ACH-000272,-0.0378558124969
ACH-000273,0.280478999496
ACH-000274,-0.534552340942
ACH-000277,0.166970394594
ACH-000278,-0.0848879846041
ACH-000279,-0.7840140728180001
ACH-000280,0.0133805756666
ACH-000281,-0.812492418242
ACH-000288,0.0558165787149
ACH-000291,-0.483335826761
ACH-000293,-0.14934166709000002
ACH-000294,-0.8746810222429999
