,TSHB (7252)
ACH-000004,-0.102642164473
ACH-000007,-0.197138619269
ACH-000009,-0.306613853061
ACH-000011,-0.24491388033199998
ACH-000012,-0.36530761236000003
ACH-000013,-0.299854692164
ACH-000014,-0.246746597918
ACH-000015,-0.26222271010299997
ACH-000017,-0.18673230955200001
ACH-000018,-0.18402999685600002
ACH-000019,-0.610204003369
ACH-000021,-0.34319919222199996
ACH-000022,-0.223034579219
ACH-000025,-0.34965062962300003
ACH-000028,-0.971079292809
ACH-000030,-0.26833566646400003
ACH-000035,-0.377531474566
ACH-000036,-0.16630017482
ACH-000037,-0.18673547915999997
ACH-000039,-0.400069598083
ACH-000040,-0.0399368826624
ACH-000041,-0.393855968656
ACH-000042,-0.270047872588
ACH-000045,-0.255580943206
ACH-000047,-0.272974068302
ACH-000052,-0.5169980935149999
ACH-000053,-0.20018180830600002
ACH-000054,-0.329930432968
ACH-000055,-0.0126898392769
ACH-000060,-0.30681583101300003
ACH-000067,-0.190345623462
ACH-000070,0.0405996255599
ACH-000075,-0.390773953962
ACH-000078,-0.279835969262
ACH-000082,-0.0296077376077
ACH-000085,-0.39013914153000007
ACH-000086,-0.321070684771
ACH-000087,-0.156323687934
ACH-000092,-0.486146552368
ACH-000095,-0.267129313225
ACH-000097,-0.205288547913
ACH-000098,-0.19606590007599997
ACH-000099,-0.186414100365
ACH-000108,-0.285785015922
ACH-000113,-0.196109116681
ACH-000115,-0.19236681920200002
ACH-000116,-0.266354870233
ACH-000118,-0.258642246598
ACH-000120,-0.255650707382
ACH-000123,-0.327793835284
ACH-000127,-0.30677725130899997
ACH-000128,-0.285056033223
ACH-000132,-0.103740705581
ACH-000133,-0.23101527259
ACH-000137,-0.225577959279
ACH-000138,0.00426266503428
ACH-000142,-0.20761502926699998
ACH-000143,-0.23577248362
ACH-000146,-0.30772254600000004
ACH-000148,-0.285829362394
ACH-000150,-0.22251719673300002
ACH-000152,-0.393657361095
ACH-000153,-0.22966454603
ACH-000159,-0.42999665395000003
ACH-000160,-0.202225060746
ACH-000163,-0.247906266006
ACH-000167,-0.210668499398
ACH-000168,-0.0902362102784
ACH-000169,-0.13202985979100001
ACH-000178,-0.21872479073800002
ACH-000182,-0.218685399496
ACH-000183,-0.24232458456999997
ACH-000188,-0.49241556627800004
ACH-000189,-0.249952842212
ACH-000190,-0.19930252067499998
ACH-000198,-0.37266576170000004
ACH-000204,-0.292225871833
ACH-000206,-0.286002844418
ACH-000207,-0.393839304867
ACH-000211,-0.243262242344
ACH-000215,-0.284644133809
ACH-000221,-0.265438736417
ACH-000222,-0.19484841831799998
ACH-000223,-0.179500819175
ACH-000226,-0.314375647559
ACH-000227,-0.455342382563
ACH-000228,-0.434805451396
ACH-000231,-0.323877971506
ACH-000232,-0.295435128091
ACH-000233,-0.237806404287
ACH-000234,-0.0865884459145
ACH-000235,-0.292559937914
ACH-000237,-0.301551571963
ACH-000238,-0.4467465403
ACH-000243,-0.220734688168
ACH-000244,-0.09695784879889999
ACH-000246,-0.270718279638
ACH-000248,-0.42397557693899995
ACH-000250,-0.282084298956
ACH-000251,-0.20007739871
ACH-000253,-0.216500686822
ACH-000255,-0.462398630285
ACH-000256,-0.170119869833
ACH-000257,-0.043251702516599995
ACH-000258,-0.319311809021
ACH-000259,-0.316414887195
ACH-000260,-0.282945958973
ACH-000261,-0.423576560832
ACH-000262,-0.21328267925299998
ACH-000263,-0.449214882131
ACH-000264,-0.237712060691
ACH-000265,-0.35328682798100003
ACH-000266,-0.270912787298
ACH-000272,-0.518718942039
ACH-000273,-0.226208728477
ACH-000274,-0.37889937461499995
ACH-000277,-0.246643775773
ACH-000278,-0.253001578469
ACH-000279,-0.375581329199
ACH-000280,-0.226997063214
ACH-000281,-0.0907502596575
ACH-000288,-0.250724991916
ACH-000291,-0.272574874397
ACH-000293,-0.229227222296
ACH-000294,-0.11865168063300001
ACH-000295,0.051698202253599994
ACH-000296,-0.423025437682
ACH-000302,-0.299433698677
ACH-000304,-0.49660650294500003
ACH-000307,-0.127806548603
ACH-000308,-0.300845800794
ACH-000310,-0.445203345558
ACH-000311,-0.230978268423
ACH-000312,-0.336142388138
ACH-000315,-0.0413952849365
ACH-000316,-0.183638018178
ACH-000317,-0.177444703933
ACH-000318,-0.296274130911
ACH-000319,-0.18209444388
ACH-000320,-0.294345713823
ACH-000322,-0.299403717722
ACH-000323,-0.578034314431
ACH-000324,-0.252947502337
ACH-000329,-0.319846959447
ACH-000330,-0.252964417583
ACH-000331,-0.320804323774
ACH-000332,-0.379304659379
ACH-000334,-0.333079805896
ACH-000335,-0.39506507699
ACH-000336,-0.0390897319283
ACH-000337,-0.16840653393
ACH-000339,-0.234641143537
ACH-000341,-0.390971163573
ACH-000348,-0.182980161543
ACH-000350,-0.118353624276
ACH-000352,-0.33534337321999996
ACH-000356,-0.071740311765
ACH-000361,-0.317601159694
ACH-000362,-0.282723891669
ACH-000363,-0.284640301781
ACH-000364,-0.180676208898
ACH-000365,-0.217778755094
ACH-000366,-0.133884959346
ACH-000368,-0.42201071342600005
ACH-000374,-0.20582734911699999
ACH-000375,-0.221720892033
ACH-000376,-0.35715779754199994
ACH-000381,-0.400897790281
ACH-000383,-0.322289464694
ACH-000387,-0.0503507426439
ACH-000389,-0.219224778473
ACH-000390,-0.415167993322
ACH-000393,-0.38485846553499997
ACH-000395,-0.38514224023800003
ACH-000397,-0.273416745161
ACH-000401,-0.04590054119519999
ACH-000402,0.18633346821400001
ACH-000403,-0.27468987595100003
ACH-000404,0.015352634351800001
ACH-000406,-0.252918831225
ACH-000407,-0.324743460279
ACH-000408,-0.24716166764699998
ACH-000410,-0.24963830796
ACH-000411,-0.38622947732900004
ACH-000414,-0.17657749600900002
ACH-000415,-0.291889261029
ACH-000416,-0.23840754524799998
ACH-000420,-0.189879419159
ACH-000421,-0.134799345273
ACH-000424,-0.282646612648
ACH-000425,-0.306867793129
ACH-000426,-0.274782868753
ACH-000427,-0.372019083833
ACH-000433,-0.23038275319499998
ACH-000436,-0.19620578509
ACH-000444,-0.151529618931
ACH-000445,-0.490165199199
ACH-000448,-0.280414495731
ACH-000450,0.0191899731616
ACH-000452,-0.23166784776500002
ACH-000454,-0.5924670475180001
ACH-000458,-0.212041598924
ACH-000459,-0.173961861674
ACH-000460,-0.228220524939
ACH-000461,-0.34986650103699996
ACH-000463,-0.25201048324499997
ACH-000464,-0.28214440000999996
ACH-000466,-0.318186638212
ACH-000467,-0.208065899374
ACH-000468,-0.23074321193300001
ACH-000469,-0.285946611739
ACH-000470,-0.0325483718525
ACH-000471,-0.241151246764
ACH-000472,-0.203708255967
ACH-000473,-0.251245981214
ACH-000475,-0.213285841778
ACH-000476,-0.36356497991400005
ACH-000477,-0.19731936331799999
ACH-000480,-0.29281557331700003
ACH-000481,-0.16428151960999998
ACH-000483,-0.261769488869
ACH-000484,-0.30090465783500003
ACH-000485,-0.363246221079
ACH-000486,-0.279933545889
ACH-000487,-0.291189754442
ACH-000488,-0.37217674405999995
ACH-000490,-0.40459724359
ACH-000491,-0.251471537991
ACH-000495,-0.329949512992
ACH-000496,-0.268496319648
ACH-000499,-0.398738891335
ACH-000500,-0.11705555574899999
ACH-000502,-0.221697457901
ACH-000503,-0.114101228345
ACH-000505,-0.25600660253
ACH-000507,-0.412765765692
ACH-000510,-0.306334928307
ACH-000511,-0.322088032075
ACH-000512,-0.269249208283
ACH-000516,-0.0581671915913
ACH-000517,-0.143806444189
ACH-000518,-0.18651644593199998
ACH-000520,-0.380395332462
ACH-000521,-0.308450812009
ACH-000522,-0.575585020657
ACH-000524,-0.171438358342
ACH-000527,-0.188749931327
ACH-000528,-0.257514768365
ACH-000537,-0.177243718437
ACH-000541,-0.166281347376
ACH-000542,-0.31936762363000004
ACH-000544,-0.265558841875
ACH-000545,-0.319417004857
ACH-000547,-0.16526304066400002
ACH-000548,-0.267603274693
ACH-000549,-0.198221702116
ACH-000550,-0.200192333035
ACH-000552,-0.40998907474699997
ACH-000556,-0.334609490258
ACH-000557,-0.0883554042002
ACH-000570,-0.00236810163379
ACH-000571,-0.224242951829
ACH-000573,-0.131870821724
ACH-000576,-0.108533487117
ACH-000580,-0.152355275922
ACH-000584,-0.184371786067
ACH-000585,-0.194078232925
ACH-000588,-0.264699922554
ACH-000589,-0.377045627156
ACH-000591,-0.337369064414
ACH-000593,-0.19733320509799998
ACH-000600,-0.19445155524799998
ACH-000601,-0.259325452986
ACH-000604,-0.135107529144
ACH-000605,-0.543018782335
ACH-000606,-0.452031024234
ACH-000608,-0.0821204495866
ACH-000614,-0.320766050265
ACH-000616,-0.242605156074
ACH-000618,-0.129381311496
ACH-000619,-0.390456121592
ACH-000620,-0.351294455008
ACH-000621,-0.314686997309
ACH-000622,-0.38060445169600005
ACH-000623,-0.161239474736
ACH-000624,-0.294035622859
ACH-000627,-0.322540503529
ACH-000630,-0.143352731231
ACH-000632,-0.250515474085
ACH-000633,-0.319702594061
ACH-000637,-0.29449963303000004
ACH-000638,-0.18335383605500002
ACH-000646,-0.034661233945900004
ACH-000647,-0.249297079046
ACH-000648,-0.16460606949999998
ACH-000649,-0.322103464661
ACH-000651,-0.250295901035
ACH-000652,-0.355985555003
ACH-000653,-0.19739731737500002
ACH-000657,-0.307671059764
ACH-000658,-0.257977072073
ACH-000661,-0.029770627946099998
ACH-000662,-0.460973305248
ACH-000663,-0.256102444208
ACH-000665,-0.344873191077
ACH-000671,-0.114086948231
ACH-000673,-0.305425862621
ACH-000676,-0.180157310484
ACH-000677,-0.210025644446
ACH-000681,-0.119263685554
ACH-000682,-0.29495062132100003
ACH-000683,-0.327970337728
ACH-000684,-0.34702441941100004
ACH-000688,-0.128394886529
ACH-000693,-0.457348100327
ACH-000694,-0.323892354551
ACH-000695,-0.30964004318599997
ACH-000696,-0.257193900726
ACH-000697,-0.22200207712499997
ACH-000699,-0.200043438471
ACH-000701,-0.213454784325
ACH-000706,-0.38319760851400003
ACH-000711,-0.23214694159200003
ACH-000713,-0.520438341435
ACH-000714,-0.121460289194
ACH-000718,-0.0406384988332
ACH-000720,-0.23048819728599998
ACH-000721,-0.28582722048
ACH-000724,-0.325503003206
ACH-000725,-0.373534170921
ACH-000732,-0.658540507397
ACH-000734,-0.36069995742100003
ACH-000735,-0.263087783093
ACH-000736,-0.126609675766
ACH-000738,-0.171168292588
ACH-000746,-0.416347871439
ACH-000747,-0.237079091578
ACH-000748,-0.0829269282157
ACH-000753,-0.223250713145
ACH-000756,-0.5462060032020001
ACH-000757,-0.34278762417400005
ACH-000758,-0.302177158557
ACH-000760,-0.219177034811
ACH-000763,-0.28228831374200003
ACH-000764,-0.55670965832
ACH-000765,-0.203832266004
ACH-000766,-0.26473023483
ACH-000767,-0.429878354471
ACH-000768,-0.36717102599699997
ACH-000769,-0.149904008734
ACH-000770,-0.312167171151
ACH-000771,-0.253127551116
ACH-000773,-0.0345431196954
ACH-000776,-0.616551180848
ACH-000777,-0.210729435927
ACH-000778,-0.227749944885
ACH-000781,-0.245310099471
ACH-000782,-0.342544409221
ACH-000783,-0.363996571651
ACH-000784,-0.163078508496
ACH-000785,-0.28489354919599996
ACH-000787,-0.255797324053
ACH-000788,-0.23471796563900002
ACH-000791,-0.581607310296
ACH-000792,-0.143825756901
ACH-000794,-0.27439953275199996
ACH-000796,-0.355923445894
ACH-000799,-0.25667608998799996
ACH-000800,-0.289619786202
ACH-000802,-0.285561840118
ACH-000804,-0.35975585913400004
ACH-000805,-0.193032061919
ACH-000809,-0.19830999259100002
ACH-000810,-0.08606608514149999
ACH-000811,-0.360727796334
ACH-000817,-0.30278412123000004
ACH-000819,-0.342231223825
ACH-000820,-0.445347196666
ACH-000821,-0.507777146127
ACH-000822,-0.159344419066
ACH-000823,-0.172444263539
ACH-000824,-0.224063706786
ACH-000827,-0.210305797313
ACH-000829,-0.298162041808
ACH-000831,-0.436701507258
ACH-000832,-0.333373209317
ACH-000833,-0.123148649258
ACH-000834,-0.325760419094
ACH-000835,-0.286524171158
ACH-000836,-0.32892211662500004
ACH-000837,-0.290009930891
ACH-000838,-0.0409507112291
ACH-000839,-0.451615529345
ACH-000840,-0.247000164975
ACH-000841,-0.356197756241
ACH-000843,-0.426078230417
ACH-000846,-0.30166634011300003
ACH-000847,-0.291874053442
ACH-000848,-0.359079999535
ACH-000849,-0.237668311212
ACH-000851,-0.379030862347
ACH-000855,-0.23952060363299998
ACH-000856,-0.142413676273
ACH-000858,-0.36217799812299994
ACH-000859,-0.305625660242
ACH-000861,-0.283092619469
ACH-000862,-0.289920112647
ACH-000865,-0.194929741794
ACH-000866,-0.222641359215
ACH-000867,-0.18154279147900002
ACH-000869,-0.24600146587299998
ACH-000872,-0.193032244966
ACH-000873,-0.413837786399
ACH-000876,-0.181842538472
ACH-000878,0.126704732478
ACH-000880,-0.111225931184
ACH-000881,-0.216845010546
ACH-000882,-0.113504173271
ACH-000884,-0.124286700412
ACH-000885,-0.110149658763
ACH-000887,-0.414610182076
ACH-000888,-0.290636874841
ACH-000889,-0.35975753408600003
ACH-000890,-0.247839753869
ACH-000896,-0.181996496862
ACH-000898,-0.290093634797
ACH-000900,-0.144716113226
ACH-000901,-0.225241366341
ACH-000905,-0.368161992618
ACH-000906,-0.268401823521
ACH-000907,-0.337703449428
ACH-000910,-0.18603854914700002
ACH-000911,-0.41284523030500003
ACH-000912,-0.270152892047
ACH-000913,-0.275173296574
ACH-000915,-0.405529210501
ACH-000916,0.300054125325
ACH-000917,-0.24544612972399998
ACH-000921,-0.356688646052
ACH-000924,-0.19958280505399997
ACH-000926,-0.294219331853
ACH-000928,-0.260968739545
ACH-000929,-0.0532174863648
ACH-000932,-0.366015012101
ACH-000935,-0.121868932387
ACH-000936,-0.618316025193
ACH-000937,-0.23220977571899998
ACH-000938,0.0339484862341
ACH-000939,-0.26868343643000003
ACH-000941,-0.0892817906278
ACH-000943,-0.309156238324
ACH-000946,-0.46652741353999994
ACH-000947,-0.304374228285
ACH-000948,-0.239510290772
ACH-000950,-0.233741367843
ACH-000953,-0.28628269624200003
ACH-000957,-0.317313778601
ACH-000958,-0.05337307819709999
ACH-000960,-0.21268501513500002
ACH-000963,-0.316242185271
ACH-000968,-0.16869403228100002
ACH-000969,-0.213605938528
ACH-000973,-0.226319120972
ACH-000974,-0.33592003547
ACH-000975,-0.377588993442
ACH-000976,-0.392595931842
ACH-000978,-0.142438608884
ACH-000980,-0.276104408549
ACH-000984,-0.171523816542
ACH-000986,-0.374839022305
ACH-000988,-0.128609244414
ACH-000993,-0.18339970718600002
ACH-000994,-0.157644710625
ACH-000996,-0.11420908461
ACH-001001,-0.39015773086499994
ACH-001020,-0.356775623777
ACH-001028,-0.284367699157
ACH-001031,-0.165631825424
ACH-001038,-0.146373070315
ACH-001048,-0.299513524637
ACH-001050,-0.276232525196
ACH-001053,-0.179239337942
ACH-001054,-0.194783209636
ACH-001061,-0.384041439211
ACH-001067,-0.345331677151
ACH-001075,-0.32402163246800003
ACH-001096,-0.20366828379000002
ACH-001128,-0.0682293808225
ACH-001134,-0.232374680922
ACH-001151,-0.34635812451
ACH-001163,-0.14526660437
ACH-001164,-0.322667505928
ACH-001173,-0.309051198418
ACH-001183,-0.23988230812
ACH-001184,-0.36896142129
ACH-001190,-0.524996261494
ACH-001192,-0.350649674753
ACH-001193,-0.46493740126599997
ACH-001196,-0.325836802905
ACH-001197,-0.28239098513
ACH-001205,-0.260675496063
ACH-001211,-0.460682123846
ACH-001212,-0.125311019508
ACH-001228,-0.20232647477200003
ACH-001232,-0.265700768912
ACH-001239,-0.358367411507
ACH-001274,-0.188778151827
ACH-001275,-0.136971696068
ACH-001277,-0.591788273835
ACH-001278,-0.021096259061
ACH-001280,-0.40643640586499996
ACH-001283,-0.290073086137
ACH-001289,-0.184204724291
ACH-001295,-0.418207407854
ACH-001300,-0.29889209334899997
ACH-001301,-0.305102752074
ACH-001302,-0.041572976764099996
ACH-001303,-0.0141680008558
ACH-001306,-0.421588009997
ACH-001318,-0.227988331713
ACH-001322,-0.487693704063
ACH-001328,-0.17429592612999997
ACH-001332,-0.309053628498
ACH-001333,-0.273387434987
ACH-001336,-0.307176760527
ACH-001340,-0.309453967459
ACH-001346,-0.367612293099
ACH-001353,-0.238051347183
ACH-001354,-0.264966892148
ACH-001367,-0.153425263867
ACH-001368,-0.27137681802700003
ACH-001374,-0.513889221445
ACH-001375,-0.20592483015000002
ACH-001377,-0.17790889629999998
ACH-001380,-0.29979068714
ACH-001391,-0.196973377078
ACH-001407,-0.263666091956
ACH-001408,-0.156488662079
ACH-001413,-0.277633360269
ACH-001430,-0.557760501904
ACH-001431,-0.304324788527
ACH-001450,-0.27191910378600004
ACH-001496,-0.29723057726700003
ACH-001500,-0.302216106184
ACH-001521,-0.22312380675700003
ACH-001523,-0.26732359577799997
ACH-001532,-0.285317021554
ACH-001536,-0.210756717791
ACH-001550,-0.341691103935
ACH-001552,-0.43523813351
ACH-001554,-0.314776660642
ACH-001645,-0.175659344563
ACH-001654,-0.261529011189
ACH-001715,-0.21907109896699997
ACH-001735,-0.257797308056
ACH-001736,-0.22719813649599999
ACH-001737,-0.611785458751
ACH-001740,-0.444210390916
ACH-001745,-0.27456989809
ACH-001750,-0.247922580708
ACH-001765,-0.175786434423
ACH-001956,-0.15439122717
ACH-001957,-0.296133087072
