,CLYBL (171425)
ACH-000004,-0.038459897314
ACH-000007,0.00183669324288
ACH-000009,0.11724744231699999
ACH-000011,0.29161700949999997
ACH-000012,0.0118255717962
ACH-000013,0.09652370330669999
ACH-000014,-0.133585396706
ACH-000015,0.0282865932501
ACH-000017,0.130453101391
ACH-000018,0.00941152835549
ACH-000019,0.0450679398576
ACH-000021,0.169867583337
ACH-000022,0.07735856848560001
ACH-000025,0.0985661254337
ACH-000028,0.218150378502
ACH-000030,0.12480980857999999
ACH-000035,0.26338614603599997
ACH-000036,0.193746213138
ACH-000037,0.0831025753965
ACH-000039,0.08484245946499999
ACH-000040,0.192413608539
ACH-000041,0.0307122933658
ACH-000042,0.078878718688
ACH-000045,0.07127094274130001
ACH-000047,0.194214761588
ACH-000052,0.0966343692952
ACH-000053,0.12583345958699999
ACH-000054,0.0908602425003
ACH-000055,0.35817638243100003
ACH-000060,0.23958399986499998
ACH-000067,0.202751927769
ACH-000070,0.179635247272
ACH-000075,-0.0736798707928
ACH-000078,-0.0346692394806
ACH-000082,0.0854057518135
ACH-000085,0.058780974225000004
ACH-000086,0.069573477158
ACH-000087,0.234046662777
ACH-000092,0.242868817546
ACH-000095,0.06134304787819999
ACH-000097,0.18596382589000002
ACH-000098,0.187134831707
ACH-000099,0.058053068913
ACH-000108,0.0478663951657
ACH-000113,0.178642860158
ACH-000115,0.0535221926226
ACH-000116,0.0486463430449
ACH-000118,0.107958982286
ACH-000120,0.0691012164865
ACH-000123,0.09679679987749999
ACH-000127,0.18691953047499998
ACH-000128,0.0861733339703
ACH-000132,-0.06569383366909999
ACH-000133,0.221626037227
ACH-000137,0.22297179893000002
ACH-000138,0.0426243582054
ACH-000142,0.289153542144
ACH-000143,0.163601231399
ACH-000146,0.189837632876
ACH-000148,-0.0202560397652
ACH-000150,0.021431490403100002
ACH-000152,0.14030508984999998
ACH-000153,-0.257281620837
ACH-000159,-0.03674842360069999
ACH-000160,0.0354093977523
ACH-000163,0.018037611885799998
ACH-000167,-0.0295522999662
ACH-000168,0.042883699748800005
ACH-000169,0.07405208610689999
ACH-000178,0.053588832256199995
ACH-000182,0.10870520344699999
ACH-000183,0.0123313736504
ACH-000188,0.147460286126
ACH-000189,0.0660967663849
ACH-000190,0.0708640091645
ACH-000198,0.068019816338
ACH-000204,0.122271499012
ACH-000206,0.0850164257103
ACH-000207,0.11506487413899999
ACH-000211,0.147798233207
ACH-000215,0.142319148266
ACH-000221,0.138819687274
ACH-000222,0.047731008041699996
ACH-000223,0.0409259665869
ACH-000226,0.317139320431
ACH-000227,0.00828787627934
ACH-000228,0.169940722672
ACH-000231,0.140036858783
ACH-000232,0.053929911521
ACH-000233,0.220215475352
ACH-000234,0.10036825923499999
ACH-000235,0.0403687599291
ACH-000237,0.168926194949
ACH-000238,0.06879168978610001
ACH-000243,0.105405115649
ACH-000244,0.259348131867
ACH-000246,0.0231771069052
ACH-000248,0.0696822845267
ACH-000250,0.231511591933
ACH-000251,0.114170152359
ACH-000253,0.15168146656099998
ACH-000255,0.231305283095
ACH-000256,0.058082764250300005
ACH-000257,0.056250888766400005
ACH-000258,-0.044886885465699994
ACH-000259,0.0686082289212
ACH-000260,0.0901574822483
ACH-000261,0.17549549105599999
ACH-000262,0.135739986281
ACH-000263,0.22121651731
ACH-000264,0.19735284291299998
ACH-000265,-0.020759253603599998
ACH-000266,0.0406589813215
ACH-000272,0.08967503944779999
ACH-000273,-0.0503263567095
ACH-000274,0.116878670911
ACH-000277,0.107442337661
ACH-000278,0.06968858746939999
ACH-000279,-0.026074653145499997
ACH-000280,0.13484176406
ACH-000281,-0.216224609591
ACH-000288,0.047203883734
ACH-000291,0.060234018132300005
ACH-000293,-0.0215315877253
ACH-000294,0.0028277778607800003
ACH-000295,0.16808789806699997
ACH-000296,0.110677824114
ACH-000302,0.0440834437597
ACH-000304,0.157914530002
ACH-000307,0.130628338756
ACH-000308,0.20982879927499998
ACH-000310,-0.07340931351680001
ACH-000311,0.0488097575146
ACH-000312,0.0746991580413
ACH-000315,0.208347948995
