,ETFDH (2110)
ACH-000004,0.20022067582199998
ACH-000007,0.14993861672
ACH-000009,0.0526773082603
ACH-000011,0.21367364304000003
ACH-000012,0.174672777147
ACH-000013,0.21679799197500002
ACH-000014,0.272847145578
ACH-000015,0.177001597385
ACH-000017,0.0580845378759
ACH-000018,0.264245402971
ACH-000019,-0.185270090103
ACH-000021,0.16595882090800002
ACH-000022,0.011141827140799998
ACH-000025,0.205213765986
ACH-000028,0.0441771533538
ACH-000030,0.192736447045
ACH-000035,0.20743935999000002
ACH-000036,0.170305707214
ACH-000037,0.07811936870849999
ACH-000039,0.281427106348
ACH-000040,0.215057846709
ACH-000041,0.137908821381
ACH-000042,0.152347231903
ACH-000045,0.465058886356
ACH-000047,0.196800027423
ACH-000052,0.0356333320616
ACH-000053,0.172103718818
ACH-000054,0.206364292475
ACH-000055,0.111317660608
ACH-000060,0.041833652911999995
ACH-000067,0.283609823825
ACH-000070,0.30533763478500003
ACH-000075,0.0127555055505
ACH-000078,-0.00520740640979
ACH-000082,0.22147526705200002
ACH-000085,0.23982226864300002
ACH-000086,0.331634174183
ACH-000087,0.308077442482
ACH-000092,0.0744271236184
ACH-000095,0.187481596103
ACH-000097,0.16108088257
ACH-000098,0.13013455115
ACH-000099,0.199875936906
ACH-000108,0.124431383148
ACH-000113,0.202624977443
ACH-000115,0.0344967429968
ACH-000116,0.168081479723
ACH-000118,0.18478093865400003
ACH-000120,0.0597834557309
ACH-000123,0.12255343975199999
ACH-000127,0.147569072086
ACH-000128,0.25689424757199997
ACH-000132,0.235620035256
ACH-000133,0.019214095217799997
ACH-000137,0.277216904041
ACH-000138,0.0875118655961
ACH-000142,0.286761824751
ACH-000143,0.17097821647
ACH-000146,0.211994193929
ACH-000148,0.102433301465
ACH-000150,0.19432988276799998
ACH-000152,0.0602129077341
ACH-000153,0.171947392595
ACH-000159,0.357580699089
ACH-000160,0.20136882859000002
ACH-000163,0.129714420903
ACH-000167,0.22859794702
ACH-000168,0.15751549278
ACH-000169,0.059531191392400006
ACH-000178,0.222259286919
ACH-000182,0.213663089141
ACH-000183,0.0656783314952
ACH-000188,0.193606257837
ACH-000189,-0.20107793723200001
ACH-000190,0.207023127269
ACH-000198,0.258418086003
ACH-000204,0.310724097029
ACH-000206,0.183922243586
ACH-000207,0.37876437503700006
ACH-000211,0.0432704371134
ACH-000215,0.149656875042
ACH-000221,0.197981996036
ACH-000222,0.21414926875999998
ACH-000223,0.11579434684
ACH-000226,0.32308562114
ACH-000227,0.031149560809599998
ACH-000228,0.194539074892
ACH-000231,0.140791290383
ACH-000232,0.144063295934
ACH-000233,0.22193146681899997
ACH-000234,0.09892030604039999
ACH-000235,0.22609985442699998
ACH-000237,0.09739256122670001
ACH-000238,-0.0776219373889
ACH-000243,-0.118342164397
ACH-000244,0.0869216289851
ACH-000246,0.15249389646199998
ACH-000248,0.25750898896499996
ACH-000250,0.0919824906144
ACH-000251,-0.09745442165689999
ACH-000253,0.195523913572
ACH-000255,0.188131230531
ACH-000256,0.206138880357
ACH-000257,-0.059118904126199995
ACH-000258,0.36985856706299997
ACH-000259,0.144888059478
ACH-000260,0.0959556737538
ACH-000261,0.00295901780728
ACH-000262,0.16788794221
ACH-000263,0.0816616262441
ACH-000264,0.090002101072
ACH-000265,0.112418581255
ACH-000266,0.161017573837
ACH-000272,0.260613714228
ACH-000273,0.175614931521
ACH-000274,0.23700050040999998
ACH-000277,0.0515912719829
ACH-000278,0.102877709872
ACH-000279,0.27964132738200004
ACH-000280,0.237388602924
ACH-000281,0.11987444860400001
ACH-000288,0.20690163514899998
ACH-000291,0.248948821809
ACH-000293,0.12867910160999999
ACH-000294,0.473005522567
ACH-000295,0.118111650672
ACH-000296,0.11612872478
ACH-000302,0.109376151271
ACH-000304,0.192720587584
ACH-000307,-0.00716862625057
ACH-000308,0.109883569608
ACH-000310,0.0032685594164799997
ACH-000311,0.0735555674082
ACH-000312,0.0556777289869
ACH-000315,0.330928272041
ACH-000316,-0.0840887258743
ACH-000317,0.322606113398
ACH-000318,0.0968188098457
ACH-000319,0.0749878065648
ACH-000320,0.101549583713
ACH-000322,-0.0773541065573
ACH-000323,0.24497281619000003
ACH-000324,0.210756924096
ACH-000329,0.203781264187
ACH-000330,0.18630951290800002
ACH-000331,0.183813171838
ACH-000332,0.173240176316
ACH-000334,0.171580146763
ACH-000335,0.0772198064153
ACH-000336,0.322186603108
ACH-000337,0.17499106559500002
ACH-000339,0.116593384263
ACH-000341,0.134449263061
ACH-000348,0.172711912143
ACH-000350,0.174105864756
ACH-000352,0.119750886197
ACH-000356,0.203727532457
ACH-000361,0.14889104914
ACH-000362,0.23991252685199999
ACH-000363,0.12718189460100002
ACH-000364,0.16385683044299998
ACH-000365,0.247090656182
ACH-000366,0.166568251207
ACH-000368,0.156373269298
ACH-000374,0.06579807413080001
ACH-000375,0.16155057926400002
ACH-000376,0.16849166915
ACH-000381,0.240686952566
ACH-000383,0.169627813827
ACH-000387,0.168215496046
ACH-000389,0.125074910868
ACH-000390,0.275221541868
ACH-000393,0.117137913171
ACH-000395,0.215881591717
ACH-000397,0.16444488039000002
ACH-000401,0.20685187055100002
ACH-000402,-0.265056546156
ACH-000403,0.021674402384200004
ACH-000404,0.399141592151
ACH-000406,0.15542981591
ACH-000407,0.192529307135
ACH-000408,0.131983779997
ACH-000410,0.07557675575060001
ACH-000411,0.106817736066
ACH-000414,0.156899827771
ACH-000415,0.200129583772
ACH-000416,0.0485396128197
ACH-000420,0.110349539968
ACH-000421,0.145220990317
ACH-000424,0.316843626607
ACH-000425,0.130047800181
ACH-000426,0.405156496456
ACH-000427,0.103269943495
ACH-000433,0.328415563423
ACH-000436,0.155964499159
ACH-000444,0.103349896624
ACH-000445,0.0959670826273
ACH-000448,0.215787746508
ACH-000450,-0.14579151109000002
ACH-000452,0.18511891512899997
ACH-000454,0.249875419786
ACH-000458,0.12406264765799999
ACH-000459,0.20624375720199997
ACH-000460,0.165794781924
ACH-000461,0.249960056747
ACH-000463,0.174513988343
ACH-000464,0.19120882480300003
ACH-000466,0.27167743164
ACH-000467,0.0172758420743
ACH-000468,0.302410674923
ACH-000469,-0.0037013700208599998
ACH-000470,0.0228419098017
ACH-000471,0.21730466029399997
ACH-000472,0.127756170595
ACH-000473,0.290845448853
ACH-000475,0.14035083800200002
ACH-000476,0.261428508212
ACH-000477,0.00580119761992
ACH-000480,0.200631826188
ACH-000481,0.325042344119
ACH-000483,0.190221286825
ACH-000484,0.261929918614
ACH-000485,0.179993036185
ACH-000486,0.139463654248
