,RASGRP2 (10235)
ACH-000004,-0.20941175759
ACH-000007,-0.17717005805799999
ACH-000009,-0.225281283915
ACH-000011,-0.28654368911999994
ACH-000012,-0.378719525535
ACH-000013,-0.32617014096999997
ACH-000014,0.0239210546258
ACH-000015,-0.136905433809
ACH-000017,-0.37324331001
ACH-000018,-0.159422542922
ACH-000019,-0.296890653573
ACH-000021,-0.40195182161799997
ACH-000022,-0.324734263275
ACH-000025,-0.42183930880500004
ACH-000028,-0.345986885991
ACH-000030,-0.29046383515999996
ACH-000035,-0.171467865526
ACH-000036,-0.370144112264
ACH-000037,-0.363015546852
ACH-000039,-0.403457083978
ACH-000040,-0.314080296223
ACH-000041,-0.251733120826
ACH-000042,-0.35805657877700003
ACH-000045,-0.19672991149900002
ACH-000047,-0.28057720033000005
ACH-000052,-0.26104189354699997
ACH-000053,-0.306970399782
ACH-000054,-0.235722301697
ACH-000055,-0.111409179923
ACH-000060,-0.129414575463
ACH-000067,-0.198969486897
ACH-000070,-0.272871830175
ACH-000075,-0.457136209383
ACH-000078,-0.39969890081799997
ACH-000082,-0.387058476763
ACH-000085,-0.325596923641
ACH-000086,-0.452243747798
ACH-000087,-0.196398929356
ACH-000092,-0.285426994775
ACH-000095,-0.0955803164508
ACH-000097,-0.241906545491
ACH-000098,-0.161943636777
ACH-000099,-0.214563584575
ACH-000108,-0.33866773033299996
ACH-000113,-0.344793696809
ACH-000115,-0.611470599596
ACH-000116,-0.5383181437960001
ACH-000118,-0.486434928333
ACH-000120,-0.341179731157
ACH-000123,-0.16815354656800002
ACH-000127,-0.162153395945
ACH-000128,-0.11677555122000001
ACH-000132,-0.358888959195
ACH-000133,-0.32944802298799997
ACH-000137,-0.42566981259000003
ACH-000138,-0.372526849106
ACH-000142,-0.332475356538
ACH-000143,-0.154906031489
ACH-000146,-0.220035569247
ACH-000148,-0.17524185432999997
ACH-000150,-0.36202769405900004
ACH-000152,-0.173522276389
ACH-000153,-0.510276872502
ACH-000159,-0.0756693102059
ACH-000160,-0.349053916953
ACH-000163,-0.191648552645
ACH-000167,-0.37219426595700006
ACH-000168,-0.291710406107
ACH-000169,-0.125197741128
ACH-000178,-0.18048342544100002
ACH-000182,-0.25411252132199996
ACH-000183,-0.172600615181
ACH-000188,-0.769581166872
ACH-000189,-0.364578752022
ACH-000190,-0.00760240108436
ACH-000198,-0.23056935771099998
ACH-000204,-0.36694163217500003
ACH-000206,-0.172292811624
ACH-000207,-0.409981449024
ACH-000211,-0.380848266878
ACH-000215,-0.255400283153
ACH-000221,-0.18879870263300003
ACH-000222,-0.542889814995
ACH-000223,-0.218401796796
ACH-000226,-0.19568947440900003
ACH-000227,-0.221772469971
ACH-000228,-0.495793407946
ACH-000231,-0.273064887501
ACH-000232,-0.20069587646899997
ACH-000233,-0.36268980422200003
ACH-000234,-0.492287207478
ACH-000235,-0.340538502646
ACH-000237,-0.319551491212
ACH-000238,-0.530485965944
ACH-000243,-0.145811088088
ACH-000244,-0.42596204405500004
ACH-000246,-0.224792480978
ACH-000248,-0.43956193954899997
ACH-000250,-0.308769451737
ACH-000251,-0.306958708593
ACH-000253,-0.223849360486
ACH-000255,-0.320960417143
ACH-000256,-0.30235977662700003
ACH-000257,-0.11382500828299999
ACH-000258,0.0363856156484
ACH-000259,-0.25164990323
ACH-000260,-0.319069524161
ACH-000261,-0.24677593163000003
ACH-000262,-0.591288286174
ACH-000263,0.037194381810199996
ACH-000264,-0.24495346542
ACH-000265,-0.217674892741
ACH-000266,-0.248101233847
ACH-000272,-0.09798094882740001
ACH-000273,-0.220735474936
ACH-000274,-0.14101994482799998
ACH-000277,-0.314625496552
ACH-000278,-0.406932908
ACH-000279,-0.259974685661
ACH-000280,-0.367757381808
ACH-000281,-0.434014024468
ACH-000288,-0.275089537863
ACH-000291,-0.301137418642
ACH-000293,-0.312296225173
ACH-000294,-0.330166109417
ACH-000295,-0.21710001692800002
ACH-000296,-0.0458823913184
ACH-000302,-0.133803063278
ACH-000304,-0.179683304481
ACH-000307,-0.107790162077
ACH-000308,-0.274031740432
ACH-000310,-0.312113288015
ACH-000311,-0.41861483442100006
ACH-000312,-0.382654519031
ACH-000315,-0.6557412132630001
ACH-000316,-0.22865109257599997
ACH-000317,-0.227206637923
ACH-000318,-0.584056420778
ACH-000319,-0.376220616434
ACH-000320,-0.184637807117
ACH-000322,-0.398334328671
ACH-000323,-0.31907999857700003
ACH-000324,-0.230248990792
ACH-000329,0.005638908594449999
ACH-000330,-0.391800494283
ACH-000331,-0.116009919191
ACH-000332,-0.35051231226199997
ACH-000334,0.0646957516381
ACH-000335,-0.34646343863799994
ACH-000336,-0.36591266446000004
ACH-000337,-0.42411505975
ACH-000339,-0.212284401107
ACH-000341,-0.361307247191
ACH-000348,-0.031494768750800005
ACH-000350,-0.06684685612789999
ACH-000352,-0.269867458253
ACH-000356,-0.489554386922
ACH-000361,-0.0719737058989
ACH-000362,-0.35075103785899997
ACH-000363,-0.14392816459899999
ACH-000364,-0.472589628874
ACH-000365,-0.292338913103
ACH-000366,-0.395428959154
ACH-000368,-0.19119025173700002
ACH-000374,-0.554776459044
ACH-000375,-0.179206626094
ACH-000376,-0.44869404263000007
ACH-000381,-0.39048291617299996
ACH-000383,-0.303069252389
ACH-000387,-0.128431318925
ACH-000389,-0.210997163442
ACH-000390,-0.334491556038
ACH-000393,-0.26677921401
ACH-000395,-0.287612006924
ACH-000397,-0.43892821618199995
ACH-000401,-0.0216465440938
ACH-000402,-0.357540040738
ACH-000403,-0.158513098395
ACH-000404,-0.287868012828
ACH-000406,-0.20936865171500002
ACH-000407,-0.434438446532
ACH-000408,-0.436715371884
ACH-000410,-0.33872673938500003
ACH-000411,-0.341821990167
ACH-000414,-0.345160982257
ACH-000415,-0.583380463798
ACH-000416,-0.16824917692000002
ACH-000420,-0.48415714913999996
ACH-000421,-0.210620457927
ACH-000424,-0.223441151007
ACH-000425,-0.144033318814
ACH-000426,-0.127624889021
ACH-000427,-0.272284225062
ACH-000433,-0.461725515313
ACH-000436,-0.0510934249527
ACH-000444,-0.19373751534699998
ACH-000445,-0.487215758565
ACH-000448,-0.279329799713
ACH-000450,0.0911468442224
ACH-000452,-0.25651155037900003
ACH-000454,-0.238626468812
ACH-000458,-0.494380854003
ACH-000459,0.0068489309856000005
ACH-000460,-0.338842213704
ACH-000461,-0.49011422618600003
ACH-000463,-0.43932777273400003
ACH-000464,-0.34069276864200004
ACH-000466,-0.252575825041
ACH-000467,-0.355545956685
ACH-000468,-0.453863455742
ACH-000469,-0.366112202139
ACH-000470,-0.261246999836
ACH-000471,-0.328124573018
ACH-000472,-0.324864108878
ACH-000473,-0.160975160952
ACH-000475,-0.232310160347
ACH-000476,-0.142818625175
ACH-000477,-0.45725249471900004
ACH-000480,-0.160893022857
ACH-000481,-0.291943585474
ACH-000483,-0.415346164325
ACH-000484,-0.43601932427699996
ACH-000485,-0.258082080376
ACH-000486,-0.367941188521
ACH-000487,-0.0760996452223
ACH-000488,-0.522349971016
ACH-000490,-0.305780596927
ACH-000491,-0.233960697586
ACH-000495,-0.164156949354
ACH-000496,-0.321988372646
ACH-000499,-0.0561178905442
ACH-000500,-0.150834233013
ACH-000502,-0.355630132373
ACH-000503,-0.582405954643
ACH-000505,-0.193152624336
ACH-000507,-0.28022637334600004
ACH-000510,-0.156698358035
ACH-000511,-0.203427172742
ACH-000512,-0.283929021431
ACH-000516,-0.154630224687
ACH-000517,-0.191234012833
ACH-000518,-0.0538355421208
ACH-000520,-0.286354043853
ACH-000521,-0.18683107826900003
ACH-000522,-0.189545235253
ACH-000524,-0.22846762619600003
ACH-000527,-0.138185161176
ACH-000528,-0.277356083356
ACH-000537,0.0285144842522
ACH-000541,-0.34869448645900003
ACH-000542,-0.24496859052099998
ACH-000544,-0.6136079879909999
ACH-000545,-0.559034861561
ACH-000547,-0.425547015987
ACH-000548,-0.371563783775
ACH-000549,-0.0914396574656
ACH-000550,-0.141344077512
ACH-000552,-0.378541549012
ACH-000556,-0.47511655345700005
ACH-000557,-0.034876467529000005
ACH-000570,-0.290239504027
ACH-000571,-0.0847793158007
ACH-000573,-0.0804137520738
ACH-000576,-0.256524305178
ACH-000580,-0.570126122091
ACH-000584,-0.22773681982900001
ACH-000585,-0.42386411696099996
ACH-000588,-0.318822438702
ACH-000589,-0.20577008636100003
ACH-000591,-0.323225367513
ACH-000593,-0.38442472541199996
ACH-000600,-0.44517522661700004
ACH-000601,-0.220732825368
ACH-000604,0.0764527517268
ACH-000605,-0.188255927898
ACH-000606,-0.430302589349
ACH-000608,-0.298384094339
ACH-000614,-0.152102514059
ACH-000616,-0.284086976285
ACH-000618,-0.579910129437
ACH-000619,-0.689166151688
ACH-000620,-0.0197829545651
ACH-000621,-0.21476405531800002
ACH-000622,-0.28089652942
ACH-000623,-0.27964237451699997
ACH-000624,-0.16961378081300002
ACH-000627,-0.35227113699900003
ACH-000630,-0.47771834712
ACH-000632,-0.256467639922
ACH-000633,-0.299270295669
ACH-000637,-0.37808965242
ACH-000638,-0.313945237802
ACH-000646,-0.06822831776930001
ACH-000647,-0.252337304609
ACH-000648,-0.17052263734
ACH-000649,-0.187263354258
ACH-000651,-0.07891581654350001
ACH-000652,-0.039232911546099994
ACH-000653,-0.371940523476
ACH-000657,-0.250691375944
ACH-000658,-0.192238436186
ACH-000661,-0.21562033721299997
ACH-000662,0.0169007216825
ACH-000663,-0.328962452881
ACH-000665,-0.21711297840399998
ACH-000671,-0.49204259295900005
ACH-000673,-0.26096898096
ACH-000676,-0.183367954506
ACH-000677,-0.219950884135
ACH-000681,-0.347392321244
ACH-000682,-0.28405541697299996
ACH-000683,-0.416805276065
ACH-000684,-0.381008254362
ACH-000688,-0.0699276977156
ACH-000693,-0.336185313523
ACH-000694,-0.34444957211099997
ACH-000695,-0.649697266181
ACH-000696,-0.22340529565499997
ACH-000697,-0.114460332621
ACH-000699,-0.353256539286
ACH-000701,-0.0164009938295
ACH-000706,-0.129173401572
ACH-000711,-0.237594764909
ACH-000713,-0.56492259759
ACH-000714,-0.38956787405599996
ACH-000718,-0.161400935854
ACH-000720,-0.486399273649
ACH-000721,-0.204555242914
ACH-000724,-0.24728456875500002
ACH-000725,-0.41832989840400003
ACH-000732,-0.21766869998399999
ACH-000734,-0.581580674764
ACH-000735,-0.363024574569
ACH-000736,-0.393554166205
ACH-000738,-0.283897169467
ACH-000746,-0.384579723135
ACH-000747,-0.407786938926
ACH-000748,-0.375775516789
ACH-000753,-0.26269700575800004
ACH-000756,-0.535785593694
ACH-000757,-0.485325592989
ACH-000758,-0.30989814681600003
ACH-000760,-0.6527945920530001
ACH-000763,-0.118229647535
ACH-000764,-0.255609048935
ACH-000765,-0.34423250190399995
ACH-000766,-0.377191188575
ACH-000767,-0.144017401917
ACH-000768,-0.16162335757500002
ACH-000769,-0.254923643276
ACH-000770,-0.363328720308
ACH-000771,-0.207145629164
ACH-000773,-0.348712992606
ACH-000776,-0.39222464551200004
ACH-000777,-0.310997030836
ACH-000778,-0.46207459848300003
ACH-000781,-0.242822053773
ACH-000782,-0.29041377299800003
ACH-000783,-0.377016127747
ACH-000784,-0.29201945969
ACH-000785,-0.10054198393100001
ACH-000787,-0.217078435792
ACH-000788,-0.134933846592
ACH-000791,-0.477716994653
ACH-000792,-0.29606234081099997
ACH-000794,-0.6403651181960001
ACH-000796,-0.302798813899
ACH-000799,-0.410751491972
ACH-000800,0.108106325723
ACH-000802,-0.505928217797
ACH-000804,-0.41800182034500005
ACH-000805,-0.314546509166
ACH-000809,-0.11005546256200001
ACH-000810,-0.527710565284
ACH-000811,-0.22634798634199998
ACH-000817,-0.242659953831
ACH-000819,-0.358652090797
ACH-000820,-0.439090078413
ACH-000821,-0.30123871181699996
ACH-000822,-0.22253887073000003
ACH-000823,-0.314604862844
ACH-000824,-0.421875734047
ACH-000827,-0.230657057848
ACH-000829,-0.19690284671
ACH-000831,-0.419176225742
ACH-000832,-0.510615384469
ACH-000833,-0.211003636515
ACH-000834,-0.36772200129
ACH-000835,-0.135741369055
ACH-000836,-0.361773769757
ACH-000837,-0.316851166937
ACH-000838,-0.09799504722880001
ACH-000839,-0.592335470686
ACH-000840,-0.275623173003
ACH-000841,-0.312728044125
ACH-000843,-0.415710284489
ACH-000846,-0.049854734211
ACH-000847,-0.233691795232
ACH-000848,-0.252238063079
ACH-000849,-0.0701414378622
ACH-000851,-0.230841297921
ACH-000855,-0.0111370255133
ACH-000856,-0.266644518371
ACH-000858,-0.317243803709
ACH-000859,-0.185252817655
ACH-000861,-0.35653221316399997
ACH-000862,-0.0173982749926
ACH-000865,-0.337821042994
ACH-000866,-0.150668654353
ACH-000867,-0.29166346286999995
ACH-000869,-0.086220230022
ACH-000872,-0.163708051768
ACH-000873,-0.241721756803
ACH-000876,-0.326405942682
ACH-000878,-0.155164603017
ACH-000880,-0.224814279531
ACH-000881,-0.21208607479299998
ACH-000882,-0.226284683499
ACH-000884,-0.188414559878
ACH-000885,-0.299616688075
ACH-000887,-0.379985671258
ACH-000888,-0.331431471185
ACH-000889,-0.194682043253
ACH-000890,-0.274069040584
ACH-000896,-0.181467975641
ACH-000898,-0.327498552221
ACH-000900,-0.45703957456699995
ACH-000901,-0.478235070867
ACH-000905,-0.34667707463299996
ACH-000906,-0.279370098031
ACH-000907,-0.0924674882332
ACH-000910,-0.146938743695
ACH-000911,-0.286898714166
ACH-000912,-0.206364752198
ACH-000913,-0.234415920008
ACH-000915,-0.234932128715
ACH-000916,-0.334751980851
ACH-000917,-0.34490176297700004
ACH-000921,-0.37474159139700003
ACH-000924,-0.0722060923237
ACH-000926,-0.273708330275
ACH-000928,-0.16997964379500002
ACH-000929,-0.566128794402
ACH-000932,-0.30551976276299997
ACH-000935,-0.29959966026900003
ACH-000936,-0.533856206429
ACH-000937,-0.23218466803100002
ACH-000938,-0.20545222002799998
ACH-000939,-0.301129504787
ACH-000941,-0.42822969350900003
ACH-000943,-0.17195330158799998
ACH-000946,-0.363275966433
ACH-000947,-0.173442879656
ACH-000948,-0.392670982447
ACH-000950,-0.15379425364
ACH-000953,-0.28953314969300004
ACH-000957,-0.706258504341
ACH-000958,-0.0278950079214
ACH-000960,-0.30197939905
ACH-000963,-0.531680063667
ACH-000968,-0.306968310957
ACH-000969,-0.270837555439
ACH-000973,-0.170504186491
ACH-000974,-0.411025738423
ACH-000975,-0.11111072712000002
ACH-000976,-0.214660149164
ACH-000978,-0.255387819961
ACH-000980,-0.184966347947
ACH-000984,-0.38942493915299997
ACH-000986,-0.459119695954
ACH-000988,-0.192276921399
ACH-000993,-0.390509168444
ACH-000994,-0.269585714771
ACH-000996,-0.528609705297
ACH-001001,-0.26930992072099996
ACH-001020,-0.43388468694300003
ACH-001028,-0.196111309298
ACH-001031,-0.149249489309
ACH-001038,-0.175472424671
ACH-001048,-0.289560785784
ACH-001050,-0.156847067657
ACH-001053,0.050175017299300004
ACH-001054,-0.195332535282
ACH-001061,-0.28831243858600003
ACH-001067,-0.31368166964099997
ACH-001075,-0.524491045126
ACH-001096,-0.215040664846
ACH-001128,-0.24524014076099998
ACH-001134,-0.154660080341
ACH-001151,-0.17688951090799998
ACH-001163,-0.321313387886
ACH-001164,-0.28781784566
ACH-001173,-0.185554305303
ACH-001183,-0.517318565174
ACH-001184,-0.13789389607000002
ACH-001190,-0.351743041206
ACH-001192,-0.42790962834299995
ACH-001193,-0.3394858913
ACH-001196,-0.17379740889800002
ACH-001197,-0.446017397063
ACH-001205,0.0236044675486
ACH-001211,-0.237774218292
ACH-001212,-0.32941630824900003
ACH-001228,-0.147072889663
ACH-001232,-0.272693476122
ACH-001239,-0.12016692408099999
ACH-001274,-0.2946643556
ACH-001275,-0.136478764072
ACH-001277,-0.281803443454
ACH-001278,-0.26298383401000003
ACH-001280,-0.18117730121199999
ACH-001283,-0.286968321736
ACH-001289,-0.17292040974
ACH-001295,-0.288071488506
ACH-001300,-0.187946482946
ACH-001301,-0.46719199839599995
ACH-001302,-0.217535545799
ACH-001303,-0.0845896696228
ACH-001306,-0.371256574009
ACH-001318,-0.31109533079199997
ACH-001322,-0.336608776999
ACH-001328,-0.503793930705
ACH-001332,-0.57728796548
ACH-001333,-0.192880209001
ACH-001336,-0.493678537425
ACH-001340,-0.31670554613699997
ACH-001346,-0.403287434059
ACH-001353,-0.513947019514
ACH-001354,-0.180887832175
ACH-001367,-0.392207106831
ACH-001368,-0.390185431664
ACH-001374,-0.232623925656
ACH-001375,-0.244414789232
ACH-001377,-0.33597291812299995
ACH-001380,-0.27208175518000005
ACH-001391,-0.035234111273300006
ACH-001407,-0.20495366563700002
ACH-001408,-0.381624968165
ACH-001413,-0.556607560366
ACH-001430,-0.179128223115
ACH-001431,0.0061152954093699995
ACH-001450,-0.0441605316093
ACH-001496,-0.334668181868
ACH-001500,-0.251916299237
ACH-001521,-0.6266971205049999
ACH-001523,-0.20533969392
ACH-001532,-0.329990850809
ACH-001536,-0.17565763342399998
ACH-001550,-0.322655589357
ACH-001552,-0.22177443578699998
ACH-001554,-0.31568720307
ACH-001645,-0.22780775999400002
ACH-001654,-0.41313671652199996
ACH-001715,-0.24761513574400001
ACH-001735,-0.177584539899
ACH-001736,-0.22193219593400001
ACH-001737,-0.426953590628
ACH-001740,-0.0260398802253
ACH-001745,-0.170339092318
ACH-001750,-0.340631867243
ACH-001765,-0.21653452501999998
ACH-001956,-0.236529266967
ACH-001957,-0.33857809070699996
