,TRANK1 (9881)
ACH-000004,-0.101673532595
ACH-000007,-0.174581291774
ACH-000009,-0.19537297386500002
ACH-000011,-0.0746446664096
ACH-000012,-0.28274335738899997
ACH-000013,-0.11501982236700001
ACH-000014,-0.27703250912
ACH-000015,-0.306462070293
ACH-000017,-0.24250794129500003
ACH-000018,-0.189715853041
ACH-000019,-0.150762420754
ACH-000021,-0.18287940502099997
ACH-000022,-0.23667037248199999
ACH-000025,-0.307726191261
ACH-000028,0.0111909886671
ACH-000030,-0.19334970997200002
ACH-000035,-0.171967216838
ACH-000036,0.057886996647
ACH-000037,-0.105708437051
ACH-000039,-0.24265144148499998
ACH-000040,-0.022984680518900003
ACH-000041,-0.0614776747664
ACH-000042,-0.40246887005000004
ACH-000045,-0.306168015252
ACH-000047,-0.20463838122900002
ACH-000052,-0.400032381042
ACH-000053,-0.194891763385
ACH-000054,-0.143753415456
ACH-000055,-0.07068237688120001
ACH-000060,-0.27889634265700003
ACH-000067,-0.275446668786
ACH-000070,-0.159276719328
ACH-000075,-0.344154907844
ACH-000078,-0.27492714201900004
ACH-000082,0.00576994470414
ACH-000085,-0.1369398737
ACH-000086,-0.18208045170499998
ACH-000087,-0.177368855623
ACH-000092,-0.169529644638
ACH-000095,-0.11949072583699999
ACH-000097,-0.0891424464023
ACH-000098,-0.273441900079
ACH-000099,-0.185207383035
ACH-000108,-0.36819369319
ACH-000113,-0.219126804417
ACH-000115,-0.139466277183
ACH-000116,-0.20443054472
ACH-000118,-0.140164003889
ACH-000120,-0.26899941381700004
ACH-000123,-0.199155545687
ACH-000127,-0.315561892583
ACH-000128,-0.033209781929
ACH-000132,-0.0750449843485
ACH-000133,-0.0672510868926
ACH-000137,-0.11386404011399999
ACH-000138,-0.215591862025
ACH-000142,-0.225144598198
ACH-000143,0.022031956447299997
ACH-000146,-0.142690371658
ACH-000148,-0.166771582453
ACH-000150,-0.230144704567
ACH-000152,-0.14845017684800002
ACH-000153,0.272253621725
ACH-000159,-0.20725246137800002
ACH-000160,-0.265125795565
ACH-000163,-0.0602992191368
ACH-000167,0.05099947832209999
ACH-000168,-0.293176728491
ACH-000169,-0.12015981359899999
ACH-000178,-0.101619547795
ACH-000182,-0.211640033747
ACH-000183,-0.009260228445249999
ACH-000188,-0.238034163609
ACH-000189,0.07840003227919999
ACH-000190,0.023846193518
ACH-000198,-0.17226322095600002
ACH-000204,-0.362692114958
ACH-000206,-0.15354119493499999
ACH-000207,-0.26539983620499996
ACH-000211,-0.12783653977099999
ACH-000215,-0.009479230540200001
ACH-000221,-0.190266524875
ACH-000222,-0.122223020519
ACH-000223,-0.138887704574
ACH-000226,-0.127698889131
ACH-000227,-0.383757108848
ACH-000228,-0.22663620543699997
ACH-000231,-0.17637119806200002
ACH-000232,-0.144630969516
ACH-000233,-0.077507913712
ACH-000234,-0.274402861582
ACH-000235,-0.211616702042
ACH-000237,-0.337421344367
ACH-000238,-0.192887151536
ACH-000243,-0.155478156022
ACH-000244,-0.136604324429
ACH-000246,-0.201309446174
ACH-000248,-0.186223273262
ACH-000250,-0.17114044660799999
ACH-000251,-0.252514066014
ACH-000253,-0.11805587207800002
ACH-000255,-0.14669167472300002
ACH-000256,-0.061103692793699996
