,EVPL (2125)
ACH-000004,0.0023936783928
ACH-000007,0.14165951354
ACH-000009,0.055418719398499995
ACH-000011,-0.0333479057261
ACH-000012,0.060763526782800004
ACH-000013,0.0287005514067
ACH-000014,0.116624208837
ACH-000015,0.0208851919267
ACH-000017,-0.0512698924758
ACH-000018,0.247914044132
ACH-000019,0.0435381244003
ACH-000021,0.0932086820012
ACH-000022,0.0329328947387
ACH-000025,0.009113327007559999
ACH-000028,0.0201383667192
ACH-000030,0.0246715877177
ACH-000035,0.205236885139
ACH-000036,0.123454856446
ACH-000037,-0.161994638631
ACH-000039,0.13259719251
ACH-000040,-0.00719967007797
ACH-000041,-0.10610505381000002
ACH-000042,0.06005839526819999
ACH-000045,0.141295387731
ACH-000047,0.105793831275
ACH-000052,-0.0776435712341
ACH-000053,-0.021724491448
ACH-000054,-0.00233021730469
ACH-000055,0.0619121065061
ACH-000060,0.0454736156152
ACH-000067,0.0642718553926
ACH-000070,-0.0211022882529
ACH-000075,0.0505385100243
ACH-000078,0.12736674484000002
ACH-000082,-0.0438077537813
ACH-000085,0.275784409217
ACH-000086,-0.05649525865180001
ACH-000087,0.0141426270147
ACH-000092,0.08119540603410001
ACH-000095,0.0208598841632
ACH-000097,0.0786529826413
ACH-000098,0.18710412615299998
ACH-000099,0.0898340989961
ACH-000108,-0.005879941767109999
ACH-000113,0.138444696049
ACH-000115,0.105563855465
ACH-000116,0.0718549049825
ACH-000118,0.104553293586
ACH-000120,0.104379787613
ACH-000123,0.22233660299400002
ACH-000127,0.00522999646046
ACH-000128,0.122249751307
ACH-000132,0.19152065360399997
ACH-000133,0.0158946215169
ACH-000137,0.156794803861
ACH-000138,0.08721020255930001
ACH-000142,-0.141690859846
ACH-000143,0.13842930141100002
ACH-000146,0.10331579085899999
ACH-000148,0.023897493316200002
ACH-000150,-0.324325170101
ACH-000152,0.0700425464217
ACH-000153,0.305196474141
ACH-000159,0.0466697961901
ACH-000160,0.0948498584107
ACH-000163,0.130965278924
ACH-000167,-0.012936777928599999
ACH-000168,0.0208713430558
ACH-000169,0.0467167831013
ACH-000178,0.101653768905
ACH-000182,0.0525766262533
ACH-000183,-0.108118292479
ACH-000188,0.00404921157673
ACH-000189,0.234393143048
ACH-000190,-0.09098301285299999
ACH-000198,0.0462628418583
ACH-000204,0.297274699126
ACH-000206,-0.0672713965315
ACH-000207,-0.108002810347
ACH-000211,-0.00127328372531
ACH-000215,0.08670200708350001
