,PRKAR2A (5576)
ACH-000323,-0.38219468798199996
ACH-000324,-0.22414319644000003
ACH-000329,-0.522016200228
ACH-000330,-0.296223192108
ACH-000331,-0.266577267615
ACH-000332,-0.381498011055
ACH-000334,-0.42617763556500005
ACH-000335,-0.342318160024
ACH-000336,-0.259329887217
ACH-000337,-0.18431542540800003
ACH-000339,-0.40699851974699996
ACH-000341,-0.564337611006
ACH-000348,-0.207571467556
ACH-000350,-0.40353991921300003
ACH-000352,-0.328400654088
ACH-000356,-0.12071450702400001
ACH-000361,-0.515423652843
ACH-000362,-0.419611399467
ACH-000363,-0.23493248575
ACH-000364,-0.361059806766
ACH-000365,-0.199802527932
ACH-000366,-0.241523887066
ACH-000368,-0.416054670333
ACH-000374,-0.331150214901
ACH-000375,-0.31238159387
ACH-000376,-0.276953288914
ACH-000381,-0.42692755643299996
ACH-000383,-0.347764062403
ACH-000387,-0.413902417878
ACH-000389,-0.33766512064800003
ACH-000390,-0.336817898648
ACH-000393,-0.42258716682999997
ACH-000395,-0.70798943015
ACH-000397,-0.35239340487099996
ACH-000401,-0.49083938632299995
ACH-000402,-0.479142861638
ACH-000403,-0.333072149325
ACH-000404,-0.794425521276
ACH-000406,-0.351666157592
ACH-000407,-0.638290029728
ACH-000408,-0.22123279317400002
ACH-000410,-0.549536022373
ACH-000411,-0.30897860407
ACH-000414,-0.286994196436
ACH-000415,-0.36834283053000005
ACH-000416,-0.412269826508
ACH-000420,-0.560206664884
ACH-000421,-0.252978320042
ACH-000424,-0.354745959935
ACH-000425,-0.35246486555600004
ACH-000426,-0.230446098698
ACH-000427,-0.38720734408299995
ACH-000433,-0.19015976272500001
ACH-000436,-0.6004310165460001
ACH-000444,-0.40456051445
ACH-000445,-0.102366407173
ACH-000448,-0.368427038251
ACH-000450,-0.107854208463
ACH-000452,-0.492800284576
ACH-000454,-0.386054294691
ACH-000458,-0.23859553525199997
ACH-000459,-0.0603110144548
ACH-000460,-0.364591504317
ACH-000461,-0.466253053336
ACH-000463,-0.434553279581
ACH-000464,-0.517749009485
ACH-000466,-0.5220240412899999
ACH-000467,-0.502414341325
ACH-000468,-0.318691944792
ACH-000469,-0.43235590472499996
ACH-000470,-0.160150744484
ACH-000471,-0.305494485689
ACH-000472,-0.275244465131
ACH-000473,-0.148414935716
ACH-000475,-0.443115842698
ACH-000476,-0.379369911431
ACH-000477,-0.416606626681
ACH-000480,-0.456557747187
ACH-000481,-0.384089856281
ACH-000483,-0.238779751886
ACH-000484,-0.5761670844860001
ACH-000485,-0.052421812901
ACH-000486,-0.721325289115
ACH-000487,-0.309488840171
ACH-000488,-0.285843287014
ACH-000490,-0.433420450924
ACH-000491,-0.06593143727300001
ACH-000495,-0.48396264179
ACH-000496,-0.507669166943
ACH-000499,-0.390514692412
ACH-000500,-0.6131791288239999
ACH-000502,-0.364936053544
ACH-000503,-0.320437671141
ACH-000505,-0.25790134422100003
ACH-000507,-0.29176969185199997
ACH-000510,-0.46179111049500005
ACH-000511,-0.410895055705
ACH-000512,-0.562287879175
ACH-000516,-0.233123439472
ACH-000517,-0.321882718802
ACH-000518,-0.102877596032
ACH-000520,-0.35130885437700005
ACH-000521,-0.334423293785
ACH-000522,-0.257176806503
ACH-000524,-0.260882828644
ACH-000527,-0.299631554249
ACH-000528,-0.334208421886
ACH-000537,-0.368057041772
ACH-000541,-0.543426869768
ACH-000542,-0.508212552566
ACH-000544,-0.54245726978
ACH-000545,-0.506991828921
ACH-000547,-0.279822736026
ACH-000548,-0.390600688064
ACH-000549,-0.32284791689
ACH-000550,-0.42972559298999996
ACH-000552,-0.39051026326
ACH-000556,-0.39983507427500004
ACH-000557,-0.0623114686888
ACH-000570,-0.334738835719
ACH-000571,-0.22488192666999998
ACH-000573,-0.342211218865
ACH-000576,-0.16614998339700002
ACH-000580,-0.38508209504199997
ACH-000584,-0.319798381572
ACH-000585,-0.37028808996699997
ACH-000588,-0.47017349071599995
ACH-000589,-0.5398695959759999
ACH-000591,-0.190521582494
ACH-000593,-0.23476270135699998
ACH-000600,-0.329180415455
ACH-000601,-0.451662852201
ACH-000604,-0.527883307704
ACH-000605,-0.31336207821999995
ACH-000606,-0.35774755328599994
ACH-000608,-0.293566389717
ACH-000614,-0.407599097305
ACH-000616,-0.458540254821
ACH-000618,-0.22990205429699997
ACH-000619,-0.38701519014200003
ACH-000620,-0.453672334586
ACH-000621,-0.30724516399
ACH-000622,-0.35423993367299994
ACH-000623,-0.08691113315310002
ACH-000624,-0.36593063272200005
ACH-000627,-0.312449754695
ACH-000630,-0.399114746558
ACH-000632,-0.40326249014300003
ACH-000633,-0.25397869614199997
ACH-000637,-0.401212132023
ACH-000638,-0.438436345735
ACH-000646,-0.775181968373
ACH-000647,-0.351785444237
ACH-000648,-0.48534330466200004
ACH-000649,-0.323681995293
ACH-000651,-0.346476940542
ACH-000652,-0.749837544598
ACH-000653,-0.31262273761500003
ACH-000657,-0.37930582019500003
ACH-000658,-0.340944608363
ACH-000661,-0.289641756685
ACH-000662,-0.6007083935499999
ACH-000663,-0.535250859376
ACH-000665,-0.38533723872599995
ACH-000671,-0.315929746023
ACH-000673,-0.375909275906
ACH-000676,-0.35350979091300005
ACH-000677,-0.50204087477
ACH-000681,-0.34507115466399996
ACH-000682,-0.135661280997
ACH-000683,-0.370648811256
ACH-000684,-0.600053575079
ACH-000688,-0.676712599795
ACH-000693,-0.318397088621
ACH-000694,-0.31986276043
ACH-000695,-0.330662855511
ACH-000696,-0.291084844738
ACH-000697,-0.5157714603670001
ACH-000699,-0.415570926192
ACH-000701,-0.0128691654564
ACH-000706,-0.261967272105
ACH-000711,-0.29298013548
ACH-000713,-0.360612306815
ACH-000714,-0.39143295965999997
ACH-000718,-0.501135033107
ACH-000720,-0.38385099537
ACH-000721,-0.19687975289999998
ACH-000724,-0.449137687898
ACH-000725,-0.059857137579800004
ACH-000732,-0.0553591572244
ACH-000734,-0.4637205446
ACH-000735,-0.305896884157
ACH-000736,-0.356455527634
ACH-000738,-0.6222346903279999
ACH-000746,-0.130048606681
ACH-000747,-0.366423325327
ACH-000748,-0.484566917207
ACH-000753,-0.39846747989500003
ACH-000756,-0.407098452002
ACH-000757,-0.452505541614
ACH-000758,-0.232861656718
ACH-000760,-0.442965274985
ACH-000763,-0.293557528059
ACH-000764,-0.487497717926
ACH-000765,-0.24747312822599998
ACH-000766,-0.492709156812
ACH-000767,-0.167874389198
ACH-000768,-0.496438796946
ACH-000769,-0.47662974383999995
ACH-000770,-0.339862484524
ACH-000771,-0.348979454269
ACH-000773,-0.329364659795
ACH-000776,-0.40386614474699994
ACH-000777,-0.416232124046
ACH-000778,-0.451403924982
ACH-000781,-0.366232594774
ACH-000782,-0.487343221703
ACH-000783,-0.21203330571600001
ACH-000784,-0.408440120744
ACH-000785,-0.547237295607
ACH-000787,-0.39134980489200005
ACH-000788,-0.44279917909100003
ACH-000791,-0.450711917375
ACH-000792,-0.316409404747
ACH-000794,-0.447405445344
ACH-000796,-0.5122028051690001
ACH-000799,-0.414991433015
ACH-000800,-0.217976830011
ACH-000802,-0.358566064657
ACH-000804,-0.336431183069
ACH-000805,-0.563362606987
ACH-000809,-0.37604420802500005
ACH-000810,-0.060077412783399994
ACH-000811,-0.3289036517
ACH-000817,-0.448231993999
ACH-000819,-0.364569819717
ACH-000820,-0.284316468633
ACH-000821,-0.382074550814
ACH-000822,-0.500843661652
ACH-000823,-0.487967389276
ACH-000824,-0.284432530841
ACH-000827,-0.238059131275
ACH-000829,-0.431658102194
ACH-000831,-0.25460711886500004
ACH-000832,-0.039184023684
ACH-000833,-0.43327733998499995
ACH-000834,-0.15171200554199998
ACH-000835,-0.34120542837800005
ACH-000836,-0.346523042068
ACH-000837,-0.399465635506
ACH-000838,-0.391721389935
ACH-000839,-0.488902323064
ACH-000840,-0.24642713774900002
ACH-000841,-0.394795639507
ACH-000843,-0.113914680776
ACH-000846,-0.306573440473
ACH-000847,-0.325176923908
ACH-000848,-0.19216708856800002
ACH-000849,-0.315991385506
ACH-000851,-0.470173261561
ACH-000855,-0.029694910726400004
ACH-000856,-0.209855364629
ACH-000858,-0.282242599225
ACH-000859,-0.409929199588
ACH-000861,-0.45101349767300003
ACH-000862,-0.361141771699
ACH-000865,-0.3722835213699999
ACH-000866,-0.280704668028
ACH-000867,-0.345766541463
ACH-000869,-0.46769734466000007
ACH-000872,-0.341477970207
ACH-000873,-0.35166806736999995
ACH-000876,-0.260778787599
ACH-000878,-0.39934266631399995
ACH-000880,-0.37580939647600003
ACH-000881,-0.43142153088
ACH-000882,-0.32214456598900004
ACH-000884,-0.350805861693
ACH-000885,-0.220284035547
ACH-000887,-0.385929429334
ACH-000888,-0.442408686804
ACH-000889,-0.24688334683000002
ACH-000890,-0.184548435561
ACH-000896,-0.20403108147799998
ACH-000898,-0.297346466142
ACH-000900,-0.259761960386
ACH-000901,-0.47957222929399995
ACH-000905,-0.39489788290600003
ACH-000906,-0.273540976125
ACH-000907,-0.36350813228699996
ACH-000910,-0.35335545767099996
ACH-000911,-0.421341597417
ACH-000912,-0.302359073431
ACH-000913,-0.41204404265100003
ACH-000915,-0.353470349552
ACH-000916,-0.325960580488
ACH-000917,-0.390155886502
ACH-000921,-0.585694009532
ACH-000924,-0.49888542148500004
ACH-000926,-0.30408390674400004
ACH-000928,-0.173419192287
ACH-000929,-0.189011282496
ACH-000932,-0.480432030625
ACH-000935,-0.6753568724879999
ACH-000936,-0.448735726658
ACH-000937,-0.277470623279
ACH-000938,-0.31707129831
ACH-000939,-0.230553874397
ACH-000941,-0.472308737453
ACH-000943,-0.238272822795
ACH-000946,-0.255380278033
ACH-000947,-0.281919046068
ACH-000948,-0.35866173737400003
ACH-000950,-0.0941976405683
ACH-000953,-0.50479629459
ACH-000957,-0.18470835912500003
ACH-000958,-0.321097266108
ACH-000960,-0.33100743807300004
ACH-000963,-0.602019433144
ACH-000968,-0.588562853501
ACH-000969,-0.275404763394
ACH-000973,-0.471266856924
ACH-000974,-0.383754882844
ACH-000975,-0.27880541888
ACH-000976,-0.370035204242
ACH-000978,-0.135956624424
ACH-000980,-0.46644035104099996
ACH-000984,-0.397033811745
ACH-000986,-0.684968371719
ACH-000988,-0.38236211516400004
ACH-000993,-0.529931625881
ACH-000994,-0.360330522103
ACH-000996,-0.51236333939
ACH-001001,-0.349232281042
ACH-001020,-0.137966746951
ACH-001028,-0.329332766785
ACH-001031,-0.405180978947
ACH-001038,-0.378973487504
ACH-001048,-0.439235126952
ACH-001050,-0.220633967372
ACH-001053,-0.22313365634399998
ACH-001054,-0.38906867644599996
ACH-001061,-0.33245113133299997
ACH-001067,-0.17093941725900003
ACH-001075,-0.35427390164800004
ACH-001096,-0.206255739339
ACH-001128,-0.443966804817
ACH-001134,-0.509098165496
ACH-001151,-0.23631134118500002
ACH-001163,-0.366974666093
ACH-001164,-0.013912302630200001
ACH-001173,-0.522025017452
ACH-001183,-0.131742658469
ACH-001184,-0.39570120379600005
ACH-001190,-0.341738015673
ACH-001192,-0.511075288443
ACH-001193,-0.154018176701
ACH-001196,-0.374482214102
ACH-001197,-0.0374705790485
ACH-001205,-0.5299390730879999
ACH-001211,-0.301516284242
ACH-001212,-0.15497730262700002
ACH-001228,-0.333715674568
ACH-001232,-0.365865492689
ACH-001239,-0.40563935321
ACH-001274,-0.26270730953899996
ACH-001275,-0.33079721337699997
ACH-001277,-0.5252207903580001
ACH-001278,-0.297803064106
ACH-001280,-0.306165040724
ACH-001283,-0.34402378634999997
ACH-001289,-0.259335897557
ACH-001295,-0.333968510198
ACH-001300,-0.261381620652
ACH-001301,-0.48316824762599997
ACH-001302,-0.6847491061740001
ACH-001303,-0.231161032949
ACH-001306,-0.37076910308
ACH-001318,-0.251322879078
ACH-001322,-0.410229936828
ACH-001328,-0.24849789403499997
ACH-001332,0.08632510382860001
ACH-001333,-0.473206009088
ACH-001336,-0.324208539329
ACH-001340,-0.21450228171799998
ACH-001346,-0.22146873901900002
ACH-001353,-0.486275495118
ACH-001354,-0.43587835785400003
ACH-001367,-0.495323457745
ACH-001368,-0.19858265573800002
ACH-001374,-0.488873600582
ACH-001375,-0.363660422254
ACH-001377,-0.356213065967
ACH-001380,-0.408100137328
ACH-001391,-0.30727196090500003
ACH-001407,-0.47314609456
ACH-001408,-0.30017566776099996
ACH-001413,-0.462326476738
ACH-001430,-0.44658468265699997
ACH-001431,-0.293051615573
ACH-001450,-0.372675647982
ACH-001496,-0.289321807386
ACH-001500,-0.5416181148879999
ACH-001521,-0.22687575684099998
ACH-001523,-0.266142760784
ACH-001532,-0.36871014481799996
ACH-001536,-0.517072736412
ACH-001550,-0.345188943711
ACH-001552,-0.280340083623
ACH-001554,-0.30738671849300003
ACH-001645,-0.37192280061599997
ACH-001654,-0.27274339981400003
ACH-001715,-0.40752974215899995
ACH-001735,-0.17099245562600002
ACH-001736,-0.253117709599
ACH-001737,0.104863772326
ACH-001740,-0.33832172206
ACH-001745,-0.303891223963
ACH-001750,-0.388859805423
ACH-001765,-0.22824105557100002
ACH-001956,-0.26395977313
ACH-001957,-0.35983727825999995
