,ATP5D (513)
ACH-000004,-1.19371274982
ACH-000007,-1.15146051336
ACH-000009,-0.78083253567
ACH-000011,-0.579453152251
ACH-000012,-0.8062663488699999
ACH-000013,-1.3546297432700003
ACH-000014,-0.7636710863249999
ACH-000015,-0.9162204174230001
ACH-000017,-0.777247961968
ACH-000018,-0.891573615579
ACH-000019,-1.1578256268
ACH-000021,-0.932806919382
ACH-000022,-1.11493120494
ACH-000025,-0.899855628004
ACH-000028,-1.0815929310299999
ACH-000030,-0.750432604434
ACH-000035,-1.24959643032
ACH-000036,-0.7018211099089999
ACH-000037,-1.00073489579
ACH-000039,-1.04460499811
ACH-000040,-0.656477100507
ACH-000041,-0.988576506653
ACH-000042,-0.374595066792
ACH-000045,-0.7800870773909999
ACH-000047,-1.09090295233
ACH-000052,-0.704218180865
ACH-000053,-0.8194889399519999
ACH-000054,-0.7705013542360001
ACH-000055,-0.45548717190399995
ACH-000060,-0.629058692918
ACH-000067,-0.377466266551
ACH-000070,-0.996784653214
ACH-000075,-0.611964183135
ACH-000078,-0.646486323071
ACH-000082,-0.602883126079
ACH-000085,-0.756831237536
ACH-000086,-0.8723921072930001
ACH-000087,-1.07118795416
ACH-000092,-0.9958098367209999
ACH-000095,-0.487204819965
ACH-000097,-0.813217186259
ACH-000098,-1.0528055161799998
ACH-000099,-0.968334374219
ACH-000108,-0.656028065001
ACH-000113,-0.876683987758
ACH-000115,-1.0762394691700001
ACH-000116,-1.2728205689299998
ACH-000118,-1.00472785729
ACH-000120,-0.598872031931
ACH-000123,-0.747249848888
ACH-000127,-1.14971819044
ACH-000128,-0.6785067009360001
ACH-000132,-0.82569839629
ACH-000133,-0.604038760778
ACH-000137,-0.75665912074
ACH-000138,-0.8244992410680001
ACH-000142,-1.05159334045
ACH-000143,-0.9154801690790001
ACH-000146,-0.5955711641070001
ACH-000148,-0.7079938025300001
ACH-000150,-0.9934861178100001
ACH-000152,-0.672069769716
ACH-000153,-0.8618259305
ACH-000159,-0.764446286185
ACH-000160,-1.0118786204999999
ACH-000163,-0.7723270216879999
ACH-000167,-0.738991969139
ACH-000168,-0.51992462912
ACH-000169,-1.1561646205
ACH-000178,-0.853679708209
ACH-000182,-1.18551288589
ACH-000183,-0.894390708715
ACH-000188,-0.8010054818410001
ACH-000189,-0.922896601927
ACH-000190,-1.0999287227799999
ACH-000198,-0.639775942314
ACH-000204,-0.8184431374779999
ACH-000206,-0.647841223358
ACH-000207,-0.744397653521
ACH-000211,-0.9308363129739999
ACH-000215,-0.984525912494
ACH-000221,-0.866099376946
ACH-000222,-1.01924776715
ACH-000223,-1.14075064817
ACH-000226,-0.50963711334
ACH-000227,-1.02070663133
ACH-000228,-0.37362699104
ACH-000231,-0.283189143028
ACH-000232,-0.85241028576
ACH-000233,-1.24479780826
ACH-000234,-0.798736810078
ACH-000235,-0.704859239762
ACH-000237,-0.489544030601
ACH-000238,-0.795328977985
ACH-000243,-0.564507472548
ACH-000244,-0.9355775955660001
ACH-000246,-1.05729914322
ACH-000248,-0.95125707141
ACH-000250,-1.06456165982
ACH-000251,-1.262928474
ACH-000253,-0.857113654265
ACH-000255,-0.849456904746
ACH-000256,-0.8262414102689999
ACH-000257,-0.8519379588889999
ACH-000258,-1.00925733094
ACH-000259,-0.952954653609
ACH-000260,-0.9778459359200001
ACH-000261,-0.7243315536470001
ACH-000262,-0.821875031574
ACH-000263,-0.671105381471
ACH-000264,-0.9035121006290001
ACH-000265,-0.989413787719
ACH-000266,-0.591366107171
ACH-000272,-0.742552747503
ACH-000273,-0.630466915175
ACH-000274,-0.9804887726520001
ACH-000277,-0.9137666241689999
ACH-000278,-0.9360979768950001
ACH-000279,-0.541955035743
