,GTF3C3 (9330)
ACH-000004,-0.716463629471
ACH-000007,-0.34254716416500003
ACH-000009,-0.498160437246
ACH-000011,-0.7985085027509999
ACH-000012,-0.575694989545
ACH-000013,-0.492416267856
ACH-000014,-0.38189694328199997
ACH-000015,-0.369307571297
ACH-000017,-1.01817366775
ACH-000018,-0.44782583119900005
ACH-000019,0.0526086769866
ACH-000021,-0.418728211818
ACH-000022,-0.433688768445
ACH-000025,-0.5452579658519999
ACH-000028,-0.333938804348
ACH-000030,-0.41893469483
ACH-000035,-0.740475893711
ACH-000036,-0.20842819017099998
ACH-000037,-0.42307593867700005
ACH-000039,-0.123329425214
ACH-000040,-0.765182978375
ACH-000041,-0.7560320579950001
ACH-000042,-0.482445365865
ACH-000045,-0.69568735994
ACH-000047,-0.580188376479
ACH-000052,-0.318122175587
ACH-000053,-0.417678350319
ACH-000054,-0.573894419579
ACH-000055,-0.44053273359300005
ACH-000060,-0.592769285008
ACH-000067,-0.757455858191
ACH-000070,-0.687895800436
ACH-000075,-0.990114310245
ACH-000078,-0.23840394498599998
ACH-000082,-0.660652870047
ACH-000085,-0.411327270382
ACH-000086,-0.55243340127
ACH-000087,-0.234935036883
ACH-000092,-0.497509025508
ACH-000095,-0.40900370899899996
ACH-000097,-0.169886106993
ACH-000098,-0.5885822184989999
ACH-000099,-0.5426397833600001
ACH-000108,-0.463708696708
ACH-000113,-0.670791877535
ACH-000115,-0.397115691567
ACH-000116,-0.706963026664
ACH-000118,-0.438206914259
ACH-000120,-0.266238758365
ACH-000123,-0.500528892849
ACH-000127,-0.37113794501999997
ACH-000128,-0.797711285962
ACH-000132,-0.646452006625
ACH-000133,-0.590122307865
ACH-000137,-0.720000643677
ACH-000138,-0.30407810700300003
ACH-000142,-0.542806133643
ACH-000143,-0.632138226574
ACH-000146,-0.34777006721500003
ACH-000148,-0.6859518818979999
ACH-000150,-0.431813183839
ACH-000152,-0.409940253559
ACH-000153,-0.39455190122
ACH-000159,-0.555859496706
ACH-000160,-0.08013021347930001
ACH-000163,-0.673530749027
ACH-000167,-0.0379251746525
ACH-000168,-0.6966548069699999
ACH-000169,-0.311462995331
ACH-000178,-0.585416286365
ACH-000182,-0.266861724229
ACH-000183,-0.52155555105
ACH-000188,-0.39293866954499995
ACH-000189,-1.11995733257
ACH-000190,-0.0443601564168
ACH-000198,-0.618961709081
ACH-000204,-0.440771825308
ACH-000206,-0.341928776138
ACH-000207,-0.556821912848
ACH-000211,-0.561936061118
ACH-000215,-0.376156695287
ACH-000221,-0.58583382493
ACH-000222,-0.218566732036
ACH-000223,-0.572897026926
ACH-000226,-0.490480148319
ACH-000227,-0.42820577936800003
ACH-000228,-0.38919589006899996
ACH-000231,-0.6867877324439999
ACH-000232,-0.508133489243
ACH-000233,-0.508452694805
ACH-000234,-0.584335081016
ACH-000235,-0.34636086706
ACH-000237,-0.6112549879110001
ACH-000238,-0.6341641557600001
ACH-000243,-0.37794250293799997
ACH-000244,-0.527634309814
ACH-000246,-0.584758390098
ACH-000248,-0.7248561764839999
ACH-000250,-0.38386441580200004
ACH-000251,-0.236555569006
ACH-000253,-0.493825070109
ACH-000255,-0.6254244374769999
ACH-000256,-0.47235552294699995
ACH-000257,-0.466695742791
ACH-000258,-0.42229918198399996
ACH-000259,-0.602315775777
ACH-000260,-0.527407924381
ACH-000261,-0.5661869386339999
ACH-000262,-0.488647671216
ACH-000263,-0.596041377283
