,PAXIP1 (22976)
ACH-000004,-0.178730419739
ACH-000007,-0.13192923648399998
ACH-000009,-0.685863246879
ACH-000011,-0.983572265774
ACH-000012,-0.508523133929
ACH-000013,-0.337239112976
ACH-000014,-0.6876170391840001
ACH-000015,-0.476102900427
ACH-000017,-0.238666943463
ACH-000018,-0.18457553373500002
ACH-000019,0.11442254704000002
ACH-000021,-0.5450531730439999
ACH-000022,-0.7843721829189999
ACH-000025,0.653600730334
ACH-000028,-0.33943146849
ACH-000030,-0.141792982727
ACH-000035,-0.279559599179
ACH-000036,-0.637232834717
ACH-000037,0.0030285998897
ACH-000039,-0.540120113728
ACH-000040,-0.379518830744
ACH-000041,0.0948398822492
ACH-000042,0.05713295837330001
ACH-000045,-0.30983072873100004
ACH-000047,-0.759719500259
ACH-000052,0.82027222345
ACH-000053,-0.213518811063
ACH-000054,-0.212216946649
ACH-000055,0.0889631560087
ACH-000060,-0.21941457355799998
ACH-000067,-0.0966958470707
ACH-000070,-0.166107399749
ACH-000075,-0.42087657949600005
ACH-000078,-0.06318589728230001
ACH-000082,0.31969409265500004
ACH-000085,-0.255989281411
ACH-000086,-0.263888092525
ACH-000087,-0.297970366652
ACH-000092,-0.08613330789550001
ACH-000095,-0.146099232412
ACH-000097,0.06570565465530001
ACH-000098,-1.03122139389
ACH-000099,-0.6606522406759999
ACH-000108,-0.228977612511
ACH-000113,-0.8027866076540001
ACH-000115,-0.7585436295
ACH-000116,-0.144538842422
ACH-000118,-0.6883722266969999
ACH-000120,0.016272337773299998
ACH-000123,-0.6782291819040001
ACH-000127,-0.598341612469
ACH-000128,-0.271668684073
ACH-000132,-0.00648048239178
ACH-000133,0.060005347894
ACH-000137,0.563003585433
ACH-000138,-0.44659464558899997
ACH-000142,-0.957219012832
ACH-000143,-0.29013868648200003
ACH-000146,-0.584727280348
ACH-000148,-0.311780350095
ACH-000150,-0.297556507879
ACH-000152,-0.499855310841
ACH-000153,0.595516488371
ACH-000159,-0.108427122206
ACH-000160,0.11004102405999999
ACH-000163,-0.0384948292632
ACH-000167,0.432832545577
ACH-000168,-1.03834324283
ACH-000169,-0.18820092869399999
ACH-000178,-0.823507269119
ACH-000182,-0.398367523891
ACH-000183,-0.921510620629
ACH-000188,-0.524517371503
ACH-000189,0.08292211613589999
ACH-000190,0.224792880163
