,NFKB1 (4790)
ACH-000004,0.09028788578960001
ACH-000007,0.27992031348499996
ACH-000009,0.197529257508
ACH-000011,0.289990717713
ACH-000012,0.231950347595
ACH-000013,0.236780623459
ACH-000014,-0.23600750842300003
ACH-000015,0.24980344914900002
ACH-000017,0.09323547177930001
ACH-000018,0.113093879245
ACH-000019,-0.0763135270856
ACH-000021,0.125021441644
ACH-000022,0.181962237091
ACH-000025,0.460180337958
ACH-000028,0.116155721841
ACH-000030,0.143837378628
ACH-000035,-0.010798068162200001
ACH-000036,0.146061046112
ACH-000037,0.183220736387
ACH-000039,0.210252518673
ACH-000040,0.0609565549019
ACH-000041,-0.0273967079256
ACH-000042,0.0738181236085
ACH-000045,0.437229170831
ACH-000047,0.08540227452989999
ACH-000052,-0.162245435549
ACH-000053,0.10770977760099999
ACH-000054,0.08358561670760001
ACH-000055,0.275710799312
ACH-000060,0.188895570283
ACH-000067,-0.0547203478704
ACH-000070,0.116112418239
ACH-000075,0.195465259882
ACH-000078,0.00796327248993
ACH-000082,0.144565871057
ACH-000085,0.11326444358400001
ACH-000086,0.214669864667
ACH-000087,-0.0993780220101
ACH-000092,-0.0922062591108
ACH-000095,0.133104933442
ACH-000097,0.145136884168
ACH-000098,0.012767801834799999
ACH-000099,0.256302624461
ACH-000108,0.216961079325
ACH-000113,0.261659994624
ACH-000115,0.419574367993
ACH-000116,0.139812049861
ACH-000118,0.259876937415
ACH-000120,0.19576405957600002
ACH-000123,0.11461980229
ACH-000127,0.12097244360500001
ACH-000128,0.21186578826299998
ACH-000132,0.22645595670000002
ACH-000133,0.0690789485844
ACH-000137,0.080630113065
ACH-000138,0.33769216759900006
ACH-000142,0.199719133638
ACH-000143,0.313182022851
ACH-000146,0.0714726495482
ACH-000148,0.0409488642477
ACH-000150,0.220582305753
ACH-000152,0.11275995619000001
ACH-000153,-0.246721270261
ACH-000159,0.23686582937
ACH-000160,0.157341166656
ACH-000163,0.0326804519081
ACH-000167,-0.018738730467
ACH-000168,0.223871598556
ACH-000169,0.356832344313
ACH-000178,0.11343775916400001
ACH-000182,0.24015863694400003
ACH-000183,-0.593471359796
ACH-000188,0.122950664037
ACH-000189,-0.141215999323
ACH-000190,0.211457279535
ACH-000198,0.193503949469
ACH-000204,-0.179544179683
ACH-000206,-0.970743227659
ACH-000207,0.022583597681
ACH-000211,0.09603645352080001
ACH-000215,-0.0331591353841
ACH-000221,0.0604793373658
ACH-000222,0.172859624652
ACH-000223,0.0957602934722
ACH-000226,0.233020974136
ACH-000227,0.18504600657499998
ACH-000228,0.22322846402399998
ACH-000231,0.061088738307
ACH-000232,0.102772422215
ACH-000233,0.365966385814
ACH-000234,0.16557908999
ACH-000235,0.237818507485
ACH-000237,0.197909436446
ACH-000238,0.188766488601
ACH-000243,0.24919456968400003
ACH-000244,-0.10572710989
ACH-000246,0.20365102937100002
