,S1PR3 (1903)
ACH-000004,0.190502721338
ACH-000007,-0.017232201357
ACH-000009,-0.108996113607
ACH-000011,-0.0352642486507
ACH-000012,-0.0169652728217
ACH-000013,0.0367131847096
ACH-000014,0.0719394397372
ACH-000015,-0.121880927464
ACH-000017,0.029320308984400002
ACH-000018,-0.07533298247489999
ACH-000019,0.28574664462
ACH-000021,0.0329225255372
ACH-000022,-0.027039495065299998
ACH-000025,0.11121457097200001
ACH-000028,0.203329095049
ACH-000030,-0.0172298309288
ACH-000035,0.07184448228639999
ACH-000036,0.114897615307
ACH-000037,0.08490566825710001
ACH-000039,-0.0240501716137
ACH-000040,0.08003965638050001
ACH-000041,-0.166414315459
ACH-000042,0.06341280551760001
ACH-000045,0.10068300646400001
ACH-000047,0.050427008788199994
ACH-000052,-0.150677266221
ACH-000053,0.029360121326599996
ACH-000054,0.09143154785980001
ACH-000055,-0.061141076681399995
ACH-000060,0.07918933375489999
ACH-000067,0.215070241458
ACH-000070,-0.232240115393
ACH-000075,-0.0674777691272
ACH-000078,0.07490006456010001
ACH-000082,0.058800475972
ACH-000085,0.048903846426499996
ACH-000086,0.038091371779199995
ACH-000087,-0.0412064734948
ACH-000092,0.0127161365115
ACH-000095,0.148805169776
ACH-000097,0.046957958020900005
ACH-000098,-0.0200763235339
ACH-000099,-0.0292871876411
ACH-000108,0.173098451721
ACH-000113,-0.15997658320900002
ACH-000115,-0.008901432314149998
ACH-000116,0.160807772748
ACH-000118,-0.0474791703767
ACH-000120,0.26219749163899997
ACH-000123,0.164060293988
ACH-000127,-0.00335546116804
ACH-000128,-0.027061175086599998
ACH-000132,-0.019526985621499997
ACH-000133,-0.155115775603
ACH-000137,0.04215021796630001
ACH-000138,0.102456312951
ACH-000142,0.11204433412999999
ACH-000143,0.0269475948729
ACH-000146,0.0174534520593
ACH-000148,0.028247657636799997
ACH-000150,-0.0170416347693
ACH-000152,0.0830783462072
ACH-000153,0.0882681138305
ACH-000159,-0.09173528621639998
ACH-000160,-0.000821478665146
ACH-000163,-0.163222846754
ACH-000167,-0.0387428808599
ACH-000168,0.0437305996038
ACH-000169,-0.04271815106369999
ACH-000178,-0.024816737656999998
ACH-000182,0.0571092835107
ACH-000183,0.0374996120376
ACH-000188,0.10606195203400001
ACH-000189,-0.100555452769
ACH-000190,-0.117691239165
ACH-000198,-0.024262977012099996
ACH-000204,0.142155881782
ACH-000206,0.0266533666901
ACH-000207,-0.030466860657099998
ACH-000211,0.146512743807
ACH-000215,0.0666871576406
ACH-000221,0.0246978200043
ACH-000222,-0.00746731251262
ACH-000223,0.0328488591384
ACH-000226,0.0774789717601
ACH-000227,-0.144643851833
ACH-000228,0.06730910922330001
ACH-000231,0.005458795795069999
ACH-000232,-0.0513208087536
ACH-000233,0.0451109294699
ACH-000234,0.22476143143199998
ACH-000235,0.0228352020083
ACH-000237,-0.0594367099866
ACH-000238,0.0100704739423
ACH-000243,0.0843179697535
ACH-000244,-0.0134011465835
ACH-000246,0.030186120841000003
ACH-000248,0.0212054004811
ACH-000250,-0.0303472058205
ACH-000251,-0.0560190799744
ACH-000253,-0.019812673469999997
ACH-000255,0.036368614680300004
