,THBS3 (7059)
ACH-000004,-0.0106019929012
ACH-000007,-0.10808790898600001
ACH-000009,-0.282563578305
ACH-000011,0.135458109334
ACH-000012,-0.060435641412199995
ACH-000013,0.032334631769
ACH-000014,-0.239607371829
ACH-000015,-0.06405202062609999
ACH-000017,-0.035486613411
ACH-000018,0.011692507034200002
ACH-000019,-0.06243648597999999
ACH-000021,-0.0664243770284
ACH-000022,0.031367257538900004
ACH-000025,-0.23507239764899998
ACH-000028,0.179823652412
ACH-000030,0.0535791252148
ACH-000035,-0.10452346531
ACH-000036,0.0756099742119
ACH-000037,-0.242043340842
ACH-000039,-0.124443885726
ACH-000040,-0.034662063094300005
ACH-000041,0.172903702335
ACH-000042,0.0664520709186
ACH-000045,0.030059991975599998
ACH-000047,-0.19238948266
ACH-000052,-0.216272742454
ACH-000053,0.008751302937629999
ACH-000054,-0.0120718470085
ACH-000055,-0.197860499873
ACH-000060,0.0266341511513
ACH-000067,0.014959917892100001
ACH-000070,-0.0191329020136
ACH-000075,-0.183720942109
ACH-000078,-0.217979061371
ACH-000082,-0.032359799374
ACH-000085,0.0460823763226
ACH-000086,-0.346628668057
ACH-000087,0.146831766632
ACH-000092,-0.0781113900725
ACH-000095,0.033759884271
ACH-000097,-0.15094846188
ACH-000098,-0.192292617628
ACH-000099,0.0167149952282
ACH-000108,-0.0576458206681
ACH-000113,0.0580468567017
ACH-000115,0.0901800126295
ACH-000116,0.015380139357600001
ACH-000118,-0.0323058898828
ACH-000120,-0.210304443621
ACH-000123,-0.119661315532
ACH-000127,-0.052178601636699996
ACH-000128,0.043167007292
ACH-000132,-0.0867770396557
ACH-000133,-0.163922975084
ACH-000137,-0.130393651668
ACH-000138,0.028696428357599998
ACH-000142,-0.102440850064
ACH-000143,0.0335810787845
ACH-000146,-0.0347302148844
ACH-000148,-0.179312722916
ACH-000150,-0.141359566508
ACH-000152,0.09590239682150001
ACH-000153,0.11468453330499999
ACH-000159,-0.140256347732
ACH-000160,-0.0035433406203699996
ACH-000163,-0.144604610222
ACH-000167,0.032279514589
ACH-000168,0.0122675662729
ACH-000169,0.0419025458185
ACH-000178,0.017084169708399998
ACH-000182,0.0516524040486
ACH-000183,-0.109179252542
ACH-000188,-0.0255422523237
ACH-000189,-0.1476110986
ACH-000190,0.136872423685
ACH-000198,-0.121215227712
ACH-000204,-0.281873694979
ACH-000206,0.00839048408366
ACH-000207,0.09550086068
ACH-000211,-0.0225177724182
ACH-000215,-0.0913730360713
ACH-000221,-0.16869341182
ACH-000222,0.0167607634779
ACH-000223,-0.0007565537182339999
ACH-000226,-0.0696106414266
ACH-000227,0.301416426513
ACH-000228,-0.0710606419967
ACH-000231,0.0670885166259
ACH-000232,0.061982225422
ACH-000233,0.0927860814752
ACH-000234,0.023139147369800002
ACH-000235,-0.058863647640199995
ACH-000237,-0.110157825963
ACH-000238,-0.018351081953200003
ACH-000243,-0.032630617848999996
ACH-000244,-0.159943143037
ACH-000246,-0.050933040972
ACH-000248,-0.09229980466229999
ACH-000250,0.00761807621643
ACH-000251,0.210695854956
ACH-000253,0.027208595978900005
ACH-000255,-0.045417051780900004
ACH-000256,-0.160989449625
ACH-000257,0.038703639747
ACH-000258,-0.0603195706994
ACH-000259,-0.0630569156166
ACH-000260,0.0569009474258
ACH-000261,-0.0862427338371
ACH-000262,0.009833615634440001
ACH-000263,0.0932417998841
ACH-000264,-0.19115786872200002
ACH-000265,-0.004430578182300001
ACH-000266,-0.129224645451
ACH-000272,-0.166174121923
ACH-000273,-0.166468976021
ACH-000274,0.097000501323
ACH-000277,-0.0625751187215
ACH-000278,-0.036973606794599996
ACH-000279,0.09280125837189998
ACH-000280,0.0309797398067
ACH-000281,-0.0986786827939
ACH-000288,-0.108919543083
ACH-000291,0.235364888145
ACH-000293,-0.013831378515700002
ACH-000294,0.0269799530273
ACH-000295,0.134548220134
ACH-000296,-0.315377192894
ACH-000302,-0.198576213413
ACH-000304,-0.0542128490921
ACH-000307,-0.0167593516826
ACH-000308,-0.195177472536
ACH-000310,0.0645190267679
ACH-000311,-0.0973283248518
ACH-000312,-0.0866898011365
ACH-000315,-0.16470695242699998
ACH-000316,0.14683891911900002
ACH-000317,0.0515758699347
ACH-000318,-0.292416936038
ACH-000319,0.0341683926019
ACH-000320,-0.18507227314599997
ACH-000322,-0.08243345261410001
ACH-000323,0.015464575991700001
ACH-000324,0.10833869705700001
ACH-000329,0.0307408917228
ACH-000330,0.017508002993
ACH-000331,-0.0429435385327
ACH-000332,-0.138861022632
ACH-000334,0.34911497667900004
ACH-000335,-0.387774507968
ACH-000336,0.154098561797
ACH-000337,-0.28622726596500003
ACH-000339,0.06571384331709999
ACH-000341,-0.2017216457
ACH-000348,-0.0661638035824
ACH-000350,0.013181916044100002
ACH-000352,-0.0402124641898
ACH-000356,0.0240520370388
ACH-000361,-0.014370006963500001
ACH-000362,-0.0644448618996
ACH-000363,-0.24364308097100001
ACH-000364,-0.01689276662
ACH-000365,0.0640538552109
ACH-000366,-0.016942039505100003
ACH-000368,-0.11889114152000001
ACH-000374,0.08017800783810002
ACH-000375,0.06295052993610001
ACH-000376,-0.07612053304949999
ACH-000381,-0.308674341996
ACH-000383,-0.122942515031
ACH-000387,0.0070259657348199995
ACH-000389,0.11604115978
ACH-000390,-0.116217903826
ACH-000393,0.08077148915799999
ACH-000395,-0.0269259809866
ACH-000397,0.0641624156275
ACH-000401,0.177802506327
ACH-000402,-0.264628318654
ACH-000403,-0.187830349853
ACH-000404,0.217638298246
