,CALD1 (800)
ACH-000004,0.28387342260299997
ACH-000007,0.28787204692699997
ACH-000009,0.353008741822
ACH-000011,0.315275808961
ACH-000012,0.203362354856
ACH-000013,0.353370139623
ACH-000014,0.049316711501000005
ACH-000015,0.267059207839
ACH-000017,0.252947050452
ACH-000018,0.49210189777900004
ACH-000019,0.0879197812843
ACH-000021,0.0174244761663
ACH-000022,0.21297683370499998
ACH-000025,0.294055106964
ACH-000028,0.34113566459100003
ACH-000030,0.316777277298
ACH-000035,0.0778153820321
ACH-000036,0.304258421851
ACH-000037,0.525027531128
ACH-000039,0.270232277538
ACH-000040,-0.0023598928130300002
ACH-000041,0.051239754590800005
ACH-000042,0.160579857816
ACH-000045,0.352478319723
ACH-000047,0.29176375059
ACH-000052,0.265493708233
ACH-000053,0.220689806853
ACH-000054,0.21232307750100002
ACH-000055,-0.0077927870434499995
ACH-000060,0.41177772602300006
ACH-000067,0.13395976665200002
ACH-000070,0.157245844132
ACH-000075,0.111765027095
ACH-000078,0.219974333026
ACH-000082,0.20883037206900001
ACH-000085,0.22589823294599998
ACH-000086,0.37225273105400003
ACH-000087,0.333532874486
ACH-000092,0.278383059359
ACH-000095,0.21367733710499998
ACH-000097,0.18985945192
ACH-000098,0.143968554814
ACH-000099,0.23266538694000002
ACH-000108,0.0008912554083099999
ACH-000113,0.30842118448600003
ACH-000115,0.186249735565
ACH-000116,0.288840061309
ACH-000118,0.273866049228
ACH-000120,0.22254272318399998
ACH-000123,0.20221464725299998
ACH-000127,0.21310072719599998
ACH-000128,0.0912921515157
ACH-000132,0.315705787997
ACH-000133,0.19433408467099997
ACH-000137,0.203409782956
ACH-000138,0.348696580538
ACH-000142,0.309913253918
ACH-000143,0.30706522129700003
ACH-000146,0.184995866803
ACH-000148,0.255253606704
ACH-000150,0.371984935517
ACH-000152,0.0919696306209
ACH-000153,0.37489024139700006
ACH-000159,0.252402672074
ACH-000160,0.336682894506
ACH-000163,0.280094635684
ACH-000167,0.210268091219
ACH-000168,0.163291762235
ACH-000169,0.311311769494
ACH-000178,0.27929677035100003
ACH-000182,0.210924906201
ACH-000183,0.236683984795
ACH-000188,0.27581845817
ACH-000189,0.0182111619993
ACH-000190,0.324094320431
ACH-000198,0.39185940500699995
ACH-000204,0.499540843067
ACH-000206,0.301493034925
ACH-000207,0.500175037538
ACH-000211,0.439470583217
ACH-000215,0.218402024247
ACH-000221,0.320460223246
ACH-000222,0.337932028523
ACH-000223,0.310163152794
ACH-000226,0.187794975769
ACH-000227,0.48220065052199995
ACH-000228,0.474680849247
ACH-000231,0.206634172253
ACH-000232,0.194413049846
ACH-000233,0.44503074478699994
ACH-000234,0.20541385913600002
ACH-000235,0.20446127150600002
ACH-000237,0.173431687159
ACH-000238,0.32552170150299997
ACH-000243,0.297215453167
ACH-000244,0.392691075398
ACH-000246,0.202537154047
ACH-000248,0.459412236304
ACH-000250,0.255159997317
ACH-000251,0.149397995117
ACH-000253,0.17745542217000002
ACH-000255,0.283417910014
ACH-000256,0.30399692679699997
ACH-000257,0.421023964277
ACH-000258,-0.10223564313200001
ACH-000259,0.249233478736
ACH-000260,0.08655663384029999
ACH-000261,0.301760987752
ACH-000262,0.111346028791
ACH-000263,0.301299957056
ACH-000264,0.22188196421700002
ACH-000265,0.39356985242700004
ACH-000266,0.273070417418
ACH-000272,0.118795024775
ACH-000273,0.203972242083
ACH-000274,0.330172525033
ACH-000277,0.17565636171799998
ACH-000278,0.162915166841
ACH-000279,0.18115101688700003
