,SOS2 (6655)
ACH-000004,0.237422976193
ACH-000007,-0.168509385253
ACH-000009,-0.211217902213
ACH-000011,-0.122470850011
ACH-000012,-0.0606624814894
ACH-000013,0.027013069245000004
ACH-000014,-0.0313492138265
ACH-000015,0.08028534601260001
ACH-000017,-0.0132762345102
ACH-000018,0.041985411991400004
ACH-000019,0.19663446825800002
ACH-000021,-0.0106160617249
ACH-000022,0.004992355881729999
ACH-000025,-0.20115480173500003
ACH-000028,-0.0413742305789
ACH-000030,-0.0871398820111
ACH-000035,-0.136417050013
ACH-000036,-0.358872254061
ACH-000037,0.20436903937800002
ACH-000039,-0.092596462509
ACH-000040,-0.116333833545
ACH-000041,-0.0530534375401
ACH-000042,-0.18609389826900002
ACH-000045,-0.0508661117815
ACH-000047,-0.0616370669484
ACH-000052,0.0513205620766
ACH-000053,-0.144907826574
ACH-000054,-0.0672368995896
ACH-000055,-0.21040748858600003
ACH-000060,-0.393872362398
ACH-000067,-0.0472413273537
ACH-000070,0.0037340014702099997
ACH-000075,-0.134048408382
ACH-000078,-0.171635845548
ACH-000082,-0.114523265011
ACH-000085,0.234170737603
ACH-000086,-0.017633584841
ACH-000087,0.0970513478261
ACH-000092,0.030148671162099995
ACH-000095,-0.23682272415199998
ACH-000097,-0.07087128486389999
ACH-000098,-0.0108777851498
ACH-000099,-0.12064669025800001
ACH-000108,0.167373626128
ACH-000113,-0.056193449122699995
ACH-000115,-0.12911976522
ACH-000116,0.010196304254
ACH-000118,-0.14138455849099998
ACH-000120,0.0283527594045
ACH-000123,-0.0988470948202
ACH-000127,0.033494962467600004
ACH-000128,-0.060011576573099995
ACH-000132,-0.143859881549
ACH-000133,-0.104685845137
ACH-000137,-0.00187617773537
ACH-000138,0.00722307951692
ACH-000142,-0.148394194214
ACH-000143,-0.0223685595105
ACH-000146,-0.120614090794
ACH-000148,-0.146057529775
ACH-000150,0.199037864824
ACH-000152,0.0066752886930200005
ACH-000153,0.0749137306706
ACH-000159,-0.0994476223697
ACH-000160,-0.10596322093699999
ACH-000163,-0.16622402727900001
ACH-000167,0.0190057518021
ACH-000168,-0.016439206458
ACH-000169,-0.0412986261485
ACH-000178,-0.0466843298833
ACH-000182,-0.0486788513287
ACH-000183,0.0852610035917
