,DTL (51514)
ACH-000167,-1.5612753840600002
ACH-000168,-1.46156142519
ACH-000169,-1.4898804619600001
ACH-000178,-1.3004305751799998
ACH-000182,-1.86703673964
ACH-000183,-1.40221955449
ACH-000188,-1.48479350679
ACH-000189,-1.1599996566500002
ACH-000190,-1.84291508542
ACH-000198,-1.5358767079799998
ACH-000204,-1.9175902787099999
ACH-000206,-1.55822088395
ACH-000207,-0.615887865689
ACH-000211,-1.56121499506
ACH-000215,-1.4537814392700001
ACH-000221,-1.21313887941
ACH-000222,-1.5578634136000002
ACH-000223,-1.66019924394
ACH-000226,-1.1462454564700002
ACH-000227,-1.61292698782
ACH-000228,-1.5697514335
ACH-000231,-1.5084852271899998
ACH-000232,-1.69439482485
ACH-000233,-1.3885471299799999
ACH-000234,-1.6760352919600001
ACH-000235,-1.3208669286299999
ACH-000237,-1.6128026997999998
ACH-000238,-1.25726904933
ACH-000243,-1.41989585961
ACH-000244,-1.7424287286500002
ACH-000246,-1.4361818988400001
ACH-000248,-1.2915946803
ACH-000250,-1.6671268856400001
ACH-000251,-1.42678091662
ACH-000253,-1.52418012025
ACH-000255,-1.33171265929
ACH-000256,-1.35553974788
ACH-000257,-1.9867738549
ACH-000258,-1.79370114716
ACH-000259,-1.62741610626
ACH-000260,-1.2450750362799998
ACH-000261,-1.5321156984399997
ACH-000262,-1.57937799053
ACH-000263,-1.7358166941
ACH-000264,-1.7750818326299997
ACH-000265,-1.39417094991
ACH-000266,-1.5502555384799999
ACH-000272,-1.49919254961
ACH-000273,-1.7295952203
ACH-000274,-1.80644847341
ACH-000277,-1.7163857949799999
ACH-000278,-1.3422948875799998
ACH-000279,-1.3486679578299998
ACH-000280,-1.5137011002
ACH-000281,-1.70704002664
ACH-000288,-1.5733296593900001
ACH-000291,-1.5776706897100001
ACH-000293,-1.4273311514899998
ACH-000294,-1.24720487311
ACH-000295,-1.81610043249
ACH-000296,-1.76462168405
ACH-000302,-1.54109273977
ACH-000304,-1.8230051382599997
ACH-000307,-1.67408468053
ACH-000308,-1.6285429735799999
ACH-000310,-1.6684503415099998
ACH-000311,-1.51426374812
ACH-000312,-1.38684631325
ACH-000315,-1.5814965529499998
ACH-000316,-1.6833384913999998
ACH-000317,-1.4555089453299999
ACH-000318,-1.5672967871899999
ACH-000319,-1.8434077424700002
ACH-000320,-1.6978484220399999
ACH-000322,-1.5578936147799998
ACH-000323,-1.6463804022600002
ACH-000324,-1.42548343646
ACH-000329,-1.92998292845
ACH-000330,-1.54923118044
ACH-000331,-1.50921105372
ACH-000332,-1.57879716326
ACH-000334,-2.20170776365
ACH-000335,-1.51939057341
ACH-000336,-1.6366824588999997
ACH-000337,-1.69586941688
ACH-000339,-1.32306094615
ACH-000341,-1.8438554417400002
ACH-000348,-1.3530935614500001
ACH-000350,-1.47709775025
ACH-000352,-1.6907027376800001
ACH-000356,-1.6165791590799998
ACH-000361,-1.5720893750799998
ACH-000362,-1.7112292566999998
ACH-000363,-1.6262078164200002
ACH-000364,-1.7166167634600003
ACH-000365,-1.6707072923500002
ACH-000366,-1.5395310631499999
ACH-000368,-1.8225135752500001
ACH-000374,-1.2451739253299998
ACH-000375,-1.6726284173700001
ACH-000376,-1.47107105394
ACH-000381,-1.7075362966
ACH-000383,-1.7617237822599998
ACH-000387,-1.75897397382
ACH-000389,-1.63776102616
ACH-000390,-1.56925014608
ACH-000393,-1.4487837212799999
ACH-000395,-1.70200082088
ACH-000397,-1.3769230390600002
ACH-000401,-1.5639507340099998
ACH-000402,-1.44632291175
ACH-000403,-1.85694000906
ACH-000404,-1.83239036065
ACH-000406,-1.5342059889300002
ACH-000407,-1.54166144402
ACH-000408,-1.2144271631999999
ACH-000410,-1.4482091045299998
ACH-000411,-1.1840936148799999
ACH-000414,-1.6870612161399998
ACH-000415,-1.50156608974
ACH-000416,-1.8335653191900003
ACH-000420,-1.6291854038100002
ACH-000421,-1.58457572371
ACH-000424,-1.40402423891
ACH-000425,-1.6411207945100001
ACH-000426,-1.6519827478
ACH-000427,-1.9071563593799998
ACH-000433,-1.49984949781
ACH-000436,-1.98002877907
ACH-000444,-1.49407034819
ACH-000445,-1.6191275123700002
ACH-000448,-1.3824201994299998
ACH-000450,-1.35970039227
ACH-000452,-1.9107949401900002
ACH-000454,-1.4492012580200002
ACH-000458,-1.62172463465
ACH-000459,-1.2599421265200001
ACH-000460,-1.4082910998700002
ACH-000461,-1.62183218575
ACH-000463,-1.36262511935
ACH-000464,-1.7291331657299998
ACH-000466,-1.7059259091499999
ACH-000467,-1.2443658508
ACH-000468,-1.7490322357599997
ACH-000469,-1.4454416554299998
ACH-000470,-1.7941852247799999
ACH-000471,-1.53198843916
ACH-000472,-1.61910903636
ACH-000473,-1.45560295525
ACH-000475,-1.51131611685
ACH-000476,-1.7041589529299999
ACH-000477,-1.65417450894
ACH-000480,-1.76563659942
ACH-000481,-1.8073033985900002
ACH-000483,-1.03012975982
ACH-000484,-1.35120445807
ACH-000485,-1.85876645901
ACH-000486,-1.55623255055
ACH-000487,-1.4960813060799998
ACH-000488,-1.49728634
ACH-000490,-1.3819506100999999
ACH-000491,-1.5138480907
ACH-000495,-1.74596546936
ACH-000496,-1.59530472292
ACH-000499,-1.3787675005200002
ACH-000500,-1.43652727482
ACH-000502,-1.5931602533899998
ACH-000503,-1.2102288586399998
ACH-000505,-1.97336406268
ACH-000507,-1.79968103687
ACH-000510,-1.7684086888900004
ACH-000511,-1.37667798539
ACH-000512,-1.29551414763
ACH-000516,-1.58718669223
ACH-000517,-1.73547843384
ACH-000518,-1.5038465596000001
ACH-000520,-1.64230259262
ACH-000521,-1.2808952854
ACH-000522,-1.7007030057899999
ACH-000524,-1.36108685989
ACH-000527,-1.49615643461
ACH-000528,-1.3598139866999999
ACH-000537,-1.4240811584900002
ACH-000541,-1.5752737053900001
ACH-000542,-1.49951043266
ACH-000544,-1.53703213005
ACH-000545,-1.5086293447499999
ACH-000547,-1.6376317777200002
ACH-000548,-1.4604017472
ACH-000549,-1.5162410121399998
ACH-000550,-1.6330171392800001
ACH-000552,-1.6978655343
ACH-000556,-1.61274827749
ACH-000557,-1.7760104284799998
ACH-000570,-1.5536663951899998
ACH-000571,-1.52170395148
ACH-000573,-1.2775909943700001
ACH-000576,-1.40558297246
ACH-000580,-1.5362887459999999
ACH-000584,-1.8103775786900003
ACH-000585,-1.5035576967299997
ACH-000588,-1.42722791326
ACH-000589,-1.48834231809
ACH-000591,-1.4546703643599999
ACH-000593,-1.45423129792
ACH-000600,-1.56263684945
ACH-000601,-1.42724457894
ACH-000604,-1.8755905889
ACH-000605,-1.5107745347600001
ACH-000606,-1.33128066635
ACH-000608,-2.0925990232799996
ACH-000614,-1.6673581649200002
ACH-000616,-1.6959497431000001
ACH-000618,-1.5492391001399999
ACH-000619,-1.44167817212
ACH-000620,-1.58340111366
ACH-000621,-1.3111271447700001
ACH-000622,-1.5226209790600003
ACH-000623,-1.48372057596
ACH-000624,-1.6338641904799998
ACH-000627,-1.6684189634
ACH-000630,-1.45379650441
ACH-000632,-1.71198353778
ACH-000633,-1.1996093348899999
ACH-000637,-1.4830965314500002
ACH-000638,-1.76045502748
ACH-000646,-1.68014797207
ACH-000647,-1.49905395351
ACH-000648,-1.51424523153
ACH-000649,-1.5079815237099998
ACH-000651,-1.6059651697400001
ACH-000652,-1.5989889688499999
ACH-000653,-1.82317606599
ACH-000657,-1.44075166844
ACH-000658,-1.3612094990399999
ACH-000661,-1.7862252972
ACH-000662,-2.04944002868
ACH-000663,-1.5584075442299998
ACH-000665,-1.42260461887
ACH-000671,-1.4146392432
ACH-000673,-1.6035771227899998
ACH-000676,-1.5781327912600003
ACH-000677,-1.4708545836000002
ACH-000681,-1.5429422327200002
ACH-000682,-1.46561847053
ACH-000683,-1.7369878965
ACH-000684,-1.34510355394
ACH-000688,-1.2916842655
ACH-000693,-1.60731346313
ACH-000694,-1.5906227602
ACH-000695,-2.20064791862
ACH-000696,-1.58538568264
ACH-000697,-1.4818967976700002
ACH-000699,-1.5258829291799998
ACH-000701,-1.7408948551499999
ACH-000706,-1.31707427177
ACH-000711,-1.5547463598299998
ACH-000713,-1.63722781456
ACH-000714,-1.35361640565
ACH-000718,-1.84070139732
ACH-000720,-1.64758134089
ACH-000721,-1.84904338083
ACH-000724,-1.36739575815
ACH-000725,-1.89450003259
ACH-000732,-1.26418464025
ACH-000734,-1.4229258479299998
ACH-000735,-1.6634744054700001
ACH-000736,-1.63282925579
ACH-000738,-1.70262133932
ACH-000746,-1.73962680933
ACH-000747,-1.30441400936
ACH-000748,-1.5866374809700001
ACH-000753,-1.42360807036
ACH-000756,-1.5388073800400002
ACH-000757,-1.8266152736099996
ACH-000758,-1.54929459804
ACH-000760,-1.68984452329
ACH-000763,-1.53866824255
ACH-000764,-1.58326241637
ACH-000765,-1.89681343556
ACH-000766,-1.6092725749
ACH-000767,-2.22381537117
ACH-000768,-1.18136808662
ACH-000769,-1.47964733296
ACH-000770,-1.58620609717
ACH-000771,-1.33807783293
ACH-000773,-1.7576321324700002
ACH-000776,-1.54858829834
ACH-000777,-1.57280301504
ACH-000778,-1.6159872261100001
ACH-000781,-1.59213350603
ACH-000782,-1.45148800261
ACH-000783,-1.8257773281599998
ACH-000784,-1.6002950254700001
ACH-000785,-1.8187315980599998
ACH-000787,-1.39929973315
ACH-000788,-1.58103681833
ACH-000791,-1.6110346933700002
ACH-000792,-1.5793713931600002
ACH-000794,-1.60659052857
ACH-000796,-1.75140291675
ACH-000799,-1.42357086789
ACH-000800,-1.67697062644
ACH-000802,-1.4862341225100002
ACH-000804,-1.46836952424
ACH-000805,-1.55631084394
ACH-000809,-1.7322655270400003
ACH-000810,-1.3265790539700002
ACH-000811,-1.6603421731499999
ACH-000817,-1.46442339294
ACH-000819,-1.5551162648299999
ACH-000820,-1.63958617055
ACH-000821,-2.08961455115
ACH-000822,-1.7479343255000002
ACH-000823,-1.55839925068
ACH-000824,-1.50368151509
ACH-000827,-1.47575843407
ACH-000829,-1.58616267935
ACH-000831,-1.39260239927
ACH-000832,-1.49964091026
ACH-000833,-1.7953749112200001
ACH-000834,-1.3712914923
ACH-000835,-1.59625663625
ACH-000836,-1.70120233695
ACH-000837,-1.3232153619700002
ACH-000838,-1.5524852603600001
ACH-000839,-1.21675501473
ACH-000840,-1.28177897788
ACH-000841,-1.6518105368599998
ACH-000843,-1.59774043535
ACH-000846,-1.47419728407
ACH-000847,-1.45779078509
ACH-000848,-1.65123903955
ACH-000849,-1.4662196676600001
ACH-000851,-1.4665946535699999
ACH-000855,-1.5436445941799999
ACH-000856,-1.61350093317
ACH-000858,-1.62167591806
ACH-000859,-1.5388890080500002
ACH-000861,-1.5585481491799997
ACH-000862,-1.35021332161
ACH-000865,-1.45481766799
ACH-000866,-1.32792339307
ACH-000867,-1.6830987957199999
ACH-000869,-1.8377972484099998
ACH-000872,-1.44798283229
ACH-000873,-1.4274802774899997
ACH-000876,-1.46590612807
ACH-000878,-1.46573007287
ACH-000880,-1.65313626751
ACH-000881,-1.3809078991200001
ACH-000882,-1.7215625831499999
ACH-000884,-1.32853798846
ACH-000885,-1.43763811118
ACH-000887,-1.4060645266799998
ACH-000888,-1.5882764328299999
ACH-000889,-1.50350536871
ACH-000890,-1.47564343037
ACH-000896,-1.4484616319799999
ACH-000898,-1.7703394741799998
ACH-000900,-1.65164140803
ACH-000901,-1.49376289884
ACH-000905,-1.5432698586700002
ACH-000906,-1.66532993749
ACH-000907,-1.43380779696
ACH-000910,-1.54781041107
ACH-000911,-1.62608489153
ACH-000912,-1.49515356408
ACH-000913,-1.4914529667200003
ACH-000915,-1.37060991064
ACH-000916,-1.6701337783399999
ACH-000917,-1.4410492249200002
ACH-000921,-1.4804239093599998
ACH-000924,-1.43858328959
ACH-000926,-1.7171175367500002
ACH-000928,-1.61794797893
ACH-000929,-1.7442206275099998
ACH-000932,-1.5457047616400001
ACH-000935,-1.4931909427
ACH-000936,-1.5285607904499998
ACH-000937,-1.75763412747
ACH-000938,-1.36854840188
ACH-000939,-1.5352995958700002
ACH-000941,-1.45597680278
ACH-000943,-1.47794273752
ACH-000946,-1.5436460636200002
ACH-000947,-1.46685970099
ACH-000948,-1.38398003174
ACH-000950,-1.35000562389
ACH-000953,-1.69652372235
ACH-000957,-1.39394287282
ACH-000958,-1.65515561937
ACH-000960,-1.8535185650400001
ACH-000963,-1.85191321909
ACH-000968,-1.5973748693
ACH-000969,-1.5652149472699999
ACH-000973,-1.54171413736
ACH-000974,-1.4358709135299998
ACH-000975,-1.5775384573
ACH-000976,-1.74106014477
ACH-000978,-1.7928524316099999
ACH-000980,-1.5882798698299998
ACH-000984,-1.75811414755
ACH-000986,-1.4657755625600002
ACH-000988,-1.4995155737
ACH-000993,-1.4035163686
ACH-000994,-1.4707922777899998
ACH-000996,-1.7078143563600001
ACH-001001,-1.47580875653
ACH-001020,-2.14705415742
ACH-001028,-1.66707549525
ACH-001031,-1.31586322251
ACH-001038,-1.43744276067
ACH-001048,-1.56637187473
ACH-001050,-1.43072221083
ACH-001053,-1.4191375491
ACH-001054,-1.6216732321899998
ACH-001061,-1.3309585085
ACH-001067,-1.64552256197
ACH-001075,-1.4050774769299998
ACH-001096,-1.47287570217
ACH-001128,-1.8151021439300001
ACH-001134,-1.3386864673299999
ACH-001151,-1.5875191977899998
ACH-001163,-1.6733184904499998
ACH-001164,-1.6249633568200001
ACH-001173,-1.5332091233200003
ACH-001183,-1.6285820689
ACH-001184,-1.26494339498
ACH-001190,-1.4515664394499999
ACH-001192,-1.3981004731600002
ACH-001193,-1.0791765381799998
ACH-001196,-1.19258460013
ACH-001197,-1.5557037063999999
ACH-001205,-1.375140341
ACH-001211,-1.1641802029600001
ACH-001212,-1.61987867103
ACH-001228,-1.6317794731600002
ACH-001232,-1.4968469088999998
ACH-001239,-1.5567818922999999
ACH-001274,-1.38948862662
ACH-001275,-1.44520888587
ACH-001277,-1.38184451444
ACH-001278,-1.38184469444
ACH-001280,-0.7346258291869999
ACH-001283,-1.5125071721099999
ACH-001289,-1.42204343169
ACH-001295,-1.5372568130000002
ACH-001300,-1.35880709456
ACH-001301,-1.52820677349
ACH-001302,-1.81512945437
ACH-001303,-1.42793295188
ACH-001306,-1.5079628006799999
ACH-001318,-1.40038028238
ACH-001322,-1.44048624405
ACH-001328,-1.45040840803
ACH-001332,-1.3137201605
ACH-001333,-1.5707867699
ACH-001336,-1.6854000493399999
ACH-001340,-1.3872838675499999
ACH-001346,-1.4469121915099998
ACH-001353,-1.63348227907
ACH-001354,-1.2994441457600001
ACH-001367,-1.48611773088
ACH-001368,-1.55446882566
ACH-001374,-1.77489587635
ACH-001375,-1.5274148013799997
ACH-001377,-1.31318905191
ACH-001380,-1.4871778712600001
ACH-001391,-1.80286245129
ACH-001407,-1.60587162945
ACH-001408,-1.3556508185499998
ACH-001413,-1.4776586400999998
ACH-001430,-1.27830082145
ACH-001431,-1.46010573005
ACH-001450,-1.6567618145899998
ACH-001496,-1.54019234592
ACH-001500,-1.6647178923800001
ACH-001521,-1.45765877755
ACH-001523,-1.31544146917
ACH-001532,-1.5108888888999998
ACH-001536,-1.41830075813
ACH-001550,-1.67930502207
ACH-001552,-1.33440985341
ACH-001554,-1.4985209928
ACH-001645,-1.49505429786
ACH-001654,-1.4292814115999999
ACH-001715,-1.53652129896
ACH-001735,-1.5216418187
ACH-001736,-1.6986757574200002
ACH-001737,-1.67747838979
ACH-001740,-1.35292646115
ACH-001745,-1.46837233667
ACH-001750,-1.28436767319
ACH-001765,-1.56373034794
ACH-001956,-1.87537714235
ACH-001957,-1.60921192364
