,FZD10 (11211)
ACH-000004,0.110733084281
ACH-000007,-0.123108755129
ACH-000009,0.16656186307600002
ACH-000011,-0.0997609588436
ACH-000012,0.15649692919000002
ACH-000013,0.0222311602869
ACH-000014,-0.0764472840852
ACH-000015,0.043038797797099994
ACH-000017,0.0855180603127
ACH-000018,0.0152138075612
ACH-000019,0.10402955035499999
ACH-000021,0.078184929332
ACH-000022,-0.00994751490162
ACH-000025,0.186255195149
ACH-000028,0.439632170545
ACH-000030,0.1990921428
ACH-000035,0.09884724554989999
ACH-000036,0.065933294302
ACH-000037,0.08046646357699999
ACH-000039,0.19214122367400002
ACH-000040,-0.105456351001
ACH-000041,0.035027685931599994
ACH-000042,0.233631672672
ACH-000045,-0.0167557621912
ACH-000047,0.017532823918000002
ACH-000052,-0.0061679286324700005
ACH-000053,0.21322009597199998
ACH-000054,0.11531047548800001
ACH-000055,0.0908985065006
ACH-000060,0.172321605625
ACH-000067,-0.166708592975
ACH-000070,-0.152629304936
ACH-000075,0.23593773772
ACH-000078,0.277496130649
ACH-000082,0.0650564291089
ACH-000085,0.123554275086
ACH-000086,0.167174239043
ACH-000087,0.18001728405200002
ACH-000092,0.167565329625
ACH-000095,0.225735661624
ACH-000097,0.16074169116800002
ACH-000098,0.0970630974767
ACH-000099,0.21708745628000004
ACH-000108,0.147872051831
ACH-000113,0.0695138096267
ACH-000115,-0.265830040104
ACH-000116,0.37238301878700003
ACH-000118,0.222782493886
ACH-000120,0.211841235687
ACH-000123,0.284911961389
ACH-000127,0.079305058347
ACH-000128,0.04819993036069999
ACH-000132,0.232414762549
ACH-000133,0.21121444689899999
ACH-000137,0.0225860762579
ACH-000138,0.25687785203499997
ACH-000142,0.102891786784
ACH-000143,0.118970399877
ACH-000146,0.26765665955
ACH-000148,-0.011346430721700001
ACH-000150,-0.00107611792625
ACH-000152,0.21703679825599997
ACH-000153,-0.18011074134399999
ACH-000159,0.15259519222100001
ACH-000160,-0.026344859129900002
ACH-000163,0.132075395
ACH-000167,0.155753429978
ACH-000168,0.119101475059
