,MAX (4149)
ACH-000004,-0.350288265541
ACH-000007,-0.8852960227359999
ACH-000009,-0.586983816923
ACH-000011,-0.950608467633
ACH-000012,-0.417371472834
ACH-000013,-0.299639099463
ACH-000014,-0.660349770887
ACH-000015,-0.727496613979
ACH-000017,-0.753219481766
ACH-000018,-0.676678419718
ACH-000019,-0.685651868716
ACH-000021,-0.491025887041
ACH-000022,-0.481767146105
ACH-000025,-0.606321461746
ACH-000028,-0.435165877576
ACH-000030,-0.604524268507
ACH-000035,-0.31683956467700003
ACH-000036,-0.7499939300990001
ACH-000037,-0.321014608082
ACH-000039,-0.5549209620560001
ACH-000040,-0.562426016377
ACH-000041,-1.2826290585100002
ACH-000042,-0.721054497784
ACH-000045,-0.41005536092699996
ACH-000047,-0.468090509299
ACH-000052,-0.716371596047
ACH-000053,-0.529950955888
ACH-000054,-0.40749190549000003
ACH-000055,-0.600071665261
ACH-000060,-0.822087220623
ACH-000067,-0.290346705151
ACH-000070,-0.513438837924
ACH-000075,-0.291372255618
ACH-000078,-0.600761047328
ACH-000082,-0.696739508585
ACH-000085,-0.732831300572
ACH-000086,-0.595906485954
ACH-000087,-0.893141674798
ACH-000092,-0.743908693583
ACH-000095,-0.582285395402
ACH-000097,-0.448329225344
ACH-000098,-0.525865192819
ACH-000099,-0.259985773062
ACH-000108,-0.42174192453000003
ACH-000113,-0.677420374674
ACH-000115,-0.565625049595
ACH-000116,-0.189534543165
ACH-000118,-0.680168602705
ACH-000120,-0.76502593284
ACH-000123,-0.6770633594200001
ACH-000127,-0.5590879051150001
ACH-000128,-0.573647692217
ACH-000132,-0.63000886566
ACH-000133,-0.5843922089320001
ACH-000137,-0.593633396637
ACH-000138,-0.6981689447149999
ACH-000142,-0.39157601406900006
ACH-000143,-0.746459140346
ACH-000146,-0.480708490067
ACH-000148,-0.716551725282
ACH-000150,-0.538765953309
ACH-000152,-0.444180383859
ACH-000153,-0.36322250381899995
ACH-000159,-0.7135035712350001
ACH-000160,-0.645440247412
ACH-000163,-0.709733492423
ACH-000167,0.23587514853100003
ACH-000168,-0.688960267078
ACH-000169,-0.6537007333899999
ACH-000178,-0.6789037294529999
ACH-000182,-0.41814490950000005
ACH-000183,-0.839027003378
ACH-000188,-0.471570664624
ACH-000189,-0.627836475651
ACH-000190,-0.46516978769699996
ACH-000198,-0.6847619570819999
ACH-000204,-0.7214037963959999
ACH-000206,-0.55245914054
ACH-000207,-0.7969406353849999
ACH-000211,-0.528520806226
ACH-000215,-0.482510819804
ACH-000221,-0.383598343532
ACH-000222,-0.980447076268
ACH-000223,-0.399492357633
ACH-000226,-0.337485181024
ACH-000227,-0.837232823298
ACH-000228,-0.571971888137
ACH-000231,-0.568275987664
ACH-000232,-0.715077812645
ACH-000233,-0.517238952654
ACH-000234,-0.739993202181
ACH-000235,-0.627677069612
ACH-000237,-0.510335428324
ACH-000238,-0.869385021658
ACH-000243,-0.8122162293080001
ACH-000244,-0.675020502616
ACH-000246,-0.74950852777
ACH-000248,-0.36457207295999994
ACH-000250,-0.566549458007
ACH-000251,-0.94349689206
ACH-000253,-0.220632659987
ACH-000255,-0.58128182415
ACH-000256,-0.555901532501
ACH-000257,-0.660322812444
ACH-000258,-0.36714395554799995
ACH-000259,-0.895594486769
ACH-000260,-0.504609743521
ACH-000261,-0.8391966286849999
ACH-000262,-0.860617235047
ACH-000263,-0.354248705965
ACH-000264,-0.566438082971
ACH-000265,-0.783677865318
ACH-000266,-0.7468792822429999
ACH-000272,-1.0347722803100001
ACH-000273,-0.464408551757
ACH-000274,-0.45403721407200004
ACH-000277,-0.256816546469
ACH-000278,-0.664751821972
ACH-000279,-0.849589068819
ACH-000280,-0.580018448914
ACH-000281,-0.596951525434
ACH-000288,-0.755367702946
ACH-000291,-0.626523743769
ACH-000293,-0.5635608998730001
ACH-000294,-0.627488681618
ACH-000295,-0.855401735513
ACH-000296,-0.612142242071
ACH-000302,-0.6526037626060001
ACH-000304,-0.81267585985
ACH-000307,-0.72677089465
ACH-000308,-0.647130319971
ACH-000310,-0.717649196433
ACH-000311,-0.5748508975419999
ACH-000312,-0.928003940041
ACH-000315,-0.901491785375
ACH-000316,-0.9882985425849999
ACH-000317,-1.2240793656
ACH-000318,-0.25741654375
ACH-000319,-0.6504026544129999
ACH-000320,-0.876142980643
ACH-000322,-0.430135855862
ACH-000323,-0.568980694083
ACH-000324,-0.45856097207900004
ACH-000329,-0.398264478028
ACH-000330,-0.35178354421499997
ACH-000331,-0.59346657966
ACH-000332,-0.5812370819389999
ACH-000334,-1.2667237439
ACH-000335,-0.627657842169
ACH-000336,-0.14736649954199998
ACH-000337,-0.63119985278
ACH-000339,-0.708786817879
ACH-000341,-0.39401859814499995
ACH-000348,-0.486063938906
ACH-000350,-0.464309849282
ACH-000352,-0.354155689007
ACH-000356,-0.57195573996
ACH-000361,-0.649393200651
ACH-000362,-0.473469142412
ACH-000363,-0.863631756251
ACH-000364,-0.53029307818
ACH-000365,-0.8844178708299999
ACH-000366,-0.594632196666
ACH-000368,-0.633460065715
ACH-000374,-0.443077258986
ACH-000375,-0.744859036599
ACH-000376,-0.977224847969
ACH-000381,-0.38955947308600003
ACH-000383,-0.839338419726
ACH-000387,-0.468639328151
ACH-000389,-0.461435621285
ACH-000390,-0.639662733607
ACH-000393,-0.42786987918700004
ACH-000395,-0.626758948
ACH-000397,-0.484460494264
ACH-000401,-0.616763388728
ACH-000402,-0.934280675476
ACH-000403,-0.71300487044
ACH-000404,-1.0378143046200001
ACH-000406,-0.578561767086
ACH-000407,-0.6171117054
ACH-000408,-0.39496937674800003
ACH-000410,-0.785950105671
ACH-000411,-0.6935162887090001
ACH-000414,-0.717736105169
ACH-000415,-0.5977208494139999
ACH-000416,-0.38775167673199995
ACH-000420,-0.7760632750309999
ACH-000421,-0.696939482727
ACH-000424,-0.328411351118
ACH-000425,-0.548455273228
ACH-000426,-0.5863693639199999
ACH-000427,-0.662233381444
ACH-000433,-0.7416061291220001
ACH-000436,-0.392182279638
ACH-000444,-0.43581995438500004
ACH-000445,-0.419061408126
ACH-000448,-0.857123854315
ACH-000450,-0.553397053207
ACH-000452,-0.564973917817
ACH-000454,-0.8368923068619999
ACH-000458,-0.631452008807
ACH-000459,-0.596902007595
ACH-000460,-0.550217895187
ACH-000461,-0.510435393809
ACH-000463,-0.6432083183940001
ACH-000464,-0.642744158874
ACH-000466,-0.7025232140440001
ACH-000467,-0.654023424742
ACH-000468,-0.542306487606
ACH-000469,-0.824196675466
ACH-000470,-0.480143504841
ACH-000471,-0.47826624011999996
ACH-000472,-0.6733406626999999
ACH-000473,-0.570884162559
ACH-000475,-0.751080418149
ACH-000476,-0.378890732206
ACH-000477,-0.8055153808679999
ACH-000480,-0.533170650817
ACH-000481,-1.05391382392
ACH-000483,-0.29694219139899997
ACH-000484,-0.268463978224
ACH-000485,-0.931845460473
ACH-000486,-0.534664196523
ACH-000487,-0.8983477540899999
ACH-000488,-0.5034186958
ACH-000490,-0.39597210812899997
ACH-000491,-0.624499465673
ACH-000495,-0.815991983036
ACH-000496,-0.929205133627
ACH-000499,-1.00878976514
ACH-000500,-0.393217469417
ACH-000502,-0.576275285282
ACH-000503,-1.1815631488
ACH-000505,-0.6006207302709999
ACH-000507,-0.614334412566
ACH-000510,-0.48906050185500005
ACH-000511,-0.776460911355
ACH-000512,-1.08784462596
ACH-000516,-0.578112686523
ACH-000517,-0.59320520201
ACH-000518,-0.641900503214
ACH-000520,-0.480093439504
ACH-000521,-0.749371774916
ACH-000522,-1.0008633788799999
ACH-000524,-0.666863028079
ACH-000527,-0.6392602982469999
ACH-000528,-0.425214765907
ACH-000537,-0.36730965709799995
ACH-000541,-0.768305299463
ACH-000542,-1.06689021082
ACH-000544,-1.2734185577500001
ACH-000545,-0.9203132534270001
ACH-000547,-0.640079845663
ACH-000548,-0.630165031015
ACH-000549,-0.612641865316
ACH-000550,-0.588162978732
ACH-000552,-0.823123509077
ACH-000556,-0.38478366894500005
ACH-000557,-0.5565667503
ACH-000570,-0.642169058409
ACH-000571,-0.354468995166
ACH-000573,-0.7016601431880001
ACH-000576,-0.499329906301
ACH-000580,-0.627828344637
ACH-000584,-0.613420944035
ACH-000585,-0.574948296864
ACH-000588,-0.5807468690559999
ACH-000589,-0.722102709165
ACH-000591,-0.39543879366400003
ACH-000593,-0.355820097989
ACH-000600,-0.625982674995
ACH-000601,-0.663440728557
ACH-000604,-0.637229623997
ACH-000605,-0.618168611855
ACH-000606,-0.634384421307
ACH-000608,-0.581081566508
ACH-000614,-0.857157289047
ACH-000616,-0.32059619552499996
ACH-000618,-0.49794903473200003
ACH-000619,-0.7639696014
ACH-000620,-0.698434007258
ACH-000621,-0.42925734825
ACH-000622,-0.445284697596
ACH-000623,-0.714694490527
ACH-000624,-0.608956925241
ACH-000627,-0.5711943781100001
ACH-000630,-0.490407971127
ACH-000632,-0.609271370154
ACH-000633,-0.669721543346
ACH-000637,-0.40067477849399996
ACH-000638,-0.560286538985
ACH-000646,-0.6788855193690001
ACH-000647,-0.50331205375
ACH-000648,-0.826207090922
ACH-000649,-0.753161309853
ACH-000651,-0.502495346629
ACH-000652,-0.611407694684
ACH-000653,-0.778452546897
ACH-000657,-0.347489762744
ACH-000658,-1.0132847037100001
ACH-000661,-0.566380012662
ACH-000662,-1.12846495256
ACH-000663,-0.8468141551530001
ACH-000665,-0.506358648827
ACH-000671,-0.847500525455
ACH-000673,-0.5682698662510001
ACH-000676,-0.635381686982
ACH-000677,-0.760103084948
ACH-000681,-0.933572626935
ACH-000682,-0.335440918708
ACH-000683,-0.39903160263400006
ACH-000684,-0.677818887212
ACH-000688,-0.48753788000200005
ACH-000693,-0.505770185831
ACH-000694,-0.661866162382
ACH-000695,-0.643111651011
ACH-000696,-0.555410016027
ACH-000697,-0.41682989706600004
ACH-000699,-0.6937382014929999
ACH-000701,-0.68432982183
ACH-000706,-0.613718991324
ACH-000711,-0.622844477584
ACH-000713,-0.23320645888500002
ACH-000714,-0.594940722683
ACH-000718,-0.711390852842
ACH-000720,-0.377638858178
ACH-000721,-0.706263750889
ACH-000724,-0.47757744806999997
ACH-000725,-0.27257368803800003
ACH-000732,-0.518289099746
ACH-000734,-0.8803979442380001
ACH-000735,-0.8271651492730001
ACH-000736,-0.577822918148
ACH-000738,-0.5910386166089999
ACH-000746,-0.435997666198
ACH-000747,-0.515274238919
ACH-000748,-0.49689678172799995
ACH-000753,-0.40638956638000007
ACH-000756,-0.43886402475100006
ACH-000757,-0.47771063748000003
ACH-000758,-0.462278721632
ACH-000760,-0.556577039527
ACH-000763,-0.79217579611
ACH-000764,-0.442094937496
ACH-000765,-0.616588075151
ACH-000766,-0.510767953301
ACH-000767,-0.504233757811
ACH-000768,-0.635790322046
ACH-000769,-0.813745797202
ACH-000770,-0.38097360333999997
ACH-000771,-0.502797120276
ACH-000773,-0.39974129547
ACH-000776,-0.784075032454
ACH-000777,-0.586069617447
ACH-000778,-0.6211853997300001
ACH-000781,-0.881503360418
ACH-000782,-0.410564611835
ACH-000783,-0.473733472012
ACH-000784,-0.754661938502
ACH-000785,-0.8034728356440001
ACH-000787,-0.764427218142
ACH-000788,-0.40548147230400006
ACH-000791,-0.52544978229
ACH-000792,-0.8744628187989999
ACH-000794,-0.8474663231559999
ACH-000796,-0.536354666569
ACH-000799,-0.381415865509
ACH-000800,-0.318498550865
ACH-000802,-0.864886850632
ACH-000804,-0.639216731198
ACH-000805,-0.668302076687
ACH-000809,-0.390267408168
ACH-000810,-1.12907937833
ACH-000811,-0.530684411275
ACH-000817,-1.0750961794
ACH-000819,-0.421397748406
ACH-000820,-0.815392520218
ACH-000821,-0.710658475649
ACH-000822,-0.522371386456
ACH-000823,-0.45335410695600004
ACH-000824,-0.7242281342389999
ACH-000827,-0.499710838637
ACH-000829,-0.75753027322
ACH-000831,-0.47313209203
ACH-000832,-0.526105504139
ACH-000833,-0.47032467701
ACH-000834,-0.5727343721379999
ACH-000835,-0.590089701221
ACH-000836,-0.485093976645
ACH-000837,-0.644415208303
ACH-000838,-1.0453212217
ACH-000839,-0.8782802273100001
ACH-000840,-0.543821319921
ACH-000841,-0.517864037057
ACH-000843,-0.823991926759
ACH-000846,-0.649903239022
ACH-000847,-0.6275252040820001
ACH-000848,-0.962416946349
ACH-000849,-0.504226864047
ACH-000851,-0.626961647292
ACH-000855,-0.44668785022699997
ACH-000856,-0.6912481187289999
ACH-000858,-0.463224639387
ACH-000859,-0.41448645009199997
ACH-000861,-0.638577363074
ACH-000862,-0.439010052807
ACH-000865,-0.991526106305
ACH-000866,-0.43574703043499996
ACH-000867,-0.43397828462800003
ACH-000869,-0.512632538771
ACH-000872,-0.597641218473
ACH-000873,-0.346534170571
ACH-000876,-0.473436339172
ACH-000878,-0.648660049145
ACH-000880,-0.270539315397
ACH-000881,-0.549897421218
ACH-000882,-0.537700777762
ACH-000884,-0.24477812345400002
ACH-000885,-0.398071694852
ACH-000887,-0.533385973737
ACH-000888,-0.416254295793
ACH-000889,-0.6251012183910001
ACH-000890,-0.844623394174
ACH-000896,-0.600260341093
ACH-000898,-0.553477404939
ACH-000900,-0.8272783103370001
ACH-000901,-0.540691451102
ACH-000905,-0.531617536167
ACH-000906,-0.703736790618
ACH-000907,-0.567803586484
ACH-000910,-0.41256825220700005
ACH-000911,-0.45824397292400004
ACH-000912,-0.401350452938
ACH-000913,-0.494477389652
ACH-000915,-0.664022207151
ACH-000916,-0.0785462025855
ACH-000917,-0.604501403541
ACH-000921,-0.678284625079
ACH-000924,-0.433962709876
ACH-000926,-0.8763735775329999
ACH-000928,-0.46129382776999994
ACH-000929,-0.407794348917
ACH-000932,-0.416100330204
ACH-000935,-0.7431832753859999
ACH-000936,-0.810682751641
ACH-000937,-0.402576888134
ACH-000938,-0.663151734318
ACH-000939,-0.711890522713
ACH-000941,-0.87099886222
ACH-000943,-0.701843658394
ACH-000946,-0.433235882102
ACH-000947,-0.582284466951
ACH-000948,-0.291277162158
ACH-000950,-0.5357887534529999
ACH-000953,-0.351042547975
ACH-000957,-0.34046849573
ACH-000958,-0.748107224647
ACH-000960,-0.42040850467600005
ACH-000963,-0.493047181954
ACH-000968,-0.49638539345700006
ACH-000969,-0.531259641034
ACH-000973,-0.318870728992
ACH-000974,-0.535080134996
ACH-000975,-0.483230077959
ACH-000976,-0.453952267174
ACH-000978,-0.15561054607
ACH-000980,-0.1547011034
ACH-000984,-0.350865685329
ACH-000986,-0.946434608387
ACH-000988,-0.37559188485399997
ACH-000993,-0.46680766060400003
ACH-000994,-0.550499171524
ACH-000996,-0.483842806758
ACH-001001,-0.809991092379
ACH-001020,-0.539367014923
ACH-001028,-0.956790632896
ACH-001031,-0.44870438601
ACH-001038,-0.730185079129
ACH-001048,-0.560451213825
ACH-001050,-0.743410026672
ACH-001053,-0.597080616702
ACH-001054,-0.785436494374
ACH-001061,-0.43283106381
ACH-001067,-0.6901217541419999
ACH-001075,-0.637233517813
ACH-001096,-0.65733415577
ACH-001128,-0.756827274271
ACH-001134,-0.788167242983
ACH-001151,-0.533360312844
ACH-001163,-0.864741205071
ACH-001164,-0.24748689516999997
ACH-001173,-0.397566861576
ACH-001183,-0.47819801608900003
ACH-001184,-0.76367873825
ACH-001190,-0.550351916358
ACH-001192,-1.18102895559
ACH-001193,-0.556116223566
ACH-001196,-0.906136817836
ACH-001197,-0.464470142206
ACH-001205,-0.523808136506
ACH-001211,-0.753480719549
ACH-001212,-0.589924888939
ACH-001228,-0.42650420382700005
ACH-001232,-0.594999037747
ACH-001239,-0.8770523495
ACH-001274,-0.43215641886399997
ACH-001275,-0.586231252925
ACH-001277,-0.9125259223540001
ACH-001278,-0.553531256843
ACH-001280,-0.57782726706
ACH-001283,-0.7750393052519999
ACH-001289,-0.419465297422
ACH-001295,-0.708745927931
ACH-001300,-0.9874526276919999
ACH-001301,-0.54361262738
ACH-001302,-0.501491701951
ACH-001303,-0.7950556634720001
ACH-001306,-0.6649059206600001
ACH-001318,-0.734311163563
ACH-001322,-0.734928407733
ACH-001328,-0.515859218912
ACH-001332,-0.639724761225
ACH-001333,-0.510798860551
ACH-001336,-0.658122727396
ACH-001340,-0.40022091121799996
ACH-001346,-1.07184859712
ACH-001353,-0.668264085405
ACH-001354,-0.664020495833
ACH-001367,-0.55915015793
ACH-001368,-0.574844358828
ACH-001374,-0.7266817548960001
ACH-001375,-0.428730133447
ACH-001377,-0.411094940894
ACH-001380,-0.879938309837
ACH-001391,-0.652604801865
ACH-001407,-0.687416620769
ACH-001408,-0.49951965122599995
ACH-001413,-0.512946206171
ACH-001430,-0.844612559698
ACH-001431,-0.54080891654
ACH-001450,-1.02466775048
ACH-001496,-0.33869012149300004
ACH-001500,-0.531361790159
ACH-001521,-0.460579220526
ACH-001523,-0.768350520353
ACH-001532,-0.735395785882
ACH-001536,-0.7219719295520001
ACH-001550,-0.617935334064
ACH-001552,-0.48321876569899996
ACH-001554,-0.468993118023
ACH-001645,-0.453230716715
ACH-001654,-0.81077042213
ACH-001715,-0.37920676148500004
ACH-001735,-0.446143012798
ACH-001736,-0.613482004929
ACH-001737,-0.623793965779
ACH-001740,-0.37581697756800003
ACH-001745,-0.637777197943
ACH-001750,-0.528431816441
ACH-001765,-0.6298494522879999
ACH-001956,-0.4397511526100001
ACH-001957,-0.451046201662
