,RPUSD2 (27079)
ACH-000004,-0.507013211506
ACH-000007,-0.0897439694686
ACH-000009,-0.312235048046
ACH-000011,-0.0938826113476
ACH-000012,-0.378296363593
ACH-000013,-0.29456213936299996
ACH-000014,-0.308996476621
ACH-000015,-0.186766773024
ACH-000017,-0.14369333337200002
ACH-000018,-0.11558101896
ACH-000019,-0.304066351083
ACH-000021,-0.14783048443900002
ACH-000022,-0.141428040989
ACH-000025,-0.156501825135
ACH-000028,-0.17406480243
ACH-000030,-0.223423990953
ACH-000035,-0.184922930812
ACH-000036,-0.165131293203
ACH-000037,-0.231677047075
ACH-000039,-0.190692803517
ACH-000040,-0.317153734094
ACH-000041,-0.204875828149
ACH-000042,-0.149821201957
ACH-000045,-0.307758533459
ACH-000047,-0.26199119279599997
ACH-000052,-0.240798825921
ACH-000053,-0.300258700186
ACH-000054,-0.117856483932
ACH-000055,-0.343674679635
ACH-000060,-0.120215526085
ACH-000067,-0.26623014234000003
ACH-000070,-0.128799652226
ACH-000075,0.0262240470914
ACH-000078,-0.288590949506
ACH-000082,-0.201165622783
ACH-000085,-0.037100656972
ACH-000086,-0.16463021464000002
ACH-000087,0.0322838981972
ACH-000092,-0.11621425082800001
ACH-000095,-0.10745519681
ACH-000097,-0.162576103969
ACH-000098,-0.12437940326500001
ACH-000099,-0.163182913231
ACH-000108,-0.211002346651
ACH-000113,-0.245919003312
ACH-000115,-0.30914906301600004
ACH-000116,-0.291589921893
ACH-000118,-0.475467709762
ACH-000120,-0.25251628411800003
ACH-000123,-0.18054558307
ACH-000127,-0.22056772789700002
ACH-000128,-0.349788929479
ACH-000132,-0.40434203301399996
ACH-000133,-0.170872087057
ACH-000137,-0.158011536464
ACH-000138,-0.19618415473
ACH-000142,-0.036011917071500005
ACH-000143,-0.176365485984
ACH-000146,-0.361275422271
ACH-000148,-0.15796482185
ACH-000150,-0.49872267168799994
ACH-000152,-0.03447182621019999
ACH-000153,-0.716476405615
ACH-000159,-0.258655820465
ACH-000160,-0.424573597488
ACH-000163,-0.09751530527999999
ACH-000167,-0.32396783755999997
ACH-000168,-0.29922992333500004
ACH-000169,-0.23991193759799997
ACH-000178,-0.302073915347
ACH-000182,-0.265996274143
ACH-000183,-0.36823815246200003
ACH-000188,-0.252812918257
ACH-000189,-0.403535749702
ACH-000190,-0.00804098264417
ACH-000198,-0.40297287141599997
ACH-000204,-0.573840905445
ACH-000206,-0.123895056559
ACH-000207,-0.23722410380199999
ACH-000211,-0.337260907506
ACH-000215,-0.178623689559
ACH-000221,-0.395818123104
ACH-000222,-0.10164622268300001
ACH-000223,-0.376792720443
