,SHCBP1L (81626)
ACH-000004,-0.0834368041074
ACH-000007,-0.144735929265
ACH-000009,0.123466366184
ACH-000011,-0.0108060992511
ACH-000012,-0.0610586980798
ACH-000013,0.0585558535272
ACH-000014,-0.040355790634300004
ACH-000015,0.109606176525
ACH-000017,0.13878838027999998
ACH-000018,-0.21827258843800001
ACH-000019,-0.0181309923145
ACH-000021,0.051616747492899996
ACH-000022,0.011339102825499998
ACH-000025,0.112603152605
ACH-000028,0.134591482516
ACH-000030,0.121167604687
ACH-000035,-0.006928505868920001
ACH-000036,0.00817000378119
ACH-000037,0.193802165484
ACH-000039,0.160864736554
ACH-000040,-0.040856774366800006
ACH-000041,0.17420941558699998
ACH-000042,0.011758838972200002
ACH-000045,0.0299085320672
ACH-000047,-0.021329601853299997
ACH-000052,-0.107875338711
ACH-000053,0.032920210139000004
ACH-000054,0.0194015798603
ACH-000055,-0.107139252762
ACH-000060,0.26781293135699996
ACH-000067,0.102678273765
ACH-000070,-0.12302038224199999
ACH-000075,0.00797641228554
ACH-000078,0.24526688101100003
ACH-000082,0.0716549950407
ACH-000085,-0.12580046578600002
ACH-000086,-0.0168082295348
ACH-000087,-0.10707954171800001
ACH-000092,-0.041103722700099994
ACH-000095,-0.0987528183347
ACH-000097,-0.0338720966821
ACH-000098,0.0567556738431
ACH-000099,0.0723152375622
ACH-000108,0.042833589932399996
ACH-000113,0.113954727019
ACH-000115,-0.294540909094
ACH-000116,0.0982109577961
ACH-000118,0.0883807858385
ACH-000120,-0.0120002401065
ACH-000123,0.0602234456295
ACH-000127,-0.00312234769393
ACH-000128,-0.07357723001360002
ACH-000132,-0.0149947246575
ACH-000133,-0.0732575090452
ACH-000137,0.108143571807
ACH-000138,0.137356276205
ACH-000142,0.25971097171199997
ACH-000143,0.0726346975294
ACH-000146,0.155193630625
ACH-000148,-0.053971583291800004
ACH-000150,0.0737421276832
ACH-000152,0.0687868859796
ACH-000153,0.196476181129
ACH-000159,0.156223315551
ACH-000160,0.18931864078299998
ACH-000163,-0.136798904617
ACH-000167,0.10981297921599999
ACH-000168,0.0345710946742
ACH-000169,-0.0712378554951
ACH-000178,0.180217120776
ACH-000182,0.0318097731302
