,NSF (4905)
ACH-000317,-1.4037872779799998
ACH-000318,-1.39244880397
ACH-000319,-1.6607398709399999
ACH-000320,-1.3810808369499998
ACH-000322,-1.25129298916
ACH-000323,-1.78901460192
ACH-000324,-1.4761751904499998
ACH-000329,-1.67191307398
ACH-000330,-1.7019442438699999
ACH-000331,-1.34388610407
ACH-000332,-1.32855032451
ACH-000334,-1.9679219254700002
ACH-000335,-1.5692049361200002
ACH-000336,-1.7165040151100002
ACH-000337,-1.4594850623299997
ACH-000339,-1.37875495052
ACH-000341,-1.8461692007799997
ACH-000348,-1.73401056926
ACH-000350,-1.32563893719
ACH-000352,-1.4119858080899998
ACH-000356,-1.5487440145200002
ACH-000361,-1.70683967185
ACH-000362,-1.70333768064
ACH-000363,-1.5380194306600001
ACH-000364,-1.53630718097
ACH-000365,-1.7464505600799998
ACH-000366,-1.6061443137600002
ACH-000368,-1.35632542028
ACH-000374,-1.56512211637
ACH-000375,-1.55993078055
ACH-000376,-1.4025434715
ACH-000381,-1.69145943664
ACH-000383,-1.6095649860299999
ACH-000387,-1.64061993521
ACH-000389,-1.46067380806
ACH-000390,-1.8705072110099998
ACH-000393,-1.5535343149399998
ACH-000395,-1.90821030338
ACH-000397,-1.7012135036000002
ACH-000401,-1.51165896695
ACH-000402,-1.66777615724
ACH-000403,-1.76959306185
ACH-000404,-1.51695347227
ACH-000406,-1.5931326613299999
ACH-000407,-1.21350064951
ACH-000408,-1.1166901443200001
ACH-000410,-1.52155608417
ACH-000411,-1.43389260717
ACH-000414,-1.5449838834099998
ACH-000415,-1.48695464611
ACH-000416,-1.48690351075
ACH-000420,-1.161178236
ACH-000421,-1.36481896125
ACH-000424,-1.44816801553
ACH-000425,-1.68578969363
ACH-000426,-1.46883498922
ACH-000427,-1.5527158062600002
ACH-000433,-1.1015653952200002
ACH-000436,-1.4645014296599999
ACH-000444,-1.2805267052
ACH-000445,-1.43377541037
ACH-000448,-1.6572789106999999
ACH-000450,-1.50734618729
ACH-000452,-1.64111700289
ACH-000454,-1.18883158887
ACH-000458,-1.3596666574899998
ACH-000459,-1.28399246748
ACH-000460,-1.3707851838
ACH-000461,-1.47749024621
ACH-000463,-1.39572498956
ACH-000464,-1.90358529066
ACH-000466,-1.6163689245
ACH-000467,-1.48175041961
ACH-000468,-1.56795412599
ACH-000469,-1.4921429860100002
ACH-000470,-1.8650173273599997
ACH-000471,-1.53325814796
ACH-000472,-1.69381319563
ACH-000473,-1.4809010423500002
ACH-000475,-1.4493195491100002
ACH-000476,-1.57131018886
ACH-000477,-1.6162064135699998
ACH-000480,-1.58902905997
ACH-000481,-1.4929924499200002
ACH-000483,-1.53887739442
ACH-000484,-1.91594534521
ACH-000485,-1.31825422026
ACH-000486,-1.09889713329
ACH-000487,-1.5114750479499999
ACH-000488,-1.4200659834799998
ACH-000490,-1.11020929346
ACH-000491,-1.7853901552000002
ACH-000495,-1.55442935348
ACH-000496,-1.3998268049
ACH-000499,-1.5726524220500002
ACH-000500,-0.7064169540590001
ACH-000502,-1.38351028778
ACH-000503,-1.84997564277
ACH-000505,-1.5020851129799997
ACH-000507,-1.54188103775
ACH-000510,-1.4770608136899999
ACH-000511,-1.5323648002799999
ACH-000512,-1.60399966848
ACH-000516,-1.6623752816400001
ACH-000517,-1.53030644595
ACH-000518,-1.18106047855
ACH-000520,-1.7056782430200002
ACH-000521,-1.29842735485
ACH-000522,-1.51350483417
ACH-000524,-1.81547730026
ACH-000527,-1.45074623775
ACH-000528,-1.28577902924
ACH-000537,-1.70927368678
ACH-000541,-1.41832393074
ACH-000542,-1.46761241644
ACH-000544,-1.3791309392700002
ACH-000545,-1.40914581965
ACH-000547,-1.2053042261700002
ACH-000548,-1.59709668283
ACH-000549,-1.17443388851
ACH-000550,-1.1706542172
ACH-000552,-1.4104319097799998
ACH-000556,-1.6386339914399999
ACH-000557,-1.45714084137
ACH-000570,-1.7365064812200002
ACH-000571,-2.17425187028
ACH-000573,-1.82429313947
ACH-000576,-1.48794315826
ACH-000580,-1.5155354086000001
ACH-000584,-1.5988777887099999
ACH-000585,-1.4577601866
ACH-000588,-1.4512812136000002
ACH-000589,-1.33821552338
ACH-000591,-1.6513872013799997
ACH-000593,-1.53802085355
ACH-000600,-1.61061596277
ACH-000601,-1.44064102185
ACH-000604,-1.8832367342900003
ACH-000605,-1.21698289402
ACH-000606,-1.39569594576
ACH-000608,-2.15693758366
ACH-000614,-1.92073159583
ACH-000616,-1.18686228263
ACH-000618,-1.50801136729
ACH-000619,-1.3179673804899998
ACH-000620,-1.67405478748
ACH-000621,-1.6047139879299999
ACH-000622,-1.60547050836
ACH-000623,-1.5689843047799998
ACH-000624,-1.62346741526
ACH-000627,-1.51238415902
ACH-000630,-1.4651483728799999
ACH-000632,-1.4825965354799997
ACH-000633,-1.7829901751800001
ACH-000637,-1.32460826819
ACH-000638,-1.56778699308
ACH-000646,-1.6677795113999998
ACH-000647,-1.27979577459
ACH-000648,-1.18950220352
ACH-000649,-1.61853812468
ACH-000651,-1.64409131378
ACH-000652,-1.77166991241
ACH-000653,-1.5778590557899999
ACH-000657,-1.54101541156
ACH-000658,-1.5897997590600002
ACH-000661,-1.5341877911500001
ACH-000662,-1.68164149188
ACH-000663,-1.61500587325
ACH-000665,-1.4019832489300001
ACH-000671,-1.55461486582
ACH-000673,-1.49109375658
ACH-000676,-1.6013445273299998
ACH-000677,-2.0275029012
ACH-000681,-1.5826924205500001
ACH-000682,-1.36580144557
ACH-000683,-1.7110783429499998
ACH-000684,-1.3918330182299998
ACH-000688,-1.8187533636900002
ACH-000693,-1.3421101374200002
ACH-000694,-1.4501040948500001
ACH-000695,-1.2671434019399999
ACH-000696,-1.3579859672999999
ACH-000697,-1.4278340034600001
ACH-000699,-1.83298263371
ACH-000701,-1.42888938044
ACH-000706,-1.37671261111
ACH-000711,-1.5153840599700001
ACH-000713,-1.4500532794299998
ACH-000714,-1.46933325035
ACH-000718,-1.82544970887
ACH-000720,-1.46325011218
ACH-000721,-1.3628369880700002
ACH-000724,-1.5866468576
ACH-000725,-1.97865424199
ACH-000732,-1.4913000055399999
ACH-000734,-1.5665757701700003
ACH-000735,-1.5846750363799997
ACH-000736,-1.5139182263799997
ACH-000738,-1.0927498804200002
ACH-000746,-1.7528116566900003
ACH-000747,-1.32277104271
ACH-000748,-1.28984206855
ACH-000753,-1.4706586727200002
ACH-000756,-1.5128415549399998
ACH-000757,-1.4949807874399998
ACH-000758,-1.4818158754100001
ACH-000760,-1.4599019970700002
ACH-000763,-1.41313335808
ACH-000764,-1.4179133165900002
ACH-000765,-1.14597522947
ACH-000766,-1.4485083843200002
ACH-000767,-1.64096492684
ACH-000768,-1.4147585388
ACH-000769,-1.53122852812
ACH-000770,-1.45447053808
ACH-000771,-1.5036987727899997
ACH-000773,-1.59747575975
ACH-000776,-1.45109035697
ACH-000777,-1.46144947799
ACH-000778,-1.80752930949
ACH-000781,-1.3718428455200002
ACH-000782,-1.7101592986200003
ACH-000783,-1.6281068445500002
ACH-000784,-1.61806778465
ACH-000785,-1.3908760759099998
ACH-000787,-1.4916212563999998
ACH-000788,-1.4608326502899998
ACH-000791,-1.29441233462
ACH-000792,-1.4448377091100002
ACH-000794,-1.35724952713
ACH-000796,-1.52794963763
ACH-000799,-1.3035727972799998
ACH-000800,-1.36766986306
ACH-000802,-1.53149712144
ACH-000804,-1.3326445582
ACH-000805,-1.52603167706
ACH-000809,-1.2350919673899998
ACH-000810,-1.28276990407
ACH-000811,-1.6333069928100001
ACH-000817,-1.2842503139499999
ACH-000819,-1.31652307372
ACH-000820,-1.58785159547
ACH-000821,-1.6830465424399998
ACH-000822,-1.9164058931499999
ACH-000823,-1.49403605648
ACH-000824,-1.52658714546
ACH-000827,-1.3789468130899998
ACH-000829,-1.65441023403
ACH-000831,-1.34267693462
ACH-000832,-1.19758817058
ACH-000833,-1.6809196597299998
ACH-000834,-1.37968346729
ACH-000835,-1.4329729886700002
ACH-000836,-1.7705182319
ACH-000837,-1.5093980809799998
ACH-000838,-1.46440604709
ACH-000839,-1.2601245648100001
ACH-000840,-1.57782215261
ACH-000841,-1.4656075388799998
ACH-000843,-1.2411502711
ACH-000846,-1.5829069770700002
ACH-000847,-1.5047420653
ACH-000848,-1.21033226235
ACH-000849,-1.4866551328400002
ACH-000851,-1.70417471583
ACH-000855,-1.3584680577000001
ACH-000856,-1.61185247541
ACH-000858,-1.6465929003
ACH-000859,-1.20357590295
ACH-000861,-1.4938944613
ACH-000862,-1.52249415086
ACH-000865,-1.31494216735
ACH-000866,-1.57638937072
ACH-000867,-1.53675616455
ACH-000869,-1.8423438405700001
ACH-000872,-1.17268472624
ACH-000873,-1.8401839001400002
ACH-000876,-1.9477671374599999
ACH-000878,-1.32920858562
ACH-000880,-1.40189383164
ACH-000881,-1.32045707725
ACH-000882,-1.43364147093
ACH-000884,-1.4339612051100001
ACH-000885,-1.6614726923700003
ACH-000887,-1.2633030378299999
ACH-000888,-1.60907082516
ACH-000889,-1.5673116118000001
ACH-000890,-1.62425184159
ACH-000896,-1.35457057132
ACH-000898,-1.45194599303
ACH-000900,-1.48352010657
ACH-000901,-1.27749663932
ACH-000905,-1.3406604147299999
ACH-000906,-1.41596040979
ACH-000907,-1.0626052789700002
ACH-000910,-1.79012694877
ACH-000911,-1.62632700995
ACH-000912,-1.4771668629299999
ACH-000913,-1.5316166102000002
ACH-000915,-1.5499969325799998
ACH-000916,-1.37134775647
ACH-000917,-1.4615262371000002
ACH-000921,-1.49654433067
ACH-000924,-1.6651051368799998
ACH-000926,-1.8663739725200001
ACH-000928,-1.3714116063400001
ACH-000929,-1.5547101925600002
ACH-000932,-1.7099488984600002
ACH-000935,-1.36998798704
ACH-000936,-1.6053310674599999
ACH-000937,-1.70910731842
ACH-000938,-1.62567088196
ACH-000939,-1.53116087396
ACH-000941,-1.4697743261200003
ACH-000943,-1.35920117312
ACH-000946,-1.2497495704600001
ACH-000947,-1.57068367554
ACH-000948,-1.35602592027
ACH-000950,-1.09712855971
ACH-000953,-1.5843583355200002
ACH-000957,-1.3800239928100002
ACH-000958,-1.3435184477899997
ACH-000960,-1.69555703319
ACH-000963,-1.19279479859
ACH-000968,-1.5415590656600002
ACH-000969,-1.64805202639
ACH-000973,-1.3427727668399998
ACH-000974,-1.56782724661
ACH-000975,-1.30033073179
ACH-000976,-1.2008531182200002
ACH-000978,-1.70663795159
ACH-000980,-1.51769041627
ACH-000984,-1.6020742537700001
ACH-000986,-1.43351755901
ACH-000988,-1.1411997461499999
ACH-000993,-1.15489958436
ACH-000994,-1.64803733653
ACH-000996,-1.3214156362799998
ACH-001001,-1.62879412851
ACH-001020,-1.31360949075
ACH-001028,-1.6483978265500001
ACH-001031,-1.35429394269
ACH-001038,-1.8712900935599999
ACH-001048,-1.48412616792
ACH-001050,-1.49622828276
ACH-001053,-1.2916399950700002
ACH-001054,-1.51128798553
ACH-001061,-1.2826805526799998
ACH-001067,-1.5486616502200001
ACH-001075,-1.64050702243
ACH-001096,-1.5752653764200002
ACH-001128,-2.18588700503
ACH-001134,-1.51635226081
ACH-001151,-1.25897315203
ACH-001163,-1.7695782823
ACH-001164,-1.32967470534
ACH-001173,-1.4934397484900002
ACH-001183,-1.46299492522
ACH-001184,-1.5635783847
ACH-001190,-1.26780510745
ACH-001192,-1.5616226613600002
ACH-001193,-1.6411461683500002
ACH-001196,-1.29475692858
ACH-001197,-1.65679117259
ACH-001205,-1.44341209225
ACH-001211,-1.709176985
ACH-001212,-1.7530102176700002
ACH-001228,-1.83055671221
ACH-001232,-1.25577584654
ACH-001239,-1.6061832093900001
ACH-001274,-1.52753274461
ACH-001275,-1.62416439342
ACH-001277,-1.22848673137
ACH-001278,-1.43788125851
ACH-001280,-1.9203635542200002
ACH-001283,-1.3629314294400001
ACH-001289,-1.73540979219
ACH-001295,-1.74585892038
ACH-001300,-1.56021855824
ACH-001301,-1.3672414338799999
ACH-001302,-1.60002006084
ACH-001303,-1.7133844314200002
ACH-001306,-1.40687910725
ACH-001318,-1.36001084083
ACH-001322,-1.69645044686
ACH-001328,-1.31395936496
ACH-001332,-1.26503022938
ACH-001333,-1.32348247875
ACH-001336,-1.51329734583
ACH-001340,-1.4283761360299998
ACH-001346,-1.35203559303
ACH-001353,-1.4788261106799998
ACH-001354,-1.39558694635
ACH-001367,-1.6834069571899999
ACH-001368,-1.7518754020299998
ACH-001374,-1.5247039665399997
ACH-001375,-1.4756014001700002
ACH-001377,-1.7548903275599999
ACH-001380,-1.55575198378
ACH-001391,-1.89063609497
ACH-001407,-1.41732846006
ACH-001408,-1.2250165719
ACH-001413,-1.17866512215
ACH-001430,-1.8212172376400002
ACH-001431,-1.44160773123
ACH-001450,-1.5287129747900001
ACH-001496,-1.6188042231400002
ACH-001500,-1.52315723058
ACH-001521,-1.3907902141
ACH-001523,-1.27327341241
ACH-001532,-1.45834901488
ACH-001536,-1.34187147894
ACH-001550,-1.8387266473700001
ACH-001552,-1.72839057
ACH-001554,-1.50525172949
ACH-001645,-1.67397560114
ACH-001654,-1.42896268091
ACH-001715,-1.4299896108399999
ACH-001735,-1.7505607676800001
ACH-001736,-1.6660953336200002
ACH-001737,-1.8371332989099998
ACH-001740,-1.4591599255399998
ACH-001745,-1.6795616034399998
ACH-001750,-1.4178528980200003
ACH-001765,-1.50172298229
ACH-001956,-1.7094886702599998
ACH-001957,-1.6265374636399998
