,GSTCD (79807)
ACH-000004,0.157884235709
ACH-000007,0.07960274447389999
ACH-000009,-0.006972357692430001
ACH-000011,0.183844732189
ACH-000012,0.0140383736699
ACH-000013,0.228796571348
ACH-000014,0.21231466082699998
ACH-000015,0.12066332415799999
ACH-000017,0.028113755639400002
ACH-000018,0.269964735779
ACH-000019,0.17067163872299998
ACH-000021,0.234049982579
ACH-000022,0.162355390842
ACH-000025,0.18926846419799997
ACH-000028,0.11066457610500001
ACH-000030,0.171058980233
ACH-000035,0.127241840494
ACH-000036,0.153310829659
ACH-000037,0.331266454235
ACH-000039,0.33452313781
ACH-000040,0.41148148230899995
ACH-000041,-0.266321660737
ACH-000042,0.11901892453099999
ACH-000045,0.143459297659
ACH-000047,0.229236116618
ACH-000052,0.255283994663
ACH-000053,0.15651173924200001
ACH-000054,-0.0214496179787
ACH-000055,0.037977552902699996
ACH-000060,-0.017771928712900002
ACH-000067,0.09847500227669999
ACH-000070,0.17428702895300002
ACH-000075,-0.124510870574
ACH-000078,0.254938147061
ACH-000082,0.23052192667399998
ACH-000085,0.310492272837
ACH-000086,0.167966064492
ACH-000087,0.35483409130500004
ACH-000092,-0.030631613045799998
ACH-000095,0.0795340851133
ACH-000097,0.112364868428
ACH-000098,0.0392146860359
ACH-000099,0.105526479909
ACH-000108,0.184668909922
ACH-000113,0.24500977195999998
ACH-000115,0.061011725399599995
ACH-000116,0.124319529151
ACH-000118,0.22379172875300002
ACH-000120,-0.025221796101099998
ACH-000123,0.181540378592
ACH-000127,0.120365896729
ACH-000128,0.103542400211
ACH-000132,-0.0576527220196
ACH-000133,0.23293094049600002
ACH-000137,0.045466666430599996
ACH-000138,0.22888237530900002
ACH-000142,0.317293513045
ACH-000143,0.290513296272
ACH-000146,0.154029759672
ACH-000148,0.0535067728863
ACH-000150,0.09424335113360001
ACH-000152,0.0218482456329
ACH-000153,-0.26965860601
ACH-000159,0.170826337235
ACH-000160,-0.022878893119
ACH-000163,0.00374089715663
ACH-000167,0.265662161772
ACH-000168,-0.12850910176799998
ACH-000169,0.0418810874345
ACH-000178,0.0787565275375
ACH-000182,0.21866161826799999
ACH-000183,0.09995902874859999
ACH-000188,0.166353292925
ACH-000189,0.375597885157
ACH-000190,0.0350431689195
ACH-000198,0.0570796462818
ACH-000204,-0.39541466622
ACH-000206,0.335529326248
ACH-000207,0.139875717009
ACH-000211,0.261887738094
ACH-000215,0.203902995875
ACH-000221,0.011905093495
ACH-000222,0.016349630121799998
ACH-000223,0.198197039837
ACH-000226,0.10030844050599999
ACH-000227,0.235807533046
ACH-000228,0.127405983831
