,SREK1 (140890)
ACH-000460,-0.474193079624
ACH-000461,-0.497359539225
ACH-000463,-0.306559881144
ACH-000464,-0.04764057551130001
ACH-000466,-0.313685633069
ACH-000467,-0.43112075845200004
ACH-000468,-0.414322025283
ACH-000469,-0.476228000541
ACH-000470,-0.31391983176399996
ACH-000471,-0.21600160376
ACH-000472,-0.610425910226
ACH-000473,-0.696950919294
ACH-000475,-0.317004267179
ACH-000476,-0.5624322828230001
ACH-000477,-1.13415732927
ACH-000480,-0.25941000865499997
ACH-000481,-0.628956741255
ACH-000483,-0.479937264107
ACH-000484,-0.986463784251
ACH-000485,-0.368993718172
ACH-000486,-0.493986454774
ACH-000487,-0.531484496692
ACH-000488,-0.487072222887
ACH-000490,-0.197980752098
ACH-000491,-0.457965956658
ACH-000495,-0.317073581988
ACH-000496,-0.451444748549
ACH-000499,-0.600058141729
ACH-000500,-0.582664031714
ACH-000502,-0.479282368412
ACH-000503,-0.0247674658579
ACH-000505,-0.143151556612
ACH-000507,-0.601408060547
ACH-000510,-0.36698088698299997
ACH-000511,-0.286304057535
ACH-000512,-0.270066229576
ACH-000516,-0.33595190579800005
ACH-000517,-0.528010091174
ACH-000518,-0.400258509989
ACH-000520,-0.7720796390979999
ACH-000521,-0.093956039713
ACH-000522,-0.507211626834
ACH-000524,-0.320754388705
ACH-000527,-0.242254915364
ACH-000528,-0.463894801886
ACH-000537,-0.48993411075800003
ACH-000541,-0.555421592816
ACH-000542,-0.527571810395
ACH-000544,-0.668986543269
ACH-000545,-0.10656957547
ACH-000547,0.08839732504310001
ACH-000548,-0.0559755828866
ACH-000549,-0.552286285845
ACH-000550,-0.660600494666
ACH-000552,-0.491566524453
ACH-000556,-0.429916680432
ACH-000557,-0.33521116813499996
ACH-000570,-0.17896435815099998
ACH-000571,-0.524410099514
ACH-000573,-0.30680204262899996
ACH-000576,-0.346795693725
ACH-000580,-0.7971675866879999
ACH-000584,-0.17742899604200002
ACH-000585,-0.262882439743
ACH-000588,-0.365526173741
ACH-000589,-0.350190485412
ACH-000591,0.11554902019000002
ACH-000593,-0.171404101541
ACH-000600,-0.10631487526399999
ACH-000601,-0.168653867359
ACH-000604,-0.579716970643
ACH-000605,-0.29406530031
ACH-000606,-0.40193237349399996
ACH-000608,-0.7480417051870001
ACH-000614,-0.26562228840999996
ACH-000616,-0.573366354393
ACH-000618,-0.222021936368
ACH-000619,-0.229928338654
ACH-000620,-0.482036273201
ACH-000621,-0.40850200684199994
ACH-000622,-0.45263252876800003
ACH-000623,-0.291136144707
ACH-000624,-0.43556610914099997
ACH-000627,-0.332357285719
ACH-000630,-0.374919945197
ACH-000632,-0.274095654596
ACH-000633,0.0377855917787
ACH-000637,-0.276290216865
ACH-000638,-0.670225623144
ACH-000646,-0.24480062884599998
ACH-000647,-0.353512783908
ACH-000648,-0.641654704989
ACH-000649,-0.48300427551799996
ACH-000651,-0.222073572012
ACH-000652,-0.391081243015
ACH-000653,-0.336873531634
ACH-000657,-0.534186726865
ACH-000658,-0.41873293257
ACH-000661,-0.442692807508
ACH-000662,-0.478832202685
ACH-000663,-0.21165910874000002
ACH-000665,-0.565921216011
ACH-000671,-0.6656819150600001
ACH-000673,-0.42617627454499996
ACH-000676,-0.305976504755
ACH-000677,0.116254210302
ACH-000681,-0.323421583759
ACH-000682,-0.589977878667
ACH-000683,-0.492592222315
ACH-000684,-0.257947708675
ACH-000688,-0.704666779739
ACH-000693,-0.18224980197
ACH-000694,-0.508103228223
ACH-000695,-0.33757063965899997
ACH-000696,-0.344362722552
ACH-000697,-0.42777775842
ACH-000699,-0.715949861401
ACH-000701,-0.220644212125
ACH-000706,-0.263063243237
ACH-000711,-0.45817922933399996
ACH-000713,-0.40554451397
ACH-000714,-0.714443540657
ACH-000718,-0.571931222894
ACH-000720,-0.356721893116
ACH-000721,-0.388884805466
ACH-000724,-0.110261812238
ACH-000725,-0.313505247632
ACH-000732,-0.34067137297
ACH-000734,-0.48025191816600005
ACH-000735,-0.28309915543999997
ACH-000736,-0.5182663079050001
ACH-000738,-0.363477007954
ACH-000746,-0.47554171935199996
ACH-000747,-0.433637181022
ACH-000748,-0.311287437908
ACH-000753,-0.26994740588000005
ACH-000756,0.0789613956923
ACH-000757,-0.27430548111200004
ACH-000758,-0.213156117236
ACH-000760,-0.276674593784
ACH-000763,-0.5557246424800001
ACH-000764,0.0932278901716
ACH-000765,-0.444255922011
ACH-000766,-0.499350197892
ACH-000767,-0.335039481545
ACH-000768,-0.46602305542800004
ACH-000769,-0.4454869227
ACH-000770,-0.396466006004
ACH-000771,-0.531149845246
ACH-000773,-0.414081776368
ACH-000776,-0.10556903210000002
ACH-000777,-0.119672143697
ACH-000778,-0.28834841579
ACH-000781,-0.06577011187580001
ACH-000782,-0.0052338283530799995
ACH-000783,-0.186826687681
ACH-000784,-0.140158799547
ACH-000785,-0.47659265963299996
ACH-000787,-0.263498153575
ACH-000788,-0.532512850874
ACH-000791,-0.460416782871
ACH-000792,-0.35596958757299996
ACH-000794,-0.378369314547
ACH-000796,-0.46425810207699997
ACH-000799,-0.8992920571680001
ACH-000800,-0.46023139645800004
ACH-000802,-0.389482437042
ACH-000804,-0.523921451956
ACH-000805,-0.701963894846
ACH-000809,-0.272420682767
ACH-000810,-0.526425093279
ACH-000811,-0.7583090472339999
ACH-000817,-0.42927527358199996
ACH-000819,-0.0251218190991
ACH-000820,-0.135856053644
ACH-000821,-0.39521451840000005
ACH-000822,-0.5426911375419999
ACH-000823,-0.31169804969
ACH-000824,-0.12239480130899999
ACH-000827,-0.798756242253
ACH-000829,-0.121632909393
ACH-000831,-0.32453653040999997
ACH-000832,-0.268776084497
ACH-000833,-0.160615550024
ACH-000834,-0.5192279609179999
ACH-000835,-0.213556238152
ACH-000836,-0.20865861786200002
ACH-000837,-0.32619074806
ACH-000838,-0.151685974298
ACH-000839,-0.07632949265689999
ACH-000840,-0.673175297626
ACH-000841,-0.459766035198
ACH-000843,-0.5397511767700001
ACH-000846,-0.352445650056
ACH-000847,-0.31522657815099997
ACH-000848,-0.305090186276
ACH-000849,-0.2879787579
ACH-000851,-0.470376461387
ACH-000855,-0.45128254668300005
ACH-000856,-0.626221104394
ACH-000858,-0.317190252602
ACH-000859,-0.311575280362
ACH-000861,-0.512165461972
ACH-000862,-0.365152450304
ACH-000865,-0.196669737037
ACH-000866,-0.222551586223
ACH-000867,-0.444755532553
ACH-000869,-0.6346807260399999
ACH-000872,-0.420260446787
ACH-000873,-0.145227809046
ACH-000876,-0.15072055006500001
ACH-000878,-0.384627244943
ACH-000880,-0.586580492218
ACH-000881,-0.542677352784
ACH-000882,-0.539328690607
ACH-000884,-0.681727127784
ACH-000885,-0.24381249818700002
ACH-000887,-0.308658657084
ACH-000888,-0.392562076196
ACH-000889,-0.43082150570699995
ACH-000890,-0.586789716634
ACH-000896,-0.27297987083700004
ACH-000898,-0.583217526962
ACH-000900,-0.46656358121200003
ACH-000901,-0.342958891524
ACH-000905,-0.475893252268
ACH-000906,-0.436790815956
ACH-000907,-0.36139831415
ACH-000910,-0.427092547993
ACH-000911,-0.558912691039
ACH-000912,-0.5654879948920001
ACH-000913,-0.422220857035
ACH-000915,-0.41874253159100006
ACH-000916,-0.0192717509757
ACH-000917,-0.230307581791
ACH-000921,-0.6581409213589999
ACH-000924,-0.23976216808200002
ACH-000926,-0.447179908601
ACH-000928,-0.283739734402
ACH-000929,-0.129681161635
ACH-000932,-0.406186330743
ACH-000935,-1.14842682703
ACH-000936,-0.378365599184
ACH-000937,-0.251597870282
ACH-000938,-0.325041863007
ACH-000939,-0.33735555817199997
ACH-000941,-0.583808221986
ACH-000943,-0.370372240967
ACH-000946,-0.379225814505
ACH-000947,-0.139859758093
ACH-000948,-0.345989768914
ACH-000950,-0.38940878246
ACH-000953,-0.52262156113
ACH-000957,-0.356195760365
ACH-000958,-0.317359142285
ACH-000960,-0.283630371718
ACH-000963,-0.7324007458990001
ACH-000968,-0.464005253703
ACH-000969,-0.49825942462899997
ACH-000973,-0.453262654222
ACH-000974,-0.371050727684
ACH-000975,-0.428666697928
ACH-000976,-0.5362735774790001
ACH-000978,-0.295503764785
ACH-000980,-0.150913844373
ACH-000984,-0.631001456703
ACH-000986,-0.595479818899
ACH-000988,-0.676521445098
ACH-000993,-0.417746651766
ACH-000994,-0.322201970526
ACH-000996,-0.42252699844400005
ACH-001001,-0.347708658597
ACH-001020,-0.147843040182
ACH-001028,-0.25301574060800003
ACH-001031,-0.605688728626
ACH-001038,-0.296108728532
ACH-001048,-0.24005528954799998
ACH-001050,-0.643205396193
ACH-001053,-0.42309512894900003
ACH-001054,-0.197386747197
ACH-001061,-0.40265104338299995
ACH-001067,-0.643340653125
ACH-001075,-0.602211746195
ACH-001096,-0.20716837855
ACH-001128,-0.771567360615
ACH-001134,-0.57859766276
ACH-001151,-0.641479195222
ACH-001163,-0.387494067757
ACH-001164,-0.695022961883
ACH-001173,-0.0969689361421
ACH-001183,-0.410985597408
ACH-001184,-0.7296628492630001
ACH-001190,-0.7061108888500001
ACH-001192,-0.321626644464
ACH-001193,-0.526194618768
ACH-001196,-0.522289390963
ACH-001197,-0.470361515787
ACH-001205,-0.586014972573
ACH-001211,-0.506234221539
ACH-001212,-0.338278777166
ACH-001228,-0.474556473252
ACH-001232,-0.38071714585
ACH-001239,-0.748269368796
ACH-001274,-0.533180383935
ACH-001275,-0.545839445505
ACH-001277,-0.468240216399
ACH-001278,-0.483293383011
ACH-001280,-0.5416542377269999
ACH-001283,-0.545824791288
ACH-001289,-0.773741258066
ACH-001295,-0.437684440119
ACH-001300,-0.533580653391
ACH-001301,-0.221325055555
ACH-001302,-0.466535657472
ACH-001303,-0.19357053420499998
ACH-001306,-0.707443091069
ACH-001318,-0.314589430451
ACH-001322,-0.529771167249
ACH-001328,-0.291049111704
ACH-001332,-0.443276670511
ACH-001333,-0.642398303604
ACH-001336,-0.649990029408
ACH-001340,-0.725241165597
ACH-001346,-0.39819221469800004
ACH-001353,-0.47232822741499997
ACH-001354,-0.393930365533
ACH-001367,-0.21008821615899997
ACH-001368,-0.278211038378
ACH-001374,-0.657329442887
ACH-001375,-0.536270753324
ACH-001377,-0.48322418529600003
ACH-001380,-0.297760247088
ACH-001391,-0.7038038775859999
ACH-001407,-0.623037917763
ACH-001408,-0.49065286402400005
ACH-001413,-0.499156229849
ACH-001430,-0.20485434639699998
ACH-001431,-0.699775331768
ACH-001450,-0.376382848569
ACH-001496,-0.480980579482
ACH-001500,0.0587123858691
ACH-001521,-0.450958957471
ACH-001523,-0.22212955254500003
ACH-001532,-0.5387308402809999
ACH-001536,-0.42100021012100003
ACH-001550,-0.346041310724
ACH-001552,-0.46152084581200004
ACH-001554,-0.42659464649000006
ACH-001645,-0.836946337383
ACH-001654,-0.298030128103
ACH-001715,-0.38503404265
ACH-001735,-0.175277775752
ACH-001736,-0.612611768706
ACH-001737,-0.18025395747
ACH-001740,-0.534659362132
ACH-001745,-0.359782472887
ACH-001750,-0.14125002609600001
ACH-001765,-0.46152335862800004
ACH-001956,-0.641595877776
ACH-001957,-0.38966128620800006
