,CLCNKA (1187)
ACH-000004,0.0650731848377
ACH-000007,0.256519633907
ACH-000009,-0.10625481056500001
ACH-000011,0.12241094840500001
ACH-000012,-0.0104484120682
ACH-000013,-0.0606476843229
ACH-000014,-0.11176920443499999
ACH-000015,0.158057598601
ACH-000017,0.0447684984334
ACH-000018,-0.0191804061698
ACH-000019,0.105226939286
ACH-000021,-0.0317502751516
ACH-000022,0.056909439749
ACH-000025,0.0870920765188
ACH-000028,0.06413683422590001
ACH-000030,0.072441810058
ACH-000035,0.08202564197460001
ACH-000036,0.242417873959
ACH-000037,-0.009243179349219999
ACH-000039,0.100770736327
ACH-000040,-0.154468715478
ACH-000041,0.028572686780599998
ACH-000042,-0.0516573735507
ACH-000045,-0.0882190945953
ACH-000047,-0.0390658416639
ACH-000052,-0.0030971824626399996
ACH-000053,-0.08625099942469999
ACH-000054,-0.0678042831547
ACH-000055,-0.05903972968719999
ACH-000060,-0.0033617893093199997
ACH-000067,0.0792297474695
ACH-000070,0.012014830485399999
ACH-000075,-0.12758002397399998
ACH-000078,0.075137931348
ACH-000082,0.159745991929
ACH-000085,0.007566493629430001
ACH-000086,-0.09844358156269999
ACH-000087,-0.0746001787655
ACH-000092,-0.0994064379996
ACH-000095,-0.20285398299000001
ACH-000097,0.0006850212470619999
ACH-000098,0.000996270559604
ACH-000099,0.052475673839300005
ACH-000108,-0.008889121198819998
ACH-000113,0.121631445595
ACH-000115,-0.0231153668682
ACH-000116,0.117319749957
ACH-000118,0.142816811747
ACH-000120,-0.0075042697853900005
ACH-000123,0.0683878079695
ACH-000127,-0.09567908640969999
ACH-000128,-0.166351214806
ACH-000132,0.088655863475
ACH-000133,0.0183368100934
ACH-000137,-0.0271429644036
ACH-000138,-0.11049731002
ACH-000142,0.133473146728
ACH-000143,-0.17416776239100001
ACH-000146,0.027482869695000002
ACH-000148,0.050840360767
ACH-000150,-0.199139070454
ACH-000152,-0.042620701912
ACH-000153,0.197036392036
ACH-000159,0.0756017995382
ACH-000160,-0.0333964139814
ACH-000163,0.14314498137
ACH-000167,-0.109451137962
ACH-000168,-0.117935072297
ACH-000169,0.0210468983206
ACH-000178,-0.0246130693233
ACH-000182,0.0888301303885
ACH-000183,0.074011206646
ACH-000188,0.100146711898
ACH-000189,0.0240023236574
ACH-000190,0.06365613804140001
ACH-000198,0.0016239202759000002
ACH-000204,0.34805946171999996
ACH-000206,0.0445096078845
ACH-000207,-0.04716968717759999
ACH-000211,0.0824562914515
ACH-000215,-0.209039755257
ACH-000221,-0.0163544898257
ACH-000222,-0.037953069816
ACH-000223,-0.00309572517704
ACH-000226,0.154652489792
ACH-000227,-0.00511166111992
ACH-000228,0.0530410293805
ACH-000231,0.11479825779200001
ACH-000232,0.0469949909386
ACH-000233,-0.0838620599163
ACH-000234,0.012529537687299998
ACH-000235,0.011201561641799999
ACH-000237,-0.034218833507
ACH-000238,0.0596093012398
ACH-000243,-0.052746473830500004
ACH-000244,-0.339863108631
ACH-000246,-0.0012391908615200001
ACH-000248,0.132131318048
ACH-000250,-0.006119359201529999
ACH-000251,0.025431238596099998
ACH-000253,0.150166093541
ACH-000255,0.00429189343821
ACH-000256,-0.0595971296215
ACH-000257,-0.205305937042
ACH-000258,-0.133723636625
ACH-000259,-0.0529410839668
ACH-000260,-0.0029777849814699997
ACH-000261,-0.0654936404661
ACH-000262,-0.18411186511
ACH-000263,-0.0768065731817
