,RAD51B (5890)
ACH-000004,-0.38846810889
ACH-000007,-0.509707592201
ACH-000009,-0.235301753613
ACH-000011,-0.828922644692
ACH-000012,-0.31318596316799996
ACH-000013,-0.09630057360750001
ACH-000014,-0.449582311311
ACH-000015,-0.136106466557
ACH-000017,-0.295724617726
ACH-000018,0.0022168947279
ACH-000019,-0.199021979397
ACH-000021,-0.15896828917000003
ACH-000022,-0.271728911569
ACH-000025,-0.23937768149500002
ACH-000028,-0.37345957736100005
ACH-000030,-0.32305798961
ACH-000035,-0.0889273515652
ACH-000036,0.013389163112700001
ACH-000037,-0.14100499263900002
ACH-000039,-0.41224651279
ACH-000040,-0.312402344405
ACH-000041,-0.364268570092
ACH-000042,0.022210507433199998
ACH-000045,-0.469594817789
ACH-000047,-0.614410277097
ACH-000052,-0.5307970955569999
ACH-000053,0.0126385248179
ACH-000054,-0.326176027645
ACH-000055,-0.673890105081
ACH-000060,-0.238134752268
ACH-000067,-0.326732059964
ACH-000070,-0.469678191953
ACH-000075,-0.19145792378600002
ACH-000078,0.15123216372
ACH-000082,-0.335226052992
ACH-000085,-0.00312062503343
ACH-000086,-0.103687278943
ACH-000087,-0.314229206872
ACH-000092,-0.19298468888099998
ACH-000095,0.138183624359
ACH-000097,-0.06547652115809999
ACH-000098,-0.115144678881
ACH-000099,-0.023190548620599997
ACH-000108,-0.0754697871905
ACH-000113,-0.361574122668
ACH-000115,-0.025925741425999998
ACH-000116,-0.30348468535900003
ACH-000118,-0.533446795697
ACH-000120,-0.306181905378
ACH-000123,-0.272526106516
ACH-000127,-0.04217841843259999
ACH-000128,-0.149399932809
ACH-000132,-0.30053049639
ACH-000133,-0.364374530399
ACH-000137,-0.038392568459800006
ACH-000138,-0.0773597463984
ACH-000142,-0.0306029139481
ACH-000143,-0.238170707862
ACH-000146,-0.148090087299
ACH-000148,-0.229465492066
ACH-000150,-0.14262086713199998
ACH-000152,-0.36877009130800004
ACH-000153,-0.308311427694
ACH-000159,-0.225143242005
ACH-000160,-0.135217889121
ACH-000163,-0.16701529648900001
ACH-000167,-0.309239830757
ACH-000168,-0.204229844071
ACH-000169,-0.16155178229800002
ACH-000178,-0.28438023856600003
ACH-000182,-0.0236524889105
ACH-000183,-0.411116961924
ACH-000188,-0.368661150947
ACH-000189,-0.257701398719
ACH-000190,-0.054657231006899995
ACH-000198,-0.038716770953199996
ACH-000204,-0.244317753998
ACH-000206,-0.0188841666251
ACH-000207,-0.33998796274899995
ACH-000211,-0.35833462234700003
