,GRINA (2907)
ACH-000324,-0.300582872727
ACH-000329,-0.266902611925
ACH-000330,-0.0197212498722
ACH-000331,-0.26631999489700003
ACH-000332,-0.39577353740599996
ACH-000334,0.08862314841880001
ACH-000335,-0.34501073638499996
ACH-000336,-0.166590084742
ACH-000337,-0.44186344820600004
ACH-000339,-0.175219625817
ACH-000341,-0.301472125167
ACH-000348,-0.269781091564
ACH-000350,-0.201552690017
ACH-000352,-0.17344983775400002
ACH-000356,0.035607227971300004
ACH-000361,-0.22992955534499998
ACH-000362,-0.239736761459
ACH-000363,-0.196178467365
ACH-000364,-0.306344916137
ACH-000365,-0.36187523609
ACH-000366,-0.256912381493
ACH-000368,-0.142202980439
ACH-000374,-0.121622702283
ACH-000375,-0.251460459762
ACH-000376,-0.24724835128400002
ACH-000381,-0.234498192764
ACH-000383,-0.26068314422899996
ACH-000387,-0.268111665999
ACH-000389,-0.0434169973851
ACH-000390,-0.168468067588
ACH-000393,-0.31494662455
ACH-000395,-0.343642294868
ACH-000397,-0.309502702704
ACH-000401,-0.0467075516368
ACH-000402,0.197274303895
ACH-000403,-0.33397070852899996
ACH-000404,-0.17874579810199998
ACH-000406,-0.209519760831
ACH-000407,-0.313460286629
ACH-000408,-0.136076045669
ACH-000410,-0.302481416892
ACH-000411,-0.450640080564
ACH-000414,-0.32982923547299997
ACH-000415,-0.257652519311
ACH-000416,-0.234754119301
ACH-000420,-0.383229708298
ACH-000421,-0.25781411319
ACH-000424,-0.33728528231399996
ACH-000425,-0.17390701855000001
ACH-000426,-0.332322516437
ACH-000427,-0.412623564646
ACH-000433,-0.07944969851610001
ACH-000436,-0.37325675758
ACH-000444,-0.23209885403
ACH-000445,-0.339492605167
ACH-000448,-0.359396689543
ACH-000450,-0.33987551077100003
ACH-000452,-0.345937759565
ACH-000454,0.0224263049503
ACH-000458,-0.144600415802
ACH-000459,-0.105680972505
ACH-000460,-0.26380004980300004
ACH-000461,-0.330229600957
ACH-000463,-0.211936303761
ACH-000464,-0.18481823962699997
ACH-000466,-0.357520289066
ACH-000467,-0.05497310539559999
ACH-000468,-0.431315533038
ACH-000469,-0.214465123787
ACH-000470,-0.532197829521
ACH-000471,-0.325226328579
ACH-000472,-0.217251740984
ACH-000473,-0.269610933362
ACH-000475,-0.340259150443
ACH-000476,-0.43213287352799995
ACH-000477,-0.312330196151
ACH-000480,-0.12018321383500001
ACH-000481,-0.23793453720600002
ACH-000483,-0.405431047064
ACH-000484,-0.290916061434
ACH-000485,-0.378145708404
ACH-000486,-0.134746717721
ACH-000487,-0.402682437771
ACH-000488,-0.31615199273899997
ACH-000490,-0.18861994724
ACH-000491,-0.17567305881499998
ACH-000495,-0.416109693939
ACH-000496,-0.429762019934
ACH-000499,-0.210241870267
ACH-000500,-0.549541693923
ACH-000502,-0.250761000843
ACH-000503,-0.144675395357
ACH-000505,-0.292220492446
ACH-000507,-0.130421631127
ACH-000510,-0.138602890012
ACH-000511,-0.208001726618
ACH-000512,-0.161126861656
ACH-000516,-0.292457975856
ACH-000517,-0.41480122267999997
ACH-000518,-0.25307962395
ACH-000520,-0.333600526597
ACH-000521,-0.22354953401500002
ACH-000522,-0.188846329943
ACH-000524,-0.501245501335
ACH-000527,-0.271757430137
ACH-000528,-0.21505299129099997
ACH-000537,-0.29372469039099997
ACH-000541,-0.28333683678599997
ACH-000542,-0.294453458403
ACH-000544,-0.19976680995700002
ACH-000545,-0.244487387408
ACH-000547,-0.0019356615452000001
ACH-000548,-0.23438936754999998
ACH-000549,-0.10393836411
ACH-000550,-0.34495166975599995
ACH-000552,-0.213106022512
ACH-000556,-0.10297094959799999
ACH-000557,-0.547053833749
ACH-000570,-0.349767758782
ACH-000571,-0.405150377511
ACH-000573,-0.16690740828
ACH-000576,-0.281929775977
ACH-000580,-0.265920000827
ACH-000584,-0.37245860107
ACH-000585,-0.39864750707400004
ACH-000588,-0.316648950687
ACH-000589,-0.09023898885230001
ACH-000591,0.0064731347379
ACH-000593,-0.205243242029
ACH-000600,-0.40583535274099997
ACH-000601,-0.248664986083
ACH-000604,-0.239251370614
ACH-000605,-0.084220762558
ACH-000606,-0.192373481894
ACH-000608,-0.485881625837
ACH-000614,-0.293718172849
ACH-000616,0.0100845364574
ACH-000618,-0.17550748578400002
ACH-000619,-0.262233876905
ACH-000620,-0.0794809089479
ACH-000621,-0.235538564415
ACH-000622,-0.0684648946792
ACH-000623,-0.22029761566199998
ACH-000624,-0.288830475656
ACH-000627,-0.364808031226
ACH-000630,-0.20612438237999997
ACH-000632,-0.37224420700000005
ACH-000633,-0.18440133370099998
ACH-000637,-0.246630626506
ACH-000638,-0.0960195158432
ACH-000646,-0.0426337187677
ACH-000647,-0.209570380875
ACH-000648,-0.356209398059
ACH-000649,-0.331487687489
ACH-000651,-0.268579867717
ACH-000652,-0.31976784531999997
ACH-000653,-0.375129449806
ACH-000657,-0.28558712965300004
ACH-000658,-0.846436445991
ACH-000661,-0.365883391775
ACH-000662,-0.255545608327
ACH-000663,-0.45794337651
ACH-000665,-0.19427140004500001
ACH-000671,-0.268398888329
ACH-000673,-0.216421188276
ACH-000676,-0.309268538158
ACH-000677,-0.39388855567500003
ACH-000681,-0.19692397257
ACH-000682,-0.24270944003000003
ACH-000683,-0.431450826443
ACH-000684,-0.218801272951
ACH-000688,-0.377459335387
ACH-000693,-0.17061986910100002
ACH-000694,-0.19412491209600002
ACH-000695,-0.32228638571400003
ACH-000696,-0.251370337973
ACH-000697,-0.13483387954
ACH-000699,-0.332185815223
ACH-000701,-0.33922038815
ACH-000706,-0.350666293294
ACH-000711,-0.307509705221
ACH-000713,-0.324059945071
ACH-000714,-0.32155214814399996
ACH-000718,-0.329749591327
ACH-000720,-0.284336304127
ACH-000721,-0.247958131314
ACH-000724,-0.245777994243
ACH-000725,-0.200500984924
ACH-000732,-0.277969699111
ACH-000734,-0.181868866614
ACH-000735,-0.218572940993
ACH-000736,-0.430647017082
ACH-000738,-0.26891656265700004
ACH-000746,-0.22161989470899998
ACH-000747,-0.21825901503800002
ACH-000748,-0.294934628052
ACH-000753,-0.328326463412
ACH-000756,-0.17890257486699998
ACH-000757,-0.100140269878
ACH-000758,-0.127160921212
ACH-000760,-0.401763636573
ACH-000763,-0.236746500042
ACH-000764,-0.231995163053
ACH-000765,-0.32425817593899997
ACH-000766,-0.371289455176
ACH-000767,-0.333036340652
ACH-000768,-0.33971189959799997
ACH-000769,-0.24403658880399998
ACH-000770,-0.294357738616
ACH-000771,-0.144384117513
ACH-000773,-0.296375254901
ACH-000776,-0.07768673913339999
ACH-000777,-0.117239413687
ACH-000778,-0.13575087633400001
ACH-000781,-0.321304351341
ACH-000782,-0.09940417754460001
ACH-000783,-0.623700862757
ACH-000784,-0.206014850875
ACH-000785,-0.400039594366
ACH-000787,-0.216515219813
ACH-000788,-0.211283999363
ACH-000791,-0.307369722882
ACH-000792,-0.256486404696
ACH-000794,-0.17105480937800002
ACH-000796,-0.39951119930600004
ACH-000799,-0.292379951639
ACH-000800,-0.20931648910999998
ACH-000802,-0.09425517695810001
ACH-000804,-0.10647384670299999
ACH-000805,-0.102868864092
ACH-000809,-0.292511733587
ACH-000810,-0.158919145805
ACH-000811,-0.39313935969999997
ACH-000817,-0.025247381530299998
ACH-000819,-0.256556034543
ACH-000820,-0.29582924786200004
ACH-000821,-0.329231094003
ACH-000822,-0.143984836447
ACH-000823,-0.393417561486
ACH-000824,-0.442032345753
ACH-000827,-0.309191962311
ACH-000829,-0.121002270843
ACH-000831,-0.14339973610200002
ACH-000832,-0.34395938034
ACH-000833,-0.20202990360800002
ACH-000834,-0.31993864872
ACH-000835,-0.273810355567
ACH-000836,-0.137143001674
ACH-000837,-0.278351434914
ACH-000838,-0.198486296217
ACH-000839,-0.418533553935
ACH-000840,-0.330533322839
ACH-000841,-0.0490271060675
ACH-000843,-0.07351567241399999
ACH-000846,-0.401933005004
ACH-000847,-0.291328226115
ACH-000848,-0.0697258311835
ACH-000849,-0.35817860091700005
ACH-000851,-0.24786271235100002
ACH-000855,-0.15152417373299998
ACH-000856,-0.19661435143800002
ACH-000858,-0.219407523587
ACH-000859,-0.09016541069939998
ACH-000861,-0.19363955135000002
ACH-000862,-0.20409856778000002
ACH-000865,-0.353349350668
ACH-000866,-0.213326292432
ACH-000867,-0.23453748701699997
ACH-000869,-0.296409589168
ACH-000872,-0.11043735465
ACH-000873,-0.22211014992
ACH-000876,-0.224621326908
ACH-000878,-0.193946659008
ACH-000880,-0.25689681849
ACH-000881,-0.18333678245299997
ACH-000882,-0.159779607457
ACH-000884,-0.259639536769
ACH-000885,-0.321476917253
ACH-000887,-0.30734812746199996
ACH-000888,-0.223002873255
ACH-000889,-0.0970407569318
ACH-000890,-0.157065345392
ACH-000896,-0.238152900172
ACH-000898,-0.216938345983
ACH-000900,-0.5545298351210001
ACH-000901,-0.358010688281
ACH-000905,-0.249777652957
ACH-000906,-0.230463112427
ACH-000907,-0.283667207831
ACH-000910,-0.329397713024
ACH-000911,-0.282694465716
ACH-000912,-0.208494082318
ACH-000913,-0.298840731222
ACH-000915,-0.329911817181
ACH-000916,0.12711383451
ACH-000917,-0.189977108009
ACH-000921,-0.260553451651
ACH-000924,-0.34032489353699996
ACH-000926,-0.312482514197
ACH-000928,-0.305577342746
ACH-000929,-0.11946693864499999
ACH-000932,-0.32085430489
ACH-000935,-0.179912208873
ACH-000936,-0.217641661828
ACH-000937,-0.5828451738930001
ACH-000938,-0.267291221552
ACH-000939,-0.00321790003971
ACH-000941,-0.143265579838
ACH-000943,-0.291422721333
ACH-000946,-0.291424541092
ACH-000947,-0.177570892951
ACH-000948,-0.170157899703
ACH-000950,-0.222220382414
ACH-000953,-0.542326986552
ACH-000957,-0.109944627588
ACH-000958,-0.19193694468699998
ACH-000960,-0.258081740473
ACH-000963,-0.418259040169
ACH-000968,-0.055168741471300006
ACH-000969,-0.285935410898
ACH-000973,-0.20659384844
ACH-000974,-0.284348499363
ACH-000975,-0.381368832793
ACH-000976,-0.138367941623
ACH-000978,-0.0895772544675
ACH-000980,-0.288186170023
ACH-000984,-0.217055893537
ACH-000986,-0.12866276414
ACH-000988,-0.340852410288
ACH-000993,-0.291603647131
ACH-000994,-0.161855903386
ACH-000996,-0.406559923192
ACH-001001,-0.125915896774
ACH-001020,-0.282323987078
ACH-001028,-0.35063577168899995
ACH-001031,-0.37433693216700004
ACH-001038,-0.496882004609
ACH-001048,-0.223205671573
ACH-001050,-0.23810399368000001
ACH-001053,-0.40953245318899995
ACH-001054,-0.237504551389
ACH-001061,-0.152912655835
ACH-001067,-0.115606694629
ACH-001075,-0.254082128081
ACH-001096,-0.265907542514
ACH-001128,-0.273658220821
ACH-001134,-0.206033711313
ACH-001151,-0.32358168118299996
ACH-001163,-0.335634556641
ACH-001164,-0.282705316173
ACH-001173,-0.219780261298
ACH-001183,-0.167579210073
ACH-001184,-0.320099376239
ACH-001190,-0.303324989503
ACH-001192,-0.42291076229099994
ACH-001193,-0.23800123941799997
ACH-001196,-0.434673739111
ACH-001197,-0.28716616617199997
ACH-001205,-0.155254218902
ACH-001211,-0.151039960582
ACH-001212,-0.0418656356411
ACH-001228,-0.392626650766
ACH-001232,-0.264421845863
ACH-001239,-0.434240518838
ACH-001274,-0.411059433973
ACH-001275,-0.6527960815339999
ACH-001277,-0.429094101152
ACH-001278,-0.325614752872
ACH-001280,-0.635875946054
ACH-001283,-0.472010215404
ACH-001289,-0.219118011143
ACH-001295,-0.300178349184
ACH-001300,-0.314990011873
ACH-001301,-0.311077454049
ACH-001302,-0.41794946141
ACH-001303,-0.582895705444
ACH-001306,-0.360261675281
ACH-001318,-0.20011168760899997
ACH-001322,-0.203547696631
ACH-001328,-0.285375309162
ACH-001332,-0.119290679636
ACH-001333,-0.176269296134
ACH-001336,-0.015198019028600001
ACH-001340,-0.28082245685400004
ACH-001346,-0.341280704532
ACH-001353,-0.49126223519699996
ACH-001354,-0.210380840077
ACH-001367,-0.335540557297
ACH-001368,-0.28593827515500003
ACH-001374,-0.302693539919
ACH-001375,-0.19913086523499998
ACH-001377,-0.347946482474
ACH-001380,-0.418167657673
ACH-001391,-0.301701818861
ACH-001407,-0.202815134097
ACH-001408,-0.25630484471000003
ACH-001413,-0.27555640970600004
ACH-001430,-0.577063068089
ACH-001431,-0.39342624885300004
ACH-001450,-0.228328349167
ACH-001496,-0.125259870131
ACH-001500,-0.20748934071699998
ACH-001521,-0.147394373328
ACH-001523,-0.031954130469900005
ACH-001532,-0.272032462225
ACH-001536,-0.311369741446
ACH-001550,-0.23324578799000004
ACH-001552,-0.3234140272
ACH-001554,-0.369372357364
ACH-001645,-0.228765080698
ACH-001654,-0.45795387181100006
ACH-001715,-0.40896877305699997
ACH-001735,-0.22577286795600002
ACH-001736,-0.151470488705
ACH-001737,-0.445821506427
ACH-001740,-0.136580718144
ACH-001745,-0.285013179697
ACH-001750,-0.324252173174
ACH-001765,-0.342587744691
ACH-001956,-0.194323814012
ACH-001957,-0.192584491113
