,SDF2L1 (23753)
ACH-000206,-0.518997066699
ACH-000207,-0.547792797089
ACH-000211,-0.36272652392899996
ACH-000215,-0.463666241012
ACH-000221,-0.330644369146
ACH-000222,-0.09783951952030001
ACH-000223,-0.566335649823
ACH-000226,-0.354625362963
ACH-000227,-0.37982667116999996
ACH-000228,-0.362189715267
ACH-000231,-0.601749812623
ACH-000232,-0.41632126721699997
ACH-000233,-0.41304117979599997
ACH-000234,-0.314359129329
ACH-000235,-0.201427926545
ACH-000237,-0.376372996277
ACH-000238,-0.364249575321
ACH-000243,-0.415949191994
ACH-000244,-0.252459256875
ACH-000246,-0.345986880048
ACH-000248,-0.254075114777
ACH-000250,-0.346403040307
ACH-000251,-0.10521373049900001
ACH-000253,-0.267029102489
ACH-000255,-0.45230558426000006
ACH-000256,-0.600388221477
ACH-000257,-0.43797997845200004
ACH-000258,-0.38921475700499997
ACH-000259,-0.431853348126
ACH-000260,-0.30779545668
ACH-000261,-0.405912537209
ACH-000262,-0.41104632574
ACH-000263,-0.0241465399508
ACH-000264,-0.36204322842500003
ACH-000265,-0.474090619393
ACH-000266,-0.329775106006
ACH-000272,-0.47611010979699997
ACH-000273,-0.25933707167500003
ACH-000274,-0.457580039607
ACH-000277,-0.388352622073
ACH-000278,-0.520308152092
ACH-000279,-0.350628345173
ACH-000280,-0.21025143061999998
ACH-000281,-0.0614264454581
ACH-000288,-0.297924915031
ACH-000291,-0.5968871706100001
ACH-000293,-0.554249191785
ACH-000294,0.0217481990476
ACH-000295,-0.429008435857
ACH-000296,-0.0246181449713
ACH-000302,-0.557245873445
ACH-000304,-0.630917470446
ACH-000307,-0.36895833080799995
ACH-000308,-0.39685294745800004
ACH-000310,-0.183693803288
ACH-000311,-0.367839067304
ACH-000312,-0.328453219872
ACH-000315,-0.293469481991
ACH-000316,-0.162876353368
ACH-000317,-0.0270729150642
ACH-000318,-0.327445074194
ACH-000319,-0.43496292946099996
ACH-000320,-0.26307353163
ACH-000322,-0.356159153265
ACH-000323,-0.452032263991
ACH-000324,-0.284937537831
ACH-000329,-0.2900452686
ACH-000330,-0.6771499262139999
ACH-000331,-0.272300692258
ACH-000332,-0.352284240293
ACH-000334,-0.330033855872
ACH-000335,-0.764969195347
ACH-000336,-0.48299306126999997
ACH-000337,-0.7439834233529999
ACH-000339,-0.29609356763300004
ACH-000341,-0.224427309406
ACH-000348,-0.41346456879500004
ACH-000350,-0.310648800222
ACH-000352,-0.465109434614
ACH-000356,-0.328282560496
ACH-000361,-0.34386873620499997
ACH-000362,-0.0617815051967
ACH-000363,-0.338034778171
ACH-000364,-0.40868891294200005
ACH-000365,-0.364821550933
ACH-000366,-0.463945651106
ACH-000368,-0.674724537211
ACH-000374,-0.0402369029793
ACH-000375,-0.41386388275200003
ACH-000376,-0.359300165481
ACH-000381,-0.39544112620099997
ACH-000383,-0.299837991311
ACH-000387,-0.36099248818400004
ACH-000389,-0.323919334959
ACH-000390,-0.43789106896499996
ACH-000393,-0.473266658814
ACH-000395,-0.251353158202
ACH-000397,-0.384321457889
ACH-000401,-0.490198364729
ACH-000402,-0.717315133071
ACH-000403,-0.623651117597
ACH-000404,-0.999481959735
ACH-000406,-0.258785535147
ACH-000407,-0.530326136662
ACH-000408,-0.528441050102
ACH-000410,-0.386004518311
ACH-000411,-0.330662865959
ACH-000414,-0.25274642063999997
ACH-000415,-0.23742946701499998
ACH-000416,-0.31191704645
ACH-000420,-0.38131512844099996
ACH-000421,-0.575470119671
ACH-000424,-0.49328179918000004
ACH-000425,-0.527528747902
ACH-000426,-0.112556583023
ACH-000427,-0.7829937790070001
ACH-000433,-0.572721509901
ACH-000436,-0.219785289498
ACH-000444,-0.293249962429
ACH-000445,-0.643772556643
ACH-000448,-0.47004928605499996
ACH-000450,-0.654411432792
ACH-000452,-0.199655486919
ACH-000454,-0.34709292399700004
ACH-000458,-0.567318437172
ACH-000459,-0.36248011888000004
ACH-000460,-0.43439449250600004
ACH-000461,-0.46174099213500003
ACH-000463,-0.26517704305
ACH-000464,-0.417701225122
ACH-000466,-0.358572148762
ACH-000467,-0.451837891177
ACH-000468,-0.231673074834
ACH-000469,-0.384541159052
ACH-000470,-0.568369576735
ACH-000471,-0.49100509856799995
ACH-000472,-0.42556962306999996
ACH-000473,-0.29709373685400003
ACH-000475,-0.367792510335
ACH-000476,-0.350939489852
ACH-000477,-0.382566962917
ACH-000480,-0.562336379086
ACH-000481,-0.298546792529
ACH-000483,-0.985961995925
ACH-000484,-0.262196231672
ACH-000485,-0.25725150919399997
ACH-000486,-0.48677126933
ACH-000487,-0.329694001801
ACH-000488,-0.460800182641
ACH-000490,-0.309448483027
ACH-000491,-0.34916715991400005
ACH-000495,-0.44361066973200003
ACH-000496,-0.213035491114
ACH-000499,-0.376495313081
ACH-000500,-0.571779609368
ACH-000502,-0.40416400460699997
ACH-000503,-0.549132324481
ACH-000505,-0.39407295880599996
ACH-000507,-0.320339740735
ACH-000510,-0.453429544508
ACH-000511,-0.409313879411
ACH-000512,-0.600301311301
ACH-000516,-0.602674461556
ACH-000517,-0.377204738184
ACH-000518,-0.36527935169500003
ACH-000520,-0.378941137179
ACH-000521,-0.18863176164099998
ACH-000522,-0.321784615571
ACH-000524,-0.48048334226499995
ACH-000527,-0.39998021967
ACH-000528,-0.508654036632
ACH-000537,-0.425472032111
ACH-000541,-0.508495104783
ACH-000542,-0.314536278093
ACH-000544,-0.32819655206799997
ACH-000545,-0.268422450938
ACH-000547,-0.49768987760399996
ACH-000548,-0.488464219302
ACH-000549,-0.33790332443899995
ACH-000550,-0.0916730964445
ACH-000552,-0.5085672177880001
ACH-000556,-0.400860422408
ACH-000557,-0.44264967114500003
ACH-000570,-0.46968934503999993
ACH-000571,-0.331015767802
ACH-000573,-0.31842159788400004
ACH-000576,-0.294490109314
ACH-000580,-0.553788326772
ACH-000584,-0.37271990608800004
ACH-000585,-0.25212602551
ACH-000588,-0.41779150429799994
ACH-000589,-0.409129097074
ACH-000591,-0.487598693103
ACH-000593,-0.26628126222
ACH-000600,-0.345665746453
ACH-000601,-0.45107903071500005
ACH-000604,-0.641902826959
ACH-000605,-0.621270589013
ACH-000606,-0.37164745134099997
ACH-000608,-0.410770983599
ACH-000614,-0.386879008248
ACH-000616,-0.424703246945
ACH-000618,-0.325712891583
ACH-000619,-0.333764719543
ACH-000620,-0.473085361338
ACH-000621,-0.47259896413400004
ACH-000622,-0.361853161342
ACH-000623,-0.516844598528
ACH-000624,-0.421575757975
ACH-000627,-0.33214916826499996
ACH-000630,-0.280330960483
ACH-000632,-0.449188415294
ACH-000633,-0.614987988776
ACH-000637,-0.340206627346
ACH-000638,-0.224152636857
ACH-000646,-0.35161026969400005
ACH-000647,-0.576728590632
ACH-000648,-0.32056889930599997
ACH-000649,-0.232709038283
ACH-000651,-0.44342426636999993
ACH-000652,-0.690935590035
ACH-000653,-0.374727765075
ACH-000657,-0.41973611078100004
ACH-000658,-0.280739882229
ACH-000661,-0.133027567138
ACH-000662,-0.483305872684
ACH-000663,-0.473207259067
ACH-000665,-0.644807710821
ACH-000671,-0.31662275813
ACH-000673,-0.414618889443
ACH-000676,-0.316492131571
ACH-000677,-0.39645575345899997
ACH-000681,-0.219740170212
ACH-000682,-0.285008271639
ACH-000683,-0.36039129098300005
ACH-000684,-0.15330959124399998
ACH-000688,-0.573753521792
ACH-000693,-0.436685893475
ACH-000694,-0.420432347226
ACH-000695,-0.384198075661
ACH-000696,-0.5307148546379999
ACH-000697,-0.365632041007
ACH-000699,-0.423969109399
ACH-000701,-0.443871313048
ACH-000706,-0.5023503284399999
ACH-000711,-0.462999183448
ACH-000713,-0.262934950045
ACH-000714,-0.278826390779
ACH-000718,-0.460849890187
ACH-000720,-0.276004251176
ACH-000721,-0.47300846874700003
ACH-000724,-0.450154358866
ACH-000725,-0.41967781602
ACH-000732,-0.6349974141870001
ACH-000734,-0.34638985233499997
ACH-000735,-0.465154027962
ACH-000736,-0.5841220951780001
ACH-000738,-0.294122738195
ACH-000746,-0.491765465207
ACH-000747,-0.352617314671
ACH-000748,-0.483704608513
ACH-000753,-0.274139465019
ACH-000756,-0.40537640117299995
ACH-000757,-0.586736294553
ACH-000758,-0.562160972776
ACH-000760,-0.475432431607
ACH-000763,-0.5288966905170001
ACH-000764,-0.614339143252
ACH-000765,-0.354087013298
ACH-000766,-0.464949685577
ACH-000767,-0.441195762138
ACH-000768,-0.402343413578
ACH-000769,-0.399540713286
ACH-000770,-0.406250415251
ACH-000771,-0.419567788969
ACH-000773,-0.298990612565
ACH-000776,-0.409941652479
ACH-000777,-0.425651974321
ACH-000778,-0.680033543365
ACH-000781,-0.363894760032
ACH-000782,-0.611112318254
ACH-000783,-0.0400038858879
ACH-000784,-0.41284495703
ACH-000785,-0.519788034676
ACH-000787,-0.21956470671
ACH-000788,-0.534538646366
ACH-000791,-0.533706982569
ACH-000792,-0.38672023426799995
ACH-000794,-0.26251957942
ACH-000796,-0.28054988829599997
ACH-000799,-0.646808062285
ACH-000800,-0.412666350036
ACH-000802,-0.37196688225599994
ACH-000804,0.189533676083
ACH-000805,-0.968277205954
ACH-000809,-0.35982793948299996
ACH-000810,-0.708931702747
ACH-000811,-0.22529530283799998
ACH-000817,-0.44544355122900003
ACH-000819,-0.49458023126
ACH-000820,-0.379828841114
ACH-000821,-0.53462281178
ACH-000822,-0.300299651284
ACH-000823,-0.501538067169
ACH-000824,-0.314378815094
ACH-000827,-0.348142125598
ACH-000829,-0.5580243539590001
ACH-000831,-0.356992927719
ACH-000832,-0.446683186474
ACH-000833,-0.302046869324
ACH-000834,-0.567327257572
ACH-000835,-0.563334484757
ACH-000836,-0.46293317032799997
ACH-000837,-0.33661959950099996
ACH-000838,-0.8392482795199999
ACH-000839,-0.132756493249
ACH-000840,-0.169923421506
ACH-000841,-0.360472644284
ACH-000843,-0.43661939900700003
ACH-000846,-0.4758583725399999
ACH-000847,-0.421576906195
ACH-000848,-0.294691419131
ACH-000849,-0.409165132594
ACH-000851,-0.34531722440800006
ACH-000855,-0.636108449309
ACH-000856,-0.25472643624200003
ACH-000858,-0.545270306765
ACH-000859,-0.530943911007
ACH-000861,-0.42561427363300003
ACH-000862,-0.41994516435
ACH-000865,-0.370870784218
ACH-000866,-0.41495564794699996
ACH-000867,-0.492599769455
ACH-000869,-0.33633353618
ACH-000872,-1.0534141082600001
ACH-000873,-0.0662960233341
ACH-000876,-0.390527007243
ACH-000878,-0.609560052002
ACH-000880,-0.439620492587
ACH-000881,-0.350143815673
ACH-000882,-0.447758524731
ACH-000884,-0.37212165812200004
ACH-000885,-0.133611105724
ACH-000887,-0.811990358433
ACH-000888,-0.306831647548
ACH-000889,-0.249728564974
ACH-000890,-0.6802276022139999
ACH-000896,-0.349395270797
ACH-000898,-0.29671251931299997
ACH-000900,-0.302882677252
ACH-000901,-0.583562040746
ACH-000905,-0.36913172038099995
ACH-000906,-0.46114738276
ACH-000907,-0.581776730275
ACH-000910,-0.417479458826
ACH-000911,-0.500721936065
ACH-000912,-0.39416686588699995
ACH-000913,-0.42077810292400003
ACH-000915,-0.36998689094899995
ACH-000916,-0.45282947436399995
ACH-000917,-0.273091282388
ACH-000921,-0.6319465751560001
ACH-000924,-0.457040256159
ACH-000926,-0.335961867183
ACH-000928,-0.206256573166
ACH-000929,-0.40330546275
ACH-000932,-0.34019632267800004
ACH-000935,-0.29443894786499997
ACH-000936,-0.392332276559
ACH-000937,-0.445660203991
ACH-000938,-0.314298870955
ACH-000939,-0.417322560452
ACH-000941,-0.412150234476
ACH-000943,-0.381445251009
ACH-000946,-0.24709817202
ACH-000947,-0.389864397945
ACH-000948,-0.233598594064
ACH-000950,-0.541309841688
ACH-000953,-0.371092126112
ACH-000957,-0.533000614857
ACH-000958,-0.293845749351
ACH-000960,-0.305718147775
ACH-000963,-0.460581084479
ACH-000968,-0.42559320508599996
ACH-000969,-0.31634778743
ACH-000973,-0.36510956153000007
ACH-000974,-0.41982736575400004
ACH-000975,-0.450663721646
ACH-000976,-0.227137077168
ACH-000978,0.0545248405908
ACH-000980,-0.419685894806
ACH-000984,-0.0268658407266
ACH-000986,-0.173722485082
ACH-000988,-0.6196473455120001
ACH-000993,-0.321441627569
ACH-000994,-0.45803516819300005
ACH-000996,-0.575877765969
ACH-001001,-0.35589065475000004
ACH-001020,-0.279544614932
ACH-001028,-0.319036496208
ACH-001031,-0.290925293269
ACH-001038,-0.32320047271200003
ACH-001048,-0.375332949193
ACH-001050,-0.31142309007
ACH-001053,-0.35014306820299995
ACH-001054,-0.25144282676699997
ACH-001061,-0.235387740671
ACH-001067,-0.19090140765
ACH-001075,-0.21881995115400002
ACH-001096,-0.36166127978100004
ACH-001128,-0.473035044934
ACH-001134,-0.521140051047
ACH-001151,-0.257760757068
ACH-001163,-0.2686478276
ACH-001164,-0.598411098387
ACH-001173,-0.42374070627599997
ACH-001183,-0.37825093093199996
ACH-001184,-0.5309365662600001
ACH-001190,-0.0728639215403
ACH-001192,-0.466637839229
ACH-001193,0.109755315792
ACH-001196,-0.417550724467
ACH-001197,-0.413587103825
ACH-001205,-0.43718537485
ACH-001211,-0.641135346752
ACH-001212,-0.46286661542900004
ACH-001228,-0.16139651499399998
ACH-001232,-0.304618889195
ACH-001239,-0.539465216174
ACH-001274,0.0199355893358
ACH-001275,-0.446082342251
ACH-001277,-0.561170457296
ACH-001278,-0.24963597279599997
ACH-001280,-0.426537976551
ACH-001283,-0.350852445603
ACH-001289,-0.482894447372
ACH-001295,-0.373425729207
ACH-001300,-0.465263248959
ACH-001301,-0.607115810191
ACH-001302,-0.167490712747
ACH-001303,-0.502601147676
ACH-001306,-0.458312983234
ACH-001318,-0.5419570797550001
ACH-001322,-0.185795671977
ACH-001328,-0.356707452694
ACH-001332,-0.378295384125
ACH-001333,-0.30312570078
ACH-001336,-0.40424720795
ACH-001340,-0.35966500828299997
ACH-001346,-0.583964705475
ACH-001353,-0.369144210841
ACH-001354,-0.487026798358
ACH-001367,-0.49354947498499996
ACH-001368,-0.288292575049
ACH-001374,-0.037158076760400005
ACH-001375,-0.545333319515
ACH-001377,-0.486064188182
ACH-001380,-0.207454953758
ACH-001391,-0.322366712125
ACH-001407,-0.569008363623
ACH-001408,-0.644331994961
ACH-001413,-0.49040326727899997
ACH-001430,-0.152101568494
ACH-001431,-0.474879962563
ACH-001450,-0.150499114801
ACH-001496,-0.442831723356
ACH-001500,-0.294368301932
ACH-001521,-0.519789599492
ACH-001523,-0.241659129794
ACH-001532,-0.347515816777
ACH-001536,-0.23098492469999998
ACH-001550,-0.389041068199
ACH-001552,-0.520320599461
ACH-001554,-0.410711405423
ACH-001645,-0.409658023238
ACH-001654,-0.42675477473800005
ACH-001715,-0.6930374458230001
ACH-001735,-0.453977435542
ACH-001736,-0.342029490964
ACH-001737,-0.409531662883
ACH-001740,-0.406737789222
ACH-001745,-0.412721796549
ACH-001750,-0.390815927949
ACH-001765,-0.442534374731
ACH-001956,-0.215488794905
ACH-001957,-0.275727987299
