,PPP1R16B (26051)
ACH-000004,-0.0137665199268
ACH-000007,-0.028152259355700003
ACH-000009,-0.141788681491
ACH-000011,-0.221175518829
ACH-000012,-0.034694115757199995
ACH-000013,0.0392641877649
ACH-000014,-0.19216933052000001
ACH-000015,-0.12943774814
ACH-000017,-0.209293979401
ACH-000018,-0.0885182990242
ACH-000019,-0.134698646865
ACH-000021,0.000343589683062
ACH-000022,-0.08688491802869999
ACH-000025,0.0268479289464
ACH-000028,-0.152708273314
ACH-000030,-0.117862176044
ACH-000035,-0.18933858779399998
ACH-000036,-0.173800081675
ACH-000037,0.10943810827099999
ACH-000039,-0.11188157013
ACH-000040,-0.397255261034
ACH-000041,0.0887738689427
ACH-000042,0.04700690355280001
ACH-000045,-0.0958129346268
ACH-000047,-0.124223044078
ACH-000052,0.0194140850941
ACH-000053,0.00648203328248
ACH-000054,-0.08741817412969999
ACH-000055,-0.218437697022
ACH-000060,-0.231544387782
ACH-000067,-0.20114388075599998
ACH-000070,-0.134906759283
ACH-000075,-0.126663431853
ACH-000078,-0.11281234316
ACH-000082,-0.199709355423
ACH-000085,-0.204436265569
ACH-000086,-0.102725482352
ACH-000087,-0.23641046322700002
ACH-000092,-0.0556274421915
ACH-000095,-0.173569778701
ACH-000097,-0.212305294039
ACH-000098,-0.18430297164099999
ACH-000099,-0.09035479354489999
ACH-000108,-0.0423818104639
ACH-000113,-0.173642550792
ACH-000115,-0.294903564824
ACH-000116,-0.0239674650514
ACH-000118,-0.020539877193400002
ACH-000120,-0.100732667804
ACH-000123,-0.21222196974100002
ACH-000127,0.044944241846500005
ACH-000128,-0.385479751856
ACH-000132,0.021898055894999997
ACH-000133,-0.2742501526
ACH-000137,-0.0506503046709
ACH-000138,-0.0919011305029
ACH-000142,-0.100425000493
ACH-000143,-0.157925874583
ACH-000146,-0.08086142962369999
ACH-000148,-0.20242229532000003
ACH-000150,-0.0685885460228
ACH-000152,0.0581235779952
ACH-000153,-0.07447004937910001
ACH-000159,-0.144761543559
ACH-000160,-0.157588526893
ACH-000163,-0.269715688294
ACH-000167,-0.599618536758
ACH-000168,-0.0766289062907
ACH-000169,-0.132464685758
ACH-000178,-0.211556532898
ACH-000182,-0.21215266796
ACH-000183,-0.165057777252
ACH-000188,-0.012516780717
ACH-000189,-0.471605534129
ACH-000190,0.0720613002607
ACH-000198,-0.165519774712
ACH-000204,-0.271599024716
ACH-000206,-0.11650238798399999
ACH-000207,-0.328047602275
ACH-000211,-0.14592618298
ACH-000215,0.0012264765025899998
ACH-000221,-0.258249215544
ACH-000222,-0.208255179851
ACH-000223,-0.08245969383169999
ACH-000226,-0.21863723835499999
ACH-000227,-0.157226673115
ACH-000228,-0.08870251622089999
ACH-000231,-0.113522156464
ACH-000232,-0.115625863442
ACH-000233,-0.10189825923800001
ACH-000234,-0.12728857872000002
ACH-000235,-0.069968402736
ACH-000237,-0.024678524089299998
ACH-000238,-0.0410379060005
ACH-000243,0.025813699403
ACH-000244,-0.17136014408
ACH-000246,-0.233957471171
ACH-000248,-0.12236723568499999
ACH-000250,-0.100209519084
ACH-000251,0.19084153647
ACH-000253,-0.04769504838190001
ACH-000255,-0.275212479196
ACH-000256,-0.293197460131
ACH-000257,-0.38589091631899997
ACH-000258,0.16439084356
ACH-000259,-0.111681942716
ACH-000260,-0.105406864596
ACH-000261,-0.0402277156742
ACH-000262,-0.122984253725
ACH-000263,-0.143003848085
ACH-000264,-0.270730597374
ACH-000265,0.0394946816404
ACH-000266,-0.05976954360640001
ACH-000272,-0.11764235264
ACH-000273,-0.07288601684189999
ACH-000274,-0.0585188402597
ACH-000277,-0.359106327095
ACH-000278,-0.0634613724048
ACH-000279,0.027241226006999998
ACH-000280,-0.0562922395448
ACH-000281,-0.0032542800897100003
ACH-000288,-0.130442762746
ACH-000291,-0.126847143943
ACH-000293,-0.24122701645599998
ACH-000294,-0.112788970669
ACH-000295,-0.0476374940805
ACH-000296,0.0652414837634
ACH-000302,-0.0765744355122
ACH-000304,-0.204389983547
ACH-000307,-0.13829764878599998
ACH-000308,-0.126196729565
ACH-000310,-0.013776611377600001
ACH-000311,-0.0020955617922200002
ACH-000312,0.0012754669060599999
ACH-000315,-0.203246883746
ACH-000316,0.036207867736900004
ACH-000317,-0.15255790202400002
ACH-000318,0.14642025580499998
ACH-000319,-0.0489319335664
ACH-000320,-0.0100607832435
ACH-000322,0.0063389169328
ACH-000323,0.013788337669799998
ACH-000324,0.0114721781225
ACH-000329,-0.139874228698
ACH-000330,0.119250977358
ACH-000331,-0.202575557839
ACH-000332,0.023049725682900004
ACH-000334,-0.273523964067
ACH-000335,-0.0119205363525
ACH-000336,0.0384666631667
ACH-000337,0.0530489784561
ACH-000339,0.054922231530099994
ACH-000341,0.120589935777
ACH-000348,-0.224260121561
ACH-000350,-0.0531210205724
ACH-000352,-0.0452332685212
ACH-000356,-0.0176826029598
ACH-000361,-0.240894325575
ACH-000362,-0.0042776099121999995
ACH-000363,-0.273235063352
ACH-000364,0.0295998044832
ACH-000365,0.057846951459
ACH-000366,-0.229335888953
ACH-000368,-0.34046603733999997
ACH-000374,-0.45327680233199996
ACH-000375,0.16465284158600002
ACH-000376,-0.223032831781
ACH-000381,-0.09060033244280001
ACH-000383,-0.0987070924385
ACH-000387,0.0814110320452
ACH-000389,0.0448549378986
ACH-000390,-0.0446299344551
ACH-000393,-0.00353379272637
ACH-000395,-0.429655896281
ACH-000397,0.0215953192839
ACH-000401,-0.333068016966
ACH-000402,0.21506536438299997
ACH-000403,-0.16808377829799998
ACH-000404,0.12218342342
ACH-000406,-0.0665883280263
ACH-000407,-0.0818325466977
ACH-000408,-0.101414067895
ACH-000410,-0.134345771972
ACH-000411,-0.0440246539941
ACH-000414,0.0540985470352
ACH-000415,-0.0763900563448
ACH-000416,-0.0787379744202
ACH-000420,0.155525016686
ACH-000421,-0.0686236197255
ACH-000424,0.033183506259
ACH-000425,-0.23584034271600002
ACH-000426,-0.0502087261071
ACH-000427,-0.305498661058
ACH-000433,-0.146083782242
ACH-000436,-0.0937496842338
ACH-000444,-0.100286136495
ACH-000445,0.0347954928119
ACH-000448,0.00249669775913
ACH-000450,-0.333899658584
ACH-000452,-0.110443139383
ACH-000454,0.115472470294
ACH-000458,-0.09735244710069998
ACH-000459,-0.0921341284833
ACH-000460,0.033473582577
ACH-000461,-0.148428663324
ACH-000463,-0.026332861485
ACH-000464,-0.0885133116977
ACH-000466,-0.23864396334399998
ACH-000467,-0.0375057209893
ACH-000468,-0.028032289788599996
ACH-000469,-0.110307348483
ACH-000470,-0.18118039308800002
ACH-000471,-0.0766694321073
ACH-000472,-0.249778911968
ACH-000473,-0.298398305965
ACH-000475,-0.160453955333
ACH-000476,-0.266422648118
ACH-000477,-0.187781630311
ACH-000480,-0.30454032303100004
ACH-000481,-0.123740012785
ACH-000483,0.23738903301699998
ACH-000484,0.046595938376000005
ACH-000485,-0.268224624738
ACH-000486,-0.03329671589909999
ACH-000487,-0.18104634280200002
ACH-000488,-0.0962635947004
ACH-000490,-0.15058328477900002
ACH-000491,-0.316758323702
ACH-000495,-0.257006500869
ACH-000496,-0.0174124011592
ACH-000499,-0.196252893887
ACH-000500,-0.4320082437100001
ACH-000502,-0.06075770398159999
ACH-000503,0.287136771416
ACH-000505,-0.130794388603
ACH-000507,0.044416813813899995
ACH-000510,-0.11182662324100001
ACH-000511,-0.133610805217
ACH-000512,0.234576166215
ACH-000516,-0.183534998008
ACH-000517,-0.08605164532989999
ACH-000518,-0.14241449851399998
ACH-000520,-0.06896185008710001
ACH-000521,-0.111431809183
ACH-000522,-0.025324722700700002
ACH-000524,-0.15562358474000001
ACH-000527,-0.138892803948
ACH-000528,-0.056027413222400006
ACH-000537,0.0932497818366
ACH-000541,0.0869434329912
ACH-000542,-0.190730780388
ACH-000544,-0.256270044255
ACH-000545,-0.40091083292499996
ACH-000547,-0.11354421659399999
ACH-000548,-0.0392428972019
ACH-000549,-0.168065804167
ACH-000550,-0.223354222414
ACH-000552,0.0225086500813
ACH-000556,-0.1216678633
ACH-000557,-0.41994516638400003
ACH-000570,0.026046488884799997
ACH-000571,-0.0744423221351
ACH-000573,-0.0945358963243
ACH-000576,0.0150192392542
ACH-000580,0.0445084245452
ACH-000584,0.031356853204
ACH-000585,0.0425520825348
ACH-000588,-0.044982919141800005
ACH-000589,-0.226272954555
ACH-000591,-0.249158487456
ACH-000593,-0.174898142582
ACH-000600,-0.243551408743
ACH-000601,-0.0784013440319
ACH-000604,0.016400550870100002
ACH-000605,-0.36902976897
ACH-000606,-0.283298114852
ACH-000608,-0.241096558164
ACH-000614,-0.269892123429
ACH-000616,-0.20799822288199998
ACH-000618,-0.06795480829390001
ACH-000619,-0.135250492824
ACH-000620,-0.24918918449799998
ACH-000621,-0.05501310659
ACH-000622,-0.25482591940099997
ACH-000623,-0.147589350546
ACH-000624,-0.11669302374900001
ACH-000627,-0.07692022724519999
ACH-000630,0.10652286064300001
ACH-000632,-0.0549816360776
ACH-000633,-0.123789489489
ACH-000637,-0.00888160827355
ACH-000638,0.179247514067
ACH-000646,0.125726684345
ACH-000647,-0.10971752966800001
ACH-000648,-0.0364017823285
ACH-000649,-0.10343002207
ACH-000651,-0.138130995417
ACH-000652,-0.142133063862
ACH-000653,-0.33158910911600004
ACH-000657,-0.125373361021
ACH-000658,-0.269771164432
ACH-000661,-0.136931888489
ACH-000662,0.24117091036899999
ACH-000663,-0.372467349687
ACH-000665,-0.363274018329
ACH-000671,-0.24313630927299998
ACH-000673,-0.035748888275599994
ACH-000676,-0.136522847929
ACH-000677,-0.22890740702799997
ACH-000681,-0.188125139271
ACH-000682,-0.0997626619317
ACH-000683,-0.171830708023
ACH-000684,-0.161686566871
ACH-000688,0.140041872407
ACH-000693,-0.0688922534954
ACH-000694,-0.09098181466210001
ACH-000695,0.29634155056999995
ACH-000696,-0.162724783033
ACH-000697,-0.0316102817744
ACH-000699,-0.0987462100749
ACH-000701,-0.136927732725
ACH-000706,0.0369545947167
ACH-000711,-0.0298798709052
ACH-000713,-0.225102472225
ACH-000714,-0.055088168366300004
ACH-000718,-0.0818046540949
ACH-000720,-0.276239103668
ACH-000721,-0.26173290551899997
ACH-000724,-0.237674581118
ACH-000725,-0.304602039856
ACH-000732,-0.294594227335
ACH-000734,-0.025751060668799997
ACH-000735,-0.169756712896
ACH-000736,0.0158520162852
ACH-000738,-0.129208873625
ACH-000746,-0.030627613524700004
ACH-000747,-0.196127968796
ACH-000748,-0.149600490867
ACH-000753,-0.201436679509
ACH-000756,-0.12365060317099999
ACH-000757,0.157930050124
ACH-000758,-0.35695472810900003
ACH-000760,-0.0744277042638
ACH-000763,-0.0491999397664
ACH-000764,-0.023571575666099995
ACH-000765,0.258985257297
ACH-000766,-0.142064744948
ACH-000767,-0.0320800080628
ACH-000768,-0.057914321705499996
ACH-000769,-0.11505415863299999
ACH-000770,-0.022094480625
ACH-000771,-0.157682056775
ACH-000773,-0.28573803761
ACH-000776,-0.134581920099
ACH-000777,-0.18513099348499998
ACH-000778,-0.187849451719
ACH-000781,-0.104043551457
ACH-000782,-0.109229770765
ACH-000783,-0.18649555774
ACH-000784,-0.0560633920452
ACH-000785,0.104788846801
ACH-000787,-0.261084174841
ACH-000788,-0.176811635127
ACH-000791,0.18373384505600002
ACH-000792,0.0148909025997
ACH-000794,0.0811052696823
ACH-000796,-0.164239889103
ACH-000799,0.036201000406
ACH-000800,-0.024411625437699997
ACH-000802,-0.102359065944
ACH-000804,-0.166849080554
ACH-000805,-0.102763193606
ACH-000809,0.0012514139723399998
ACH-000810,-0.6091024060600001
ACH-000811,-0.16812091150699998
ACH-000817,0.156287416775
ACH-000819,-0.10264504806500001
ACH-000820,-0.056965273382400004
ACH-000821,0.168261202557
ACH-000822,-0.403445735439
ACH-000823,0.0408989421463
ACH-000824,-0.196452515686
ACH-000827,-0.0400087240954
ACH-000829,-0.0107154123373
ACH-000831,0.039215558559199996
ACH-000832,-0.09219964319319998
ACH-000833,-0.18232310660300002
ACH-000834,0.000943659998489
ACH-000835,0.0236676542013
ACH-000836,-0.34965861153000005
ACH-000837,-0.106147622991
ACH-000838,-0.186280260614
ACH-000839,-0.231512324267
ACH-000840,-0.16874991774999998
ACH-000841,0.072769471027
ACH-000843,-0.161526467521
ACH-000846,-0.115226958391
ACH-000847,-0.419623636964
ACH-000848,-0.152603540496
ACH-000849,-0.372267004156
ACH-000851,-0.126961186846
ACH-000855,-0.233652529291
ACH-000856,-0.264732583172
ACH-000858,-0.18937866356199998
ACH-000859,-0.014497611550700002
ACH-000861,-0.050003184909499995
ACH-000862,-0.16269456113800002
ACH-000865,-0.0786040172534
ACH-000866,-0.0396105890983
ACH-000867,-0.151340716229
ACH-000869,-0.142070861785
ACH-000872,-0.087156621733
ACH-000873,-0.0847089771421
ACH-000876,-0.179013470077
ACH-000878,1.67519547495e-05
ACH-000880,0.0235798665514
ACH-000881,-0.0807151054648
ACH-000882,-0.256544900844
ACH-000884,-0.04998477627169999
ACH-000885,-0.080910781266
ACH-000887,-0.0904321830048
ACH-000888,-0.0782881043694
ACH-000889,-0.38521691888099996
ACH-000890,-0.29761926426999996
ACH-000896,0.11650375661599999
ACH-000898,-0.17855687388900002
ACH-000900,0.00772704483937
ACH-000901,-0.11158371554000002
ACH-000905,-0.195517400606
ACH-000906,-0.14869303054000002
ACH-000907,-0.04416295414680001
ACH-000910,-0.129554263907
ACH-000911,-0.130985227389
ACH-000912,-0.175255529092
ACH-000913,-0.0892279869759
ACH-000915,-0.08546677390730001
ACH-000916,-0.137192955952
ACH-000917,-0.12249731705900001
