,HIST1H2BN (8341)
ACH-000260,-0.6249981652809999
ACH-000261,-0.428891594715
ACH-000262,-0.327081720551
ACH-000263,-0.7250489790510001
ACH-000264,-0.57791032784
ACH-000265,-0.548673008008
ACH-000266,-0.431339841395
ACH-000272,-0.5551972815439999
ACH-000273,-0.688794602139
ACH-000274,-0.321039697818
ACH-000277,-0.6850686301600001
ACH-000278,-0.499824463648
ACH-000279,-0.638452331877
ACH-000280,-0.67216700618
ACH-000281,-0.34262922072499996
ACH-000288,-0.432525950914
ACH-000291,-0.26496512892499996
ACH-000293,-0.688757833001
ACH-000294,-0.389722501312
ACH-000295,-0.38097188494
ACH-000296,-0.510253105238
ACH-000302,-0.178717967769
ACH-000304,-0.497316205493
ACH-000307,-0.5221968383510001
ACH-000308,-0.40840263718900005
ACH-000310,-0.7161147670620001
ACH-000311,-0.462695777513
ACH-000312,-0.367404747756
ACH-000315,-0.0200986896828
ACH-000316,-0.307337015229
ACH-000317,-1.01924429177
ACH-000318,-0.653380426679
ACH-000319,-0.587945122568
ACH-000320,-0.7286752599959999
ACH-000322,-0.703929322447
ACH-000323,-0.42053716888400006
ACH-000324,-0.7476594878630001
ACH-000329,-0.7752944058619999
ACH-000330,-0.562720046392
ACH-000331,-0.557893196794
ACH-000332,-0.38208947832400003
ACH-000334,-0.336543952677
ACH-000335,-0.7370126700249999
ACH-000336,-0.48524885364200004
ACH-000337,-0.31343663191
ACH-000339,-0.233665583081
ACH-000341,-0.15976545340700002
ACH-000348,-0.508717292743
ACH-000350,-0.412195164467
ACH-000352,-0.332647007821
ACH-000356,-0.466509816017
ACH-000361,-0.272505972393
ACH-000362,-0.605115503121
ACH-000363,-0.533964391822
ACH-000364,-0.675752296206
ACH-000365,-0.49421935136699996
ACH-000366,-0.264899037295
ACH-000368,-0.41833768053599996
ACH-000374,-0.6686667960830001
ACH-000375,-0.34309681660700003
ACH-000376,-0.417192830267
ACH-000381,-0.42249386030599995
ACH-000383,-0.533987993057
ACH-000387,-0.5778766547209999
ACH-000389,-0.41922448738300006
ACH-000390,-0.482660501795
ACH-000393,-0.614572796589
ACH-000395,-0.40094854809299996
ACH-000397,-0.396048471903
ACH-000401,-0.123366784876
ACH-000402,-0.505513329753
ACH-000403,-0.665881104985
ACH-000404,-0.356486202684
ACH-000406,-0.559854110847
ACH-000407,-0.407151140164
ACH-000408,-0.156899955841
ACH-000410,-0.316044539224
ACH-000411,-0.626671250357
ACH-000414,-0.66737036838
ACH-000415,-0.647073280677
ACH-000416,-0.364820416444
ACH-000420,-0.37058799435500006
ACH-000421,-0.340926625239
ACH-000424,-0.447321973256
ACH-000425,-0.35893590527400004
ACH-000426,-0.8507528774840001
ACH-000427,-0.49409097706
ACH-000433,-0.686195712088
ACH-000436,-0.6746055992059999
ACH-000444,-0.40195167672399995
ACH-000445,-0.377654916881
ACH-000448,-0.435878304753
ACH-000450,-0.513879424958
ACH-000452,-0.7972115293850001
ACH-000454,-0.677388093395
ACH-000458,-0.671438254471
ACH-000459,-0.8862076425579999
ACH-000460,-0.577231265101
ACH-000461,-0.9366553651270001
ACH-000463,-0.535985998677
ACH-000464,-0.506572883495
ACH-000466,-0.850530162835
ACH-000467,-0.638995144606
ACH-000468,-0.20444103938000002
ACH-000469,-0.541589368056
ACH-000470,-0.492334117367
ACH-000471,-0.24457918308200002
ACH-000472,-0.486510477104
ACH-000473,-0.316435980889
ACH-000475,-0.36846324523900004
ACH-000476,-0.36170664511600004
ACH-000477,-0.723789094709
ACH-000480,-0.34647308240900004
ACH-000481,-0.703483637037
ACH-000483,-0.285535366305
ACH-000484,-0.246469425818
ACH-000485,-0.766891714992
ACH-000486,-0.558083087415
ACH-000487,-0.977149903381
ACH-000488,-0.507599177901
ACH-000490,-0.7352264216959999
ACH-000491,-0.569188724525
ACH-000495,-0.53781057517
ACH-000496,-0.34152322739299995
ACH-000499,-0.812630888222
ACH-000500,-0.277155251145
ACH-000502,-0.480937226511
ACH-000503,-0.460666534234
ACH-000505,-0.51500225412
ACH-000507,-0.49190269907300005
ACH-000510,-0.33974535309299997
ACH-000511,-0.361541498025
ACH-000512,-0.722055864379
ACH-000516,-0.797103626973
ACH-000517,-0.838197664817
ACH-000518,-0.648534461837
ACH-000520,-0.39061529245099996
ACH-000521,-0.10687151600099999
ACH-000522,-0.472496864511
ACH-000524,-0.707347327488
ACH-000527,-0.36834928280699997
ACH-000528,-0.517698932308
ACH-000537,-0.534595338561
ACH-000541,-0.274771823268
ACH-000542,-0.294164168129
ACH-000544,-0.492350740144
ACH-000545,-0.462068675458
ACH-000547,-0.337460258703
ACH-000548,-0.621261320122
ACH-000549,-0.6086843761999999
ACH-000550,-0.46119018700099995
ACH-000552,-0.512558325128
ACH-000556,-0.542469578186
ACH-000557,-0.343635586055
ACH-000570,-0.360245250382
ACH-000571,-0.684778362288
ACH-000573,-0.825390789458
ACH-000576,-0.588131339258
ACH-000580,-0.385573498845
ACH-000584,-0.596580918577
ACH-000585,-0.788086034456
ACH-000588,-0.4326614536399999
ACH-000589,-0.34494638228
ACH-000591,-0.506541117206
ACH-000593,-0.28415274983000005
ACH-000600,-0.47635823998099996
ACH-000601,-0.619089974134
ACH-000604,-0.21253285365200003
ACH-000605,-0.560821062488
ACH-000606,-0.7442461458390001
ACH-000608,-0.551555305546
ACH-000614,-0.47769635253799997
ACH-000616,-0.316184092954
ACH-000618,-0.47847322680699994
ACH-000619,-0.902493179646
ACH-000620,-0.462478648203
ACH-000621,-0.557586397296
ACH-000622,-0.37909245546899994
ACH-000623,-0.560610727669
ACH-000624,-0.43010014477200004
ACH-000627,-0.557026928279
ACH-000630,-0.619759032888
ACH-000632,-0.670688382062
ACH-000633,-0.434146110504
ACH-000637,-0.499081626795
ACH-000638,-0.427464404875
ACH-000646,-0.42776846129600005
ACH-000647,-0.621769264848
ACH-000648,-0.49372416825099996
ACH-000649,-0.430853383211
ACH-000651,-0.266129590806
ACH-000652,-0.26498728423
ACH-000653,-0.46538897036000004
ACH-000657,-0.7006045900660001
ACH-000658,-0.46540835724600005
ACH-000661,-0.49260685912600005
ACH-000662,-0.298783451837
ACH-000663,-0.317020635965
ACH-000665,-0.629257219029
ACH-000671,-0.47669059492
ACH-000673,-0.775836534666
ACH-000676,-0.564495724574
ACH-000677,-0.438768204336
ACH-000681,-0.7110877828030001
ACH-000682,-0.595975256112
ACH-000683,-0.565124816985
ACH-000684,-0.643424701859
ACH-000688,-0.47519850262900004
ACH-000693,-0.453886714929
ACH-000694,-0.44176592526
ACH-000695,-0.622089610537
ACH-000696,-0.5130331129460001
ACH-000697,-0.422023479065
ACH-000699,-0.62461621546
ACH-000701,-0.39485577408100003
ACH-000706,-0.530012206232
ACH-000711,-0.398965245419
ACH-000713,-0.572809476199
ACH-000714,-0.617536100758
ACH-000718,-0.390164075198
ACH-000720,-0.611691059269
ACH-000721,-0.593038558789
ACH-000724,-0.9888000843200001
ACH-000725,-0.682975839329
ACH-000732,-0.39600102139
ACH-000734,-0.394313166757
ACH-000735,-0.365481654969
ACH-000736,-0.797748063311
ACH-000738,-0.440554535405
ACH-000746,-0.33225012027600004
ACH-000747,-0.548313806364
ACH-000748,-0.46120378563000003
ACH-000753,-0.692428320694
ACH-000756,-0.563135967757
ACH-000757,-0.480925028687
ACH-000758,-0.325524344383
ACH-000760,-0.375593921679
ACH-000763,-0.8617500153309999
ACH-000764,-0.801896459429
ACH-000765,-0.5695058241309999
ACH-000766,-0.314434192653
ACH-000767,-0.35340658869099995
ACH-000768,-0.36748610293799994
ACH-000769,-0.431609757011
ACH-000770,-0.6772756055239999
ACH-000771,-0.624209863779
ACH-000773,-0.8054568957610001
ACH-000776,-0.32706476590100003
ACH-000777,-0.5618309589720001
ACH-000778,-0.743438573229
ACH-000781,-0.648258798162
ACH-000782,-0.586920089022
ACH-000783,-0.76612989409
ACH-000784,-0.248940524887
ACH-000785,-0.445536358103
ACH-000787,-0.43096602564099995
ACH-000788,-0.440258624508
ACH-000791,-0.487305468471
ACH-000792,-0.565550958217
ACH-000794,-0.665023502042
ACH-000796,-0.593667717928
ACH-000799,-0.626786384119
ACH-000800,-0.336528212373
ACH-000802,-0.526570912747
ACH-000804,-0.293859286502
ACH-000805,-0.568881744248
ACH-000809,-0.532558570097
ACH-000810,-0.696147258776
ACH-000811,-0.401604805942
ACH-000817,-0.598800038305
ACH-000819,-0.184886177097
ACH-000820,-0.629692822791
ACH-000821,-0.53769803465
ACH-000822,-0.520077740142
ACH-000823,-0.527416820082
ACH-000824,-0.7911018415440001
ACH-000827,-0.522575268111
ACH-000829,-0.635917735777
ACH-000831,-0.351393112421
ACH-000832,-0.6691202160499999
ACH-000833,-0.287037968062
ACH-000834,-0.630001510586
ACH-000835,-0.33987535047300005
ACH-000836,0.00738474260885
ACH-000837,-0.231169499789
ACH-000838,-0.37095442423
ACH-000839,-0.750432308719
ACH-000840,-0.47788124473800003
ACH-000841,-0.57022334365
ACH-000843,-0.669770764514
ACH-000846,-0.59791013391
ACH-000847,-0.454834646217
ACH-000848,-0.331947633794
ACH-000849,-0.622395877089
ACH-000851,-0.355353646977
ACH-000855,-0.41257725797300004
ACH-000856,-0.575975308302
ACH-000858,-0.5942317248
ACH-000859,-0.531798992444
ACH-000861,-0.3293821652
ACH-000862,-0.362881898682
ACH-000865,-0.323934205455
ACH-000866,-0.65420507949
ACH-000867,-0.590005688359
ACH-000869,-0.467965725494
ACH-000872,-0.324116442143
ACH-000873,-0.47776676597199996
ACH-000876,-0.696110514832
ACH-000878,-0.442103176325
ACH-000880,-0.685758413933
ACH-000881,-0.528500883286
ACH-000882,-0.478600204437
ACH-000884,-0.38814908199000003
ACH-000885,-0.340688075493
ACH-000887,-0.422771076339
ACH-000888,-0.704029216692
ACH-000889,-0.726758577518
ACH-000890,-0.263374976118
ACH-000896,-0.440204779397
ACH-000898,-0.641418716506
ACH-000900,-0.6396636103209999
ACH-000901,-0.492108234869
ACH-000905,-0.516365212727
ACH-000906,-0.27757455127700004
ACH-000907,-0.701090033882
ACH-000910,-0.6744622441920001
ACH-000911,-0.422821754694
ACH-000912,-0.532902276142
ACH-000913,-0.510763533274
ACH-000915,-0.419805604352
ACH-000916,-0.0672204490043
ACH-000917,-0.37033884637500003
ACH-000921,-0.358161149925
ACH-000924,-0.241007444748
ACH-000926,-0.595991397011
ACH-000928,-0.249905059568
ACH-000929,-0.5441126762990001
ACH-000932,-0.70281384909
ACH-000935,-0.652927341297
ACH-000936,-0.47632801123
ACH-000937,-0.6714507366529999
ACH-000938,-0.688252934583
ACH-000939,-6.68020818237e-05
ACH-000941,-0.742047282764
ACH-000943,-0.387876833041
ACH-000946,-0.382911760337
ACH-000947,-0.512656750346
ACH-000948,-0.598329996917
ACH-000950,-0.578247919441
ACH-000953,-0.684035027605
ACH-000957,-0.27561247295200003
ACH-000958,-0.7416443283040001
ACH-000960,-0.830698054755
ACH-000963,-0.47131155704800004
ACH-000968,-0.571639424493
ACH-000969,-0.763784679682
ACH-000973,-0.420581388151
ACH-000974,-0.661399545161
ACH-000975,-0.47998913812700006
ACH-000976,-0.39468256487899994
ACH-000978,-0.398906181409
ACH-000980,-0.46856225099
ACH-000984,-0.235181381396
ACH-000986,-0.640366757628
ACH-000988,-0.38413685568499994
ACH-000993,-0.55816310641
ACH-000994,-0.303152030129
ACH-000996,-0.690103596267
ACH-001001,-0.530790318622
ACH-001020,0.037676746017300006
ACH-001028,-0.62959965275
ACH-001031,-0.444165330864
ACH-001038,-0.70920208901
ACH-001048,-0.527183256057
ACH-001050,-0.561466401931
ACH-001053,-0.417599695338
ACH-001054,-0.355243484608
ACH-001061,-0.51642744154
ACH-001067,-0.5643712351169999
ACH-001075,-0.638171647528
ACH-001096,-0.393559211277
ACH-001128,0.549144800924
ACH-001134,-0.407160315238
ACH-001151,-0.545318520617
ACH-001163,-0.28518890689599996
ACH-001164,-0.136487064274
ACH-001173,-0.402227490012
ACH-001183,-0.37228566119
ACH-001184,-0.45070492261600004
ACH-001190,-0.6170884051519999
ACH-001192,-0.6017991279770001
ACH-001193,-0.254495948958
ACH-001196,-0.401951313056
ACH-001197,-0.48798524035199997
ACH-001205,-0.6080012955399999
ACH-001211,-0.58345107142
ACH-001212,-0.7672290265839999
ACH-001228,-0.874303758439
ACH-001232,-0.417473945403
ACH-001239,-0.7740759967749999
ACH-001274,-0.594448788176
ACH-001275,-0.458685881723
ACH-001277,-0.213084800024
ACH-001278,-0.379918437498
ACH-001280,-0.38159902199600004
ACH-001283,-0.522618717186
ACH-001289,-0.624658447199
ACH-001295,-0.849460853179
ACH-001300,-0.713982949497
ACH-001301,-0.607878518605
ACH-001302,-0.358692205585
ACH-001303,-0.429817847441
ACH-001306,-0.465083880593
ACH-001318,-0.58773019063
ACH-001322,-0.435039970414
ACH-001328,-0.792328361823
ACH-001332,-0.79492282039
ACH-001333,-0.413323640465
ACH-001336,-0.591550661189
ACH-001340,-0.782592539076
ACH-001346,-0.603578576481
ACH-001353,-0.683888710983
ACH-001354,-0.271593912612
ACH-001367,-0.6035424511240001
ACH-001368,-0.66502204969
ACH-001374,-0.602004156987
ACH-001375,-0.595717447549
ACH-001377,-0.519026617732
ACH-001380,-0.304014174333
ACH-001391,-0.569651150313
ACH-001407,-0.295104481414
ACH-001408,-0.584778313244
ACH-001413,-0.535718521787
ACH-001430,-0.8994688518189999
ACH-001431,-0.522627072763
ACH-001450,-0.455012848155
ACH-001496,-0.0559756448428
ACH-001500,-0.308193291043
ACH-001521,-0.639433074146
ACH-001523,-0.515342405245
ACH-001532,-0.530619896758
ACH-001536,-0.639844674623
ACH-001550,-0.320100807276
ACH-001552,-0.698074290191
ACH-001554,-0.538364348862
ACH-001645,-0.461926723262
ACH-001654,-0.637100345271
ACH-001715,-0.519705007401
ACH-001735,-0.789099786671
ACH-001736,-0.290091122601
ACH-001737,-1.26970550948
ACH-001740,-0.236246208424
ACH-001745,-0.449996146545
ACH-001750,-0.42289299880000003
ACH-001765,-0.558552773529
ACH-001956,-0.731784593513
ACH-001957,-0.602208613997
