,CDC14A (8556)
ACH-000004,-0.322073201196
ACH-000007,0.0170078315191
ACH-000009,-0.0377923042772
ACH-000011,0.0025500904289299997
ACH-000012,0.0823423178952
ACH-000013,0.00489426206887
ACH-000014,0.0726408707181
ACH-000015,-0.0186456267699
ACH-000017,-0.000171404448185
ACH-000018,-0.0249762155199
ACH-000019,-0.123783484214
ACH-000021,-0.0457388631123
ACH-000022,0.08286271298589999
ACH-000025,-0.331843482047
ACH-000028,-0.158064651799
ACH-000030,-0.0732180790064
ACH-000035,-0.313037743678
ACH-000036,-0.0324317110706
ACH-000037,0.163892468593
ACH-000039,-0.062127034457
ACH-000040,-0.06436117257559999
ACH-000041,-0.173754886395
ACH-000042,0.046737675597099994
ACH-000045,0.029180817304500003
ACH-000047,-0.02894317543
ACH-000052,-0.272219333455
ACH-000053,0.0212099275563
ACH-000054,-0.061473125286400004
ACH-000055,0.154093843832
ACH-000060,0.023023924001000003
ACH-000067,-0.20905204205400002
ACH-000070,0.008129885513170001
ACH-000075,-0.215006477619
ACH-000078,-0.0111297932133
ACH-000082,-0.0295408807148
ACH-000085,-0.192924500306
ACH-000086,-0.17266396984700003
ACH-000087,0.0649888097216
ACH-000092,-0.214045043651
ACH-000095,-0.17949696583099997
ACH-000097,-0.02101084146
ACH-000098,-0.0551730259505
ACH-000099,-0.086644314248
ACH-000108,0.10702662587200001
ACH-000113,0.040213490606999996
ACH-000115,0.0198180792758
ACH-000116,0.010891083822800001
ACH-000118,-0.10751009710899999
ACH-000120,0.0563109808325
ACH-000123,-0.0385669457144
ACH-000127,-0.043946035120099994
ACH-000128,-0.000709892700378
ACH-000132,-0.0420547313659
ACH-000133,-0.051975341794600005
ACH-000137,-0.27008911625
ACH-000138,-0.007770018061
ACH-000142,0.043108083847900006
ACH-000143,-0.0183930673105
ACH-000146,-0.00973533265603
ACH-000148,-0.08829839101510001
ACH-000150,-0.022545139717599996
ACH-000152,-0.0939536286016
ACH-000153,0.110058278098
ACH-000159,-0.0826317263244
ACH-000160,-0.027128438340599997
ACH-000163,-0.12466734950899999
ACH-000167,-0.230277681167
ACH-000168,0.047382249741099995
ACH-000169,-0.08056147117710001
ACH-000178,0.00878805899224
ACH-000182,-0.00223170893681
ACH-000183,0.144539540298
ACH-000188,0.044034116013599994
ACH-000189,0.194331982525
ACH-000190,-0.289479750744
ACH-000198,0.014351728431799998
ACH-000204,0.08215422458610001
ACH-000206,-0.10150672634199999
ACH-000207,-0.100457891978
ACH-000211,-0.0900690826475
ACH-000215,-0.0776376546983
ACH-000221,-0.11281114838199999
ACH-000222,0.09646837037239998
ACH-000223,-0.128514816675
ACH-000226,-0.12106681425999999
ACH-000227,-0.171469733012
ACH-000228,-0.0430142332528
ACH-000231,-0.103084858196
ACH-000232,0.008409592101770001
ACH-000233,-0.0450769221978
ACH-000234,-0.0750419529683
ACH-000235,0.104509948146
ACH-000237,-0.08407829461539999
ACH-000238,0.022544428443400003
ACH-000243,0.0582998066263
ACH-000244,0.0675982383405
ACH-000246,-0.0284688301101
ACH-000248,0.013481905008700001
ACH-000250,-0.0135579412069
ACH-000251,-0.058177300581099996
ACH-000253,0.0869021464724
ACH-000255,-0.07178557396869999
ACH-000256,0.0668002348191
ACH-000257,-0.167572350895
ACH-000258,0.055913503532999995
ACH-000259,0.08056159264280001
ACH-000260,-0.0855566894892
ACH-000261,-0.133698125667
ACH-000262,-0.024203732158499996
ACH-000263,0.0697761209534
ACH-000264,-0.0785545653843
ACH-000265,-0.0604997361724
ACH-000266,0.12029236002999999
ACH-000272,-0.129512132981
ACH-000273,0.0147425868129
ACH-000274,-0.06490561570430001
ACH-000277,-0.0456368594467
ACH-000278,-0.206338559543
ACH-000279,-0.0182281751123
ACH-000280,-0.0556470501555
ACH-000281,0.262893648101
ACH-000288,-0.06003180659530001
ACH-000291,-0.0363142881302
ACH-000293,-0.047669387455599996
ACH-000294,-0.0744173097252
ACH-000295,0.165615981959
ACH-000296,-0.20119448987799998
ACH-000302,-0.09437920999189998
ACH-000304,-0.16732565650800002
ACH-000307,-0.07828532064930001
ACH-000308,-0.104106214276
ACH-000310,-0.12638389346599999
ACH-000311,0.158764537859
ACH-000312,-0.198168683981
ACH-000315,-0.10987148192
ACH-000316,0.240297776113
ACH-000317,-0.00690356561652
ACH-000318,-0.118298710998
ACH-000319,-0.00206738732628
ACH-000320,-0.0209123787576
ACH-000322,0.0593112660969
ACH-000323,-0.108850615856
ACH-000324,-0.138737856704
ACH-000329,-0.0623352724914
ACH-000330,-0.060984650065
ACH-000331,-0.200292744857
ACH-000332,-0.028385328736999997
ACH-000334,-0.154567072912
ACH-000335,-0.35124457561800004
ACH-000336,-0.132570135521
ACH-000337,0.0222534171256
ACH-000339,-0.139484178527
ACH-000341,-0.131380874772
ACH-000348,-0.0968772874705
ACH-000350,0.07634653087639999
ACH-000352,-0.165918093005
ACH-000356,-0.0130981471732
ACH-000361,0.0191806877353
ACH-000362,0.012989488749200001
ACH-000363,0.0732673254602
ACH-000364,-0.09056609688100001
ACH-000365,-0.05702120087280001
ACH-000366,0.00563011131143
ACH-000368,-0.17763648557700001
ACH-000374,-0.09575628503039998
ACH-000375,0.0301390838332
ACH-000376,-0.07602673923600001
ACH-000381,0.0682359651059
ACH-000383,-0.06283670763190001
ACH-000387,0.15012475750600002
ACH-000389,0.101977268353
ACH-000390,0.0198387024019
ACH-000393,-0.13902151033
ACH-000395,-0.053499587763400004
ACH-000397,0.0145377477404
ACH-000401,-0.0889244728502
ACH-000402,-0.052644293487200004
ACH-000403,-0.059203367679399994
ACH-000404,0.105961830235
ACH-000406,0.0557742227585
ACH-000407,-0.049764367992099996
ACH-000408,-0.191826555836
ACH-000410,-0.032467831803900005
ACH-000411,0.034099356132299995
ACH-000414,0.0356988644586
ACH-000415,0.0101399615174
ACH-000416,-0.177379285229
ACH-000420,-0.163737765856
ACH-000421,0.0142007007917
ACH-000424,-0.06938279157060001
ACH-000425,0.07544804091019999
ACH-000426,0.0572796020359
ACH-000427,-0.128740607848
ACH-000433,0.0554799844811
ACH-000436,0.01705103083
ACH-000444,-0.252712280866
ACH-000445,-0.111637794594
ACH-000448,-0.180305907799
ACH-000450,0.194393045806
ACH-000452,0.0105140619773
ACH-000454,-0.0547702113195
ACH-000458,-0.0434186219516
