,REPS1 (85021)
ACH-000004,0.09827550909810001
ACH-000007,-0.0325392672742
ACH-000009,0.034960575208
ACH-000011,-0.10746789441099999
ACH-000012,0.10037220027
ACH-000013,0.0979343189287
ACH-000014,0.0072117666730700004
ACH-000015,-0.031298219550200006
ACH-000017,0.08090753957960001
ACH-000018,-0.285727439584
ACH-000019,0.105636763977
ACH-000021,-0.16044833565400002
ACH-000022,0.0214570283432
ACH-000025,0.0470066064986
ACH-000028,0.143186689716
ACH-000030,0.0836428376867
ACH-000035,0.0563232813918
ACH-000036,0.013822222346999999
ACH-000037,0.136190033316
ACH-000039,0.00148081521069
ACH-000040,-0.14867421776599998
ACH-000041,-0.07889237394689999
ACH-000042,-0.027533698797
ACH-000045,-0.0910362392746
ACH-000047,0.0595261083273
ACH-000052,-0.27492516233000003
ACH-000053,0.018017926001200002
ACH-000054,-0.227280330274
ACH-000055,-0.231023973449
ACH-000060,-0.0794299048505
ACH-000067,-0.21410950576999999
ACH-000070,0.0555636292866
ACH-000075,0.10232150305400001
ACH-000078,0.27073029284
ACH-000082,-0.08205228196639999
ACH-000085,0.039140915029
ACH-000086,-0.058016310350900005
ACH-000087,-0.0308496991438
ACH-000092,-0.0374899969688
ACH-000095,-0.027911101434800002
ACH-000097,0.127323273212
ACH-000098,-0.035490777092800005
ACH-000099,0.153624982454
ACH-000108,0.200794016502
ACH-000113,-0.0286789739871
ACH-000115,0.041718185093199994
ACH-000116,0.102898118164
ACH-000118,-0.0770851164773
ACH-000120,0.049718830077300005
ACH-000123,0.12918213647500001
ACH-000127,0.0338851344362
ACH-000128,0.012948498613499998
ACH-000132,-0.29745927012
ACH-000133,0.020239703504999998
ACH-000137,0.10413550036800001
ACH-000138,-0.00362739725622
ACH-000142,-0.012523219218299998
ACH-000143,-0.136278205242
ACH-000146,0.072346473765
ACH-000148,0.009366032781049999
ACH-000150,0.159942218568
ACH-000152,-0.00213338451901
ACH-000153,0.212433570172
ACH-000159,0.0824830236605
ACH-000160,-0.23936855690699999
ACH-000163,-0.037411773627
ACH-000167,-0.186330429625
ACH-000168,0.0259371155987
ACH-000169,0.0496917386584
ACH-000178,0.0802989184075
ACH-000182,0.133711032465
ACH-000183,-0.06976922601310001
ACH-000188,-0.0121227873296
ACH-000189,0.282113087894
ACH-000190,-0.237657518331
ACH-000198,-0.184397069526
ACH-000204,0.13752094721799998
ACH-000206,0.15397433259999999
ACH-000207,0.0150222377302
ACH-000211,0.037726565628199996
ACH-000215,-0.061288863886
ACH-000221,0.0664414930215
ACH-000222,0.23809555708
ACH-000223,-0.234600998548
ACH-000226,-0.0286822328487
ACH-000227,0.331388272497
ACH-000228,0.00679837993929
ACH-000231,0.10060740310499999
ACH-000232,-0.24224506935100001
ACH-000233,-0.0376389858897
ACH-000234,-0.0405656444275
ACH-000235,0.0635267807299
ACH-000237,0.0651488534677
ACH-000238,0.109008423302
ACH-000243,0.18951192394000002
ACH-000244,-0.08347753398289999
ACH-000246,-0.0172662650009
ACH-000248,-0.31003977199099997
ACH-000250,0.05307298614
ACH-000251,0.042693384383899996
ACH-000253,-0.0341369775217
ACH-000255,-0.14677120014
ACH-000256,0.0956357734093
ACH-000257,-0.004327860960079999
ACH-000258,-0.167269733133
ACH-000259,0.040630919860900006
ACH-000260,0.21027127782900001
ACH-000261,-0.0707443302507
ACH-000262,-0.149448645374
ACH-000263,-0.146591647181
ACH-000264,-0.021036130450200002
ACH-000265,0.16162457887499998
ACH-000266,-0.15993615633199998
ACH-000272,0.0227968752642
ACH-000273,-0.044258121980999994
ACH-000274,-0.0519032754469
ACH-000277,0.028775028511099997
ACH-000278,0.158534379145
ACH-000279,-0.0276545530427
ACH-000280,-0.00872590341091
ACH-000281,0.199015042887
ACH-000288,0.0645947263347
ACH-000291,-0.039732061231999995
ACH-000293,0.10317165975400001
ACH-000294,0.137326172677
ACH-000295,0.188511272713
ACH-000296,0.08391266253070001
ACH-000302,-0.0356053442421
ACH-000304,0.263388071704
ACH-000307,-0.059240506112400004
ACH-000308,0.0047111059829399995
ACH-000310,0.305745883901
ACH-000311,-0.173679286637
ACH-000312,0.24026126065
ACH-000315,0.0823874412483
ACH-000316,0.042377349391800004
ACH-000317,-0.053113109178900005
ACH-000318,0.062469749313000006
ACH-000319,0.105775205833
ACH-000320,0.0749341509519
ACH-000322,0.07062018473119999
ACH-000323,0.16954547485399998
ACH-000324,-0.0223869998532
ACH-000329,0.016674462748700002
ACH-000330,-0.0618470792246
ACH-000331,0.111781811807
ACH-000332,0.028911500083
ACH-000334,-0.16373019222500002
ACH-000335,0.18244489549600001
ACH-000336,0.09013869095650001
ACH-000337,-0.23212163459000001
ACH-000339,0.09713066033010001
ACH-000341,0.178980814371
ACH-000348,-0.0258463014294
ACH-000350,-0.0690665833162
ACH-000352,0.127681485576
ACH-000356,-0.0604036328804
ACH-000361,-0.050311129942500005
ACH-000362,0.10355727961200001
ACH-000363,0.14984216345100002
ACH-000364,-0.0383092006116
ACH-000365,-0.0559519077943
ACH-000366,0.115551665599
ACH-000368,0.416428157377
ACH-000374,-0.047273503964
ACH-000375,0.0699865440151
ACH-000376,0.0761552684013
ACH-000381,0.162152159672
ACH-000383,0.00800083592457
ACH-000387,0.0132428922395
ACH-000389,-0.210712994474
ACH-000390,-0.07773545539269999
ACH-000393,-0.12197617377100001
ACH-000395,0.146479080388
ACH-000397,0.0134733385784
ACH-000401,0.0260211005199
ACH-000402,-0.195175732382
ACH-000403,-0.100981538671
ACH-000404,-0.32427606593499997
ACH-000406,-0.013988273882500001
ACH-000407,0.09804325806510002
ACH-000408,0.0110426850336
ACH-000410,0.0202870319187
ACH-000411,-0.102186127685
ACH-000414,0.116379116186
ACH-000415,0.0729769442066
ACH-000416,0.053502710607
ACH-000420,-0.079121324825
ACH-000421,-0.00911219574695
ACH-000424,-0.0470562144595
ACH-000425,0.028905919066300002
ACH-000426,0.147385671021
ACH-000427,-0.327069293581
ACH-000433,0.0264644754999
ACH-000436,-0.09819153586969999
ACH-000444,0.0742394296417
ACH-000445,-0.00949317939555
ACH-000448,0.0132102225113
ACH-000450,0.11192639624600001
