,SIK2 (23235)
ACH-000004,0.027000176035000004
ACH-000007,-0.160519261525
ACH-000009,-0.021488857442400002
ACH-000011,0.0454494244178
ACH-000012,0.072787887475
ACH-000013,0.0774968139102
ACH-000014,0.495245081336
ACH-000015,0.16899658019299998
ACH-000017,0.189191398076
ACH-000018,0.0563615410561
ACH-000019,0.150452656509
ACH-000021,0.0919011814253
ACH-000022,0.08711221292600001
ACH-000025,0.190035080502
ACH-000028,0.155517649951
ACH-000030,0.125333211285
ACH-000035,0.335969387028
ACH-000036,-0.0728512450616
ACH-000037,-0.0165939475962
ACH-000039,0.00372743164925
ACH-000040,-0.125571969976
ACH-000041,-0.101354444006
ACH-000042,0.0702765479786
ACH-000045,0.11956803643899999
ACH-000047,0.176712568539
ACH-000052,0.270030849757
ACH-000053,-0.019208303633999998
ACH-000054,-0.102968626506
ACH-000055,-0.0245343955607
ACH-000060,0.07766971475610002
ACH-000067,0.37527738209600003
ACH-000070,-0.20461536613899997
ACH-000075,0.304824235041
ACH-000078,0.0156520755801
ACH-000082,0.10999905652999999
ACH-000085,0.247346399406
ACH-000086,0.0153557985543
ACH-000087,-0.045386387512099995
ACH-000092,0.114648338369
ACH-000095,-0.147922251685
ACH-000097,0.16984687943799998
ACH-000098,-0.036028574765199994
ACH-000099,0.0716622969552
ACH-000108,-0.161371535273
ACH-000113,0.12271813522
ACH-000115,-0.0164823456914
ACH-000116,-0.0591033978101
ACH-000118,-0.0212903039126
ACH-000120,0.10343871869999999
ACH-000123,0.006034362098289999
ACH-000127,0.09110505545900001
ACH-000128,0.46701781260700004
ACH-000132,-0.247777243006
ACH-000133,-0.0567698675371
ACH-000137,0.202094560542
ACH-000138,-0.101870392526
ACH-000142,0.15476994597000002
ACH-000143,0.105998671751
ACH-000146,-0.0652241621759
ACH-000148,0.227760522275
ACH-000150,0.0796489930908
ACH-000152,0.14320468303099998
ACH-000153,-0.326825127233
ACH-000159,0.165372669388
ACH-000160,-0.0346597796101
ACH-000163,-0.038127967125
ACH-000167,0.0148878503395
ACH-000168,-0.12244694889699999
ACH-000169,-0.0007578288730260001
ACH-000178,-0.0870793666377
