,LRAT (9227)
ACH-000004,0.140242829706
ACH-000007,0.241053734578
ACH-000009,-0.00370087946619
ACH-000011,-0.179265720138
ACH-000012,-0.00524043167709
ACH-000013,0.179394481284
ACH-000014,-0.049423111743499996
ACH-000015,0.148218459567
ACH-000017,0.34893401098099996
ACH-000018,-0.162685533774
ACH-000019,0.0757222182821
ACH-000021,0.0651508092276
ACH-000022,0.048528911344599995
ACH-000025,0.0124853325567
ACH-000028,0.12569772050699998
ACH-000030,0.0305823925482
ACH-000035,0.178781217963
ACH-000036,0.147310211809
ACH-000037,-0.108698270456
ACH-000039,0.137023800888
ACH-000040,-0.045439748182899996
ACH-000041,0.132482550119
ACH-000042,0.18683956863200002
ACH-000045,0.023874900246999998
ACH-000047,-0.011451002646000002
ACH-000052,-0.07894751527669999
ACH-000053,0.08752477538049999
ACH-000054,-0.14377031522
ACH-000055,0.0631224048283
ACH-000060,0.0213491804177
ACH-000067,0.12826767103700001
ACH-000070,-0.19128287330899998
ACH-000075,0.104920226019
ACH-000078,0.0600829321849
ACH-000082,0.0279950740361
ACH-000085,-0.030869993732099997
ACH-000086,0.006328794441710001
ACH-000087,0.0141270557626
ACH-000092,0.07947455556289999
ACH-000095,0.022829318522
ACH-000097,0.0217664031852
ACH-000098,0.00673919480217
ACH-000099,-0.0233293681972
ACH-000108,-0.021441231090299998
ACH-000113,0.234985353613
ACH-000115,-0.0486595008901
ACH-000116,0.0833317261322
ACH-000118,0.126800475982
ACH-000120,0.07367711580269999
ACH-000123,0.144273529035
ACH-000127,-0.042279575548099996
ACH-000128,0.04422660937199999
ACH-000132,-0.00164370233192
ACH-000133,0.0465698195936
ACH-000137,-0.099079002349
ACH-000138,0.0405055764285
ACH-000142,0.0287050987464
ACH-000143,0.0947018205875
ACH-000146,0.157187174313
ACH-000148,0.0320606078535
ACH-000150,0.026638167034299998
ACH-000152,-0.056686553861100004
ACH-000153,0.17207302100400002
ACH-000159,0.0792285291438
ACH-000160,-0.00465192543629
ACH-000163,0.025996848172299997
ACH-000167,0.348016677771
ACH-000168,0.125723393522
ACH-000169,0.0741355806405
ACH-000178,-0.105913869311
ACH-000182,-0.0022671757927199996
ACH-000183,0.11463211339400001
ACH-000188,0.00614629562668
ACH-000189,0.00709394899652
ACH-000190,0.022920101275299996
ACH-000198,0.249851997724
ACH-000204,-0.0432997483681
ACH-000206,0.030736081337000003
ACH-000207,0.0545514135335
ACH-000211,-0.06041602678809999
ACH-000215,0.0404608601519
ACH-000221,0.104340971984
ACH-000222,0.163052596872
ACH-000223,-0.0025210625589
ACH-000226,0.0581723407234
ACH-000227,0.007737351415960001
ACH-000228,-0.10005195326300001
ACH-000231,0.11325888292099999
ACH-000232,0.0894448957852
ACH-000233,-0.014521422490000001
ACH-000234,-0.16304357815099998
ACH-000235,0.108153489817
ACH-000237,0.0570958140488
ACH-000238,0.0130393340635
ACH-000243,0.008161722629239998
ACH-000244,-0.371408988093
ACH-000246,-0.0682451236707
ACH-000248,0.10811359458799999
ACH-000250,-0.208536649904
ACH-000251,-0.027461959542400004
ACH-000253,-0.0784966132149
ACH-000255,-0.15929966465999998
ACH-000256,0.05682417065669999
ACH-000257,-0.136030681016
ACH-000258,0.16637642134199998
ACH-000259,0.211906871773
ACH-000260,-0.029114726019
ACH-000261,0.0668934844662
ACH-000262,-0.10518296218499999
ACH-000263,0.050032143026300005
ACH-000264,0.127900922833
ACH-000265,-0.0277007060215
ACH-000266,0.06752911954440001
ACH-000272,0.0335784711167
ACH-000273,-0.102239549262
ACH-000274,0.0818948864175
ACH-000277,-0.04851326866280001
ACH-000278,0.0488432465324
ACH-000279,0.0323350935358
ACH-000280,-0.0497690968933
ACH-000281,-5.91671106383e-06
ACH-000288,0.149624797911
