,ZC3HAV1L (92092)
ACH-000004,0.0828783530647
ACH-000007,0.117664602147
ACH-000009,0.275737030343
ACH-000011,-0.08470178558219998
ACH-000012,0.160617297639
ACH-000013,0.21858550170899999
ACH-000014,-0.042280167863600004
ACH-000015,0.431001057702
ACH-000017,0.160513136587
ACH-000018,0.23834039121199999
ACH-000019,0.036181924326300005
ACH-000021,-0.015048517268299998
ACH-000022,0.159533396894
ACH-000025,0.17105546855300002
ACH-000028,0.27139122291900003
ACH-000030,0.27690500129900003
ACH-000035,0.0385394198942
ACH-000036,0.026963559273000003
ACH-000037,-0.0081200528729
ACH-000039,0.19218072732500002
ACH-000040,0.0721503589581
ACH-000041,0.07468433365669999
ACH-000042,0.0843317711026
ACH-000045,0.20345968545600002
ACH-000047,0.256897775677
ACH-000052,0.234520184855
ACH-000053,0.027258262314299998
ACH-000054,0.0698403068337
ACH-000055,0.333203588453
ACH-000060,-0.130393276006
ACH-000067,0.011895038946
ACH-000070,0.150845507985
ACH-000075,-0.227379802253
ACH-000078,0.0274611775948
ACH-000082,-0.0004330756783369999
ACH-000085,0.283567931564
ACH-000086,0.137817791447
ACH-000087,0.130843677744
ACH-000092,0.151523277668
ACH-000095,0.07328908056649999
ACH-000097,0.0883933440647
ACH-000098,0.177386298072
ACH-000099,0.150121932721
ACH-000108,0.110078865284
ACH-000113,0.20082127680999998
ACH-000115,-0.025854924145200003
ACH-000116,0.111896866813
ACH-000118,0.0978042017211
ACH-000120,-0.04244087681869999
ACH-000123,0.314533247932
ACH-000127,0.21567138265900002
ACH-000128,-0.07290231966989999
ACH-000132,0.167521246274
ACH-000133,0.11603618904200001
ACH-000137,0.09223743714410002
ACH-000138,0.23207518616300002
ACH-000142,0.0197316958496
ACH-000143,-0.108181093474
ACH-000146,0.20644254202100001
ACH-000148,0.261707244544
ACH-000150,0.07031514782130001
ACH-000152,0.12420143701400001
ACH-000153,0.025095455075
ACH-000159,0.0512761932714
ACH-000160,0.14190668898800002
ACH-000163,0.15082236407299998
ACH-000167,0.0321245744852
ACH-000168,0.31195893573399996
ACH-000169,0.13809394333
ACH-000178,0.22508276920899997
ACH-000182,0.207958790614
ACH-000183,0.280859091828
ACH-000188,0.11319711067399998
ACH-000189,-0.127514970101
ACH-000190,0.181861716159
ACH-000198,0.11765308990000001
ACH-000204,0.232275280883
ACH-000206,0.232002183862
ACH-000207,0.379024327583
ACH-000211,0.14993449526799998
