,CENPP (401541)
ACH-000004,-0.38272316683799995
ACH-000007,-0.7854737647769999
ACH-000009,-0.35674173814300003
ACH-000011,-0.871055615309
ACH-000012,-0.44772035557800005
ACH-000013,-0.21535636400400002
ACH-000014,-0.7232275626970001
ACH-000015,-0.8547287543459999
ACH-000017,-0.190489280093
ACH-000018,-0.5831307227870001
ACH-000019,-0.420155202725
ACH-000021,-0.332490770849
ACH-000022,-0.936597670643
ACH-000025,-0.307384382061
ACH-000028,-0.639855955168
ACH-000030,-0.537750331454
ACH-000035,-0.263590228207
ACH-000036,-0.7983734806049999
ACH-000037,-0.347245878279
ACH-000039,-0.8798376848109999
ACH-000040,-0.5017732948870001
ACH-000041,-0.9815482168790001
ACH-000042,-0.293461403157
ACH-000045,-0.6517888388009999
ACH-000047,-0.668058724806
ACH-000052,-0.879546786698
ACH-000053,-0.458473733462
ACH-000054,-0.575027079864
ACH-000055,-0.551957628741
ACH-000060,-0.274973941811
ACH-000067,-1.17653428077
ACH-000070,-0.762396486091
ACH-000075,-0.42059067592200006
ACH-000078,-0.52429036565
ACH-000082,-0.35934688672700005
ACH-000085,-0.250786481184
ACH-000086,-0.22849181493
ACH-000087,-0.438897110196
ACH-000092,-0.32922617131799997
ACH-000095,-0.622820780474
ACH-000097,-0.44819296286000004
ACH-000098,-0.741869562422
ACH-000099,-0.912508937179
ACH-000108,-0.478881254265
ACH-000113,-0.5564389839980001
ACH-000115,-0.452845502222
ACH-000116,-0.9085068646850001
ACH-000118,-0.20471603419
ACH-000120,-0.623256888035
ACH-000123,-0.624618310772
ACH-000127,-0.09990880986989999
ACH-000128,-0.8635026809090001
ACH-000132,-0.266747244109
ACH-000133,-0.544110129701
ACH-000137,-0.669133341906
ACH-000138,-0.35818885678400003
ACH-000142,-0.621350227632
ACH-000143,-0.661079137223
ACH-000146,-0.504298532686
ACH-000148,-0.9185984640100001
ACH-000150,-0.78739223346
ACH-000152,-0.541491173779
ACH-000153,-0.09869547123530001
ACH-000159,-0.760510900133
ACH-000160,-0.268527248043
ACH-000163,-0.621185172419
ACH-000167,-0.184421224797
ACH-000168,-0.149950461927
ACH-000169,-0.363247613358
ACH-000178,-0.441483795748
ACH-000182,0.06749943556509999
ACH-000183,-0.866106851009
ACH-000188,-0.721768964572
ACH-000189,-0.634472577328
ACH-000190,-0.229993774549
ACH-000198,-0.21773323503699998
ACH-000204,-0.187847259203
ACH-000206,-0.0058762034616
ACH-000207,-0.720371658301
ACH-000211,-1.0519802167899999
ACH-000215,-0.953245039964
ACH-000221,-0.612243636018
ACH-000222,-0.542253649193
ACH-000223,-0.389869826608
ACH-000226,-0.441533448151
ACH-000227,-0.519853994114
ACH-000228,-0.74749044965
ACH-000231,-0.300006447747
ACH-000232,-1.01020349927
ACH-000233,-0.392135260476
ACH-000234,-0.829654760884
ACH-000235,-0.411279419757
ACH-000237,-0.915985057008
ACH-000238,-1.21621414701
ACH-000243,-0.241773943869
ACH-000244,-0.987618399737
ACH-000246,-0.573858410146
ACH-000248,-0.399793559709
ACH-000250,-0.612184944741
ACH-000251,-0.618107065337
ACH-000253,-0.535290571665
ACH-000255,-0.321322404939
ACH-000256,-0.415339368108
ACH-000257,-0.299431826061
ACH-000258,-0.569711336681
ACH-000259,-0.574011589452
ACH-000260,-0.8139460843299999
ACH-000261,-0.341051122407
ACH-000262,-0.622663947817
ACH-000263,-0.612013073969
ACH-000264,-0.508723822081
ACH-000265,-0.295485990632
ACH-000266,-0.451600800536
ACH-000272,-0.649522572791
ACH-000273,-0.8797987424760001
ACH-000274,-0.57022506937
ACH-000277,-0.152414853854
ACH-000278,-0.8290030853589999
ACH-000279,-1.04091735977
ACH-000280,-0.41971856762500004
ACH-000281,-0.539056986632
ACH-000288,-0.489669255517
ACH-000291,-0.542213349679
ACH-000293,-0.403040530029
ACH-000294,-0.388971118071
ACH-000295,-0.3468557353
ACH-000296,-0.5795422064360001
ACH-000302,-0.30366356504
ACH-000304,-0.061479759274000005
ACH-000307,-0.789582744457
ACH-000308,-1.04434739045
ACH-000310,-0.594177387958
ACH-000311,-0.736537103585
ACH-000312,-0.7898994599889999
ACH-000315,-0.28222065146499997
ACH-000316,-0.739159947386
ACH-000317,-0.8249085475910001
ACH-000318,-0.419292189134
ACH-000319,-0.44949770186300003
ACH-000320,-0.47785781089699997
ACH-000322,-0.765502854541
ACH-000323,-0.38699782668099997
ACH-000324,-0.750702661287
ACH-000329,-0.480946787941
ACH-000330,-0.19881922184300002
ACH-000331,-0.440706349481
ACH-000332,-0.30341027017
