,PIGK (10026)
ACH-000004,0.047874917405500005
ACH-000007,0.309754835412
ACH-000009,0.0327637523787
ACH-000011,-0.0782039449544
ACH-000012,0.0582888571605
ACH-000013,0.207120828501
ACH-000014,0.182378919064
ACH-000015,0.0635752745253
ACH-000017,-0.06688866407920001
ACH-000018,-0.0034614048424699995
ACH-000019,0.0830692101699
ACH-000021,0.016631715648
ACH-000022,0.157097508323
ACH-000025,-0.0259747455168
ACH-000028,0.286396198975
ACH-000030,0.14757848573100002
ACH-000035,-0.023192613887099995
ACH-000036,0.106894335759
ACH-000037,0.16989049543200002
ACH-000039,-0.206209948402
ACH-000040,-0.00399755396367
ACH-000041,0.165095678144
ACH-000042,0.045980020237800005
ACH-000045,0.119835425914
ACH-000047,0.0179769000314
ACH-000052,0.08949508223330001
ACH-000053,0.107362601625
ACH-000054,0.0227097725415
ACH-000055,0.15865959907
ACH-000060,-0.0350123043733
ACH-000067,0.0441781566947
ACH-000070,0.132728327551
ACH-000075,-0.00015344004960499998
ACH-000078,0.07756827626269999
ACH-000082,-0.119411218497
ACH-000085,0.06915603365619999
ACH-000086,-0.0769768104024
ACH-000087,0.00730982499845
ACH-000092,-0.025966676378099997
ACH-000095,0.09640318656860002
ACH-000097,0.185299938286
ACH-000098,-0.0803185938397
ACH-000099,-0.08027660301030001
ACH-000108,0.215279649808
ACH-000113,0.0650426710723
ACH-000115,0.0534023173545
ACH-000116,0.190619120256
ACH-000118,-0.0917388173034
ACH-000120,0.0616266233094
ACH-000123,0.05880792809640001
ACH-000127,0.0279688987062
ACH-000128,0.136372888127
ACH-000132,0.08493593635579999
ACH-000133,-0.12045021710300001
ACH-000137,0.0675226442988
ACH-000138,0.034795367215999996
ACH-000142,0.311533422678
ACH-000143,0.053225549654000004
ACH-000146,0.25911134837099997
ACH-000148,0.165360769746
ACH-000150,-0.060058115410199994
ACH-000152,0.0534182611957
ACH-000153,-0.071833332908
ACH-000159,0.08410460456360001
ACH-000160,0.128063038692
ACH-000163,-0.162896942108
ACH-000167,0.174213270145
ACH-000168,0.010445550828
ACH-000169,0.051917798736
ACH-000178,0.0396392685548
ACH-000182,0.279471743853
