,DROSHA (29102)
ACH-000182,-0.812706480367
ACH-000183,-0.613841204272
ACH-000188,-0.459690672422
ACH-000189,-0.40087461620399994
ACH-000190,-0.33664651413
ACH-000198,-0.610952450972
ACH-000204,-0.620349238967
ACH-000206,-0.42367305178000003
ACH-000207,-0.6976026104009999
ACH-000211,-0.509168429684
ACH-000215,-0.393890577227
ACH-000221,-0.461586498922
ACH-000222,-0.404242234102
ACH-000223,-0.2096328096
ACH-000226,-0.45652359433999995
ACH-000227,-0.478188764927
ACH-000228,-0.44268165077
ACH-000231,-0.41225263330899997
ACH-000232,-0.267860342627
ACH-000233,-0.574589827519
ACH-000234,-0.6493235539500001
ACH-000235,-0.602445507759
ACH-000237,-0.364911407086
ACH-000238,-0.40965823162500004
ACH-000243,-0.49090781407899997
ACH-000244,-0.669118438363
ACH-000246,-0.6037298591870001
ACH-000248,-0.280235054054
ACH-000250,-0.565065269886
ACH-000251,-0.453077783996
ACH-000253,-0.594910107838
ACH-000255,-0.516936601364
ACH-000256,-0.784214918256
ACH-000257,-0.540502226079
ACH-000258,-0.559588899531
ACH-000259,-0.389457040818
ACH-000260,-0.544777218883
ACH-000261,-0.403777928644
ACH-000262,-0.666303305455
ACH-000263,-0.5746887082050001
ACH-000264,-0.5619170003939999
ACH-000265,-0.482833790976
ACH-000266,-0.478976181021
ACH-000272,-0.448994184015
ACH-000273,-0.6921281486599999
ACH-000274,-0.217706335474
ACH-000277,-0.149313408712
ACH-000278,-0.44154168783299996
ACH-000279,-0.576104875963
ACH-000280,-0.551659279103
ACH-000281,-0.66155819345
ACH-000288,-0.360103084253
ACH-000291,-0.658521074471
ACH-000293,-0.48446453710799997
ACH-000294,-0.28965186077599997
ACH-000295,-0.219526103595
ACH-000296,-0.662050589126
ACH-000302,-0.553339773923
ACH-000304,-0.391588930562
ACH-000307,-0.504775371664
ACH-000308,-0.46310947728999996
ACH-000310,-0.345374675551
ACH-000311,-0.336356664405
ACH-000312,-0.47089062953199995
ACH-000315,-0.85742435674
ACH-000316,-0.616683852395
ACH-000317,-0.462490175037
ACH-000318,-0.307239313997
ACH-000319,-0.48534187364799997
ACH-000320,-0.475222289693
ACH-000322,-0.721927773656
ACH-000323,-0.7472998251980001
ACH-000324,-0.481500334976
ACH-000329,-0.306077372881
ACH-000330,-0.367014925872
ACH-000331,-0.330469988728
ACH-000332,-0.6586982682670001
ACH-000334,-0.609389932628
ACH-000335,-0.367605649987
ACH-000336,-0.116532173073
ACH-000337,-0.28094684309900003
ACH-000339,-0.5156443268500001
ACH-000341,-0.42729330333800003
ACH-000348,-0.598461775385
ACH-000350,-0.16311633985500001
ACH-000352,-0.353531203177
ACH-000356,-0.133613180993
ACH-000361,0.0581458765099
ACH-000362,-0.26616985757399997
ACH-000363,-0.660129815855
ACH-000364,-0.125877570296
ACH-000365,-0.659991858264
ACH-000366,-0.44871487403000004
ACH-000368,-0.733163254022
ACH-000374,-0.458196842311
ACH-000375,-0.758553714384
ACH-000376,-0.402126811748
ACH-000381,-0.39749877235299996
ACH-000383,-0.56418225228
ACH-000387,-0.578329122981
ACH-000389,-0.580205415577
ACH-000390,-0.24987491846999998
ACH-000393,-0.534055112481
ACH-000395,-0.193024551386
ACH-000397,-0.435915467535
ACH-000401,-0.415660207517
ACH-000402,-0.505912607563
ACH-000403,-0.155386159877
ACH-000404,-0.6117851500379999
ACH-000406,-0.740530290412
ACH-000407,-0.196065999152
ACH-000408,-0.36127966416199997
ACH-000410,-0.442779846105
ACH-000411,-0.699750205861
ACH-000414,-0.55254165306
ACH-000415,-0.640053182531
ACH-000416,-0.321997781743
ACH-000420,-0.41553935056
ACH-000421,-0.579176302524
ACH-000424,-0.38249184364100003
ACH-000425,-0.795174034097
ACH-000426,-0.488383553369
ACH-000427,-0.67766750603
ACH-000433,-0.715090148942
ACH-000436,-0.241636084272
ACH-000444,-0.659269525186
ACH-000445,-0.30110545302700004
ACH-000448,-0.602969451515
ACH-000450,-0.308852379681
ACH-000452,-0.531765077415
ACH-000454,-0.145976991843
ACH-000458,-0.450994766675
ACH-000459,-0.455612973689
ACH-000460,-0.429645903173
ACH-000461,-0.432473604557
ACH-000463,-0.46678000081200005
ACH-000464,-0.414890036769
ACH-000466,-0.39960688799800004
ACH-000467,-0.35138937479000004
ACH-000468,-0.12648614904799999
ACH-000469,-0.227345632219
ACH-000470,-0.26782237617800003
ACH-000471,-0.554293159125
ACH-000472,-0.397701968432
ACH-000473,-0.9223465378579999
ACH-000475,-0.19141961254
ACH-000476,-0.39987362814099997
ACH-000477,-0.350433899555
ACH-000480,-0.62881739392
ACH-000481,-0.408835722811
ACH-000483,-0.442752160935
ACH-000484,-0.8675358637970001
ACH-000485,-0.35165478119599997
ACH-000486,-0.664146726383
ACH-000487,-0.461615652038
ACH-000488,-0.450475300274
ACH-000490,-0.512443236073
ACH-000491,-0.508462987771
ACH-000495,-0.598820019008
ACH-000496,-0.28187412164299996
ACH-000499,-0.595232171729
ACH-000500,-0.429501046326
ACH-000502,-0.45162311507799996
ACH-000503,-0.273555509586
ACH-000505,-0.28969456363699997
ACH-000507,-0.437934954586
ACH-000510,-0.352269259346
ACH-000511,-0.517332268621
ACH-000512,-0.30274304992600004
ACH-000516,-0.834103043779
ACH-000517,-0.237023019313
ACH-000518,-0.652692370149
ACH-000520,-0.517301553624
ACH-000521,-0.278357801587
ACH-000522,-0.120680474262
ACH-000524,-0.311262242254
ACH-000527,-0.893883363683
ACH-000528,-0.17198263446400003
ACH-000537,-0.212716429654
ACH-000541,-0.362419379553
ACH-000542,-0.366368242068
ACH-000544,-0.48561657899
ACH-000545,-0.229139504156
ACH-000547,-0.545279943203
ACH-000548,-0.337038726537
ACH-000549,-0.432222969603
ACH-000550,-0.371824807024
ACH-000552,-0.5451634473820001
ACH-000556,-0.15829680313
ACH-000557,-0.24760364242199998
ACH-000570,-0.549087808957
ACH-000571,-0.36441223612199997
ACH-000573,-0.40596796189
ACH-000576,-0.597285668664
ACH-000580,-0.558292774977
ACH-000584,-0.636427356651
ACH-000585,-0.30490609484000003
ACH-000588,-0.503581420503
ACH-000589,-0.43966989757299996
ACH-000591,-0.49065667476400004
ACH-000593,-0.772171539514
ACH-000600,-0.509335897593
ACH-000601,-0.215145530942
ACH-000604,-0.48291420783399996
ACH-000605,-0.421288583882
ACH-000606,-0.414741640022
ACH-000608,-0.808042056883
ACH-000614,-0.59027976202
ACH-000616,-0.7507798527449999
ACH-000618,-0.50722264721
ACH-000619,-0.288252295195
ACH-000620,-0.57447670047
ACH-000621,-0.350056833357
ACH-000622,-0.222846666662
ACH-000623,-0.553739563091
ACH-000624,-0.30824497257100003
ACH-000627,-0.11539999250600001
ACH-000630,-0.537739110435
ACH-000632,-0.382995562381
ACH-000633,-0.0371544771351
ACH-000637,-0.407536780998
ACH-000638,-0.0607411956062
ACH-000646,-1.06722377241
ACH-000647,-0.130431930421
ACH-000648,-0.643466483837
ACH-000649,-0.223325551985
ACH-000651,-0.529445262355
ACH-000652,-0.40112393808799995
ACH-000653,-0.510001988675
ACH-000657,-0.38170551917400003
ACH-000658,-0.317528687641
ACH-000661,-0.40243328556999997
ACH-000662,-0.8140887795389999
ACH-000663,-0.746707559812
ACH-000665,-0.618053100307
ACH-000671,-0.615370474171
ACH-000673,-0.802016361996
ACH-000676,-0.366621432404
ACH-000677,-0.5077557989329999
ACH-000681,-0.32217567858199997
ACH-000682,-0.27431713255999995
ACH-000683,-0.611817631381
ACH-000684,-0.505193352077
ACH-000688,-0.8606723518799999
ACH-000693,-0.34352084531300003
ACH-000694,-0.6144924201749999
ACH-000695,-0.6470950579020001
ACH-000696,-0.408243895314
ACH-000697,-0.828307522527
ACH-000699,-0.525872100079
ACH-000701,-0.6546882559080001
ACH-000706,-0.42011155476499995
ACH-000711,-0.535000024388
ACH-000713,-0.528558701388
ACH-000714,-0.38576043041599994
ACH-000718,-0.21783712541900002
ACH-000720,-0.21183586703899998
ACH-000721,-0.0907825803768
ACH-000724,-0.406464137839
ACH-000725,-0.211029995209
ACH-000732,-0.7210916428899999
ACH-000734,-0.396680564937
ACH-000735,-0.49337719462499996
ACH-000736,-0.48118081489200004
ACH-000738,-0.42416330876100006
ACH-000746,-0.920646411779
ACH-000747,0.174419330361
ACH-000748,-0.538338956379
ACH-000753,-0.42682684189900005
ACH-000756,-0.431700392615
ACH-000757,-0.21093005112500002
ACH-000758,-0.545006394868
ACH-000760,-0.22803949480900002
ACH-000763,-0.361957168336
ACH-000764,-0.394217747931
ACH-000765,-0.41776054388899997
ACH-000766,-0.474618215927
ACH-000767,-0.604003912846
ACH-000768,-0.607328844563
ACH-000769,-0.48132477478600005
ACH-000770,-0.695358248397
ACH-000771,-0.655869326816
ACH-000773,-0.3440357051
ACH-000776,-0.292630587767
ACH-000777,-0.355444753426
ACH-000778,-0.36895960966700003
ACH-000781,-0.540797083384
ACH-000782,-0.546141832495
ACH-000783,-0.177785939844
ACH-000784,-0.333099062038
ACH-000785,-0.0344209590305
ACH-000787,-0.294246455657
ACH-000788,-0.299223330217
ACH-000791,-0.321594798502
ACH-000792,-0.798919126143
ACH-000794,-0.537166502773
ACH-000796,-0.437096091189
ACH-000799,-0.6653553912960001
ACH-000800,-0.260156135633
ACH-000802,-0.583545534333
ACH-000804,-0.291942206451
ACH-000805,-0.7753836724850001
ACH-000809,-0.32794468070300004
ACH-000810,-0.518418832238
ACH-000811,-0.754874268685
ACH-000817,-0.8910970478810001
ACH-000819,-0.472504252525
ACH-000820,-0.258890096478
ACH-000821,-0.182369364217
ACH-000822,-0.65153588327
ACH-000823,-0.34004174498000006
ACH-000824,-0.28094338553000003
ACH-000827,-0.813250867749
ACH-000829,-0.338556977672
ACH-000831,-0.436344986055
ACH-000832,-0.5293398803029999
ACH-000833,-0.43855549034999997
ACH-000834,-0.627645144846
ACH-000835,-0.450050458715
ACH-000836,-0.369786544722
ACH-000837,-0.492604431962
ACH-000838,-0.472056211887
ACH-000839,-0.48443393008
ACH-000840,-0.9943043083480001
ACH-000841,-0.048379644746599997
ACH-000843,-0.35165987151600003
ACH-000846,-0.496513803705
ACH-000847,-0.382726469405
ACH-000848,-0.230867600288
ACH-000849,-0.40824591193800003
ACH-000851,-0.42314292316600005
ACH-000855,-0.529924863808
ACH-000856,-0.522656351153
ACH-000858,-0.10353289845000001
ACH-000859,-0.42197557339599995
ACH-000861,-0.211862790314
ACH-000862,-0.6781891886849999
ACH-000865,-0.336176931363
ACH-000866,-0.63438714344
ACH-000867,-0.243058187051
ACH-000869,-0.614602221712
ACH-000872,-0.578259138842
ACH-000873,-0.441761407485
ACH-000876,-0.398917511543
ACH-000878,-0.242017436569
ACH-000880,-0.468369069049
ACH-000881,-0.514284106113
ACH-000882,-0.19192856476300002
ACH-000884,-0.42907762637900004
ACH-000885,-0.4848007335600001
ACH-000887,-0.396162049463
ACH-000888,-0.283370731905
ACH-000889,-0.319490081659
ACH-000890,-0.517163345546
ACH-000896,-0.159200053436
ACH-000898,-0.701517287895
ACH-000900,-0.29730791348900004
ACH-000901,-0.183128710075
ACH-000905,-0.559025609175
ACH-000906,-0.459205883754
ACH-000907,-0.132313062997
ACH-000910,-0.394359211161
ACH-000911,-0.08845900621210001
ACH-000912,-0.318283764784
ACH-000913,-0.462694349304
ACH-000915,-0.39762467777800004
ACH-000916,-0.07826983200130001
ACH-000917,-0.464634940682
ACH-000921,-0.382517113126
ACH-000924,-0.154544400284
ACH-000926,-0.37847373492799996
ACH-000928,-0.547117935427
ACH-000929,-0.582603836535
ACH-000932,-0.18656128637699998
ACH-000935,-0.219531429777
ACH-000936,-0.43261333224799997
ACH-000937,-0.661930025089
ACH-000938,-0.639380164541
ACH-000939,-0.361955142068
ACH-000941,-0.4815236286399999
ACH-000943,-0.596722150473
ACH-000946,-0.500170200515
ACH-000947,-0.494991614524
ACH-000948,-0.7264171632879999
ACH-000950,-0.295263803449
ACH-000953,-0.506605337571
ACH-000957,-0.670272228255
ACH-000958,-0.237290030058
ACH-000960,-0.6471655507
ACH-000963,-0.186924659668
ACH-000968,-0.463009220774
ACH-000969,-0.324903302834
ACH-000973,-0.26980168045
ACH-000974,-0.39791471424400005
ACH-000975,-0.30630303145300003
ACH-000976,-0.418340773315
ACH-000978,-0.269062061581
ACH-000980,-0.46057901906800003
ACH-000984,-0.47751730625600003
ACH-000986,-0.269344574727
ACH-000988,-0.659889249595
ACH-000993,-0.558310281417
ACH-000994,-0.258244995143
ACH-000996,-0.391530817689
ACH-001001,-0.149609737527
ACH-001020,-0.55290715376
ACH-001028,-0.5670170528230001
ACH-001031,-0.586271727415
ACH-001038,-0.442931095507
ACH-001048,-0.785161478212
ACH-001050,-0.48213074706500003
ACH-001053,-0.180717776327
ACH-001054,-0.530606359102
ACH-001061,-0.46695296490500005
ACH-001067,-0.663924258921
ACH-001075,-0.126188808135
ACH-001096,-0.509152642564
ACH-001128,-0.351427711376
ACH-001134,-0.620941001914
ACH-001151,-0.7093166373190001
ACH-001163,-0.591105246173
ACH-001164,-0.560786571071
ACH-001173,-0.227549235636
ACH-001183,-0.580073280027
ACH-001184,-0.348333263367
ACH-001190,-0.879033222753
ACH-001192,-0.911872199802
ACH-001193,-0.809323067988
ACH-001196,-0.5349280821
ACH-001197,-0.58520944564
ACH-001205,-0.553867768023
ACH-001211,-0.858455606871
ACH-001212,-0.7424439500309999
ACH-001228,-0.57540719438
ACH-001232,-0.571953416461
ACH-001239,-0.454280607725
ACH-001274,-0.45778404233000003
ACH-001275,-0.518213824112
ACH-001277,-0.927914561477
ACH-001278,-0.720757735774
ACH-001280,-0.30292958959800004
ACH-001283,-0.448168968161
ACH-001289,-0.345696826169
ACH-001295,-0.794805109031
ACH-001300,-0.378675886275
ACH-001301,-0.7445740680159999
ACH-001302,-0.39647248122
ACH-001303,-0.815858164931
ACH-001306,-0.611213261743
ACH-001318,-0.634830556296
ACH-001322,-0.35563368968500003
ACH-001328,-0.653925889801
ACH-001332,-0.239346293361
ACH-001333,-0.643562271299
ACH-001336,-0.38621333281
ACH-001340,-0.437624136421
ACH-001346,-0.552234356261
ACH-001353,-0.272065697611
ACH-001354,-0.12723250863
ACH-001367,-0.389677818766
ACH-001368,-0.206117148376
ACH-001374,-0.646378983011
ACH-001375,-0.288821898945
ACH-001377,-0.42252425886399997
ACH-001380,-0.411457734987
ACH-001391,-0.6417683010899999
ACH-001407,-0.307408731217
ACH-001408,-0.489890486815
ACH-001413,-0.417328600735
ACH-001430,-0.40049345961099997
ACH-001431,-0.48611592781999996
ACH-001450,-0.8240032718629999
ACH-001496,-0.34482350915
ACH-001500,-0.0777440977918
ACH-001521,-0.503430486826
ACH-001523,-0.330105423644
ACH-001532,-0.693126256564
ACH-001536,-0.655679327126
ACH-001550,-0.719099383023
ACH-001552,-0.343951410213
ACH-001554,-0.415256862623
ACH-001645,-0.0632351059818
ACH-001654,-0.588484948925
ACH-001715,-0.567293509477
ACH-001735,-0.621766568386
ACH-001736,-0.298990336532
ACH-001737,0.10086004528999999
ACH-001740,-0.74704730964
ACH-001745,-0.491725122036
ACH-001750,-0.541246455975
ACH-001765,-0.573261818546
ACH-001956,-0.42795902776600003
ACH-001957,-0.337058148733
