,LRRN1 (57633)
ACH-000004,0.10695331163499999
ACH-000007,0.47397364979900003
ACH-000009,0.16825167619000003
ACH-000011,0.390246585183
ACH-000012,0.20949059419100002
ACH-000013,0.310324525598
ACH-000014,0.407956162882
ACH-000015,0.37920664008199995
ACH-000017,0.0804169360532
ACH-000018,0.18132794935600002
ACH-000019,0.09401321784439999
ACH-000021,0.401135781247
ACH-000022,0.140260324186
ACH-000025,0.185903957431
ACH-000028,0.383713368073
ACH-000030,0.285094173319
ACH-000035,0.0713190238267
ACH-000036,0.37196256126500005
ACH-000037,0.144441955973
ACH-000039,0.27209672642099997
ACH-000040,0.291740126585
ACH-000041,0.268497960209
ACH-000042,0.12529417295
ACH-000045,0.374487689503
ACH-000047,0.196310059358
ACH-000052,-0.0926918286203
ACH-000053,0.32660694570300003
ACH-000054,0.22706560544799997
ACH-000055,0.265763291861
ACH-000060,0.31485051295600003
ACH-000067,0.12191978486400001
ACH-000070,0.0413393637668
ACH-000075,0.73998920504
ACH-000078,0.30866580766999996
ACH-000082,0.34481709401999994
ACH-000085,0.128578276819
ACH-000086,0.286154350815
ACH-000087,0.09346437335010001
ACH-000092,0.22420129786200002
ACH-000095,0.29699229525
ACH-000097,0.35755696865599995
ACH-000098,0.35263268408
ACH-000099,0.21172394539900002
ACH-000108,0.292021549709
ACH-000113,0.18144804510899998
ACH-000115,0.139727272343
ACH-000116,0.417033264571
ACH-000118,0.284425874753
ACH-000120,0.253353411354
ACH-000123,0.153449309097
ACH-000127,0.262558408454
ACH-000128,0.257367730568
ACH-000132,0.41189818239299997
ACH-000133,0.314693378548
ACH-000137,0.185940366681
ACH-000138,0.25025460041299996
ACH-000142,0.28256423014000004
ACH-000143,0.0950543789414
ACH-000146,0.140903391681
ACH-000148,0.28225381463599997
ACH-000150,0.15543418134
ACH-000152,0.270573397845
ACH-000153,0.256697945908
ACH-000159,0.261678528314
ACH-000160,0.287062280719
ACH-000163,0.18738263663199997
ACH-000167,0.106619823867
ACH-000168,0.250338286834
ACH-000169,0.13383929120899998
ACH-000178,0.193021413739
ACH-000182,0.105971451131
ACH-000183,0.22641361513099997
ACH-000188,0.301295301784
ACH-000189,0.40303352381499996
ACH-000190,-0.09795273462210001
ACH-000198,0.23006979900600003
ACH-000204,0.08540407738469999
ACH-000206,0.182831851215
ACH-000207,0.263392574413
ACH-000211,0.182203116928
ACH-000215,0.31201420647
ACH-000221,0.276579655112
ACH-000222,0.232023299267
ACH-000223,0.288764906107
ACH-000226,0.22884561174600002
ACH-000227,0.09222520627900001
ACH-000228,0.07042601630680001
ACH-000231,0.314883432092
ACH-000232,0.19371597724800002
ACH-000233,0.356178266573
ACH-000234,0.14419864470899998
ACH-000235,0.306725379461
ACH-000237,0.217653800306
ACH-000238,0.19314437577799998
ACH-000243,0.22733212134300002
ACH-000244,0.5970550442570001
ACH-000246,0.09144830015589998
ACH-000248,0.31590789149799997
ACH-000250,0.21153065917
ACH-000251,0.202150448348
ACH-000253,0.342563977932
ACH-000255,0.32963785990899996
ACH-000256,0.325220314491
ACH-000257,0.23399196876800002
ACH-000258,0.11252806031300001
ACH-000259,0.24179331245000002
ACH-000260,0.231750773349
ACH-000261,0.34656824329499997
ACH-000262,0.0467959266547
ACH-000263,0.205813214586
ACH-000264,0.317055509785
ACH-000265,0.292041865218
ACH-000266,0.30368501761100003
ACH-000272,0.19213457445700002
ACH-000273,0.06968197329919999
ACH-000274,0.149408740491
ACH-000277,0.281227691411
ACH-000278,0.020372592931299997
ACH-000279,0.239861792131
ACH-000280,0.173219711555
ACH-000281,0.200546683883
ACH-000288,0.243977029051
ACH-000291,0.24770341543000002
ACH-000293,0.43170640811399996
ACH-000294,0.08344590873310001
ACH-000295,0.20993064955
ACH-000296,0.222734936504
ACH-000302,0.22667213629900002
ACH-000304,0.265015391983
ACH-000307,0.158175033938
ACH-000308,0.276463826823
ACH-000310,0.240930288061
ACH-000311,0.235539478915
ACH-000312,0.307112653177
ACH-000315,0.36813808620399996
ACH-000316,0.18423366942699998
ACH-000317,0.280106147901
ACH-000318,0.33328890039500003
ACH-000319,0.203581902683
ACH-000320,0.36570378188600006
ACH-000322,0.096618735183
ACH-000323,0.580380963032
ACH-000324,0.16639361250600002
ACH-000329,0.20524179669599998
ACH-000330,0.191258921285
ACH-000331,0.214933316314
ACH-000332,0.23188234402600003
ACH-000334,0.275341632926
ACH-000335,0.419881599293
ACH-000336,0.263058923836
ACH-000337,0.281705740729
ACH-000339,0.31262692031800005
ACH-000341,0.30503082825800004
ACH-000348,0.219463400445
ACH-000350,0.170748264556
ACH-000352,0.294194905404
ACH-000356,0.0179137656868
ACH-000361,0.193569342769
ACH-000362,0.236628055717
ACH-000363,-0.133049976954
ACH-000364,0.503821105581
ACH-000365,0.189490124302
ACH-000366,0.25851536306699996
ACH-000368,0.238572469885
ACH-000374,0.371455756207
ACH-000375,0.37302878668399997
ACH-000376,0.267600892805
ACH-000381,0.246663315401
ACH-000383,0.286438804603
ACH-000387,0.22269988699
ACH-000389,0.126127033941
ACH-000390,0.231994649315
ACH-000393,0.227309416498
ACH-000395,0.42250762108199996
ACH-000397,0.18234505879500001
