,RLF (6018)
ACH-000004,-0.127925417413
ACH-000007,0.11086786989
ACH-000009,-0.0123346443505
ACH-000011,-0.0511180308902
ACH-000012,0.167368872753
ACH-000013,-0.044685640712299995
ACH-000014,0.258957016654
ACH-000015,0.145527138593
ACH-000017,-0.105081278446
ACH-000018,-0.0014213572078099997
ACH-000019,0.16394149840299999
ACH-000021,0.062040761904699995
ACH-000022,-0.0233365067917
ACH-000025,0.0370535514732
ACH-000028,-0.0806642817525
ACH-000030,-0.0132076633211
ACH-000035,-0.04251260113969999
ACH-000036,-0.09763199244149999
ACH-000037,0.0454945121703
ACH-000039,-0.034903443435300004
ACH-000040,0.0367291826047
ACH-000041,-0.108962697259
ACH-000042,0.280346868692
ACH-000045,-0.100094861987
ACH-000047,0.0403626732334
ACH-000052,0.150503071974
ACH-000053,0.0133945971033
ACH-000054,0.00877694945194
ACH-000055,-0.102658165692
ACH-000060,-0.039877778078800004
ACH-000067,0.0711162140475
ACH-000070,-0.09385937558119999
ACH-000075,0.22794121663199998
ACH-000078,-0.226566589822
ACH-000082,0.0666085243542
ACH-000085,-0.11380492043500001
ACH-000086,0.029663401828400004
ACH-000087,-0.060646857644
ACH-000092,-0.076551631829
ACH-000095,-0.039548149043
ACH-000097,-0.09519691912429999
ACH-000098,-0.0774469569441
ACH-000099,-0.020716928134
ACH-000108,-0.0326781708574
ACH-000113,-0.08275540806869999
ACH-000115,-0.061706436710099996
ACH-000116,-0.278534568238
ACH-000118,0.132578693759
ACH-000120,-0.091156578715
ACH-000123,0.00719112069781
ACH-000127,-0.025109965150599996
ACH-000128,-0.121984371141
ACH-000132,0.0504161924295
ACH-000133,0.07978929697260001
ACH-000137,0.106211037194
ACH-000138,-0.0754705241659
ACH-000142,-0.13225266110300002
ACH-000143,0.026900609040799998
ACH-000146,-0.0405587158651
ACH-000148,-0.043805466311099994
ACH-000150,-0.39142839376599997
ACH-000152,0.13174944018100002
ACH-000153,-0.120272972604
ACH-000159,0.0191339052337
ACH-000160,0.251673369219
ACH-000163,0.0984581864128
ACH-000167,0.322575812005
ACH-000168,-0.21937106981999996
ACH-000169,-0.05953719999340001
ACH-000178,-0.0323065833194
ACH-000182,0.179452025797
ACH-000183,-0.04490281252330001
ACH-000188,-0.0469526012047
ACH-000189,0.219520936221
ACH-000190,0.308530200326
ACH-000198,-0.01274279398
ACH-000204,0.250382692056
ACH-000206,0.222359545271
ACH-000207,-0.326578646398
ACH-000211,0.208340434534
ACH-000215,-0.015857206885899998
ACH-000221,0.00632167307995
ACH-000222,0.115889746745
ACH-000223,0.00857834039249
ACH-000226,0.0540240485389
ACH-000227,-0.11371760252299999
ACH-000228,0.047519612835
ACH-000231,0.032742069202
ACH-000232,0.11596495802899999
ACH-000233,0.155918111819
ACH-000234,-0.08529632105689999
ACH-000235,0.040505174794300006
ACH-000237,0.0753586274942
ACH-000238,0.0054970336738
ACH-000243,0.0557796494344
ACH-000244,-0.0166178252706
ACH-000246,-0.23837413017200001
ACH-000248,-0.144199440361
ACH-000250,0.026169127787099997
ACH-000251,-0.153681590952
ACH-000253,0.00148571590154
ACH-000255,0.023407151408500002
ACH-000256,-0.13628034880200002
ACH-000257,0.033897663355900005
ACH-000258,-0.143681719681
ACH-000259,0.147474641847
ACH-000260,-0.004338184872279999
ACH-000261,-0.0371483495026
ACH-000262,-0.317258305364
ACH-000263,0.09961991076030001
ACH-000264,-0.166202752385
ACH-000265,0.0705699250785
ACH-000266,0.179613158552
ACH-000272,-0.111113063796
ACH-000273,0.0459519259711
ACH-000274,0.18041391214000002
ACH-000277,0.36903932795
ACH-000278,0.17483849571899998
ACH-000279,-0.0881742286348
ACH-000280,0.179153175131
ACH-000281,0.38892861388800004
ACH-000288,0.044918204187
ACH-000291,-0.07757312050319999
ACH-000293,-0.017242731296999998
ACH-000294,-0.0646167491105
ACH-000295,0.038549689065199996
ACH-000296,-0.134841084211
ACH-000302,-0.0865233689482
ACH-000304,0.28542043865
ACH-000307,-0.32003237468699997
ACH-000308,-0.00768393657741
ACH-000310,-0.194774172447
ACH-000311,-0.12131640228900001
ACH-000312,-0.0011851752349500001
ACH-000315,-0.23571107202199998
ACH-000316,0.0869311674705
ACH-000317,0.0487446933983
ACH-000318,-0.0019214835627399999
ACH-000319,-0.0787491713193
ACH-000320,-0.210598795759
ACH-000322,0.273936726475
ACH-000323,0.06857411308559999
ACH-000324,-0.06775607146359999
ACH-000329,-0.050692690958799996
ACH-000330,-0.104763822304
ACH-000331,-0.026058444725900003
ACH-000332,-0.031444175885700004
ACH-000334,-0.107763694243
ACH-000335,0.10171564502599999
ACH-000336,-0.14449210204500001
ACH-000337,0.10602002209200001
ACH-000339,0.0693308470241
ACH-000341,-0.011878857020499999
ACH-000348,0.0480524090591
ACH-000350,0.226895528838
ACH-000352,-0.130866031006
ACH-000356,0.0450503736275
ACH-000361,0.103822100748
ACH-000362,-0.144681358651
ACH-000363,0.188132344504
ACH-000364,-0.22489214699700003
ACH-000365,0.058180997702099994
ACH-000366,0.103964100847
ACH-000368,-0.145414364823
ACH-000374,0.0477000832546
ACH-000375,-0.004494366071180001
ACH-000376,-0.08080364481639998
ACH-000381,0.220135156742
ACH-000383,0.06950579390039999
ACH-000387,0.045373076719199996
ACH-000389,-0.153512496992
ACH-000390,0.0125308421286
ACH-000393,-0.070888825271
ACH-000395,0.0210724123705
ACH-000397,-0.131938162014
ACH-000401,-0.116881260706
ACH-000402,-0.0636333453374
ACH-000403,0.09376508766939999
ACH-000404,-0.23768396035999997
ACH-000406,-0.0535751136386
ACH-000407,0.133486295029
ACH-000408,-0.0815914843535
