,MRVI1 (10335)
ACH-000004,0.12019920169500001
ACH-000007,0.123207565575
ACH-000009,0.237376782002
ACH-000011,0.0761745660941
ACH-000012,0.196907206889
ACH-000013,0.195576156102
ACH-000014,-0.05003650041680001
ACH-000015,0.12349954457999998
ACH-000017,0.253861834959
ACH-000018,0.321534736187
ACH-000019,-0.0013742768515499998
ACH-000021,0.103157657896
ACH-000022,0.180847702817
ACH-000025,0.12232009656500001
ACH-000028,0.07473234203960001
ACH-000030,0.138768725579
ACH-000035,0.10075765051
ACH-000036,0.10804197456499999
ACH-000037,0.19164343219000002
ACH-000039,0.0818062419518
ACH-000040,0.141920697229
ACH-000041,-0.0873038289561
ACH-000042,0.025644411917300002
ACH-000045,0.13796126934800002
ACH-000047,0.164606232207
ACH-000052,0.224101495546
ACH-000053,0.209222604007
ACH-000054,0.18997558634700001
ACH-000055,0.273679887047
ACH-000060,0.361602888549
ACH-000067,0.339747278239
ACH-000070,-0.115787916477
ACH-000075,0.19595412323
ACH-000078,0.12663464125
ACH-000082,0.274956510385
ACH-000085,0.22003448471200002
ACH-000086,0.19825997738499998
ACH-000087,0.106738740458
ACH-000092,0.262286627161
ACH-000095,0.0721978159473
ACH-000097,0.18814266947299998
ACH-000098,0.178051592567
ACH-000099,0.179693357535
ACH-000108,0.0251993703995
ACH-000113,0.0903718940105
ACH-000115,0.0964163132172
ACH-000116,0.26395118345
ACH-000118,0.139980031464
ACH-000120,0.165654136853
ACH-000123,0.261667996905
ACH-000127,0.126161084635
ACH-000128,0.204719056408
ACH-000132,0.110592092216
ACH-000133,0.00584064343476
ACH-000137,-0.0936908222559
ACH-000138,0.247705821248
ACH-000142,-0.00563566851945
ACH-000143,0.128879435019
ACH-000146,0.19416620637600002
ACH-000148,0.313831967507
ACH-000150,0.219669413363
ACH-000152,0.08733716853880001
ACH-000153,0.631206485368
ACH-000159,0.178423556442
ACH-000160,0.19929291562399998
ACH-000163,0.292057791807
ACH-000167,0.344626592339
ACH-000168,0.05306264347299999
ACH-000169,0.189720424756
ACH-000178,0.175738775085
ACH-000182,0.0290216645448
ACH-000183,0.0761535808963
ACH-000188,0.046399401378699995
ACH-000189,0.137712463132
ACH-000190,0.337906464468
ACH-000198,0.15873874289599998
ACH-000204,-0.03709447281
ACH-000206,0.36745463045800003
ACH-000207,0.205182015513
ACH-000211,0.211517036375
ACH-000215,0.12669255137
ACH-000221,0.204900376957
ACH-000222,0.165735304667
ACH-000223,0.150356906771
ACH-000226,0.18505327288400003
ACH-000227,0.173643781888
ACH-000228,0.220238646413
ACH-000231,0.18804504138300002
ACH-000232,0.09152496316360001
ACH-000233,0.113829163818
ACH-000234,0.31204449248300004
ACH-000235,0.25089581838
ACH-000237,0.0731633911499
ACH-000238,0.27738125552299997
ACH-000243,0.259630340543
ACH-000244,0.381113046065
ACH-000246,0.237265769556
ACH-000248,0.26788664911800003
ACH-000250,0.144935967518
ACH-000251,0.274835516272
