,RND1 (27289)
ACH-000004,-0.36798791995200003
ACH-000007,-0.098715637782
ACH-000009,-0.479331419807
ACH-000011,-0.0987974910403
ACH-000012,-0.366761502123
ACH-000013,-0.257063714557
ACH-000014,-0.15904207992900002
ACH-000015,-0.17883558434500002
ACH-000017,-0.391180696057
ACH-000018,-0.25942107401299996
ACH-000019,-0.253202938649
ACH-000021,-0.38958678597400004
ACH-000022,-0.297216626831
ACH-000025,-0.397414932659
ACH-000028,-0.338223492783
ACH-000030,-0.22345548428000003
ACH-000035,-0.38437441009900003
ACH-000036,-0.369507672548
ACH-000037,-0.760330668951
ACH-000039,-0.135175956422
ACH-000040,-0.592499029222
ACH-000041,-0.523679757522
ACH-000042,-0.22669030452599997
ACH-000045,-0.149029070321
ACH-000047,-0.329217890452
ACH-000052,-0.0126608460508
ACH-000053,-0.356999075387
ACH-000054,-0.254670396436
ACH-000055,-0.145120314098
ACH-000060,-0.19601263709199998
ACH-000067,-0.414778223891
ACH-000070,-0.412836824177
ACH-000075,-0.669324018861
ACH-000078,-0.199411736091
ACH-000082,-0.373827310598
ACH-000085,-0.294806927767
ACH-000086,-0.5418500345080001
ACH-000087,-0.0849935788624
ACH-000092,-0.336056534116
ACH-000095,-0.37150111300399996
ACH-000097,-0.5399622013600001
ACH-000098,-0.057404636221400004
ACH-000099,-0.19001144652600002
ACH-000108,0.08036922640610002
ACH-000113,-0.26178387025
ACH-000115,-0.46205551882600004
ACH-000116,-0.332337112175
ACH-000118,-0.20349112761799998
ACH-000120,-0.0317976672033
ACH-000123,-0.380678239776
ACH-000127,-0.195670019499
ACH-000128,-0.201344153183
ACH-000132,-0.25370754164799997
ACH-000133,-0.555775863129
ACH-000137,-0.225557994245
ACH-000138,-0.16916779341899998
ACH-000142,-0.451806167363
ACH-000143,-0.300438675236
ACH-000146,-0.0504845194047
ACH-000148,-0.281557972351
ACH-000150,-0.33091270758
ACH-000152,-0.426351589161
ACH-000153,-0.591329191152
ACH-000159,-0.275102273469
ACH-000160,-0.37237686270000003
ACH-000163,-0.27098720532
ACH-000167,-0.417601716665
ACH-000168,-0.268113506738
ACH-000169,-0.503270969232
ACH-000178,-0.251860717874
ACH-000182,-0.407030553955
ACH-000183,-0.239071606694
ACH-000188,-0.477448384472
ACH-000189,-0.20437138378400002
ACH-000190,-0.183101114428
ACH-000198,-0.35367979287900003
ACH-000204,-0.329224641743
ACH-000206,-0.159975756463
ACH-000207,-0.186981015811
ACH-000211,-0.35114677091799995
ACH-000215,-0.323398389489
ACH-000221,-0.241515959941
ACH-000222,-0.191459734593
ACH-000223,-0.47006685269299997
ACH-000226,-0.310762511601
ACH-000227,-0.413925602343
ACH-000228,-0.48250059182599997
ACH-000231,-0.35877617586800004
ACH-000232,-0.392931554763
ACH-000233,-0.191657782049
ACH-000234,-0.20189267804000002
ACH-000235,-0.391603328227
ACH-000237,-0.302103744724
ACH-000238,-0.30375997760699996
ACH-000243,-0.250210133521
ACH-000244,-0.541693467478
ACH-000246,-0.192267830675
ACH-000248,-0.509216779029
ACH-000250,-0.270953629182
ACH-000251,-0.203885311267
ACH-000253,-0.420047043662
ACH-000255,-0.262048769096
ACH-000256,-0.508117575298
ACH-000257,-0.0981952623298
ACH-000258,-0.290949712063
ACH-000259,-0.319543217152
ACH-000260,-0.185808716251
ACH-000261,-0.262767132535
ACH-000262,-0.260996712679
ACH-000263,-0.396999162776
ACH-000264,-0.25949592411899997
ACH-000265,-0.29407148747699996
ACH-000266,-0.327069299035
ACH-000272,-0.245367985802
ACH-000273,-0.214032074346
ACH-000274,-0.471746581924
ACH-000277,-0.448405418561
ACH-000278,-0.34552207622299996
ACH-000279,-0.285438891557
ACH-000280,-0.25888524665999996
ACH-000281,-0.26668795755999997
ACH-000288,-0.23856566952799999
ACH-000291,-0.253187340406
ACH-000293,-0.358280034525
ACH-000294,-0.12460537502499999
ACH-000295,-0.12028757219000001
ACH-000296,-0.0495543015146
ACH-000302,-0.38371220345
ACH-000304,-0.6290149103399999
ACH-000307,-0.387198678727
ACH-000308,-0.177492451387
ACH-000310,-0.40063858226899995
ACH-000311,-0.287188301236
ACH-000312,-0.233346998632
ACH-000315,-0.348645787316
ACH-000316,-0.22116516960299998
ACH-000317,0.12028644095899999
ACH-000318,-0.42449192943400005
ACH-000319,-0.310359792633
ACH-000320,-0.448277028055
ACH-000322,-0.507879727454
ACH-000323,-0.111601938455
ACH-000324,-0.319506436357
ACH-000329,-0.44161469282
ACH-000330,-0.23075546724100002
ACH-000331,-0.459372415391
ACH-000332,-0.41428748183700004
ACH-000334,-0.35954914166900004
ACH-000335,-0.143896091254
ACH-000336,-0.601710905835
ACH-000337,-0.5350143113870001
ACH-000339,-0.3322790625
ACH-000341,-0.21717931018699999
ACH-000348,-0.23480119823800003
ACH-000350,-0.230381753642
ACH-000352,-0.294078222597
ACH-000356,-0.397384722206
ACH-000361,-0.383046629979
ACH-000362,-0.219388854966
ACH-000363,-0.204736814644
ACH-000364,-0.282280842119
ACH-000365,-0.174679984668
ACH-000366,-0.21721547187399998
ACH-000368,-0.43106675691299995
ACH-000374,-0.44070954294799997
ACH-000375,-0.555119926971
ACH-000376,-0.33032489160100004
ACH-000381,-0.0767910731526
ACH-000383,-0.37318113093599997
ACH-000387,-0.43836838036000003
ACH-000389,-0.231728494516
ACH-000390,-0.373749514803
ACH-000393,-0.289977146261
ACH-000395,-0.349782565551
ACH-000397,-0.338469437835
ACH-000401,-0.361570612299
ACH-000402,-0.142439415362
ACH-000403,-0.5528458623800001
ACH-000404,-0.203805398881
ACH-000406,-0.16382789360400002
ACH-000407,-0.457654336022
ACH-000408,-0.274081216094
ACH-000410,-0.30232257136199997
ACH-000411,-0.102567098377
ACH-000414,-0.43848197520300003
ACH-000415,-0.44965502008599995
ACH-000416,-0.264974924128
ACH-000420,-0.371280302993
ACH-000421,-0.239948829498
ACH-000424,-0.496397801918
ACH-000425,-0.52634112743
ACH-000426,-0.288321725987
ACH-000427,-0.407535273147
ACH-000433,-0.12127908664
ACH-000436,-0.19880803223700003
ACH-000444,-0.23677039884799997
ACH-000445,-0.222067629787
ACH-000448,-0.583152567475
ACH-000450,-0.08512160580910001
ACH-000452,-0.510885151496
ACH-000454,-0.143003731424
ACH-000458,-0.409105309035
ACH-000459,0.07777402088339999
ACH-000460,-0.37600699211599997
ACH-000461,-0.684917233875
ACH-000463,-0.258981162943
ACH-000464,-0.40504307998800004
ACH-000466,-0.32180165855099996
ACH-000467,-0.409782841269
ACH-000468,-0.448382906532
ACH-000469,-0.29432035010499996
ACH-000470,-0.491516270373
ACH-000471,-0.427879671831
ACH-000472,-0.286392291222
ACH-000473,-0.38006465564400005
ACH-000475,-0.430351943314
ACH-000476,-0.37644648697099997
ACH-000477,-0.407690899124
ACH-000480,-0.573692648363
ACH-000481,-0.38032320071900005
ACH-000483,-0.208894231298
ACH-000484,-0.404253798355
ACH-000485,-0.251092747725
ACH-000486,-0.615452888274
ACH-000487,-0.413851647634
ACH-000488,-0.359238955974
ACH-000490,-0.253230728758
ACH-000491,-0.35129230306000003
ACH-000495,-0.236319555002
ACH-000496,-0.255800000526
ACH-000499,-0.201714374571
ACH-000500,-0.523651780954
ACH-000502,-0.361899513204
ACH-000503,-0.17495601940699998
ACH-000505,-0.285808303587
ACH-000507,-0.299962359295
ACH-000510,-0.134018610513
ACH-000511,-0.217248040319
ACH-000512,-0.291226012893
ACH-000516,-0.847181721012
ACH-000517,-0.442053365564
ACH-000518,-0.25301416622699996
ACH-000520,-0.376411842057
ACH-000521,-0.426880751348
ACH-000522,-0.117297885198
ACH-000524,-0.38790089288
ACH-000527,-0.244296105427
ACH-000528,-0.21050685577599998
ACH-000537,-0.16920944094300003
ACH-000541,-0.40912458766599996
ACH-000542,-0.24107836467399998
ACH-000544,-0.25108476580899997
ACH-000545,-0.41568049254600004
ACH-000547,-0.13355084532199998
ACH-000548,-0.577684516061
ACH-000549,-0.324499713409
ACH-000550,-0.299215120889
ACH-000552,-0.249450949897
ACH-000556,-0.272826932077
ACH-000557,-0.47976099203
ACH-000570,-0.39127719636200003
ACH-000571,-0.34370694884400005
ACH-000573,-0.25858907648
ACH-000576,-0.347461214587
ACH-000580,-0.0832424773354
ACH-000584,-0.122545915172
ACH-000585,-0.298268611798
ACH-000588,-0.130411980233
ACH-000589,-0.401450511526
ACH-000591,-0.307005534078
ACH-000593,-0.21776901897599998
ACH-000600,-0.3232870255
ACH-000601,-0.36141779710999994
ACH-000604,-0.339541899705
ACH-000605,-0.43931219937
ACH-000606,-0.142845661075
ACH-000608,-0.638945304146
ACH-000614,-0.255882740215
ACH-000616,-0.422577274224
ACH-000618,-0.293290672373
ACH-000619,-0.39487751671
ACH-000620,-0.282818984066
ACH-000621,-0.433094113169
ACH-000622,-0.164501492992
ACH-000623,-0.265148284919
ACH-000624,-0.351746696011
ACH-000627,-0.262635064979
ACH-000630,-0.429276136293
ACH-000632,-0.22728141066100002
ACH-000633,-0.309206386912
ACH-000637,-0.268650157177
ACH-000638,-0.36636979106299994
ACH-000646,-0.31606764299400003
ACH-000647,-0.43344940092100004
ACH-000648,-0.299828009315
ACH-000649,-0.099894268915
ACH-000651,-0.481489105163
ACH-000652,-0.152987962876
ACH-000653,-0.385982114274
ACH-000657,-0.385786828254
ACH-000658,-0.174008956206
ACH-000661,-0.333431045296
ACH-000662,-0.334098223556
ACH-000663,-0.25283137472399997
ACH-000665,-0.5033298205569999
ACH-000671,-0.133473587914
ACH-000673,-0.455638547464
