,SYMPK (8189)
ACH-000402,-1.17188724743
ACH-000403,-1.2029463852
ACH-000404,-0.929218859879
ACH-000406,-0.9999792358059999
ACH-000407,-0.981864933717
ACH-000408,-1.12190219948
ACH-000410,-1.11529275403
ACH-000411,-0.980717385114
ACH-000414,-1.10489022783
ACH-000415,-1.06826188763
ACH-000416,-1.01063918411
ACH-000420,-1.01090610952
ACH-000421,-1.1117216571200002
ACH-000424,-1.3973673241999998
ACH-000425,-1.16959460624
ACH-000426,-1.0871735736900001
ACH-000427,-1.18830265669
ACH-000433,-1.02590995831
ACH-000436,-1.1351907211499999
ACH-000444,-0.9220231407709999
ACH-000445,-0.979960046692
ACH-000448,-1.08479289088
ACH-000450,-1.08749595742
ACH-000452,-0.9481646101019999
ACH-000454,-1.0366303003
ACH-000458,-1.10165208007
ACH-000459,-0.6477152439370001
ACH-000460,-1.16746531267
ACH-000461,-1.11814792359
ACH-000463,-1.24695949546
ACH-000464,-0.9266203038230001
ACH-000466,-1.22110756369
ACH-000467,-1.09959355754
ACH-000468,-1.0972025737200002
ACH-000469,-1.0049780222799998
ACH-000470,-1.34270118069
ACH-000471,-0.8782270072439999
ACH-000472,-1.5189926918799999
ACH-000473,-1.04666681081
ACH-000475,-1.25870435013
ACH-000476,-1.0300304442100001
ACH-000477,-0.6617052011819999
ACH-000480,-1.09895501984
ACH-000481,-1.04537688343
ACH-000483,-0.698949507326
ACH-000484,-1.7922335321400003
ACH-000485,-1.18047881333
ACH-000486,-1.22328859286
ACH-000487,-1.14766298041
ACH-000488,-1.16486308119
ACH-000490,-1.21171379111
ACH-000491,-1.33844480256
ACH-000495,-0.9508757715870001
ACH-000496,-0.8323045678509999
ACH-000499,-1.24671201125
ACH-000500,-1.1335595985
ACH-000502,-0.954814145766
ACH-000503,-1.54131243633
ACH-000505,-1.2374373541700001
ACH-000507,-1.03265819576
ACH-000510,-1.3438313529600001
ACH-000511,-1.22212594847
ACH-000512,-0.67261315125
ACH-000516,-1.11764041838
ACH-000517,-1.19470328626
ACH-000518,-1.19777721803
ACH-000520,-1.21188480999
ACH-000521,-0.975868295782
ACH-000522,-1.1112871863
ACH-000524,-1.08696446901
ACH-000527,-1.1492352608
ACH-000528,-0.979920634155
ACH-000537,-0.9186389713490001
ACH-000541,-1.2360758657100002
ACH-000542,-0.998683340334
ACH-000544,-0.8392566684999999
ACH-000545,-1.01532579714
ACH-000547,-1.25905528893
ACH-000548,-1.1066648460100001
ACH-000549,-0.9281311920299999
ACH-000550,-0.87020964653
ACH-000552,-1.12548921418
ACH-000556,-1.20603587059
ACH-000557,-1.28809588459
ACH-000570,-0.963109427033
ACH-000571,-1.13416621777
ACH-000573,-1.26123975594
ACH-000576,-0.899341489648
ACH-000580,-0.8353299146709999
ACH-000584,-1.0226558014
ACH-000585,-1.25697683653
ACH-000588,-1.05665967623
ACH-000589,-1.11245549216
ACH-000591,-0.9611914360639999
ACH-000593,-1.26290033793
ACH-000600,-0.7574572952390001
ACH-000601,-1.02730653142
ACH-000604,-1.22261075942
ACH-000605,-1.15312516276
ACH-000606,-1.1929467096100002
ACH-000608,-1.2905376786799998
ACH-000614,-0.795341780341
ACH-000616,-1.04239713526
ACH-000618,-1.03902838396
ACH-000619,-0.952638094184
ACH-000620,-1.17991086918
ACH-000621,-1.62631852791
ACH-000622,-1.1503056562799998
ACH-000623,-1.08797078875
ACH-000624,-1.08025401214
ACH-000627,-1.10063924549
ACH-000630,-1.06015492821
ACH-000632,-1.0011348415299999
ACH-000633,-0.837137482318
ACH-000637,-1.11439964877
ACH-000638,-0.9886048786630001
ACH-000646,-1.23666704779
ACH-000647,-0.9989421806219999
ACH-000648,-0.992277390996
ACH-000649,-1.1533364712799998
ACH-000651,-1.25602742315
ACH-000652,-1.2089969278000001
ACH-000653,-1.05637073218
ACH-000657,-1.07971245063
ACH-000658,-1.0062313074
ACH-000661,-1.0402946984600001
ACH-000662,-1.32075174436
ACH-000663,-1.1758179012
ACH-000665,-1.14471562121
ACH-000671,-1.32338014169
ACH-000673,-1.1105565356
ACH-000676,-1.1149330025700002
ACH-000677,-1.26433689837
ACH-000681,-0.959028097622
ACH-000682,-1.10808326205
ACH-000683,-1.13325017619
ACH-000684,-0.971274651936
ACH-000688,-1.0448910047700002
ACH-000693,-1.0881990856100001
ACH-000694,-1.4005053306
ACH-000695,-1.32378847786
ACH-000696,-1.02289190629
ACH-000697,-1.16562193396
ACH-000699,-1.3434286565600002
ACH-000701,-1.00224088641
ACH-000706,-1.00664070019
ACH-000711,-1.09911085345
ACH-000713,-0.9418741083679999
ACH-000714,-1.05188211669
ACH-000718,-1.1777539907899999
ACH-000720,-1.22697948689
ACH-000721,-1.16211675884
ACH-000724,-1.49875186317
ACH-000725,-1.4576759497999998
ACH-000732,-1.11025207532
ACH-000734,-1.2617567244299999
ACH-000735,-1.34082269028
ACH-000736,-0.971409531415
ACH-000738,-1.09298665364
ACH-000746,-1.10395516592
ACH-000747,-1.14457200303
ACH-000748,-1.13262889616
ACH-000753,-1.00225300143
ACH-000756,-1.34001542654
ACH-000757,-1.1413444878299999
ACH-000758,-0.895693056488
ACH-000760,-1.26789735635
ACH-000763,-0.9468291110870001
ACH-000764,-1.30789411676
ACH-000765,-1.19655383316
ACH-000766,-1.1835311133600002
ACH-000767,-1.4603296410100002
ACH-000768,-0.9890528109029999
ACH-000769,-1.0457114488099999
ACH-000770,-0.9352625063429999
ACH-000771,-1.08346020739
ACH-000773,-1.0968148793999999
ACH-000776,-1.37591829193
ACH-000777,-0.937298335526
ACH-000778,-1.27193985159
ACH-000781,-1.03864292882
ACH-000782,-1.01631733675
ACH-000783,-1.17800762817
ACH-000784,-1.3355374138
ACH-000785,-1.21655795089
ACH-000787,-1.2408183452600001
ACH-000788,-1.15204733648
ACH-000791,-1.19500052071
ACH-000792,-1.0889884319299998
ACH-000794,-1.12363915045
ACH-000796,-1.1538592162399999
ACH-000799,-0.839151444814
ACH-000800,-1.0414154570799998
ACH-000802,-1.21974052193
ACH-000804,-1.06414641191
ACH-000805,-1.24478319677
ACH-000809,-1.07584000377
ACH-000810,-0.745049592159
ACH-000811,-1.15281422543
ACH-000817,-1.03362521514
ACH-000819,-1.30213693567
ACH-000820,-1.0
ACH-000821,-1.067181366
ACH-000822,-1.1755261581799998
ACH-000823,-1.16229426388
ACH-000824,-1.3885119480099999
ACH-000827,-1.1137858966399998
ACH-000829,-1.08642938861
ACH-000831,-1.08893542781
ACH-000832,-0.962061021971
ACH-000833,-1.02243158061
ACH-000834,-1.0527368777
ACH-000835,-1.0990625635
ACH-000836,-1.29897149077
ACH-000837,-1.1775513014399999
ACH-000838,-1.04001729523
ACH-000839,-1.02939607001
ACH-000840,-1.4233410108000002
ACH-000841,-1.2858589965
ACH-000843,-0.991684877108
ACH-000846,-1.15475082375
ACH-000847,-1.19988015233
ACH-000848,-1.20306263782
ACH-000849,-1.0785045999
ACH-000851,-1.22963059706
ACH-000855,-1.10071137356
ACH-000856,-1.27607012112
ACH-000858,-1.15795795316
ACH-000859,-0.8180927357969999
ACH-000861,-1.06133529206
ACH-000862,-1.0555043098999999
ACH-000865,-1.24275497473
ACH-000866,-1.17596590657
ACH-000867,-1.16300568595
ACH-000869,-1.12426708011
ACH-000872,-1.1426910236299999
ACH-000873,-0.977561691133
ACH-000876,-1.18318992344
ACH-000878,-0.7806550002889999
ACH-000880,-0.7956372257500001
ACH-000881,-0.960393309919
ACH-000882,-1.0468136032200002
ACH-000884,-1.07246202466
ACH-000885,-1.09806100528
ACH-000887,-1.13584419368
ACH-000888,-1.16637347507
ACH-000889,-1.1527400722399999
ACH-000890,-1.0460824563200002
ACH-000896,-1.23883148778
ACH-000898,-1.16897231185
ACH-000900,-1.2520979675200001
ACH-000901,-1.30606616972
ACH-000905,-0.86497969229
ACH-000906,-1.3287856740700001
ACH-000907,-0.7317758384849999
ACH-000910,-1.088675808
ACH-000911,-1.0241033350700002
ACH-000912,-0.9858365432189999
ACH-000913,-1.2217789807600001
ACH-000915,-1.1672400078299998
ACH-000916,-1.31384375014
ACH-000917,-1.30094816068
ACH-000921,-0.932810103892
ACH-000924,-0.993220235428
ACH-000926,-1.15524086564
ACH-000928,-1.1338723904999999
ACH-000929,-0.8717764288600001
ACH-000932,-1.20401263691
ACH-000935,-1.08534315253
ACH-000936,-1.14988811074
ACH-000937,-0.9799354232200002
ACH-000938,-1.0774288214499999
ACH-000939,-1.47804418054
ACH-000941,-1.2815732853100001
ACH-000943,-1.02911160236
ACH-000946,-1.14804583909
ACH-000947,-1.19056710493
ACH-000948,-1.1151640622799999
ACH-000950,-1.20357083808
ACH-000953,-1.09623772734
ACH-000957,-0.8942024159190001
ACH-000958,-1.2003294547499999
ACH-000960,-1.07355114407
ACH-000963,-1.24813826987
ACH-000968,-1.00435071294
ACH-000969,-1.09009530884
ACH-000973,-1.21821170858
ACH-000974,-1.08907203551
ACH-000975,-1.09677083105
ACH-000976,-1.18424049144
ACH-000978,-1.20683874502
ACH-000980,-1.4405811852700001
ACH-000984,-1.60912073665
ACH-000986,-1.0663033015899999
ACH-000988,-1.2462182123899999
ACH-000993,-0.9922055517939999
ACH-000994,-1.5750376859
ACH-000996,-1.2180480949099999
ACH-001001,-1.06454560651
ACH-001020,-1.29299799048
ACH-001028,-0.93434947354
ACH-001031,-1.24181712991
ACH-001038,-1.32985245545
ACH-001048,-1.19094206699
ACH-001050,-1.07273175249
ACH-001053,-1.1428999158600002
ACH-001054,-1.21245588601
ACH-001061,-1.02494917874
ACH-001067,-1.14832432586
ACH-001075,-0.987150443458
ACH-001096,-1.13973507539
ACH-001128,-1.36395463564
ACH-001134,-1.1807025939700002
ACH-001151,-1.27449282522
ACH-001163,-1.1489665125700002
ACH-001164,-0.7886660710850001
ACH-001173,-1.12186180418
ACH-001183,-1.11829417225
ACH-001184,-1.08020864622
ACH-001190,-1.2227473532700002
ACH-001192,-1.27935771124
ACH-001193,-0.762926106989
ACH-001196,-0.8670344449240001
ACH-001197,-1.25635302668
ACH-001205,-0.849948052208
ACH-001211,-1.39676639302
ACH-001212,-1.09722479851
ACH-001228,-1.2849883314
ACH-001232,-0.9179394086
ACH-001239,-0.970592736645
ACH-001274,-1.10351823079
ACH-001275,-1.07769524942
ACH-001277,-1.06412571797
ACH-001278,-1.23368368623
ACH-001280,-0.9774527490360001
ACH-001283,-0.931590891203
ACH-001289,-1.15660513867
ACH-001295,-1.15033290533
ACH-001300,-0.885562429425
ACH-001301,-1.22433359111
ACH-001302,-1.49052847049
ACH-001303,-1.04281959406
ACH-001306,-1.1467397891600002
ACH-001318,-1.20583371545
ACH-001322,-1.14666127312
ACH-001328,-1.06911495991
ACH-001332,-0.926373488527
ACH-001333,-1.08984963183
ACH-001336,-1.2205344941299998
ACH-001340,-1.16505990771
ACH-001346,-1.02950344752
ACH-001353,-1.18860761178
ACH-001354,-0.998007132948
ACH-001367,-1.09403783264
ACH-001368,-1.1929619851200002
ACH-001374,-1.30514172376
ACH-001375,-0.749795452126
ACH-001377,-1.1157626579100002
ACH-001380,-1.03794489732
ACH-001391,-1.1800693678299998
ACH-001407,-0.986823764154
ACH-001408,-1.02938050963
ACH-001413,-1.0225888113
ACH-001430,-1.29032481528
ACH-001431,-1.05738640386
ACH-001450,-0.7874143481110001
ACH-001496,-1.3806499187399999
ACH-001500,-1.2835880504700001
ACH-001521,-1.5885925390399998
ACH-001523,-1.06318124497
ACH-001532,-0.943923419696
ACH-001536,-1.03761114979
ACH-001550,-1.63050645819
ACH-001552,-1.2388833262
ACH-001554,-1.07023582319
ACH-001645,-1.1346467550700001
ACH-001654,-0.977803438833
ACH-001715,-1.12516302698
ACH-001735,-1.14556090472
ACH-001736,-1.2586776805
ACH-001737,-1.01128805484
ACH-001740,-1.1839672437
ACH-001745,-0.878728659357
ACH-001750,-0.9663377439499999
ACH-001765,-1.19369345925
ACH-001956,-1.06622631433
ACH-001957,-0.9762567462649999
