,NCKAP5 (344148)
ACH-000004,0.0190310623113
ACH-000007,0.284734476959
ACH-000009,-0.121894160849
ACH-000011,-0.0418438106569
ACH-000012,0.0696734950461
ACH-000013,-0.0152398176763
ACH-000014,-0.145798197022
ACH-000015,-0.0219097442985
ACH-000017,0.0536338533088
ACH-000018,-0.191369703899
ACH-000019,-0.05835282392999999
ACH-000021,0.0359760941596
ACH-000022,-0.04692307382619999
ACH-000025,-0.10576426119999999
ACH-000028,-0.0785547146623
ACH-000030,-0.0138677539438
ACH-000035,-0.123322222136
ACH-000036,-0.0878547084964
ACH-000037,-0.20691098243900002
ACH-000039,0.14587109291
ACH-000040,0.0701048527449
ACH-000041,-0.118530792683
ACH-000042,0.058191770482400006
ACH-000045,0.18549045894400001
ACH-000047,-0.059879885445300006
ACH-000052,-0.0940922696293
ACH-000053,-0.050886702048699994
ACH-000054,-0.181643165242
ACH-000055,-0.11291617908500001
ACH-000060,-0.028698094017500002
ACH-000067,-0.134170583126
ACH-000070,-0.0557767715652
ACH-000075,-0.0366148596518
ACH-000078,-0.028004000988799998
ACH-000082,-0.09004106993239999
ACH-000085,-0.329942416204
ACH-000086,-0.07876459286410001
ACH-000087,-0.0141511561273
ACH-000092,-0.047270310931900004
ACH-000095,0.056475310159700004
ACH-000097,-0.11160435850400001
ACH-000098,-0.230156614444
ACH-000099,-0.07313730942289999
ACH-000108,0.102686168742
ACH-000113,-0.112265719178
ACH-000115,-0.012207065214200001
ACH-000116,0.004243208058090001
ACH-000118,-0.0847786104139
ACH-000120,0.07479558887660001
ACH-000123,-0.125165788889
ACH-000127,-0.144832014658
ACH-000128,-0.0804428238005
ACH-000132,-0.243485017181
ACH-000133,-0.162211698667
ACH-000137,-0.0863220032278
ACH-000138,0.0897679372283
ACH-000142,-0.186353348728
ACH-000143,-0.30820400095899997
ACH-000146,-0.147792613368
ACH-000148,-0.12053818417300001
ACH-000150,-0.0395465986512
ACH-000152,0.049773572688499995
ACH-000153,-0.204722067069
ACH-000159,-0.0493731923411
ACH-000160,0.07210854087100001
ACH-000163,-0.252609763941
ACH-000167,-0.324156379518
ACH-000168,-0.008217405115979999
ACH-000169,-0.091117650966
ACH-000178,0.028917325397600002
ACH-000182,-0.222802850172
ACH-000183,-0.106494528387
ACH-000188,0.0650302208758
ACH-000189,0.135568368055
ACH-000190,-0.107704718104
ACH-000198,-0.11325273499199999
ACH-000204,0.11458014527999999
ACH-000206,0.048025184952800004
ACH-000207,0.275204607887
ACH-000211,0.0327322031541
ACH-000215,0.053814008132499994
ACH-000221,-0.174404177481
ACH-000222,-0.031195680973400003
ACH-000223,-0.197768967698
ACH-000226,-0.305299838843
ACH-000227,-0.10956566854599999
ACH-000228,-0.10519187162699999
ACH-000231,-0.100355582229
ACH-000232,0.0658329022466
ACH-000233,0.0317777596491
ACH-000234,-0.12556531554300002
ACH-000235,0.014031161188999998
ACH-000237,-0.167704220676
ACH-000238,-0.0393826606517
ACH-000243,0.0312298031647
ACH-000244,-0.124820708726
ACH-000246,-0.0272195176174
ACH-000248,-0.240426475966
ACH-000250,-0.0494202527581
ACH-000251,-0.202610566828
ACH-000253,-0.165997659333
ACH-000255,-0.0685808447052
ACH-000256,-0.07013144684349999
ACH-000257,0.09296113883519999
ACH-000258,0.0946700682095
ACH-000259,-0.0735625257945
ACH-000260,-0.027907070739500002
ACH-000261,0.0234908746454
ACH-000262,-0.0484265949033
ACH-000263,0.0531264892716
ACH-000264,-0.136079032325
ACH-000265,-0.09910264845789998
ACH-000266,-0.022128033505799997
ACH-000272,0.0439923636784
ACH-000273,-0.045701787539400004
ACH-000274,-0.16383962910299998
ACH-000277,-0.14829390440999998
ACH-000278,-0.08876079096030001
ACH-000279,-0.12696252845
ACH-000280,0.15997780696
ACH-000281,0.060432765908500004
ACH-000288,0.0444355464239
ACH-000291,-0.0491182762385
ACH-000293,0.093539470071
ACH-000294,-0.125456525199
ACH-000295,-0.299980666682
ACH-000296,0.0731359056412
ACH-000302,-0.020400436039799998
ACH-000304,-0.411260731645
ACH-000307,-0.11005920744999999
ACH-000308,-0.228942635275
ACH-000310,-0.128976459189
ACH-000311,0.295487119668
ACH-000312,-0.0250351886113
ACH-000315,-0.264559165743
ACH-000316,-0.324991669038
ACH-000317,-0.148116446476
ACH-000318,-0.00942463440187
ACH-000319,0.166455277282
ACH-000320,0.0202787002686
ACH-000322,0.10621994984
ACH-000323,-0.188381354093
ACH-000324,-0.13428402379499998
ACH-000329,-0.160257846092
ACH-000330,-0.24073166669399998
ACH-000331,-0.2547366625
ACH-000332,-0.00724628812012
ACH-000334,0.126997115626
ACH-000335,-0.347874255995
ACH-000336,0.026066062913700002
ACH-000337,-0.105310168249
ACH-000339,0.00880360874129
ACH-000341,0.056068372290500004
ACH-000348,-0.11134268090800001
ACH-000350,-0.0313796594049
ACH-000352,0.0314628243612
ACH-000356,0.232268994229
ACH-000361,-0.0682571972908
ACH-000362,0.0545175672894
ACH-000363,-0.0561478002931
ACH-000364,-0.155199487246
ACH-000365,-0.040650237776699995
ACH-000366,-0.122551486828
ACH-000368,-0.154283889681
ACH-000374,-0.25641402547
ACH-000375,-0.147114773311
ACH-000376,-0.0920354851726
ACH-000381,-0.08285807135319999
ACH-000383,-0.151321288237
ACH-000387,0.00553069982965
ACH-000389,-0.25339471521699997
ACH-000390,-0.119195585459
ACH-000393,-0.12602044989800001
ACH-000395,-0.07286138527700001
ACH-000397,-0.0252802465218
ACH-000401,-0.0119199333797
ACH-000402,0.264617588703
ACH-000403,0.046794204677999995
ACH-000404,0.319676362925
ACH-000406,-0.112914168985
ACH-000407,-0.149659938148
ACH-000408,-0.0575916445212
ACH-000410,-0.010361748987799999
ACH-000411,-0.182195844005
ACH-000414,0.00751203935893
ACH-000415,0.0434527173121
ACH-000416,-0.144975105783
ACH-000420,0.011737679111600001
ACH-000421,-0.15163790129899998
ACH-000424,-0.362522381038
ACH-000425,-0.10344397989700001
ACH-000426,-0.122706806196
ACH-000427,-0.0195232566665
ACH-000433,-0.17625944148400002
ACH-000436,0.111785326261
ACH-000444,-0.11209482072
ACH-000445,-0.164875207202
ACH-000448,0.011588996362
ACH-000450,0.0510659319381
ACH-000452,0.0801558608275
ACH-000454,0.031306861167700005
ACH-000458,-0.19809498092
ACH-000459,-0.111285727826
ACH-000460,-0.08337239415310001
ACH-000461,-0.131554590802
ACH-000463,-0.23082861549199998
ACH-000464,0.0103314282705
ACH-000466,-0.133117795174
ACH-000467,0.0324283628794
ACH-000468,0.062277752450900004
ACH-000469,-0.12223899047
ACH-000470,-0.0522209566811
ACH-000471,-0.014732134319799998
ACH-000472,-0.0256991119311
ACH-000473,-0.10342568565199999
ACH-000475,-0.028070864302300002
ACH-000476,-0.0242860366758
ACH-000477,-0.08205203555919999
ACH-000480,0.004808208035909999
ACH-000481,-0.183036074404
ACH-000483,0.0423771822823
ACH-000484,0.0348417931007
ACH-000485,-0.173131697007
ACH-000486,0.0209541249218
ACH-000487,-0.101597924538
ACH-000488,-0.0508412404914
ACH-000490,0.0295611370247
ACH-000491,-0.167104722446
ACH-000495,-0.318676895748
ACH-000496,-0.033538673896300004
ACH-000499,-0.4055237682
ACH-000500,-0.474771317994
ACH-000502,0.175554844977
ACH-000503,-0.232464750392
ACH-000505,-0.19217769005600002
ACH-000507,0.065693612359
ACH-000510,-0.310439552488
ACH-000511,-0.050517950308800005
ACH-000512,-0.312138569902
ACH-000516,0.0561604868002
ACH-000517,-0.0455169642035
ACH-000518,-0.0398847625074
ACH-000520,-0.20311363311099997
ACH-000521,-0.0657437212579
ACH-000522,-0.11373821158
ACH-000524,-0.0976042414132
ACH-000527,-0.12450961856899999
ACH-000528,-0.0764224801976
ACH-000537,-0.047163450862999994
ACH-000541,0.0673239634829
ACH-000542,-0.127621217012
ACH-000544,-0.12262513386700001
ACH-000545,-0.197485470363
ACH-000547,0.0589836810502
ACH-000548,0.155603685911
ACH-000549,-0.0773660257782
ACH-000550,0.0634476072899
ACH-000552,-0.226325943417
ACH-000556,0.0351557765947
ACH-000557,0.026245411792099996
ACH-000570,-0.04429077489
ACH-000571,0.0818901325781
ACH-000573,-0.180408137473
ACH-000576,-0.19164569982500002
ACH-000580,0.0418726208936
ACH-000584,-0.0934345846005
ACH-000585,-0.0289370346192
ACH-000588,0.0685959909327
ACH-000589,-0.011746983301600001
ACH-000591,-0.110201251259
ACH-000593,0.0244958737347
ACH-000600,0.244024561755
ACH-000601,-0.135950138208
ACH-000604,0.10361919465700001
ACH-000605,-0.131216765106
ACH-000606,-0.09365830609639998
ACH-000608,-0.09689959830869999
ACH-000614,-0.013182484799899998
ACH-000616,-0.119989107721
ACH-000618,-0.15239943869
ACH-000619,0.0314225202527
ACH-000620,-0.257184010872
ACH-000621,-0.060010472664199996
ACH-000622,0.024820073226099998
ACH-000623,-0.019581032663900003
ACH-000624,-0.00416407350058
ACH-000627,0.0413787844137
ACH-000630,-0.044181455293899996
ACH-000632,-0.157106399972
ACH-000633,-0.154007837978
ACH-000637,-0.18122866780299998
ACH-000638,-0.0912887666441
ACH-000646,0.236432839896
ACH-000647,-0.0930694663769
