,RSPRY1 (89970)
ACH-000004,0.0461898734487
ACH-000007,0.21625296664000002
ACH-000009,0.103311482017
ACH-000011,0.054425363697
ACH-000012,-0.027266960063900003
ACH-000013,0.040922979031099996
ACH-000014,-0.0217541003293
ACH-000015,-0.0476585966661
ACH-000017,-0.159865681358
ACH-000018,-0.130921170851
ACH-000019,0.049902883306400005
ACH-000021,-0.10388358724199999
ACH-000022,-0.0257332557442
ACH-000025,-0.168150520874
ACH-000028,0.04219521889050001
ACH-000030,-0.015183369286200002
ACH-000035,-0.18975087948199998
ACH-000036,-0.224802014169
ACH-000037,-0.39690390597400005
ACH-000039,-0.114555288738
ACH-000040,0.18423508100900002
ACH-000041,-0.0255847959303
ACH-000042,0.07238129610930001
ACH-000045,-0.10528533328600001
ACH-000047,-0.07678648451469999
ACH-000052,-0.0660082971037
ACH-000053,-0.0464118892929
ACH-000054,-0.0972410879534
ACH-000055,0.0600564660933
ACH-000060,-0.126043800045
ACH-000067,0.043003150319999996
ACH-000070,-0.031433831911
ACH-000075,0.190877545765
ACH-000078,-0.06895528056260002
ACH-000082,-0.327364412607
ACH-000085,0.028034610899900003
ACH-000086,-0.092524474483
ACH-000087,-0.17474345832000002
ACH-000092,-0.08345734968060001
ACH-000095,-0.036991073893
ACH-000097,-0.09418787201130001
ACH-000098,-0.139481277873
ACH-000099,0.113339449999
ACH-000108,-0.11467232370899999
ACH-000113,-0.115409761891
ACH-000115,0.09882312431289998
ACH-000116,0.107138981968
ACH-000118,-0.0195645756169
ACH-000120,-0.152699161506
ACH-000123,0.048220094792
ACH-000127,-0.008598445106780001
ACH-000128,0.0535860542511
ACH-000132,-0.321121097942
ACH-000133,-0.151363697301
ACH-000137,-0.09662568499719999
ACH-000138,0.0293963398214
ACH-000142,-0.294374184703
ACH-000143,-0.17031814993099997
ACH-000146,-0.0848361130954
ACH-000148,-0.06517154567359999
ACH-000150,0.19025692389499999
ACH-000152,-0.143087916254
ACH-000153,-0.180412804225
ACH-000159,-0.100961697807
ACH-000160,-0.153310409768
ACH-000163,-0.276983480009
ACH-000167,-0.397653535908
ACH-000168,0.0446402007923
ACH-000169,0.0817296094013
ACH-000178,-0.0006086084130630001
ACH-000182,-0.22060801928399998
ACH-000183,0.020061088416
ACH-000188,-0.0264170417101
ACH-000189,-0.00796728434392
ACH-000190,0.084781661622
ACH-000198,0.06292427669169999
ACH-000204,-0.000960431688762
ACH-000206,-0.301455169403
ACH-000207,0.12058369424200001
ACH-000211,-0.0338975432102
ACH-000215,-0.0315888704734
ACH-000221,-0.012877652203799998
ACH-000222,-0.0481939576526
ACH-000223,0.0121794469573
ACH-000226,-0.26287567368000003
ACH-000227,-0.205988977531
ACH-000228,-0.012404520166499998
ACH-000231,-0.0179750344947
ACH-000232,-0.123325559332
ACH-000233,0.08266537417489998
ACH-000234,0.0511236509931
ACH-000235,-0.011617068340100001
ACH-000237,-0.200709899435
ACH-000238,-0.104583760559
ACH-000243,-0.00477040947996
ACH-000244,-0.10670999991499999
ACH-000246,0.0327922534981
ACH-000248,0.0771912212437
ACH-000250,0.0556493963961
ACH-000251,0.13481634023
ACH-000253,0.0234563484842
ACH-000255,0.0188811602418
ACH-000256,-0.181088949344
ACH-000257,0.011022370274
ACH-000258,0.100603498908
ACH-000259,-0.0596096648298
ACH-000260,-0.024766517292599998
ACH-000261,-0.028015742379
ACH-000262,-0.188819139076
ACH-000263,-0.0142387491665
ACH-000264,-0.175382984507
ACH-000265,0.142156738106
ACH-000266,-0.0198503041266
ACH-000272,0.178234047955
ACH-000273,-0.0249268408537
ACH-000274,-0.0329218600005
ACH-000277,0.082242601694
ACH-000278,-0.07475003599489999
ACH-000279,-0.04791959449569999
ACH-000280,-0.0229764114164
ACH-000281,0.0424768763662
ACH-000288,-0.175456817321
ACH-000291,0.060374867573100004
ACH-000293,-0.250304171372
ACH-000294,-0.035330036148
ACH-000295,-0.22755434398200003
ACH-000296,0.17658563357299997
ACH-000302,0.0327421333893
ACH-000304,-0.405390041197
ACH-000307,-0.115710435667
ACH-000308,-0.0159734005392
ACH-000310,-0.222587146092
ACH-000311,0.0187606488347
ACH-000312,0.0390554872613
ACH-000315,-0.231774018655
ACH-000316,-0.259655244101
ACH-000317,0.343495479477
ACH-000318,0.213212504494
ACH-000319,-0.09604972969429999
ACH-000320,-0.0726149937185
ACH-000322,-0.22749473178000004
ACH-000323,-0.0964254411721
ACH-000324,0.049495224168800006
ACH-000329,-0.125760219879
ACH-000330,-0.107972559815
ACH-000331,-0.0803388022886
ACH-000332,0.0263646943735
ACH-000334,-0.08924047596200001
ACH-000335,-0.226650060488
ACH-000336,-0.0737044527325
ACH-000337,0.0966370771182
ACH-000339,-0.059915441724800005
ACH-000341,-0.105773704697
ACH-000348,-0.136737692327
ACH-000350,-0.178258123734
ACH-000352,0.00148818266175
ACH-000356,0.166478638477
ACH-000361,0.17759836459699999
ACH-000362,-0.0824533431254
ACH-000363,0.044661204865499994
ACH-000364,0.197038088459
ACH-000365,0.10675081336000002
ACH-000366,-0.240354418436
ACH-000368,0.00547252406932
ACH-000374,0.00439072612791
ACH-000375,-0.07042845331889999
ACH-000376,0.053261664561000004
ACH-000381,-0.061611633173900004
ACH-000383,-0.149785597665
ACH-000387,0.00424585529088
ACH-000389,-0.041492158273099995
ACH-000390,-0.0696594663987
ACH-000393,-0.100534176907
ACH-000395,0.029636444212799998
ACH-000397,-0.264715868093
ACH-000401,-0.298912091684
ACH-000402,0.0802163091692
ACH-000403,-0.0659879900942
ACH-000404,0.139169446001
ACH-000406,-0.0695828726302
ACH-000407,0.08682758647849999
ACH-000408,-0.2452075506
ACH-000410,-0.0301668669535
ACH-000411,0.0731791150777
ACH-000414,0.110126848473
ACH-000415,-0.0220269441436
ACH-000416,-0.00487490472845
ACH-000420,0.058946864378
ACH-000421,-0.083627144362
ACH-000424,0.492577698663
ACH-000425,0.106577669489
ACH-000426,0.0483251850147
ACH-000427,-0.132672998327
